rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
34165.7264590855,0.946117293101855,0.00608291075959723
34125.0292464197,0.943533236780379,0.00606892853719281
34174.0886407622,0.95436839846343,0.00608743720529162
27560.5908973808,0.966106359339788,0.00494184361851414
27563.5612132171,0.952563136730383,0.00494114826570558
26627.6342873855,0.940610725007468,0.00495656305722932
26985.4543295599,0.955272395196505,0.00484687111760771
19630.2537578047,0.967002973157176,0.00366471921158686
19593.2734918541,0.974185470276826,0.00365786977331499
19587.9536525204,0.96064400735294,0.00364956638167936
12266.2493318703,0.960315772149979,0.00253231197093299
12249.6442249939,0.962589396730034,0.00252997609060585
12285.8036079991,0.982242082672041,0.0025356206256273
12294.7850295072,0.968914927974682,0.00253663462949411
12288.4247712538,0.976793409851447,0.00254522592639342
12304.385415958,0.984526006998735,0.00253743554037891
8856.93296082046,1,0.00206796188493178
8872.55437060993,0.968845337949587,0.00206963415511537
8867.37394213754,0.978198840291889,0.00206901218426015
8864.22385833106,0.974342697159095,0.00206847354406696
8887.57839607725,0.98786516274869,0.00207143582079745
8899.68484946007,0.972063943921826,0.00207345143720013
8898.53949189379,0.963351001966323,0.00207311165812334
8907.00825656525,0.98656020239746,0.00207384305394513
8911.44660299118,0.974665167770726,0.00207502184016688
