rate_SHMS,yieldRel_COIN_track,uncern_yieldRel_COIN_track
516260.062687358,1.00476032094914,0.003756279302859
516906.658619838,1.00282547908111,0.003703775735978
389863.684033333,1.0066986194565,0.002928962486697
261688.705631579,1.01145919273753,0.002255574828773
261466.334054233,1.01744821449887,0.002250026912734
210029.168256023,1.02281989353894,0.002045568681105
210056.639096135,1.01275179235298,0.002044750766231
209722.594318729,1.01046330317283,0.002050952093644
157928.921780381,1.00829715815656,0.001844205029414
157979.702581276,1.01197344653846,0.001880997543815
157868.12762749,0.996283771020193,0.001884790770592
158383.235035398,1.01705945047459,0.002047966246254
105641.842879158,0.99665763564991,0.001776961389683
105768.052636959,1.01013771691302,0.001794542702962
105787.927754071,0.986752981146142,0.001811615042817
105538.210712585,1,0.001798415177114
105736.781933668,0.996978602094741,0.001857536438602
