rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
689975.891090972,0.949611358445294,0.006086436206063
688561.588254395,0.947978843417711,0.006072423604399
689563.914591989,0.961809132501762,0.0060932676614
561318.601145066,0.969561750946634,0.004946838914108
561150.797094403,0.957042244454849,0.004945689649682
560026.353694647,0.945810065671426,0.004969754638908
549935.299205846,0.959157681084226,0.004854314816561
404050.061856331,0.969283738667795,0.003673876341773
403215.119140407,0.977087344324459,0.003667148674195
403081.642593001,0.962258384350375,0.003655008029102
254582.008928817,0.959189207380722,0.002551708517158
254219.829852838,0.965176190887872,0.002545678614577
255082.832898383,0.982700966376827,0.002554658660581
255220.467229244,0.971001922999483,0.002555859035503
255050.079252886,0.974012513959485,0.002569332592653
255388.142470625,0.986618084387725,0.002554386368851
184646.64751265,1,0.002097689757878
184926.75320096,0.968692680005571,0.002100436780099
184819.807856415,0.97675357623161,0.002097172020342
184610.40782581,0.974748564880738,0.00209870709782
185082.734329219,0.986459071801958,0.002100749334121
185380.708522461,0.973051847775811,0.002102992881019
185248.425282548,0.963903564888208,0.002109557498874
185454.795406421,0.9855336394933,0.002106077439354
185684.417854387,0.973415859539182,0.002102356447313
