rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
2036.53003886268,0.952271582717899,0.003712221652209
2046.53855301902,0.948977367749983,0.003688410352662
1205.14605853883,0.961085610095306,0.002912194980694
582.846329439761,0.975553895844057,0.002199984869729
581.853666021306,0.981202932918046,0.002197774479631
397.038569174284,0.994158851871828,0.001951065008463
396.665794187924,0.985372157344032,0.00195081677913
395.051745113522,0.982827557588363,0.001950672047672
244.77527328499,0.991262076182451,0.00172977943457
245.297540606031,0.993918405382615,0.001732750078439
244.135947503455,0.979165429947147,0.001732310916434
245.267829281654,0.999090512226875,0.001747804567546
130.526441654771,0.99570285215354,0.001558117650769
130.177212041702,1.01062054529257,0.00156063744982
130.371825806913,0.986654791012082,0.001561287885728
129.777724902407,1,0.001559512821107
130.662914635774,0.996031621403302,0.001564445506809
