rate_COIN,yieldRel_COIN_notrack,uncern_yieldRel_COIN_notrack
2036.53003886268,0.963185419052263,0.018200428866782
2046.53855301902,0.954037923244333,0.010645081840493
1205.14605853883,0.968687326246952,0.007821068836643
582.846329439761,0.976329324412016,0.008822424877497
581.853666021306,0.980522936613512,0.008545656263531
397.038569174284,0.985538981056098,0.009196268681196
396.665794187924,0.982498446952826,0.009220519219475
395.051745113522,0.981006979650265,0.00951256689619
244.77527328499,0.990910651843714,0.007775043793077
245.297540606031,0.995528296125945,0.008898618011567
244.135947503455,0.988401035743589,0.008902983687315
245.267829281654,0.994138376698774,0.01296723046846
130.526441654771,1.00539564048704,0.008072132714669
130.177212041702,1.00998964781586,0.008403806508508
130.371825806913,0.996678438003308,0.008587758914197
129.777724902407,1,0.008440871238695
130.662914635774,1.0033197932539,0.009386135473395
