CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS2,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_etotnorm_evts,h_int_goodscin_evts,p_int_etotnorm_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
3.6561259543873497e-09,0.00115361003149923,932832,31661399.0,0.9874460521077476,0.0010993315609311423,0.9665551839464884,0.0001,129,17,895603,242457058.0,0.9874460521077476,0.0010993315609311423,0.995159141376758,0.0018,40875,98203.77525301887,22855.05478699912,310.0,174274.18532747857,67875.41666666666,13897,604904.0,1421.834011,3842218
9.489631576346707e-09,0.00186623999624956,347926,12075834.0,0.9927915148932988,0.0010566075767411,0.9387755102040816,0.0002,129,17,349967,93463174.0,0.9927915148932988,0.0010566075767411,0.9962399515947792,0.003,10719,37566.85657799158,8531.642056527444,100.66666666666669,61401.503366195946,23209.5,13904,160839.0,946.268247,1439284
1.7086041271537724e-08,0.0017921449187760766,361625,6784018.0,0.9955154834568172,0.0009649677475560877,0.9716981132075472,0.0002,65,9,400348,51932186.0,0.9955154834568172,0.0009649677475560877,0.9975554244288966,0.0028,23784,20733.634953935696,8818.622152031341,109.0,64450.602777532185,23735.0,13906,188896.0,839.8358259999999,1571069
1.8541912231116768e-08,0.001361596694716149,553692,6210094.0,0.9965990976453638,0.0008574941090462473,0.9595375722543352,0.0002,33,5,754574,47849179.0,0.9965990976453638,0.0008574941090462473,0.9974971216899434,0.0021,28220,19072.77474907924,14737.826994933934,171.99999999999997,110772.03489123822,40037.66666666667,13907,127403.0,1018.0369820000003,2662114
3.1604090251926946e-08,0.001774593615634591,331921,3703106.0,0.9981983524777932,0.0007127946594260517,0.9245283018867924,0.0002,33,5,447991,28079676.0,0.9981983524777932,0.0007127946594260517,0.9979770734996628,0.0027,31743,11080.825717665857,8677.071076636197,102.66666666666666,63239.77559595009,22323.33333333333,13908,141308.0,1130.603537,1595896
5.8357612531713724e-08,0.0018045864026079773,273930,1992804.0,0.9990963398281336,0.0005882064186727892,0.9529411764705882,0.0002,17,3,508310,15203892.0,0.9990963398281336,0.0005882064186727892,0.9984001422095814,0.0029,22706,5953.2462323279615,7745.424114737623,88.0,64941.39082696581,22510.0,13910,60971.0,1221.3637609999996,1558936
5.3600510581311625e-09,0.0013948171527076055,617372,21648344.0,0.9900735247487256,0.0010753350791089485,0.9226519337016574,0.0002,129,17,597222,165435760.0,0.9900735247487256,0.0010753350791089485,0.9959599755719452,0.0023,34131,66698.60583015108,15053.75314370306,186.66666666666663,111832.23603102069,42848.0,13898,518717.0,1220.595665,2541235
