Physics Setting,Physics Yield,Physics Yield Error,SIMC Yield,SIMC Yield Error,Data/SIMC Ratio,Data/SIMC Ratio Error
Q3p85_W2p62_t0p21_higheps_center,25.55190512408163,0.7887185055145558,28.392069949255387,0.12027678760850823,0.899966264162848,0.028039932356425004
Q3p85_W2p62_t0p21_higheps_left,18.23343182953061,0.47555043826333915,20.168421833102155,0.08657027174027304,0.9040584325544166,0.023896152219168205
Q3p85_W2p62_t0p21_higheps_right,24.395111745157894,0.7317646639861337,25.119656216261134,0.10760776825554945,0.9711562743986039,0.02942672242989508
Q3p85_W2p62_t0p21_loweps_center,4.846363106325247,0.08993829284191117,4.802340199310006,0.007312255412879869,1.0091669696831487,0.018790945744267543
Q3p85_W2p62_t0p21_loweps_left,3.9626553739796178,0.07622932038043069,3.8170379842455753,0.005910737182053827,1.0381493163901074,0.020035403292584218
