Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
5002,5002,4.008,0.25,2,6,0,0.22,0.36,-0.097
5003,5003,4.008,0.25,2,6,0,0.24,0.38,-0.097
5004,5004,4.008,0.25,2,6,0,0.30,0.40,-0.097
5005,5005,4.008,0.25,2,6,0,0.32,0.34,-0.097
5006,5006,4.008,0.25,2,6,0,0.17,0.26,-0.097
5007,5007,4.008,0.25,2,6,0,0.25,0.35,-0.097
5008,5008,4.008,0.25,2,6,0,0.27,0.37,-0.097
5009,5009,4.008,0.25,2,6,0,0.10,0.43,-0.097
5013,5013,4.008,0.25,2,6,0,0.07,0.34,-0.04
5014,5014,4.008,0.25,2,6,0,0.16,0.53,-0.04
5015,5015,4.008,0.25,2,6,0,0.13,0.38,-0.04
5016,5016,4.008,0.25,2,6,0,0.19,0.30,-0.04
5017,5017,4.008,0.25,2,6,0,0.23,0.54,-0.04
5018,5018,4.008,0.25,2,6,0,0.19,0.31,-0.04
5019,5019,4.008,0.25,2,6,0,0.24,0.27,-0.04
5020,5020,4.008,0.25,2,6,0,0.21,0.32,-0.04
5021,5021,4.008,0.25,2,6,0,0.21,0.39,-0.04
5022,5022,4.008,0.25,2,6,0,0.20,0.25,-0.04
5023,5023,4.008,0.25,2,6,0,0.23,0.42,-0.04
5024,5024,4.008,0.25,2,6,0,0.20,0.24,-0.04
5025,5025,4.008,0.25,2,6,0,0.21,0.33,-0.04
5026,5026,4.008,0.25,2,6,0,0.15,0.32,-0.04
5027,5027,4.008,0.25,2,6,0,0.15,0.25,-0.04
5031,5031,4.008,0.25,2,6,0,0.20,0.26,-0.04
5032,5032,4.008,0.25,2,6,0,0.22,0.37,-0.04
5033,5033,4.008,0.25,2,6,0,0.22,0.35,-0.04
5038,5038,4.008,0.25,2,6,0,0.19,0.35,0.75
5039,5039,4.008,0.25,2,6,0,0.15,0.26,0.75
5040,5040,4.008,0.25,2,6,0,0.16,0.60,0.75
5041,5041,4.008,0.25,2,6,0,0.01,0.24,0.75
5042,5042,4.008,0.25,2,6,0,0.07,0.13,0.75
5044,5044,4.008,0.25,2,6,0,0.11,0.06,0.75
5045,5045,4.008,0.25,2,6,0,0.13,0.27,0.75
5046,5046,4.008,0.25,2,6,0,0.12,0.30,0.75
5047,5047,4.008,0.25,2,6,0,0.11,0.17,-1.25
5048,5048,4.008,0.25,2,6,0,0.22,0.36,-1.25
5049,5049,4.008,0.25,2,6,0,0.19,0.02,-1.25
5050,5050,4.008,0.25,2,6,0,0.09,0.16,-1.25
5051,5051,4.008,0.25,2,6,0,0.09,0.22,-1.25
5052,5052,4.008,0.25,2,6,0,0.13,0.22,-1.25
5053,5053,4.008,0.25,2,6,0,0.09,0.16,-1.25
5054,5054,4.008,0.25,2,6,0,0.10,0.22,-1.25
5055,5055,4.008,0.25,2,6,0,0.06,0.20,-1.25
5056,5056,4.008,0.25,2,6,0,0.08,0.11,-1.25
5057,5057,4.008,0.25,2,6,0,0.13,0.13,-1.25
5058,5058,4.008,0.25,2,6,0,0.09,0.18,-1.25
5059,5059,4.008,0.25,2,6,0,0.12,0.20,-1.25
5060,5060,4.008,0.25,2,6,0,0.06,0.25,-1.25
5062,5062,4.008,0.25,2,6,0,0.10,0.13,-1.25
5063,5063,4.008,0.25,2,6,0,0.01,0.34,-1.25
5064,5064,4.008,0.25,2,6,0,0.09,0.16,-1.25
5065,5065,4.008,0.25,2,6,0,0.11,0.21,-1.25
5066,5066,4.008,0.25,2,6,0,0.13,0.11,-1.25
5068,5068,4.008,0.25,2,6,0,0.10,0.11,-1.25
5069,5069,4.008,0.25,2,6,0,0.11,0.19,-1.25
5070,5070,4.008,0.25,2,6,0,0.09,0.42,-1.25
5071,5071,4.008,0.25,2,6,0,0.12,0.20,-1.25
5072,5072,4.008,0.25,2,6,0,0.13,0.22,-1.25
5073,5073,4.008,0.25,2,6,0,0.13,0.17,-1.25
5075,5075,4.008,0.25,2,6,0,0.09,0.11,-1.25
5076,5076,4.008,0.25,2,6,0,0.12,0.20,-1.25
5077,5077,4.008,0.25,2,6,0,0.10,0.23,-1.25
5078,5078,4.008,0.25,2,6,0,0.09,0.51,-1.29
5079,5079,4.008,0.25,2,6,0,0.13,-0.15,-1.29
5080,5080,4.008,0.25,2,6,0,0.11,0.15,-1.29
5081,5081,4.008,0.25,2,6,0,0.04,0.17,-1.29
5082,5082,4.008,0.25,2,6,0,0.13,0.02,-1.29
5083,5083,4.008,0.25,2,6,0,0.11,-0.15,-1.29
5084,5084,4.008,0.25,2,6,0,0.12,0.01,-1.29
5085,5085,4.008,0.25,2,6,0,0.17,0.30,-1.29
5086,5086,4.008,0.25,2,6,0,0.13,0.28,-1.29
5089,5089,4.008,0.25,2,6,0,0.06,0.21,-1.29
5090,5090,4.008,0.25,2,6,0,0.13,0.19,-1.29
5091,5091,4.008,0.25,2,6,0,0.11,0.26,-1.29
5092,5092,4.008,0.25,2,6,0,0.10,0.13,-1.29
5093,5093,4.008,0.25,2,6,0,0.11,0.23,-1.29
5094,5094,4.008,0.25,2,6,0,0.07,0.06,-1.29
5095,5095,4.008,0.25,2,6,0,0.05,0.02,-1.29
5096,5096,4.008,0.25,2,6,0,0.09,0.13,-1.29
5097,5097,4.008,0.25,2,6,0,0.04,0.27,-1.29
5098,5098,4.008,0.25,2,6,0,0.02,0.33,-1.29
5099,5099,4.008,0.25,2,6,0,0.08,0.18,-1.29
5100,5100,4.008,0.25,2,6,0,0.04,0.11,-1.29
5101,5101,4.008,0.25,2,6,0,0.12,0.15,-1.29
5102,5102,4.008,0.25,2,6,0,0.16,0.21,-1.29
5103,5103,4.008,0.25,2,6,0,0.09,0.23,-1.29
5104,5104,4.008,0.25,2,6,0,0.09,0.14,-1.29
5105,5105,4.008,0.25,2,6,0,0.09,0.19,-1.29
5106,5106,4.008,0.25,2,6,0,0.04,0.05,-1.29
5111,5111,4.008,0.25,2,6,0,0.07,-0.01,-1.29
5113,5113,4.008,0.25,2,6,0,0.12,0.14,-1.29
5114,5114,4.008,0.25,2,6,0,0.08,0.27,-1.29
5115,5115,4.008,0.25,2,6,0,0.11,0.26,-1.29
5116,5116,4.008,0.25,2,6,0,0.07,0.41,-1.29
5117,5117,4.008,0.25,2,6,0,0.05,0.08,-1.29
5118,5118,4.008,0.25,2,6,0,0.11,0.20,-1.29
5119,5119,4.008,0.25,2,6,0,0.05,0.26,-1.29
5120,5120,4.008,0.25,2,6,0,0.16,0.07,-1.29
5122,5122,4.008,0.25,2,6,0,0.11,0.00,-1.29
5128,5128,4.008,0.25,2,6,0,0.32,0.05,-1.29
5129,5129,4.008,0.25,2,6,0,0.10,0.04,-1.29
5130,5130,4.008,0.25,2,6,0,0.13,0.50,-1.29
5131,5131,4.008,0.25,2,6,0,0.22,0.24,-1.29
5132,5132,4.008,0.25,2,6,0,0.18,0.31,-1.29
5133,5133,4.008,0.25,2,6,0,0.31,0.06,-1.29
5134,5134,4.008,0.25,2,6,0,0.18,-0.04,-1.29
5135,5135,4.008,0.25,2,6,0,0.42,-0.04,-1.29
5136,5136,4.008,0.25,2,6,0,0.12,-0.01,-1.29
5137,5137,4.008,0.25,2,6,0,0.24,0.68,-1.29
5138,5138,4.008,0.25,2,6,0,0.17,-0.21,-1.29
5139,5139,4.008,0.25,2,6,0,0.16,-0.75,-1.29
5140,5140,4.008,0.25,2,6,0,0.18,-0.05,-1.29
5141,5141,4.008,0.25,2,6,0,0.24,0.39,-1.29
5142,5142,4.008,0.25,2,6,0,0.31,0.18,-1.29
5143,5143,4.008,0.25,2,6,0,0.24,-0.44,-1.29
5144,5144,4.008,0.25,2,6,0,0.36,0.38,-1.29
5183,5183,4.008,0.25,2,6,0,0.05,-0.06,-1.29
5184,5184,4.008,0.25,2,6,0,0.21,0.21,-1.29
5185,5185,4.008,0.25,2,6,0,0.16,-0.64,-1.29
5197,5197,4.008,0.25,2,6,0,-0.04,0.46,-1.29
5198,5198,4.008,0.25,2,6,0,0.06,-0.27,-1.29
5199,5199,4.008,0.25,2,6,0,0.10,-0.14,-1.29
5200,5200,4.008,0.25,2,6,0,0.20,-0.36,-1.29
5201,5201,4.008,0.25,2,6,0,0.17,0.02,-1.29
5202,5202,4.008,0.25,2,6,0,0.22,0.29,-1.29
5203,5203,4.008,0.25,2,6,0,0.41,-0.26,-1.29
5204,5204,4.008,0.25,2,6,0,0.26,0.48,-1.29
5206,5206,4.008,0.25,2,6,0,0.18,0.17,-1.29
5207,5207,4.008,0.25,2,6,0,0.12,-0.06,-1.29
5208,5208,4.008,0.25,2,6,0,0.20,0.25,-1.29
5209,5209,4.008,0.25,2,6,0,0.17,-0.10,-1.29
5210,5210,4.008,0.25,2,6,0,1.00,25.18,-1.29
5211,5211,4.008,0.25,2,6,0,0.07,0.21,-1.29
5212,5212,4.008,0.25,2,6,0,0.28,-0.48,-1.29
5213,5213,4.008,0.25,2,6,0,0.02,0.23,-1.29
5217,5217,4.008,0.25,2,6,0,0.19,0.20,-1.29
5218,5218,4.008,0.25,2,6,0,-0.03,-0.12,-1.29
5219,5219,4.008,0.25,2,6,0,0.39,-0.14,-1.29
5220,5220,4.008,0.25,2,6,0,0.08,-0.21,-1.29
5221,5221,4.008,0.25,2,6,0,-0.05,0.25,-1.29
5222,5222,4.008,0.25,2,6,0,0.21,0.29,-1.29
5223,5223,4.008,0.25,2,6,0,0.10,-0.06,-1.29
5224,5224,4.008,0.25,2,6,0,0.13,0.26,-1.29
5225,5225,4.008,0.25,2,6,0,0.16,-0.23,-1.29
5226,5226,4.008,0.25,2,6,0,0.12,0.34,-1.29
5227,5227,4.008,0.25,2,6,0,0.05,0.26,-1.29
5228,5228,4.008,0.25,2,6,0,0.05,0.23,-1.29
5229,5229,4.008,0.25,2,6,0,0.06,-0.06,-1.29
5230,5230,4.008,0.25,2,6,0,0.16,0.48,-1.29
5231,5231,4.008,0.25,2,6,0,0.14,0.55,-1.29
5232,5232,4.008,0.25,2,6,0,0.07,0.23,-1.29
5237,5237,4.008,0.25,2,6,0,0.23,0.37,-1.29
5238,5238,4.008,0.25,2,6,0,0.37,0.12,-1.29
5239,5239,4.008,0.25,2,6,0,0.28,0.02,-1.29
5240,5240,4.008,0.25,2,6,0,0.32,0.38,-1.29
5241,5241,4.008,0.25,2,6,0,0.04,0.34,-1.29
5242,5242,4.008,0.25,2,6,0,0.25,0.20,-1.29
5243,5243,4.008,0.25,2,6,0,0.16,0.38,-1.29
5244,5244,4.008,0.25,2,6,0,0.24,0.03,0.68
5245,5245,4.008,0.25,2,6,0,0.27,0.32,0.68
5246,5246,4.008,0.25,2,6,0,0.20,0.41,0.68
5247,5247,4.008,0.25,2,6,0,0.02,0.22,0.68
5248,5248,4.008,0.25,2,6,0,0.16,0.35,0.68
5251,5251,4.008,0.25,2,6,0,0.15,-0.04,0.68
5253,5253,4.008,0.25,2,6,0,0.12,0.29,0.68
5254,5254,4.008,0.25,2,6,0,-0.02,-0.08,0.68
5255,5255,4.008,0.25,2,6,0,0.09,-0.15,0.68
5256,5256,4.008,0.25,2,6,0,0.06,0.12,0.68
5257,5257,4.008,0.25,2,6,0,0.02,-0.01,0.68
5258,5258,4.008,0.25,2,6,0,0.10,0.26,0.68
5259,5259,4.008,0.25,2,6,0,0.23,0.16,0.68
5260,5260,4.008,0.25,2,6,0,0.30,0.17,0.68
5261,5261,4.008,0.25,2,6,0,0.10,0.01,0.68
5266,5266,4.008,0.25,2,6,0,0.15,0.08,0.68
5267,5267,4.008,0.25,2,6,0,0.09,-0.10,0.68
5268,5268,4.008,0.25,2,6,0,-0.08,0.18,0.68
5269,5269,4.008,0.25,2,6,0,0.00,0.12,0.68
5270,5270,4.008,0.25,2,6,0,0.10,-0.05,0.68
5271,5271,4.008,0.25,2,6,0,0.11,0.08,0.68
5272,5272,4.008,0.25,2,6,0,0.11,0.57,0.68
5273,5273,4.008,0.25,2,6,0,0.20,0.41,0.68
5274,5274,4.008,0.25,2,6,0,0.26,0.19,0.68
5276,5276,4.008,0.25,2,6,0,0.04,-0.31,0.68
5277,5277,4.008,0.25,2,6,0,0.03,0.44,0.68
5278,5278,4.008,0.25,2,6,0,0.10,0.23,0.68
5279,5279,4.008,0.25,2,6,0,-0.05,-0.35,0.68
5280,5280,4.008,0.25,2,6,0,-0.05,-0.12,0.68
5281,5281,4.008,0.25,2,6,0,0.40,-0.35,0.68
5282,5282,4.008,0.25,2,6,0,0.24,0.21,0.68
5283,5283,4.008,0.25,2,6,0,0.15,-0.18,0.68
5284,5284,4.008,0.25,2,6,0,-0.07,-0.03,0.68
5285,5285,4.008,0.25,2,6,0,0.03,-0.12,0.68
5286,5286,4.008,0.25,2,6,0,0.13,0.08,0.68
5287,5287,4.008,0.25,2,6,0,0.17,-0.37,0.68
5288,5288,4.008,0.25,2,6,0,0.07,-0.59,0.68
5289,5289,4.008,0.25,2,6,0,0.38,0.16,0.68
5290,5290,4.008,0.25,2,6,0,0.19,0.13,0.68
5291,5291,4.008,0.25,2,6,0,-0.09,-0.43,0.68
5293,5293,4.008,0.25,2,6,0,0.34,-0.29,0.68
5294,5294,4.008,0.25,2,6,0,0.15,-1.12,0.68
5304,5304,4.008,0.25,2,6,0,-0.06,-0.06,0.72
5305,5305,4.008,0.25,2,6,0,-0.12,-0.21,0.72
5306,5306,4.008,0.25,2,6,0,-0.05,-0.08,0.72
5307,5307,4.008,0.25,2,6,0,-0.04,-0.13,0.72
5308,5308,4.008,0.25,2,6,0,-0.04,-0.01,0.72
5309,5309,4.008,0.25,2,6,0,0.02,0.03,0.72
5310,5310,4.008,0.25,2,6,0,-0.04,-0.11,0.72
5311,5311,4.008,0.25,2,6,0,0.04,0.37,0.72
5312,5312,4.008,0.25,2,6,0,0.00,0.16,0.72
5313,5313,4.008,0.25,2,6,0,-0.05,-0.12,0.72
5314,5314,4.008,0.25,2,6,0,-0.02,-0.01,0.72
5315,5315,4.008,0.25,2,6,0,0.02,-0.05,0.72
5316,5316,4.008,0.25,2,6,0,0.04,-0.01,0.72
5317,5317,4.008,0.25,2,6,0,-0.02,-0.08,0.72
5318,5318,4.008,0.25,2,6,0,0.03,0.03,0.72
5319,5319,4.008,0.25,2,6,0,-0.01,-0.02,0.72
5320,5320,4.008,0.25,2,6,0,0.00,-0.11,0.72
5321,5321,4.008,0.25,2,6,0,-0.03,0.10,0.72
5322,5322,4.008,0.25,2,6,0,0.10,0.02,0.72
5323,5323,4.008,0.25,2,6,0,-0.01,-0.05,0.72
5324,5324,4.008,0.25,2,6,0,-0.02,0.10,0.72
5325,5325,4.008,0.25,2,6,0,0.05,0.13,0.72
5326,5326,4.008,0.25,2,6,0,-0.09,0.07,0.72
5327,5327,4.008,0.25,2,6,0,0.04,0.10,0.72
5328,5328,4.008,0.25,2,6,0,-0.07,0.03,0.72
5329,5329,4.008,0.25,2,6,0,0.07,0.08,0.72
5330,5330,4.008,0.25,2,6,0,0.08,-0.05,0.72
5331,5331,4.008,0.25,2,6,0,0.07,0.08,0.72
5332,5332,4.008,0.25,2,6,0,0.08,-0.28,0.72
5333,5333,4.008,0.25,2,6,0,0.02,0.03,0.72
5334,5334,4.008,0.25,2,6,0,0.01,0.07,0.72
6638,6638,2.004,0.25,2,6,0,-1.02,0.48,-0.348
6642,6642,2.004,0.25,2,6,0,-1.01,0.44,-0.348
6643,6643,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6644,6644,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6645,6645,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6646,6646,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6647,6647,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6649,6649,2.004,0.25,2,6,0,-1.02,0.47,-0.348
6650,6650,2.004,0.25,2,6,0,-1.02,0.44,-0.348
6651,6651,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6652,6652,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6653,6653,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6654,6654,2.004,0.25,2,6,0,-1.00,0.46,-0.348
6655,6655,2.004,0.25,2,6,0,-0.99,0.48,-0.348
6656,6656,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6657,6657,2.004,0.25,2,6,0,-1.01,0.47,-0.348
6658,6658,2.004,0.25,2,6,0,-1.02,0.45,-0.348
6659,6659,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6661,6661,2.004,0.25,2,6,0,-1.01,0.48,-0.348
6662,6662,2.004,0.25,2,6,0,-1.01,0.47,-0.348
6663,6663,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6664,6664,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6665,6665,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6666,6666,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6667,6667,2.004,0.25,2,6,0,-1.00,0.47,-0.348
6668,6668,2.004,0.25,2,6,0,-1.01,0.45,-0.348
6669,6669,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6671,6671,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6672,6672,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6673,6673,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6674,6674,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6675,6675,2.004,0.25,2,6,0,-1.02,0.45,-0.348
6676,6676,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6680,6680,2.004,0.25,2,6,0,-1.00,0.45,-0.348
6681,6681,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6682,6682,2.004,0.25,2,6,0,-1.01,0.47,-0.348
6683,6683,2.004,0.25,2,6,0,-1.01,0.49,-0.348
6684,6684,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6685,6685,2.004,0.25,2,6,0,-1.02,0.46,-0.348
6687,6687,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6688,6688,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6689,6689,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6690,6690,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6691,6691,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6692,6692,2.004,0.25,2,6,0,-1.02,0.47,-0.348
6694,6694,2.004,0.25,2,6,0,-1.00,0.47,-0.348
6695,6695,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6696,6696,2.004,0.25,2,6,0,-1.01,0.47,-0.348
6697,6697,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6704,6704,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6705,6705,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6706,6706,2.004,0.25,2,6,0,-1.01,0.46,-0.348
6707,6707,2.004,0.25,2,6,0,-1.01,0.47,-0.348
6708,6708,2.004,0.25,2,6,0,-1.01,0.48,-0.348
6709,6709,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6710,6710,2.004,0.25,2,6,0,-1.02,0.48,-0.32
6711,6711,2.004,0.25,2,6,0,-1.02,0.47,-0.32
6712,6712,2.004,0.25,2,6,0,-1.03,0.47,-0.32
6713,6713,2.004,0.25,2,6,0,-1.03,0.47,-0.32
6714,6714,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6715,6715,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6716,6716,2.004,0.25,2,6,0,-1.03,0.47,-0.32
6718,6718,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6719,6719,2.004,0.25,2,6,0,-1.04,0.45,-0.32
6720,6720,2.004,0.25,2,6,0,-1.04,0.45,-0.32
6721,6721,2.004,0.25,2,6,0,-1.04,0.47,-0.32
6724,6724,2.004,0.25,2,6,0,-1.02,0.46,-0.32
6725,6725,2.004,0.25,2,6,0,-1.03,0.47,-0.32
6726,6726,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6727,6727,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6728,6728,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6729,6729,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6730,6730,2.004,0.25,2,6,0,-1.04,0.45,-0.32
6736,6736,2.004,0.25,2,6,0,-1.04,0.45,-0.32
6737,6737,2.004,0.25,2,6,0,-1.05,0.45,-0.32
6738,6738,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6739,6739,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6740,6740,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6740,6740,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6741,6741,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6742,6742,2.004,0.25,2,6,0,-1.04,0.46,-0.32
6743,6743,2.004,0.25,2,6,0,-1.04,0.45,-0.32
6744,6744,2.004,0.25,2,6,0,-1.03,0.46,-0.32
6745,6745,2.004,0.25,2,6,0,-1.03,0.47,-0.32
6746,6746,2.004,0.25,2,6,0,-1.03,0.47,-0.32
