4871,44.704,0.006,2.115,0.021,44.516,0.053,3.903,0.242,45.072,0.012,2.333,0.049
4873,44.715,0.006,2.090,0.020,44.616,0.031,3.155,0.132,45.093,0.012,2.308,0.046
4874,44.731,0.009,2.120,0.031,44.625,0.048,3.751,0.313,45.139,0.016,2.227,0.062
4875,44.400,0.006,2.319,0.023,44.352,0.022,2.896,0.091,44.909,0.013,2.371,0.045
4876,44.426,0.009,2.278,0.029,44.365,0.030,3.319,0.174,44.959,0.015,2.453,0.063
4877,44.341,0.005,2.276,0.021,44.343,0.025,3.530,0.152,44.834,0.012,2.397,0.044
4878,44.411,0.005,2.291,0.019,44.406,0.020,3.294,0.115,44.906,0.009,2.395,0.039
4879,44.383,0.005,2.251,0.020,44.362,0.025,3.102,0.107,44.863,0.011,2.470,0.048
