Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
6638,6638,2.004,0.250,2,6,47.981,46.966,51.238,-0.348
6642,6642,2.004,0.250,2,6,47.980,46.970,51.195,-0.348
6643,6643,2.004,0.250,2,6,47.972,46.958,51.168,-0.348
6644,6644,2.004,0.250,2,6,47.963,46.946,51.194,-0.348
6645,6645,2.004,0.250,2,6,47.962,46.945,51.193,-0.348
6646,6646,2.004,0.250,2,6,47.949,46.934,51.176,-0.348
6647,6647,2.004,0.250,2,6,47.955,46.935,51.184,-0.348
6649,6649,2.004,0.250,2,6,47.977,46.959,51.200,-0.348
6650,6650,2.004,0.250,2,6,47.972,46.953,51.180,-0.348
6651,6651,2.004,0.250,2,6,47.965,46.954,51.184,-0.348
6652,6652,2.004,0.250,2,6,47.960,46.941,51.199,-0.348
6653,6653,2.004,0.250,2,6,47.960,46.942,51.193,-0.348
6654,6654,2.004,0.250,2,6,47.985,46.981,51.204,-0.348
6655,6655,2.004,0.250,2,6,47.979,46.985,51.225,-0.348
6656,6656,2.004,0.250,2,6,47.968,46.957,51.181,-0.348
6657,6657,2.004,0.250,2,6,47.973,46.960,51.210,-0.348
6658,6658,2.004,0.250,2,6,47.958,46.942,51.173,-0.348
6659,6659,2.004,0.250,2,6,47.960,46.938,51.183,-0.348
6661,6661,2.004,0.250,2,6,47.980,46.974,51.235,-0.348
6662,6662,2.004,0.250,2,6,47.982,46.976,51.192,-0.348
6663,6663,2.004,0.250,2,6,47.970,46.958,51.192,-0.348
6664,6664,2.004,0.250,2,6,47.968,46.952,51.184,-0.348
6665,6665,2.004,0.250,2,6,47.953,46.940,51.169,-0.348
6666,6666,2.004,0.250,2,6,47.953,46.935,51.170,-0.348
6667,6667,2.004,0.250,2,6,47.970,46.968,51.203,-0.348
6668,6668,2.004,0.250,2,6,47.976,46.968,51.192,-0.348
6669,6669,2.004,0.250,2,6,47.974,46.962,51.185,-0.348
6671,6671,2.004,0.250,2,6,47.970,46.957,51.187,-0.348
6672,6672,2.004,0.250,2,6,47.959,46.935,51.179,-0.348
6673,6673,2.004,0.250,2,6,48.006,46.986,51.230,-0.348
6674,6674,2.004,0.250,2,6,48.038,47.031,51.255,-0.348
6675,6675,2.004,0.250,2,6,48.022,47.005,51.244,-0.348
6676,6676,2.004,0.250,2,6,48.013,46.998,51.224,-0.348
6680,6680,2.004,0.250,2,6,47.982,46.978,51.191,-0.348
6681,6681,2.004,0.250,2,6,47.984,46.975,51.210,-0.348
