Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset,PiRFLow,PiRFHigh,KRFLow,KRFHigh,pRFLow,pRFHigh
5184,5184,4.008,0.25,2,6,0,0.21,0.21,-1.29,1.5,2.5,0.75,1.75,0,0.75
5185,5185,4.008,0.25,2,6,0,0.16,-0.64,-1.29,1.5,2.5,0.75,1.75,0,0.75
5197,5197,4.008,0.25,2,6,0,-0.04,0.46,-1.29,1.5,2.5,0.75,1.75,0,0.75
5198,5198,4.008,0.25,2,6,0,0.06,-0.27,-1.29,1.5,2.5,0.75,1.75,0,0.75
5199,5199,4.008,0.25,2,6,0,0.1,-0.14,-1.29,1.5,2.5,0.75,1.75,0,0.75
5200,5200,4.008,0.25,2,6,0,0.2,-0.36,-1.29,1.5,2.5,0.75,1.75,0,0.75
5201,5201,4.008,0.25,2,6,0,0.17,0.02,-1.29,1.5,2.5,0.75,1.75,0,0.75
5202,5202,4.008,0.25,2,6,0,0.22,0.29,-1.29,1.5,2.5,0.75,1.75,0,0.75
5203,5203,4.008,0.25,2,6,0,0.41,-0.26,-1.29,1.5,2.5,0.75,1.75,0,0.75
5204,5204,4.008,0.25,2,6,0,0.26,0.48,-1.29,1.5,2.5,0.75,1.75,0,0.75
5206,5206,4.008,0.25,2,6,0,0.18,0.17,-1.29,1.5,2.5,0.75,1.75,0,0.75
5207,5207,4.008,0.25,2,6,0,0.12,-0.06,-1.29,1.5,2.5,0.75,1.75,0,0.75
5208,5208,4.008,0.25,2,6,0,0.2,0.25,-1.29,1.5,2.5,0.75,1.75,0,0.75
5209,5209,4.008,0.25,2,6,0,0.17,-0.1,-1.29,1.5,2.5,0.75,1.75,0,0.75
5210,5210,4.008,0.25,2,6,0,1,25.18,-1.29,1.5,2.5,0.75,1.75,0,0.75
5211,5211,4.008,0.25,2,6,0,0.07,0.21,-1.29,1.5,2.5,0.75,1.75,0,0.75
5212,5212,4.008,0.25,2,6,0,0.28,-0.48,-1.29,1.5,2.5,0.75,1.75,0,0.75
5213,5213,4.008,0.25,2,6,0,0.02,0.23,-1.29,1.5,2.5,0.75,1.75,0,0.75
5217,5217,4.008,0.25,2,6,0,0.19,0.2,-1.29,1.5,2.5,0.75,1.75,0,0.75
5218,5218,4.008,0.25,2,6,0,-0.03,-0.12,-1.29,1.5,2.5,0.75,1.75,0,0.75
5219,5219,4.008,0.25,2,6,0,0.39,-0.14,-1.29,1.5,2.5,0.75,1.75,0,0.75
5220,5220,4.008,0.25,2,6,0,0.08,-0.21,-1.29,1.5,2.5,0.75,1.75,0,0.75
5221,5221,4.008,0.25,2,6,0,-0.05,0.25,-1.29,1.5,2.5,0.75,1.75,0,0.75
5222,5222,4.008,0.25,2,6,0,0.21,0.29,-1.29,1.5,2.5,0.75,1.75,0,0.75
5223,5223,4.008,0.25,2,6,0,0.1,-0.06,-1.29,1.5,2.5,0.75,1.75,0,0.75
5224,5224,4.008,0.25,2,6,0,0.13,0.26,-1.29,1.5,2.5,0.75,1.75,0,0.75
5225,5225,4.008,0.25,2,6,0,0.16,-0.23,-1.29,1.5,2.5,0.75,1.75,0,0.75
5226,5226,4.008,0.25,2,6,0,0.12,0.34,-1.29,1.5,2.5,0.75,1.75,0,0.75
5227,5227,4.008,0.25,2,6,0,0.05,0.26,-1.29,1.5,2.5,0.75,1.75,0,0.75
5228,5228,4.008,0.25,2,6,0,0.05,0.23,-1.29,1.5,2.5,0.75,1.75,0,0.75
5229,5229,4.008,0.25,2,6,0,0.06,-0.06,-1.29,1.5,2.5,0.75,1.75,0,0.75
5230,5230,4.008,0.25,2,6,0,0.16,0.48,-1.29,1.5,2.5,0.75,1.75,0,0.75
5231,5231,4.008,0.25,2,6,0,0.14,0.55,-1.29,1.5,2.5,0.75,1.75,0,0.75
5232,5232,4.008,0.25,2,6,0,0.07,0.23,-1.29,1.5,2.5,0.75,1.75,0,0.75
5233,5236,4.008,0.25,2,6,0,0.07,0.23,-1.29,1.5,2.5,0.75,1.75,0,0.75
5234,5234,4.008,0.25,2,6,0,0.56,0.18,-1.29,1.5,2.5,0.75,1.75,0,0.75
5235,5235,4.008,0.25,2,6,0,0.3,0.41,-1.29,1.5,2.5,0.75,1.75,0,0.75
5237,5237,4.008,0.25,2,6,0,0.23,0.37,-1.29,1.5,2.5,0.75,1.75,0,0.75
5238,5238,4.008,0.25,2,6,0,0.37,0.12,-1.29,1.5,2.5,0.75,1.75,0,0.75
5239,5239,4.008,0.25,2,6,0,0.28,0.02,-1.29,1.5,2.5,0.75,1.75,0,0.75
5240,5240,4.008,0.25,2,6,0,0.32,0.38,-1.29,1.5,2.5,0.75,1.75,0,0.75
5241,5241,4.008,0.25,2,6,0,0.04,0.34,-1.29,1.5,2.5,0.75,1.75,0,0.75
5242,5242,4.008,0.25,2,6,0,0.25,0.2,-1.29,1.5,2.5,0.75,1.75,0,0.75
5243,5243,4.008,0.25,2,6,0,0.16,0.38,-1.29,1.5,2.5,0.75,1.75,0,0.75
5244,5244,4.008,0.25,2,6,0,0.24,0.03,0.68,1.5,2.5,0.75,1.75,0,0.75
5245,5245,4.008,0.25,2,6,0,0.27,0.32,0.68,1.5,2.5,0.75,1.75,0,0.75
5246,5246,4.008,0.25,2,6,0,0.2,0.41,0.68,1.5,2.5,0.75,1.75,0,0.75
5247,5247,4.008,0.25,2,6,0,0.02,0.22,0.68,1.5,2.5,0.75,1.75,0,0.75
5248,5248,4.008,0.25,2,6,0,0.16,0.35,0.68,1.5,2.5,0.75,1.75,0,0.75
5249,5250,4.008,0.25,2,6,0,0.16,0.35,0.68,1.5,2.5,0.75,1.75,0,0.75
5249,5249,4.008,0.25,2,6,0,0.03,0.52,0.68,1.5,2.5,0.75,1.75,0,0.75
5250,5250,4.008,0.25,2,6,0,0.49,-0.06,0.68,1.5,2.5,0.75,1.75,0,0.75
5251,5251,4.008,0.25,2,6,0,0.15,-0.04,0.68,1.5,2.5,0.75,1.75,0,0.75
5253,5253,4.008,0.25,2,6,0,0.12,0.29,0.68,1.5,2.5,0.75,1.75,0,0.75
5254,5254,4.008,0.25,2,6,0,-0.02,-0.08,0.68,1.5,2.5,0.75,1.75,0,0.75
5255,5255,4.008,0.25,2,6,0,0.09,-0.15,0.68,1.5,2.5,0.75,1.75,0,0.75
5256,5256,4.008,0.25,2,6,0,0.06,0.12,0.68,1.5,2.5,0.75,1.75,0,0.75
5257,5257,4.008,0.25,2,6,0,0.02,-0.01,0.68,1.5,2.5,0.75,1.75,0,0.75
5258,5258,4.008,0.25,2,6,0,0.1,0.26,0.68,1.5,2.5,0.75,1.75,0,0.75
5259,5259,4.008,0.25,2,6,0,0.23,0.16,0.68,1.5,2.5,0.75,1.75,0,0.75
5260,5260,4.008,0.25,2,6,0,0.3,0.17,0.68,1.5,2.5,0.75,1.75,0,0.75
5261,5261,4.008,0.25,2,6,0,0.1,0.01,0.68,1.5,2.5,0.75,1.75,0,0.75
5266,5266,4.008,0.25,2,6,0,0.15,0.08,0.68,1.5,2.5,0.75,1.75,0,0.75
5267,5267,4.008,0.25,2,6,0,0.09,-0.1,0.68,1.5,2.5,0.75,1.75,0,0.75
5268,5268,4.008,0.25,2,6,0,-0.08,0.18,0.68,1.5,2.5,0.75,1.75,0,0.75
5269,5269,4.008,0.25,2,6,0,0,0.12,0.68,1.5,2.5,0.75,1.75,0,0.75
5270,5270,4.008,0.25,2,6,0,0.1,-0.05,0.68,1.5,2.5,0.75,1.75,0,0.75
5271,5271,4.008,0.25,2,6,0,0.11,0.08,0.68,1.5,2.5,0.75,1.75,0,0.75
5272,5272,4.008,0.25,2,6,0,0.11,0.57,0.68,1.5,2.5,0.75,1.75,0,0.75
5273,5273,4.008,0.25,2,6,0,0.2,0.41,0.68,1.5,2.5,0.75,1.75,0,0.75
5274,5274,4.008,0.25,2,6,0,0.26,0.19,0.68,1.5,2.5,0.75,1.75,0,0.75
5276,5276,4.008,0.25,2,6,0,0.04,-0.31,0.68,1.5,2.5,0.75,1.75,0,0.75
5277,5277,4.008,0.25,2,6,0,0.03,0.44,0.68,1.5,2.5,0.75,1.75,0,0.75
5278,5278,4.008,0.25,2,6,0,0.1,0.23,0.68,1.5,2.5,0.75,1.75,0,0.75
5279,5279,4.008,0.25,2,6,0,-0.05,-0.35,0.68,1.5,2.5,0.75,1.75,0,0.75
5280,5280,4.008,0.25,2,6,0,-0.05,-0.12,0.68,1.5,2.5,0.75,1.75,0,0.75
5281,5281,4.008,0.25,2,6,0,0.4,-0.35,0.68,1.5,2.5,0.75,1.75,0,0.75
5282,5282,4.008,0.25,2,6,0,0.24,0.21,0.68,1.5,2.5,0.75,1.75,0,0.75
5283,5283,4.008,0.25,2,6,0,0.15,-0.18,0.68,1.5,2.5,0.75,1.75,0,0.75
5284,5284,4.008,0.25,2,6,0,-0.07,-0.03,0.68,1.5,2.5,0.75,1.75,0,0.75
5285,5285,4.008,0.25,2,6,0,0.03,-0.12,0.68,1.5,2.5,0.75,1.75,0,0.75
5286,5286,4.008,0.25,2,6,0,0.13,0.08,0.68,1.5,2.5,0.75,1.75,0,0.75
5287,5287,4.008,0.25,2,6,0,0.17,-0.37,0.68,1.5,2.5,0.75,1.75,0,0.75
5288,5288,4.008,0.25,2,6,0,0.07,-0.59,0.68,1.5,2.5,0.75,1.75,0,0.75
5289,5289,4.008,0.25,2,6,0,0.38,0.16,0.68,1.5,2.5,0.75,1.75,0,0.75
5290,5290,4.008,0.25,2,6,0,0.19,0.13,0.68,1.5,2.5,0.75,1.75,0,0.75
5291,5291,4.008,0.25,2,6,0,-0.09,-0.43,0.68,1.5,2.5,0.75,1.75,0,0.75
5293,5293,4.008,0.25,2,6,0,0.34,-0.29,0.68,1.5,2.5,0.75,1.75,0,0.75
5294,5294,4.008,0.25,2,6,0,0.15,-1.12,0.68,1.5,2.5,0.75,1.75,0,0.75
5304,5304,4.008,0.25,2,6,0,-0.06,-0.06,0.72,1.5,2.5,0.75,1.75,0,0.75
5305,5305,4.008,0.25,2,6,0,-0.12,-0.21,0.72,1.5,2.5,0.75,1.75,0,0.75
5306,5306,4.008,0.25,2,6,0,-0.05,-0.08,0.72,1.5,2.5,0.75,1.75,0,0.75
5307,5307,4.008,0.25,2,6,0,-0.04,-0.13,0.72,1.5,2.5,0.75,1.75,0,0.75
5308,5308,4.008,0.25,2,6,0,-0.04,-0.01,0.72,1.5,2.5,0.75,1.75,0,0.75
5309,5309,4.008,0.25,2,6,0,0.02,0.03,0.72,1.5,2.5,0.75,1.75,0,0.75
5310,5310,4.008,0.25,2,6,0,-0.04,-0.11,0.72,1.5,2.5,0.75,1.75,0,0.75
5311,5311,4.008,0.25,2,6,0,0.04,0.37,0.72,1.5,2.5,0.75,1.75,0,0.75
5312,5312,4.008,0.25,2,6,0,0,0.16,0.72,1.5,2.5,0.75,1.75,0,0.75
5313,5313,4.008,0.25,2,6,0,-0.05,-0.12,0.72,1.5,2.5,0.75,1.75,0,0.75
5314,5314,4.008,0.25,2,6,0,-0.02,-0.01,0.72,1.5,2.5,0.75,1.75,0,0.75
5315,5315,4.008,0.25,2,6,0,0.02,-0.05,0.72,1.5,2.5,0.75,1.75,0,0.75
5316,5316,4.008,0.25,2,6,0,0.04,-0.01,0.72,1.5,2.5,0.75,1.75,0,0.75
5317,5317,4.008,0.25,2,6,0,-0.02,-0.08,0.72,1.5,2.5,0.75,1.75,0,0.75
5318,5318,4.008,0.25,2,6,0,0.03,0.03,0.72,1.5,2.5,0.75,1.75,0,0.75
5319,5319,4.008,0.25,2,6,0,-0.01,-0.02,0.72,1.5,2.5,0.75,1.75,0,0.75
5320,5320,4.008,0.25,2,6,0,0,-0.11,0.72,1.5,2.5,0.75,1.75,0,0.75
5321,5321,4.008,0.25,2,6,0,-0.03,0.1,0.72,1.5,2.5,0.75,1.75,0,0.75
5322,5322,4.008,0.25,2,6,0,0.1,0.02,0.72,1.5,2.5,0.75,1.75,0,0.75
5323,5323,4.008,0.25,2,6,0,-0.01,-0.05,0.72,1.5,2.5,0.75,1.75,0,0.75
5324,5324,4.008,0.25,2,6,0,-0.02,0.1,0.72,1.5,2.5,0.75,1.75,0,0.75
5325,5325,4.008,0.25,2,6,0,0.05,0.13,0.72,1.5,2.5,0.75,1.75,0,0.75
5326,5326,4.008,0.25,2,6,0,-0.09,0.07,0.72,1.5,2.5,0.75,1.75,0,0.75
5327,5327,4.008,0.25,2,6,0,0.04,0.1,0.72,1.5,2.5,0.75,1.75,0,0.75
5328,5328,4.008,0.25,2,6,0,-0.07,0.03,0.72,1.5,2.5,0.75,1.75,0,0.75
5329,5329,4.008,0.25,2,6,0,0.07,0.08,0.72,1.5,2.5,0.75,1.75,0,0.75
5330,5330,4.008,0.25,2,6,0,0.08,-0.05,0.72,1.5,2.5,0.75,1.75,0,0.75
5331,5331,4.008,0.25,2,6,0,0.07,0.08,0.72,1.5,2.5,0.75,1.75,0,0.75
5332,5332,4.008,0.25,2,6,0,0.08,-0.28,0.72,1.5,2.5,0.75,1.75,0,0.75
5333,5333,4.008,0.25,2,6,0,0.02,0.03,0.72,1.5,2.5,0.75,1.75,0,0.75
5334,5334,4.008,0.25,2,6,0,0.01,0.07,0.72,1.5,2.5,0.75,1.75,0,0.75
6634,6634,2.004,0.25,2,6,0,0,0,-0.348,1.5,2.5,0.75,1.75,0,0.75
6635,6635,2.004,0.25,2,6,0,0,0,-0.348,1.5,2.5,0.75,1.75,0,0.75
6636,6636,2.004,0.25,2,6,0,0,0,-0.348,1.5,2.5,0.75,1.75,0,0.75
6637,6637,2.004,0.25,2,6,0,0,0,-0.348,1.5,2.5,0.75,1.75,0,0.75
6638,6638,2.004,0.25,2,6,0,-1.02,0.48,-0.348,1.5,2.5,0.75,1.75,0,0.75
6642,6642,2.004,0.25,2,6,0,-1.01,0.44,-0.348,1.5,2.5,0.75,1.75,0,0.75
6643,6643,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6644,6644,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6645,6645,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6646,6646,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6647,6647,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6649,6649,2.004,0.25,2,6,0,-1.02,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6650,6650,2.004,0.25,2,6,0,-1.02,0.44,-0.348,1.5,2.5,0.75,1.75,0,0.75
6651,6651,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6652,6652,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6653,6653,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6654,6654,2.004,0.25,2,6,0,-1,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6655,6655,2.004,0.25,2,6,0,-0.99,0.48,-0.348,1.5,2.5,0.75,1.75,0,0.75
6656,6656,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6657,6657,2.004,0.25,2,6,0,-1.01,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6658,6658,2.004,0.25,2,6,0,-1.02,0.45,-0.348,1.5,2.5,0.75,1.75,0,0.75
6659,6659,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6661,6661,2.004,0.25,2,6,0,-1.01,0.48,-0.348,1.5,2.5,0.75,1.75,0,0.75
6662,6662,2.004,0.25,2,6,0,-1.01,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6663,6663,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6664,6664,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6665,6665,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6666,6666,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6667,6667,2.004,0.25,2,6,0,-1,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6668,6668,2.004,0.25,2,6,0,-1.01,0.45,-0.348,1.5,2.5,0.75,1.75,0,0.75
6669,6669,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6671,6671,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6672,6672,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6673,6673,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6674,6674,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6675,6675,2.004,0.25,2,6,0,-1.02,0.45,-0.348,1.5,2.5,0.75,1.75,0,0.75
6676,6676,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6680,6680,2.004,0.25,2,6,0,-1,0.45,-0.348,1.5,2.5,0.75,1.75,0,0.75
6681,6681,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6682,6682,2.004,0.25,2,6,0,-1.01,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6683,6683,2.004,0.25,2,6,0,-1.01,0.49,-0.348,1.5,2.5,0.75,1.75,0,0.75
6684,6684,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6685,6685,2.004,0.25,2,6,0,-1.02,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6687,6687,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6688,6688,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6689,6689,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6690,6690,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6691,6691,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6692,6692,2.004,0.25,2,6,0,-1.02,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6694,6694,2.004,0.25,2,6,0,-1,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6695,6695,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6696,6696,2.004,0.25,2,6,0,-1.01,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6697,6697,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6698,6703,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6699,6699,2.004,0.25,2,6,0,-1,0.5,-0.348,1.5,2.5,0.75,1.75,0,0.75
6700,6700,2.004,0.25,2,6,0,-0.99,0.5,-0.348,1.5,2.5,0.75,1.75,0,0.75
6701,6701,2.004,0.25,2,6,0,-1,0.52,-0.348,1.5,2.5,0.75,1.75,0,0.75
6702,6702,2.004,0.25,2,6,0,-1,0.56,-0.348,1.5,2.5,0.75,1.75,0,0.75
6703,6703,2.004,0.25,2,6,0,-1,0.51,-0.348,1.5,2.5,0.75,1.75,0,0.75
6704,6704,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6705,6705,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6706,6706,2.004,0.25,2,6,0,-1.01,0.46,-0.348,1.5,2.5,0.75,1.75,0,0.75
6707,6707,2.004,0.25,2,6,0,-1.01,0.47,-0.348,1.5,2.5,0.75,1.75,0,0.75
6708,6708,2.004,0.25,2,6,0,-1.01,0.48,-0.348,1.5,2.5,0.75,1.75,0,0.75
6709,6709,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6710,6710,2.004,0.25,2,6,0,-1.02,0.48,-0.32,1.5,2.5,0.75,1.75,0,0.75
6711,6711,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6712,6712,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6713,6713,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6714,6714,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6715,6715,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6716,6716,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6718,6718,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6719,6719,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6720,6720,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6721,6721,2.004,0.25,2,6,0,-1.04,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6724,6724,2.004,0.25,2,6,0,-1.02,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6725,6725,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6726,6726,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6727,6727,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6728,6728,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6729,6729,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6730,6730,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6731,6735,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6732,6732,2.004,0.25,2,6,0,-1.02,0.49,-0.32,1.5,2.5,0.75,1.75,0,0.75
6733,6733,2.004,0.25,2,6,0,-1.03,0.48,-0.32,1.5,2.5,0.75,1.75,0,0.75
6734,6734,2.004,0.25,2,6,0,-1.04,0.48,-0.32,1.5,2.5,0.75,1.75,0,0.75
6736,6736,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6737,6737,2.004,0.25,2,6,0,-1.05,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6738,6738,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6739,6739,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6740,6740,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6740,6740,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6741,6741,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6742,6742,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6743,6743,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6744,6744,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6745,6745,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6746,6746,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6747,6747,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6748,6748,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6749,6749,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6750,6750,2.004,0.25,2,6,0,-1.02,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6751,6751,2.004,0.25,2,6,0,-1.02,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6752,6752,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6753,6753,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6754,6754,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6754,6754,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6755,6755,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6756,6756,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6757,6757,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6758,6758,2.004,0.25,2,6,0,-1.01,0.5,-0.32,1.5,2.5,0.75,1.75,0,0.75
6759,6759,2.004,0.25,2,6,0,-1.01,0.5,-0.32,1.5,2.5,0.75,1.75,0,0.75
6760,6760,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6761,6761,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6762,6762,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6763,6763,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6765,6765,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6766,6766,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6767,6767,2.004,0.25,2,6,0,-1.02,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6768,6768,2.004,0.25,2,6,0,-1.02,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6769,6769,2.004,0.25,2,6,0,-1.02,0.48,-0.32,1.5,2.5,0.75,1.75,0,0.75
6770,6770,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6771,6771,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6772,6772,2.004,0.25,2,6,0,-1.04,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6774,6774,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6774,6774,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6775,6775,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6777,6777,2.004,0.25,2,6,0,-1.01,0.45,-0.32,1.5,2.5,0.75,1.75,0,0.75
6778,6778,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
