Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset,PiRFLow,PiRFHigh,KRFLow,KRFHigh,pRFLow,pRFHigh
6779,6779,2.004,0.25,2,6,0,-1.01,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6780,6780,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6782,6782,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6783,6783,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6784,6784,2.004,0.25,2,6,0,-1.06,0.44,-0.32,1.5,2.5,0.75,1.75,0,0.75
6785,6785,2.004,0.25,2,6,0,-1.04,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6786,6786,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6787,6787,2.004,0.25,2,6,0,-1.03,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6788,6788,2.004,0.25,2,6,0,-1.03,0.46,-0.32,1.5,2.5,0.75,1.75,0,0.75
6789,6789,2.004,0.25,2,6,0,-1.02,0.47,-0.32,1.5,2.5,0.75,1.75,0,0.75
6791,6791,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6792,6792,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6793,6793,2.004,0.25,2,6,0,-1.03,0.42,1.628,1.5,2.5,0.75,1.75,0,0.75
6795,6795,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6796,6796,2.004,0.25,2,6,0,-1.02,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6797,6797,2.004,0.25,2,6,0,-1.02,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6798,6798,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6799,6799,2.004,0.25,2,6,0,-1.01,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6800,6800,2.004,0.25,2,6,0,-1.01,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6801,6801,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6802,6802,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6803,6803,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6804,6804,2.004,0.25,2,6,0,-1.01,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6807,6807,2.004,0.25,2,6,0,-1,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6808,6808,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6809,6809,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6810,6810,2.004,0.25,2,6,0,-1.01,0.44,1.628,1.5,2.5,0.75,1.75,0,0.75
6811,6811,2.004,0.25,2,6,0,-1,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6812,6812,2.004,0.25,2,6,0,-0.96,0.44,1.628,1.5,2.5,0.75,1.75,0,0.75
6813,6813,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6815,6815,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6816,6816,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6817,6817,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6818,6818,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6819,6819,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6821,6821,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6822,6822,2.004,0.25,2,6,0,-1.02,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6823,6823,2.004,0.25,2,6,0,-1.01,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6824,6824,2.004,0.25,2,6,0,-1,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6825,6825,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6826,6826,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6827,6827,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6828,6828,2.004,0.25,2,6,0,-1.02,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6829,6829,2.004,0.25,2,6,0,-1.01,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6830,6830,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6831,6831,2.004,0.25,2,6,0,-1.01,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6832,6832,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6833,6833,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6834,6834,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6835,6835,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6837,6837,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6838,6838,2.004,0.25,2,6,0,-0.99,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6839,6839,2.004,0.25,2,6,0,-0.99,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6840,6840,2.004,0.25,2,6,0,-1.01,0.48,1.628,1.5,2.5,0.75,1.75,0,0.75
6841,6841,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6842,6842,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6843,6843,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6844,6844,2.004,0.25,2,6,0,-1.02,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6845,6845,2.004,0.25,2,6,0,-1.02,0.44,1.628,1.5,2.5,0.75,1.75,0,0.75
6847,6847,2.004,0.25,2,6,0,-1.02,0.44,1.628,1.5,2.5,0.75,1.75,0,0.75
6848,6848,2.004,0.25,2,6,0,-1.02,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6849,6849,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6850,6850,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6851,6851,2.004,0.25,2,6,0,-1.01,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6852,6852,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6853,6853,2.004,0.25,2,6,0,-1,0.47,1.628,1.5,2.5,0.75,1.75,0,0.75
6854,6854,2.004,0.25,2,6,0,-1.01,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6855,6855,2.004,0.25,2,6,0,-1.01,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6856,6856,2.004,0.25,2,6,0,-1.02,0.46,1.628,1.5,2.5,0.75,1.75,0,0.75
6857,6857,2.004,0.25,2,6,0,-1.01,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6858,6884,2.004,0.25,2,6,0,-1.01,0.45,1.628,1.5,2.5,0.75,1.75,0,0.75
6885,6885,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6887,6887,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6888,6888,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6889,6889,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6890,6890,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6891,6891,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6894,6894,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6895,6895,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6897,6897,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6898,6898,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6899,6899,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6900,6900,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6901,6901,2.004,0.25,2,6,0,-1.03,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6902,6902,2.004,0.25,2,6,0,-1.02,0.48,-1.32,1.5,2.5,0.75,1.75,0,0.75
6903,6903,2.004,0.25,2,6,0,-1.03,0.48,-1.32,1.5,2.5,0.75,1.75,0,0.75
6904,6904,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6905,6905,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6906,6906,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6907,6907,2.004,0.25,2,6,0,-1.01,0.45,-1.32,1.5,2.5,0.75,1.75,0,0.75
6908,6908,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6909,6909,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6910,6910,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6911,6911,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6912,6912,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6913,6913,2.004,0.25,2,6,0,-0.99,0.48,-1.32,1.5,2.5,0.75,1.75,0,0.75
6914,6914,2.004,0.25,2,6,0,-0.98,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6915,6915,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6916,6916,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6917,6917,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6918,6918,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6919,6919,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6920,6920,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6921,6921,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6922,6922,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6924,6924,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6925,6925,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6927,6927,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6928,6928,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6929,6929,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6930,6930,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6931,6933,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6932,6932,2.004,0.25,2,6,0,-1.04,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6933,6933,2.004,0.25,2,6,0,-1.03,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6934,6934,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6935,6935,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6936,6936,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6937,6937,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6938,6938,2.004,0.25,2,6,0,-0.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6939,6939,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6941,6941,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6942,6942,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6943,6943,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6944,6944,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6945,6945,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6946,6946,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6947,6947,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6948,6948,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6949,6949,2.004,0.25,2,6,0,-0.99,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6950,6950,2.004,0.25,2,6,0,-0.99,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6951,6951,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6952,6952,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6953,6953,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6955,6955,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6956,6956,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6958,6958,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6959,6959,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6960,6960,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6961,6961,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6962,6962,2.004,0.25,2,6,0,-0.99,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6963,6963,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6964,6964,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6965,6965,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6966,6966,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6967,6967,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6968,6968,2.004,0.25,2,6,0,-1,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6969,6969,2.004,0.25,2,6,0,-1,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6970,6970,2.004,0.25,2,6,0,-1.01,0.45,-1.32,1.5,2.5,0.75,1.75,0,0.75
6971,6971,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6972,6972,2.004,0.25,2,6,0,-1.01,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6973,6973,2.004,0.25,2,6,0,-1.01,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6974,6974,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6975,6975,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6976,6976,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6977,6977,2.004,0.25,2,6,0,-1.02,0.46,-1.32,1.5,2.5,0.75,1.75,0,0.75
6978,6978,2.004,0.25,2,6,0,-1.02,0.47,-1.32,1.5,2.5,0.75,1.75,0,0.75
6980,6980,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6981,6981,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6982,6982,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
6983,6983,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6984,6984,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6985,6985,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6986,6986,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6987,6987,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6988,6988,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6989,6989,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6990,6990,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6992,6992,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
6993,6993,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6994,6994,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6995,6995,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6996,6996,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
6997,6997,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
6998,6998,2.004,0.25,2,6,0,-1.01,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
6999,7001,2.004,0.25,2,6,0,-1.01,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
6999,6999,2.004,0.25,2,6,0,-1.02,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7000,7000,2.004,0.25,2,6,0,-1.03,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7001,7001,2.004,0.25,2,6,0,-1.03,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7002,7002,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7003,7003,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7004,7004,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7005,7005,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7006,7006,2.004,0.25,2,6,0,-1.01,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7007,7007,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7009,7009,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7010,7010,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7011,7011,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7012,7012,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7013,7013,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7014,7014,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7016,7016,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7018,7018,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7019,7019,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7022,7022,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7023,7023,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7024,7024,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7025,7025,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7026,7026,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7028,7028,2.004,0.25,2,6,0,-1.01,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7029,7029,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7030,7030,2.004,0.25,2,6,0,-1,0.46,-1.34,1.5,2.5,0.75,1.75,0,0.75
7031,7031,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7032,7032,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7033,7033,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7034,7034,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7035,7035,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7036,7036,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7037,7037,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7038,7038,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7040,7040,2.004,0.25,2,6,0,-0.99,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7041,7041,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7043,7043,2.004,0.25,2,6,0,-0.99,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7044,7044,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7045,7045,2.004,0.25,2,6,0,-1,0.47,-1.34,1.5,2.5,0.75,1.75,0,0.75
7848,7848,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7849,7849,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7852,7852,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7853,7853,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7854,7854,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7856,7856,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7857,7857,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7860,7860,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7861,7861,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7866,7866,4.008,0.25,2,6,0,0,0,1.232,1.5,2.5,0.75,1.75,0,0.75
7867,7867,4.008,0.25,2,6,0,0,0,1.232,1.5,2.5,0.75,1.75,0,0.75
7868,7868,4.008,0.25,2,6,0,0,0,1.232,1.5,2.5,0.75,1.75,0,0.75
7871,7871,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7872,7872,4.008,0.25,2,6,0,-0.35,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7873,7873,4.008,0.25,2,6,0,1.71,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7874,7874,4.008,0.25,2,6,0,1.7,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7875,7875,4.008,0.25,2,6,0,1.71,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7876,7876,4.008,0.25,2,6,0,-0.33,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7877,7877,4.008,0.25,2,6,0,-0.34,0.17,1.232,1.5,2.5,0.75,1.75,0,0.75
7882,7882,4.008,0.25,2,6,0,1.73,0.19,1.235,1.5,2.5,0.75,1.75,0,0.75
7883,7883,4.008,0.25,2,6,0,1.74,0.19,0.235,1.5,2.5,0.75,1.75,0,0.75
7884,7884,4.008,0.25,2,6,0,1.72,0.18,0.235,1.5,2.5,0.75,1.75,0,0.75
7885,7885,4.008,0.25,2,6,0,1.73,0.18,0.235,1.5,2.5,0.75,1.75,0,0.75
7886,7886,4.008,0.25,2,6,0,1.73,0.19,0.235,1.5,2.5,0.75,1.75,0,0.75
7887,7887,4.008,0.25,2,6,0,1.73,0.18,0.235,1.5,2.5,0.75,1.75,0,0.75
7891,7891,4.008,0.25,2,6,0,-0.05,0.11,0.23,1.5,2.5,0.75,1.75,0,0.75
7892,7892,4.008,0.25,2,6,0,0.02,0.09,0.23,1.5,2.5,0.75,1.75,0,0.75
7893,7893,4.008,0.25,2,6,0,-0.1,0.07,0.23,1.5,2.5,0.75,1.75,0,0.75
7894,7894,4.008,0.25,2,6,0,-0.06,0.08,0.23,1.5,2.5,0.75,1.75,0,0.75
7895,7895,4.008,0.25,2,6,0,-0.06,0.09,0.23,1.5,2.5,0.75,1.75,0,0.75
7896,7896,4.008,0.25,2,6,0,-0.07,0.09,0.23,1.5,2.5,0.75,1.75,0,0.75
7899,7899,4.008,0.25,2,6,0,-0.04,0.11,0.23,1.5,2.5,0.75,1.75,0,0.75
7900,7900,4.008,0.25,2,6,0,-0.09,0.11,0.23,1.5,2.5,0.75,1.75,0,0.75
7901,7901,4.008,0.25,2,6,0,-0.03,0.13,0.23,1.5,2.5,0.75,1.75,0,0.75
7902,7902,4.008,0.25,2,6,0,-0.08,0.09,0.23,1.5,2.5,0.75,1.75,0,0.75
7903,7903,4.008,0.25,2,6,0,-0.04,0.13,0.23,1.5,2.5,0.75,1.75,0,0.75
7904,7904,4.008,0.25,2,6,0,-0.06,0.05,0.23,1.5,2.5,0.75,1.75,0,0.75
7905,7905,4.008,0.25,2,6,0,-0.02,0.09,0.23,1.5,2.5,0.75,1.75,0,0.75
