CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS2,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_etotnorm_evts,h_int_goodscin_evts,p_int_etotnorm_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
1.4132480144201046e-09,0.001988989737996005,329837,83716809.0,0.9124826771276878,0.0022704251015944785,0.9545454545454546,0.0003,1025,129,181792,624906221.0,0.9124826771276878,0.0022704251015944785,0.9706379453189726,0.0029,8738,25169.255777026166,7556.092756612668,133.99999999999997,68153.58125503821,30668.666666666664,13885,1033145.0,635.779687,1257077
2.342868858004703e-09,0.0017977197882299441,372333,49248930.0,0.9456217051886936,0.002019125288666382,0.9420289855072465,0.0003,513,65,264934,378538331.0,0.9456217051886936,0.002019125288666382,0.9820640909815592,0.0024,16129,14553.027391596434,8301.201150808585,150.0,91421.94512410775,38098.41666666666,13886,960127.0,590.8451709999998,1480569
2.955061793164179e-09,0.0020513469435851426,291308,38756203.0,0.9608357595530076,0.0018110163769105207,0.954954954954955,0.0003,513,65,231733,300681150.0,0.9608357595530076,0.0018110163769105207,0.9866947516236616,0.0026,17586,11302.979469335754,6455.539278178407,116.66666666666666,70915.62204664125,28777.666666666664,13887,1034954.0,636.89234,1179106
4.876673891491548e-09,0.0018839836558624864,341603,23000474.0,0.9783284893227638,0.001522870935854241,0.9396551724137931,0.0002,257,33,318926,182617894.0,0.9783284893227638,0.001522870935854241,0.9927093515803194,0.0023,19476,6662.346122998611,7985.931690849459,115.33333333333331,60937.213181109626,24674.33333333333,13891,560572.0,679.496321,1425477
8.281951690945126e-09,0.002449599031766227,119420,13659091.0,0.9878355041541718,0.0013001642585526894,1.0,0.0003,257,33,118804,107665215.0,0.9878355041541718,0.0013001642585526894,0.9941883502839785,0.0028,12275,3844.147819399191,2729.207179921802,36.0,19882.679095053292,7563.333333333332,13892,579820.0,702.827626,505683
9.173047308422903e-09,0.0018310374644200265,81161,12369240.0,0.9876092778521888,0.0013448730045889645,0.9090909090909092,0.0002,129,17,84582,97162414.0,0.9876092778521888,0.0013448730045889645,0.9950044603033006,0.0021,8230,3485.3508508342607,1864.060039824113,22.0,14469.478851551516,5622.0,13894,516627.0,626.966228,351887
