CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS2,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_goodscin_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
0.9739362645072748,0.001958942407464177,243126,5576974.0,0.9939140122645828,0.0011523230394476672,0.9973,0.0001,65,9,83574,43922761.0,0.9939140122645828,0.0011523230394476672,0.9677,0.0029,5467,5456.641254317173,2953.333333333333,67.0,12197,51085.0,566.5596939999998,1303686
0.9965171079326998,0.0020045478215569585,285049,40606373.0,0.9546604127598494,0.0019177351594323246,0.9948,0.0001,513,65,77566,308391522.0,0.9546604127598494,0.0019177351594323246,0.9518,0.0032,5068,41094.724688511866,14323.916666666664,390.0,12192,387284.0,597.278775,1202308
0.9931061661489341,0.0018534173179030266,354431,23943221.0,0.974767622697448,0.0016336808294825445,0.9959,0.0001,257,33,128025,184249496.0,0.974767622697448,0.0016336808294825445,0.9647,0.0027,11499,23657.24764799649,11466.999999999998,287.0,12194,394115.0,606.3458410000001,1435936
0.9930910737030092,0.0023175342819915573,222502,15376446.0,0.9845272277746692,0.0014316898311217,0.9968,0.0001,257,33,89595,118423505.0,0.9845272277746692,0.0014316898311217,0.9698,0.0033,11264,14973.204741678872,4827.083333333333,117.0,12195,400771.0,616.5876390000002,925308
0.9931290868292516,0.003395202896997815,111364,7119907.0,0.9889632404062236,0.0014601219124824268,0.997,0.0002,257,33,126739,55885692.0,0.9889632404062236,0.0014601219124824268,0.9702,0.0047,2548,7034.966338597075,1719.333333333333,42.0,12196,69657.0,403.35713699999985,442946
0.9965021073865691,0.002332119963092383,191892,30287561.0,0.964707804028134,0.001820851954400302,0.9953,0.0002,513,65,58674,232086703.0,0.964707804028134,0.001820851954400302,0.9474,0.0039,5114,30318.316583748732,9432.0,264.0,12193,364339.0,560.533537,936593
0.9506067958896296,0.00196737191173019,214658,2959206.0,0.9969594609329072,0.0009546853431061881,0.9977,0.0001,33,5,97455,23251667.0,0.9969594609329072,0.0009546853431061881,0.9778,0.0025,5519,2833.840013261213,1470.0,32.0,12198,29861.0,598.159182,1286903
0.9965089731242498,0.0019256201572555017,361572,44272318.0,0.95418199824523,0.0018828361418505375,0.9948,0.0001,513,65,465367,339416507.0,0.95418199824523,0.0018828361418505375,0.9413,0.0033,597,45106.29334342774,16219.333333333336,475.0,12199,32508.0,651.1979829999998,1344255
0.9739362645072748,0.001958942407464177,243126,5576974.0,0.9939140122645828,0.0011523230394476672,0.9973,0.0001,65,9,83574,43922761.0,0.9939140122645828,0.0011523230394476672,0.9677,0.0029,5467,5456.641254317173,2953.333333333333,67.0,12197,51085.0,566.5596939999998,1303686
0.9965171079326998,0.0020045478215569585,285049,40606373.0,0.9546604127598494,0.0019177351594323246,0.9948,0.0001,513,65,77566,308391522.0,0.9546604127598494,0.0019177351594323246,0.9518,0.0032,5068,41094.724688511866,14323.916666666664,390.0,12192,387284.0,597.278775,1202308
0.9931061661489341,0.0018534173179030266,354431,23943221.0,0.974767622697448,0.0016336808294825445,0.9959,0.0001,257,33,128025,184249496.0,0.974767622697448,0.0016336808294825445,0.9647,0.0027,11499,23657.24764799649,11466.999999999998,287.0,12194,394115.0,606.3458410000001,1435936
