COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_scaler,CPULT_scaler_uncern,HMS3of4ELT,HMS3of4ELT_err,HMSTRIG_cut,HMSTRIG_scaler,HMS_3-4Trig_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMS3of4ELT,SHMS3of4ELT_err,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_3-4Trig_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,c_int_Track_Rand_events,c_int_Track_events,c_int_noTrack_Rand_events,c_int_noTrack_events,charge,curr_corr,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,run number,sent_edtm,sent_edtm_PS,time,tot_events
,2455144,,0.994300346059101,0.0019871803892,-1,,39124,41524127,78751509,65,0.954686071674335,0.001906502661613,0.996,0.0028,,513,,65,,,0.961128870002541,2.81537232752022E-39,3,315371530,454530531,513,0.954686071674335,0.001906502661613,0.9716,0.0032,6325,,,,,42339.3580467711,1.00036083230367,415888,403629,3217,334743,313554,3108,12192,396266,6856.96452241715,611.096324,1256885
,1571223,,0.999569798677885,0.002312096027524,-1,,30568,30827309,58250307,65,0.964729102733733,0.001812272568881,0.9963,0.0033,,513,,65,,,0.975174822864412,4.44386464834046E-39,4,236230262,333567513,513,0.964729102733733,0.001812272568881,0.9762,0.0036,6294,,,,,31050.5117022492,1.00045963408307,312407,303539,3190,249817,235410,3104,12193,371060,6420.80131953816,570.874939,947610
,1066357,,0.996335287720531,0.001855675658362,-1,,48551,23943221,45051806,33,0.974767622697448,0.001633680829483,0.9967,0.0027,,257,,33,,,0.986622105596823,4.55739316867281E-39,17,184249496,255629066,257,0.974767622697448,0.001633680829483,0.9805,0.0029,12618,,,,,23964.9220835379,1.00063253475109,467825,454660,6343,381186,360978,6276,12194,394115,13429.9298431789,606.345841,1437191
,668640,,0.99844859404,0.002319548725936,-1,,34720,15376446,28731436,33,0.984527227774669,0.001431689831122,0.9972,0.0034,,257,,33,,,0.994688350898169,6.46964452922863E-39,17,118423505,161170521,257,0.984527227774669,0.001431689831122,0.9847,0.0036,13263,,,,,15195.3946738853,1.00101443176079,296731,288503,6669,246277,234620,6596,12195,400771,13656.740832449,616.587639,922469
,163592,,0.999441811792052,0.003395633441181,-1,,15296,7119907,13394552,33,0.988963240406224,0.001460121912482,0.9973,0.0048,,257,,33,,,0.997237081266436,4.79493373412345E-38,4,55885692,75411390,257,0.988963240406224,0.001460121912482,0.9871,0.0051,2435,,,,,7138.44345791052,1.00141262286162,143013,139140,1233,119567,114254,1202,12196,69657,2373.64379200566,403.357137,442946
,94109,,0.995947531095399,0.001958943773746,-1,,41007,5576974,10486605,9,0.993914012264583,0.001152323039448,0.9976,0.0029,,65,,9,,,0.999134537194322,2.14791179149847E-38,35,43922761,58772719,65,0.993914012264583,0.001152323039448,0.9892,0.0029,6162,,,,,5570.99774951467,1.00254245163736,398758,388254,2947,360071,344764,3216,12197,51085,6374.7094017094,566.559694,1280507
,42930,,0.998779601716187,0.001967667490115,-1,,38802,2959206,5549027,5,0.996959460932907,0.000954685343106,0.9978,0.0029,,33,,5,,,0.999781026611737,3.38418780769498E-38,97,23251667,31025566,33,0.996959460932907,0.000954685343106,0.9904,0.0028,6668,,,,,2934.65526695237,1.00509565117184,385171,374935,3056,381817,366343,3614,12198,29861,6696.10303030303,598.159182,1299220
