Physics Setting,Run Type,Run Number,Charge,Charge Error,HMS Tracking Eff,HMS Tracking Eff Error,SHMS Tracking Eff,SHMS Tracking Eff Error,HMS Cer Detector Eff,HMS Cer Detector Eff Error,HMS Cal Detector Eff,HMS Cal Detector Eff Error,HMS Hodo 3/4 Eff,HMS Hodo 3/4 Eff Error,SHMS Hodo 3/4 Eff,SHMS Hodo 3/4 Eff Error,EDTM Live Time,EDTM Live Time Error,Boiling Factor,Boiling Factor Error,Dummy Target Correction,Dummy Target Correction Error,Effective Charge,Effective Charge Error
Q3p85_W2p62_t0p21_higheps_right,data,15055.0,83.878,0.20789495811310835,0.996,0.0002,0.9876,0.0018,0.9981,0.0001,0.9981,0.0001,0.998223,0.0002,0.991975,0.0018,0.9962,0.0002,0.98993596,0.06013834785746696,NA,NA,80.26358146684215,4.884504788945177
Q3p85_W2p62_t0p21_higheps_right,data,15056.0,112.259,0.27509292706522215,0.9951,0.0002,0.9902,0.0015,0.9981,0.0001,0.9981,0.0001,0.998277,0.0002,0.992166,0.0015,0.9954,0.0003,0.989535,0.0601139896423454,NA,NA,107.50363036180747,6.540345670548808
Q3p85_W2p62_t0p21_higheps_right,data,15057.0,93.953,0.22735069716321996,0.9952,0.0002,0.9898,0.0016,0.9981,0.0001,0.9981,0.0001,0.998097,0.0002,0.991871,0.0016,0.9957,0.0003,0.9890422,0.06008405217141296,NA,NA,89.88513030759684,5.468823285924513
Q3p85_W2p62_t0p21_higheps_right,data,15058.0,106.389,0.2562852828474353,0.9815,0.0004,0.9892,0.0015,0.9981,0.0001,0.9981,0.0001,0.998273,0.0004,0.992215,0.0015,0.9946,0.0004,0.98885124,0.06007245140146974,NA,NA,100.24293648450762,6.098715256803104
Q3p85_W2p62_t0p21_higheps_right,data,15059.0,91.616,0.2211068093714239,0.975,0.0005,0.99,0.0016,0.9981,0.0001,0.9981,0.0001,0.99827,0.0005,0.992156,0.0016,0.9954,0.0004,0.9889304800000001,0.06007726521069567,NA,NA,85.89158751375746,5.226178752706034
Q3p85_W2p62_t0p21_higheps_right,dummy,15061.0,39.332,0.09805466185253542,0.9704,0.0008,0.9918,0.0013,0.9981,0.0001,0.9981,0.0001,0.998809,0.0008,0.994913,0.0013,0.9995,0.0002,NA,NA,3.527,0.227,37.455826490448985,0.08220641335792245


Variable,Value
Total Data Effective Charge,463.78686613451157
Total Data Effective Charge Error,12.690540130150648
Total Dummy Effective Charge,132.10670
Total Dummy Effective Charge Error,8.507414819754047
Normalization Data Factor (Data),0.002156162826115846
Normalization Dummy Factor (Dummy),0.007569638782583947
Normalization SIMC Factor,79.54777777777778
