Physics Setting,Run Type,Run Number,Charge,Charge Error,HMS Tracking Eff,HMS Tracking Eff Error,SHMS Tracking Eff,SHMS Tracking Eff Error,HMS Cer Detector Eff,HMS Cer Detector Eff Error,HMS Cal Detector Eff,HMS Cal Detector Eff Error,HMS Hodo 3/4 Eff,HMS Hodo 3/4 Eff Error,SHMS Hodo 3/4 Eff,SHMS Hodo 3/4 Eff Error,EDTM Live Time,EDTM Live Time Error,Boiling Factor,Boiling Factor Error,Dummy Target Correction,Dummy Target Correction Error,Effective Charge,Effective Charge Error
Q3p85_W2p62_t0p21_higheps_center,data,15103.0,56.121,0.13683115624513825,0.9906,0.0004,0.9933,0.0013,0.9981,0.0001,0.9981,0.0001,0.99806,0.0004,0.99331,0.0013,0.9982,0.0001,0.98934376,0.0601023718624122,NA,NA,53.85902829922573,3.2762294332850628
Q3p85_W2p62_t0p21_higheps_center,data,15104.0,99.236,0.24161657478130816,0.9945,0.0002,0.9923,0.0011,0.9981,0.0001,0.9981,0.0001,0.998257,0.0002,0.993599,0.0011,0.9979,0.0002,0.98928972,0.060099088946564704,NA,NA,95.52766652205703,5.809978063435505
Q3p85_W2p62_t0p21_higheps_center,data,15106.0,113.578,0.2769511204851726,0.9937,0.0002,0.9908,0.0011,0.9981,0.0001,0.9981,0.0001,0.998246,0.0002,0.993647,0.0011,0.9984,0.0002,0.98934796,0.06010262701131235,NA,NA,109.145781560362,6.638248976163896
Q3p85_W2p62_t0p21_higheps_center,data,15107.0,113.13,0.2757054326180713,0.9934,0.0003,0.9931,0.001,0.9981,0.0001,0.9981,0.0001,0.998325,0.0003,0.993818,0.001,0.998,0.0002,0.9893264,0.06010131724695838,NA,NA,108.91607459010277,6.623976084492827
Q3p85_W2p62_t0p21_higheps_center,data,15108.0,62.268,0.15176097914607767,0.9955,0.0003,0.9931,0.0013,0.9981,0.0001,0.9981,0.0001,0.998169,0.0003,0.993619,0.0013,0.998,0.0003,0.9893289200000001,0.06010147033629844,NA,NA,60.054075469112206,3.653039286861418
Q3p85_W2p62_t0p21_higheps_center,dummy,15102.0,49.036,0.12209005818142622,0.9864,0.0005,0.9936,0.0011,0.9981,0.0001,0.9981,0.0001,0.998731,0.0005,0.995258,0.0011,0.9992,0.0002,NA,NA,3.527,0.227,47.551522515531516,0.08265264507011895


Variable,Value
Total Data Effective Charge,427.50262644085973
Total Data Effective Charge Error,12.073840692420621
Total Dummy Effective Charge,167.71422
Total Dummy Effective Charge Error,10.79813133819409
Normalization Data Factor (Data),0.0023391669153600835
Normalization Dummy Factor (Dummy),0.005962523634090386
Normalization SIMC Factor,83.76644444444445
