0.910010     0.044117     1   1
0.870334     0.044150     1   2
0.907493     0.052295     1   3
0.869673     0.053952     1   4
0.952694     0.057577     1   5
0.829805     0.072594     1   6
0.897466     0.083783     1   7
1.060799     0.093546     1   8
1.145363     0.112714     1   9
0.996169     0.072271     1   10
0.958352     0.062788     1   11
0.848290     0.050398     1   12
0.798678     0.050755     1   13
0.938619     0.050439     1   14
0.922916     0.044938     1   15
1.009476     0.048946     2   1
0.957651     0.044746     2   2
1.048868     0.050007     2   3
0.960330     0.055313     2   4
0.861102     0.064986     2   5
1.104791     0.081708     2   6
0.764312     0.091364     2   7
1.046749     0.115715     2   8
1.086188     0.095424     2   9
1.017939     0.078959     2   10
0.966899     0.065122     2   11
0.802902     0.051281     2   12
0.890613     0.044647     2   13
0.987691     0.050954     2   14
0.934789     0.049308     2   15
1.000872     0.049904     3   1
0.992222     0.049153     3   2
0.869314     0.042700     3   3
0.986533     0.052153     3   4
0.964409     0.061709     3   5
0.989292     0.076012     3   6
0.879593     0.093104     3   7
0.845291     0.101677     3   8
0.900448     0.087864     3   9
0.878198     0.070473     3   10
0.904156     0.060438     3   11
0.871799     0.065832     3   12
0.864204     0.042621     3   13
0.797383     0.043518     3   14
0.965914     0.050115     3   15
1.032574     0.049626     4   1
1.180777     0.080168     4   2
0.947120     0.050336     4   3
0.954329     0.061620     4   4
0.855267     0.066130     4   5
1.001182     0.103535     4   6
0.729791     0.099052     4   7
1.238031     0.152405     4   8
0.919606     0.110336     4   9
0.994918     0.083838     4   10
0.875849     0.079689     4   11
0.880004     0.053351     4   12
0.902729     0.052491     4   13
0.872842     0.044691     4   14
1.030873     0.049703     4   15
1.076147     0.049647     5   1
0.882209     0.042221     5   2
0.974497     0.050482     5   3
0.802789     0.069311     5   4
1.081937     0.072609     5   5
1.060243     0.110509     5   6
1.331187     0.176466     5   7
1.429535     0.219089     5   8
1.333003     0.184763     5   9
1.200444     0.126513     5   10
0.935328     0.066883     5   11
0.907517     0.065737     5   12
0.882779     0.049160     5   13
0.836332     0.041416     5   14
0.929747     0.048199     5   15
