Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,1,0,24,1.2156825587421243,0.10476655215272057
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,2,24,48,1.11333022587917,0.09381325460459088
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,3,48,72,1.042888014227487,0.08954737319798851
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,4,72,96,1.069289704352391,0.08939735627490136
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,5,96,120,0.9809324659333932,0.09636747630958498
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,6,120,144,1.0090115804543638,0.09667936978055983
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,7,144,168,1.0557698390106471,0.09610752110910835
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,8,168,192,0.8824477878430532,0.07572220442329425
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,9,192,216,0.9179556508416471,0.07810296373193444
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,10,216,240,0.9597887254257838,0.08928535701114616
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,11,240,264,0.918213790711336,0.09183696515794673
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,12,264,288,1.060362023522901,0.09249970443634963
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,13,288,312,0.9996992200547846,0.0842549110026273
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,14,312,336,1.107814136542002,0.09540530245852752
Q3p85_W2p62_t0p21_higheps,1,0.16,0.236,15,336,360,1.1383639905045164,0.09832962187153016
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,1,0,24,0.9958763746792365,0.09423415051180768
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,2,24,48,0.9431480491482864,0.08902656586109038
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,3,48,72,0.8985517462572733,0.08202386749073294
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,4,72,96,0.9991712720867374,0.09290981468246895
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,5,96,120,1.0389228468667728,0.09799847721739943
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,6,120,144,0.867634349312909,0.07729661720801374
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,7,144,168,0.7269226107269373,0.06652605226447737
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,8,168,192,0.7113348255675531,0.07467277156438523
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,9,192,216,0.5967522257599588,0.06430657533732387
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,10,216,240,0.8495684162633035,0.0727476713062394
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,11,240,264,0.9325127547337266,0.09046697647420349
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,12,264,288,0.8579592084347502,0.08388691973666257
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,13,288,312,0.9747359918686401,0.08482641606472058
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,14,312,336,0.9972530475717732,0.09032744337576341
Q3p85_W2p62_t0p21_higheps,2,0.236,0.272,15,336,360,0.9907000725495219,0.09266399984312897
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,1,0,24,0.9305704569062251,0.08838386110713867
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,2,24,48,0.9691853057394318,0.0856345031907242
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,3,48,72,0.9959470451338127,0.08632619912158587
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,4,72,96,0.9237061906386697,0.08727689592948591
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,5,96,120,0.9100480269041429,0.07768189155922894
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,6,120,144,0.7763993618829534,0.07588060677134134
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,7,144,168,0.8152426657290701,0.08277750956951241
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,8,168,192,0.7902791417433981,0.07715513125818488
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,9,192,216,0.8553376144641858,0.08943248562832308
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,10,216,240,0.9113291710403593,0.0780663019786135
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,11,240,264,0.9023663445664083,0.0760715909345855
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,12,264,288,0.9598918320887269,0.08791953340389869
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,13,288,312,1.0379233824612353,0.08708983548929425
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,14,312,336,1.0646093492214832,0.09534625998515978
Q3p85_W2p62_t0p21_higheps,3,0.272,0.31,15,336,360,0.9553319703648319,0.09027081239378972
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,1,0,24,0.9848583009854494,0.09472008713029599
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,2,24,48,1.0327254576454432,0.09140024450577183
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,3,48,72,1.000690363145715,0.09059378079895025
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,4,72,96,1.0889037827395744,0.0944693663660948
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,5,96,120,0.9353904731152423,0.07574449637017885
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,6,120,144,0.8450594672142778,0.07622143041500164
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,7,144,168,0.8052027230844729,0.07697289830626
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,8,168,192,0.7260645316533231,0.07009427030342245
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,9,192,216,0.7538864006150454,0.07418711511441498
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,10,216,240,0.8053324927868175,0.07209352906936839
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,11,240,264,0.8534708453188454,0.07072118228305005
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,12,264,288,0.9169086095983694,0.0823272396026838
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,13,288,312,0.9156785922968084,0.0783539635408782
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,14,312,336,0.9563392274644813,0.08743318102953383
Q3p85_W2p62_t0p21_higheps,4,0.31,0.358,15,336,360,0.9305218595223294,0.0941228503200653
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,1,0,24,1.0741100134171475,0.10259511489371716
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,2,24,48,1.128968762785081,0.093934302016773
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,3,48,72,1.008553619256476,0.07541544976643184
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,4,72,96,1.1138193148764475,0.07911260339694362
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,5,96,120,0.9291701255632819,0.06623853283475419
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,6,120,144,0.9482134776702058,0.07722716022088635
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,7,144,168,0.8374282967087164,0.07761689685539741
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,8,168,192,0.7172404835100787,0.0859011436814304
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,9,192,216,0.6985673075175984,0.0720764676584679
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,10,216,240,0.9224948771978893,0.07413815965666092
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,11,240,264,0.9434847308677271,0.06725771600789207
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,12,264,288,1.017737836223359,0.07246915792138586
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,13,288,312,1.0746639529113065,0.07990650227468776
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,14,312,336,1.0441650655498385,0.08916037884490588
Q3p85_W2p62_t0p21_higheps,5,0.358,0.5,15,336,360,0.9412841858348167,0.09767072723082851
