(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_3/4_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_3/4_Trigger_Rate,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_3/4_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Pion_Eff,SHMS_Aero_ALL_Pion_Eff_ERROR,SHMS_Aero_COIN_Pion_Eff,SHMS_Aero_COIN_Pion_Eff_ERROR,SHMS_Aero_SING_Pion_Eff,SHMS_Aero_SING_Pion_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Pion_Eff,SHMS_HGC_ALL_Pion_Eff_ERROR,SHMS_HGC_COIN_Pion_Eff,SHMS_HGC_COIN_Pion_Eff_ERROR,SHMS_HGC_SING_Pion_Eff,SHMS_HGC_SING_Pion_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Pion_ALL_TRACK_EFF,SHMS_Pion_ALL_TRACK_EFF_ERROR,SHMS_Pion_COIN_TRACK_EFF,SHMS_Pion_COIN_TRACK_EFF_ERROR,SHMS_Pion_SING_TRACK_EFF,SHMS_Pion_SING_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_3/4_Triggers,Total_SHMS_3/4_Triggers
115061.0,8069023.0,411237164.0,119300.0,588234.0,572193.0,249.293,67.286,249.307,60.387,3705.004,3705.018,7.935791,1.0002,0.0,0.031,40987.0,2.178,34.575,0.0728,0.0,0.9815,0.0006,0.9865,0.0012,0.9802,0.0007,0.9075,0.0013,0.9313,0.0025,0.9015,0.0015,0.9976,0.0002,0.9973,0.0006,0.9977,0.0003,0.99693,0.792955,0.99894,0.998001,0.987402,0.805535,0.999998,0.99755,42.869,158829314.0,2.139,0.000511,3705.004,0.9958,0.9958,0.0003,0.0003,0.0,1614959.0,37387644.0,11.0,1.0,5.0,1.0,1.0,0.0,14002.0,110.995,0.9708,0.0007,0.9744,0.0016,0.9752,0.0008,11.12,0.0014,0.0,0.6909,0.0017,0.6701,0.0039,0.6968,0.0019,0.9829,0.0004,0.990225,0.842817,0.969686,0.957274,0.961167,0.944641,0.998705,0.99785,741.478,2747187847.0,5.512,0.13957,0.9931,0.0003,0.9907,0.0009,0.9937,0.0004,0.9938,0.0007,0.9926,0.0016,0.994,0.0008,3705.018,1.007276,115061.0,8069023.0,411237164.0
63871.0,6548630.0,137687391.0,68876.0,451012.0,354779.0,203.143,65.426,203.147,56.293,3104.912,3107.009,7.935791,1.0001,0.0,0.021,35904.0,2.108,34.575,0.0688,0.0,0.9807,0.0007,0.9906,0.0014,0.9791,0.0008,0.9124,0.0014,0.9513,0.003,0.9063,0.0016,0.9962,0.0004,0.9966,0.0009,0.9962,0.0004,0.997019,0.796493,0.998964,0.99801,0.987548,0.808983,0.999998,0.997621,40.991,127273826.0,2.139,0.000511,3104.912,0.9981,0.9981,0.0002,0.0002,0.0,1310983.0,13769388.0,10.0,1.0,5.0,1.0,1.0,0.0,14089.0,44.315,0.9732,0.0012,0.9788,0.0025,0.9751,0.0013,13.115,0.0026,0.0,0.679,0.0028,0.6586,0.0065,0.6851,0.0032,0.966,0.0008,0.9917,0.854272,0.977218,0.962163,0.955979,0.950402,0.999138,0.997817,488.342,1517283263.0,5.512,0.13957,0.9916,0.0006,0.9926,0.0013,0.9913,0.0007,0.9916,0.0011,0.9872,0.003,0.993,0.0012,3107.009,1.007276,63871.0,6548630.0,137687391.0
1291024.0,35681877.0,742936147.0,1311096.0,1714087.0,1578276.0,56.828,37.939,56.865,15.649,1497.896,1505.903,7.935791,0.999,0.0,0.857,35909.0,23.695,35.12,0.048,0.0,0.9129,0.002,0.9134,0.0023,0.9114,0.0043,0.5472,0.0027,0.5536,0.0031,0.5256,0.0058,0.9969,0.0005,0.9971,0.0005,0.9963,0.0011,0.996307,0.788848,0.99826,0.99773,0.985384,0.803769,0.999996,0.997132,53.152,79616499.0,1.332,0.000511,1497.896,0.9796,0.9796,0.0005,0.0005,0.0,3968358.0,53076804.0,14.0,1.0,9.0,1.0,1.0,0.0,14219.0,493.349,0.972,0.0005,0.9749,0.0005,0.9772,0.0018,5.495,0.0021,0.0,0.7245,0.0012,0.7271,0.0012,0.7351,0.0046,0.9539,0.0005,0.970034,0.733606,0.933599,0.921156,0.933773,0.91354,0.994765,0.994274,2206.714,3323097261.0,6.538,0.13957,0.9635,0.0005,0.9618,0.0006,0.9805,0.0016,0.9616,0.0025,0.9589,0.0028,0.9871,0.0064,1505.903,1.007276,1291024.0,35681877.0,742936147.0
1969077.0,53786645.0,1112472462.0,1977217.0,2585148.0,2382520.0,85.753,42.144,85.759,29.877,2034.749,2034.749,7.935791,0.9999,0.0,0.968,28188.0,26.434,35.12,0.0481,0.0,0.9137,0.0016,0.9149,0.0018,0.9094,0.0035,0.5539,0.0022,0.5597,0.0025,0.5342,0.0047,0.9973,0.0003,0.9974,0.0004,0.997,0.0008,0.996439,0.796167,0.998334,0.997607,0.9854,0.811253,0.999996,0.997244,59.119,120291625.0,1.332,0.000511,2034.749,0.9795,0.9795,0.0007,0.0007,0.0,5977459.0,79463017.0,14.0,1.0,9.0,1.0,1.0,0.0,14220.0,546.737,0.9711,0.0004,0.974,0.0004,0.974,0.0016,5.495,0.0021,0.0,0.7227,0.0009,0.7249,0.001,0.7288,0.0038,0.9545,0.0004,0.970004,0.733477,0.934128,0.920647,0.933425,0.913708,0.994773,0.994255,2443.22,4971339980.0,6.538,0.13957,0.964,0.0004,0.9627,0.0005,0.9795,0.0014,0.9615,0.0021,0.9593,0.0023,0.9914,0.0043,2034.749,1.007276,1969077.0,53786645.0,1112472462.0
193620.0,5920082.0,119925044.0,203213.0,270104.0,244771.0,9.425,38.004,9.434,7.24,248.003,248.003,7.935791,0.9955,0.0001,0.781,12941.0,23.871,35.12,0.0455,0.0,0.9179,0.005,0.921,0.0056,0.9077,0.0108,0.5475,0.007,0.5537,0.0081,0.5276,0.0142,0.9974,0.0011,0.9977,0.0012,0.9963,0.0026,0.996812,0.796001,0.998638,0.998192,0.986591,0.809383,0.999998,0.997444,53.286,13215017.0,1.332,0.000511,248.003,0.9818,0.9818,0.0005,0.0005,0.0,659268.0,8566956.0,14.0,1.0,9.0,1.0,1.0,0.0,14221.0,483.562,0.9703,0.0013,0.974,0.0013,0.9797,0.0042,5.495,0.002,0.0,0.7257,0.0029,0.7271,0.0031,0.7346,0.0111,0.9586,0.0012,0.973119,0.74665,0.940556,0.923065,0.936924,0.9179,0.995427,0.994822,2231.261,553360130.0,6.538,0.13957,0.9694,0.0013,0.9679,0.0014,0.9862,0.0033,0.9618,0.0062,0.961,0.0068,0.9846,0.0153,248.003,1.007276,193620.0,5920082.0,119925044.0
2408081.0,68712617.0,940490415.0,2408400.0,2799694.0,2690593.0,110.57,61.464,110.576,56.897,1798.943,1798.943,7.935791,0.9995,0.0,1.339,18997.0,38.196,35.12,0.0407,0.0,0.918,0.0015,0.9192,0.0016,0.9104,0.0044,0.5513,0.0021,0.5535,0.0023,0.5375,0.0059,0.9975,0.0003,0.9973,0.0004,0.9985,0.0007,0.995832,0.788052,0.997438,0.997016,0.984469,0.804942,0.999992,0.996971,80.755,145274277.0,1.332,0.000511,1798.943,0.9794,0.9794,0.001,0.001,0.0,6871722.0,67179646.0,14.0,1.0,10.0,1.0,1.0,0.0,14328.0,522.802,0.971,0.0004,0.9725,0.0004,0.9735,0.0018,6.385,0.0029,0.0,0.7059,0.0009,0.7069,0.0009,0.7145,0.0042,0.9534,0.0004,0.968576,0.727662,0.932521,0.919092,0.930993,0.911938,0.99454,0.993923,2347.216,4222507347.0,6.538,0.13957,0.9635,0.0004,0.9625,0.0004,0.9813,0.0014,0.96,0.0018,0.959,0.0019,0.9799,0.0063,1798.943,1.007276,2408081.0,68712617.0,940490415.0
1772025.0,134332270.0,612711399.0,1775082.0,2562398.0,2216154.0,217.468,67.717,217.473,61.744,3211.439,3211.439,7.935791,1.0,0.0,0.552,34907.0,41.829,35.12,0.0191,0.0,0.924,0.0015,0.9289,0.0017,0.9113,0.0031,0.5667,0.0022,0.5813,0.0026,0.5306,0.0041,0.9968,0.0004,0.9968,0.0004,0.997,0.0007,0.995796,0.792913,0.996778,0.996393,0.985016,0.8105,0.999988,0.99716,87.592,281295050.0,1.332,0.000511,3211.439,0.994,0.994,0.0004,0.0004,0.0,13433749.0,51059944.0,12.0,1.0,10.0,1.0,1.0,0.0,14347.0,190.79,0.9721,0.0004,0.9744,0.0005,0.9757,0.0011,8.39,0.0036,0.0,0.7016,0.001,0.7031,0.0011,0.6999,0.0028,0.9685,0.0003,0.979649,0.777396,0.95433,0.938892,0.938371,0.924599,0.997209,0.995353,1288.839,4139027973.0,6.538,0.13957,0.9837,0.0003,0.9826,0.0003,0.9894,0.0007,0.9824,0.001,0.9811,0.0012,0.9902,0.0021,3211.439,1.007276,1772025.0,134332270.0,612711399.0
8227955.0,354514218.0,948945123.0,8034530.0,8556429.0,8412179.0,186.914,68.097,186.919,55.936,2744.823,2744.823,7.935791,0.9758,0.0001,2.998,32365.0,129.157,35.12,0.0241,0.0,0.8668,0.0013,0.8673,0.0014,0.8565,0.0061,0.4178,0.0014,0.4194,0.0014,0.3896,0.0057,0.9961,0.0003,0.9961,0.0003,0.9966,0.0012,0.993025,0.779489,0.992619,0.991119,0.981206,0.807498,0.999934,0.996382,200.954,551581967.0,1.332,0.000511,2744.823,0.9658,0.9658,0.0009,0.0009,0.0,29543474.0,72996319.0,13.0,1.0,12.0,1.0,1.0,0.0,14369.0,345.722,0.9718,0.0002,0.9722,0.0002,0.9753,0.0013,8.39,0.0089,0.0,0.6813,0.0005,0.6813,0.0005,0.6902,0.0032,0.9574,0.0002,0.973748,0.74905,0.947088,0.929285,0.930887,0.91427,0.996258,0.994075,1662.038,4561999611.0,6.538,0.13957,0.9737,0.0002,0.9734,0.0002,0.985,0.0009,0.9734,0.0006,0.973,0.0007,0.9797,0.0035,2744.823,1.007276,8227955.0,354514218.0,948945123.0
2098604.0,54448059.0,1452944671.0,2108153.0,2722223.0,2567135.0,156.271,60.517,156.283,43.366,2582.273,2582.273,7.935791,0.9997,0.0,0.813,35335.0,21.085,44.37,0.05,0.0,0.8984,0.0022,0.9003,0.0025,0.8913,0.0049,0.4258,0.0025,0.4311,0.0028,0.4073,0.0052,0.9954,0.0006,0.9957,0.0006,0.9944,0.0014,0.996209,0.787957,0.998166,0.997531,0.985247,0.803208,0.999995,0.997097,45.633,117835811.0,1.104,0.000511,2582.273,0.9775,0.9775,0.0007,0.0007,0.0,6051342.0,103784022.0,14.0,1.0,9.0,1.0,1.0,0.0,14435.0,562.661,0.9705,0.0005,0.9726,0.0005,0.976,0.0015,6.17,0.0018,0.0,0.7014,0.0011,0.7034,0.0011,0.7143,0.0038,0.9463,0.0005,0.964616,0.712171,0.92755,0.913764,0.927317,0.906118,0.993752,0.993176,2519.962,6507229314.0,6.719,0.13957,0.9586,0.0005,0.9566,0.0006,0.9787,0.0014,0.9546,0.0023,0.9528,0.0026,0.9702,0.0071,2582.273,1.007276,2098604.0,54448059.0,1452944671.0
1004813.0,74620155.0,611789277.0,1008264.0,1874472.0,1466544.0,215.389,67.015,215.414,60.659,3214.042,3214.076,7.935791,1.0001,0.0,0.313,35151.0,23.217,44.37,0.0251,0.0,0.8925,0.0027,0.9025,0.0033,0.8784,0.0044,0.3993,0.0028,0.4252,0.0038,0.3666,0.0042,0.9964,0.0006,0.9956,0.0009,0.9975,0.0008,0.996391,0.791107,0.998148,0.997592,0.985874,0.805872,0.999996,0.997258,48.939,157291679.0,1.104,0.000511,3214.042,0.9925,0.9925,0.0004,0.0004,0.0,8292442.0,50986285.0,12.0,1.0,9.0,1.0,1.0,0.0,14498.0,190.347,0.9706,0.0006,0.9738,0.0007,0.9771,0.0012,8.175,0.0024,0.0,0.695,0.0014,0.6934,0.0016,0.7061,0.003,0.9641,0.0005,0.977927,0.768453,0.954307,0.936022,0.934651,0.920437,0.997077,0.994801,1330.041,4274853000.0,6.719,0.13957,0.9818,0.0004,0.98,0.0005,0.9883,0.0008,0.9831,0.0014,0.9801,0.0018,0.9935,0.0019,3214.076,1.007276,1004813.0,74620155.0,611789277.0
2222130.0,132002303.0,302546914.0,2220680.0,2291704.0,2308319.0,81.765,67.25,81.766,61.528,1215.834,1213.831,7.935791,0.9988,0.0,1.831,13142.0,108.749,25.035,0.0174,0.0,0.9394,0.001,0.9396,0.0011,0.93,0.0072,0.6679,0.0017,0.6686,0.0018,0.6386,0.0112,0.997,0.0003,0.997,0.0003,0.9969,0.0018,0.992764,0.78229,0.99321,0.990782,0.978806,0.812179,0.999937,0.996019,202.777,246543221.0,1.644,0.000511,1215.834,0.9917,0.9917,0.0008,0.0008,0.0,11000367.0,23273032.0,13.0,1.0,12.0,1.0,1.0,0.0,14556.0,249.25,0.9741,0.0004,0.9743,0.0004,0.9771,0.0019,8.165,0.0076,0.0,0.7036,0.0008,0.7036,0.0009,0.707,0.0047,0.972,0.0003,0.980601,0.7827,0.953228,0.938543,0.941675,0.929059,0.997126,0.995862,1405.476,1706009921.0,6.265,0.13957,0.9819,0.0003,0.9816,0.0003,0.9912,0.0011,0.9823,0.0009,0.9819,0.0009,0.9924,0.0034,1213.831,1.007276,2222130.0,132002303.0,302546914.0
3632119.0,95677911.0,620841294.0,3475442.0,3567353.0,3586877.0,58.47,53.414,58.473,49.014,1094.656,1094.656,7.935791,0.9566,0.0001,3.318,11261.0,87.405,25.035,0.0373,0.0,0.9362,0.0009,0.9363,0.0009,0.9314,0.0062,0.6726,0.0014,0.6732,0.0015,0.6463,0.0097,0.9966,0.0002,0.9966,0.0002,0.9962,0.0017,0.994123,0.784303,0.99472,0.994381,0.981001,0.808278,0.99997,0.996358,164.486,180055587.0,1.644,0.000511,1094.656,0.9424,0.9424,0.0021,0.0021,0.0,8698433.0,44347049.0,14.0,1.0,11.0,1.0,1.0,0.0,14559.0,567.156,0.972,0.0003,0.9721,0.0003,0.9769,0.0018,6.165,0.0058,0.0,0.7236,0.0007,0.7238,0.0007,0.7226,0.0046,0.9572,0.0003,0.970748,0.736651,0.93342,0.920632,0.935369,0.916465,0.994716,0.994601,2341.428,2563058760.0,6.265,0.13957,0.9643,0.0003,0.9639,0.0003,0.9828,0.0015,0.9626,0.0013,0.962,0.0014,0.9922,0.0045,1094.656,1.007276,3632119.0,95677911.0,620841294.0
711741.0,78483663.0,235701253.0,712094.0,1019321.0,861608.0,27.039,13.491,27.046,13.334,2004.285,2006.369,7.935791,1.0,0.0,0.355,20097.0,39.117,16.335,0.013,0.0,0.9749,0.0005,0.9763,0.0006,0.9706,0.0012,0.8799,0.0011,0.8887,0.0012,0.8539,0.0023,0.9964,0.0002,0.9965,0.0003,0.9961,0.0005,0.996659,0.82069,0.997067,0.996527,0.986258,0.837481,0.99999,0.997767,77.516,155364847.0,2.498,0.000511,2004.285,0.9941,0.9941,0.0005,0.0005,0.0,8722188.0,19645689.0,12.0,1.0,9.0,1.0,1.0,0.0,14607.0,117.477,0.9749,0.0004,0.9768,0.0004,0.9774,0.001,7.225,0.0037,0.0,0.7718,0.0009,0.7753,0.0009,0.754,0.0024,0.9908,0.0002,0.993778,0.874002,0.976755,0.964961,0.965272,0.960654,0.999186,0.998634,467.536,938049125.0,5.422,0.13957,0.994,0.0002,0.9936,0.0002,0.9965,0.0004,0.9924,0.0007,0.9917,0.0008,0.9963,0.0012,2006.369,1.007276,711741.0,78483663.0,235701253.0
323811.0,72019592.0,92913482.0,336978.0,480385.0,434474.0,24.799,13.474,24.817,7.855,1840.501,1840.501,7.935791,1.0,0.0,0.176,31437.0,39.13,16.335,0.0067,0.0,0.9774,0.0007,0.9793,0.0008,0.9709,0.0017,0.8869,0.0015,0.9,0.0016,0.845,0.0034,0.9956,0.0003,0.9957,0.0004,0.9951,0.0008,0.99693,0.823563,0.997465,0.996718,0.987073,0.839223,0.999992,0.997922,77.668,142948548.0,2.498,0.000511,1840.501,0.9975,0.9975,0.0002,0.0002,0.0,7204975.0,8449697.0,11.0,1.0,10.0,1.0,1.0,0.0,14627.0,50.483,0.976,0.0006,0.9769,0.0006,0.9773,0.0012,9.23,0.0047,0.0,0.7527,0.0014,0.7623,0.0016,0.7196,0.0031,0.9912,0.0003,0.994679,0.882744,0.981089,0.968472,0.967033,0.960723,0.999404,0.998705,249.44,459094169.0,5.422,0.13957,0.9958,0.0002,0.9956,0.0003,0.9966,0.0004,0.9952,0.0007,0.9948,0.0008,0.9966,0.0012,1840.501,1.007276,323811.0,72019592.0,92913482.0
51802.0,7325830.0,11332697.0,52375.0,109125.0,75701.0,17.972,35.536,17.987,32.064,505.732,505.732,10.557302,1.0001,0.0,0.102,5586.0,14.486,13.31,0.0149,0.0,0.9845,0.0005,0.9884,0.0006,0.9804,0.0008,0.9922,0.0004,0.9926,0.0005,0.9917,0.0006,0.9961,0.0003,0.9965,0.0004,0.9956,0.0004,0.998224,0.851109,0.997162,0.995738,0.994503,0.861923,0.999988,0.999241,139.565,70582558.0,6.792,0.000511,505.732,0.9992,0.9992,0.0004,0.0004,0.0,916381.0,1134042.0,10.0,1.0,8.0,1.0,1.0,0.0,15015.0,22.409,0.9592,0.0019,0.9589,0.002,0.963,0.0047,21.655,0.0067,0.0,0.6628,0.0036,0.6794,0.0039,0.5833,0.0092,0.9929,0.0005,0.99398,0.874112,0.985617,0.95886,0.967772,0.95572,0.999408,0.998573,142.362,71997121.0,3.493,0.13957,0.997,0.0005,0.9972,0.0006,0.996,0.0014,0.9945,0.0009,0.994,0.001,0.9959,0.0015,505.732,1.007276,51802.0,7325830.0,11332697.0
215211.0,15555534.0,437431212.0,223897.0,461191.0,473501.0,113.122,37.092,113.215,28.89,3049.782,3049.856,10.557302,1.0001,0.0,0.071,38891.0,5.1,28.175,0.0296,0.0,0.9658,0.0012,0.971,0.0016,0.9602,0.0019,0.8268,0.0023,0.8523,0.0031,0.8005,0.0035,0.9958,0.0005,0.9956,0.0007,0.996,0.0007,0.997431,0.822014,0.998737,0.998002,0.987877,0.834823,0.999997,0.997998,40.094,122277409.0,2.398,0.000511,3049.782,0.9947,0.9947,0.0003,0.0003,0.0,2224354.0,36460910.0,12.0,1.0,7.0,1.0,1.0,0.0,15350.0,143.427,0.9746,0.0009,0.9755,0.0013,0.9786,0.0012,7.65,0.0011,0.0,0.6805,0.0022,0.6898,0.0031,0.6751,0.0032,0.9645,0.0007,0.978868,0.771836,0.961596,0.94041,0.933046,0.91477,0.997712,0.994294,979.641,2987762861.0,8.035,0.13957,0.9859,0.0006,0.9846,0.0009,0.9878,0.0009,0.9827,0.0038,0.9822,0.0056,0.9814,0.0058,3049.856,1.007276,215211.0,15555534.0,437431212.0
80616.0,6529320.0,176590996.0,83331.0,280524.0,452689.0,47.523,32.351,47.545,27.357,1468.99,1466.973,10.557302,1.0001,0.0,0.055,17269.0,4.451,28.175,0.0429,0.0,0.9633,0.0016,0.9694,0.0026,0.9603,0.0021,0.8186,0.0031,0.854,0.005,0.8027,0.0039,0.9971,0.0005,0.9969,0.0009,0.9972,0.0006,0.997556,0.827691,0.998099,0.998285,0.988501,0.840356,0.999997,0.998164,34.23,50283536.0,2.398,0.000511,1468.99,0.9966,0.9966,0.0004,0.0004,0.0,1088918.0,17661351.0,10.0,1.0,6.0,1.0,1.0,0.0,15384.0,120.378,0.9767,0.0009,0.9784,0.0019,0.9785,0.0009,7.65,0.0026,0.0,0.6763,0.0022,0.6936,0.0051,0.6746,0.0025,0.9661,0.0007,0.980555,0.780874,0.962772,0.943981,0.932926,0.920973,0.997915,0.994699,852.81,1251049218.0,8.035,0.13957,0.9878,0.0006,0.9866,0.0014,0.9883,0.0006,0.9811,0.004,0.9721,0.0112,0.9823,0.0044,1466.973,1.007276,80616.0,6529320.0,176590996.0
853019.0,16369973.0,1817749748.0,858588.0,1098684.0,1211401.0,117.662,43.407,117.737,35.8,2710.657,2716.728,10.557302,0.9998,0.0,0.314,32050.0,6.026,28.175,0.0671,0.0,0.9621,0.0008,0.9625,0.0009,0.9605,0.0019,0.8148,0.0016,0.8177,0.0018,0.8046,0.0035,0.9967,0.0003,0.9968,0.0003,0.9961,0.0007,0.99709,0.825518,0.998201,0.997117,0.986716,0.840563,0.999995,0.997882,57.858,156832366.0,2.398,0.000511,2710.657,0.9732,0.9732,0.0008,0.0008,0.0,2340115.0,129859438.0,14.0,1.0,7.0,1.0,1.0,0.0,15474.0,669.095,0.9715,0.0006,0.9732,0.0007,0.975,0.0012,5.65,0.0007,0.0,0.6848,0.0014,0.6868,0.0016,0.6893,0.003,0.9367,0.0007,0.958116,0.68854,0.922505,0.905787,0.921704,0.894011,0.992699,0.991701,2527.137,6865546109.0,8.035,0.13957,0.9497,0.0008,0.9436,0.0009,0.9723,0.0013,0.9456,0.0055,0.9429,0.0066,0.9696,0.01,2716.728,1.007276,853019.0,16369973.0,1817749748.0
1008645.0,19978315.0,2213386185.0,1011618.0,1160262.0,1362008.0,144.112,46.369,144.144,42.306,3107.91,3109.916,10.557302,1.0,0.0,0.324,33123.0,6.424,28.175,0.0581,0.0,0.964,0.0008,0.9642,0.0009,0.9626,0.0023,0.8195,0.0015,0.8203,0.0016,0.8132,0.0044,0.9954,0.0003,0.9953,0.0003,0.9955,0.0009,0.997305,0.829305,0.998353,0.99727,0.987409,0.843569,0.999996,0.99803,62.783,195123650.0,2.398,0.000511,3107.91,0.9732,0.9732,0.0008,0.0008,0.0,2497925.0,158108097.0,14.0,1.0,8.0,1.0,1.0,0.0,15552.0,711.719,0.9732,0.0005,0.9734,0.0006,0.9779,0.0011,5.65,0.0006,0.0,0.6879,0.0013,0.6875,0.0014,0.6944,0.0027,0.938,0.0006,0.957955,0.687972,0.924146,0.903824,0.92048,0.894813,0.992705,0.991636,2685.634,8352096500.0,8.035,0.13957,0.9515,0.0007,0.9456,0.0008,0.9726,0.0012,0.9431,0.0052,0.9386,0.0062,0.9615,0.0101,3109.916,1.007276,1008645.0,19978315.0,2213386185.0
112858.0,14061719.0,145152626.0,119052.0,228359.0,270276.0,102.413,58.37,102.474,43.135,1754.533,1754.533,10.557302,1.0,0.0,0.064,23612.0,8.015,28.175,0.0162,0.0,0.9674,0.0016,0.974,0.0019,0.9581,0.0029,0.8506,0.0031,0.8764,0.0037,0.8161,0.0051,0.9948,0.0007,0.9958,0.0009,0.9932,0.0013,0.996994,0.820132,0.998486,0.997398,0.986133,0.835099,0.999996,0.997713,64.596,113336491.0,2.398,0.000511,1754.533,0.9964,0.9964,0.0003,0.0003,0.0,1758967.0,13197901.0,11.0,1.0,8.0,1.0,1.0,0.0,15584.0,82.73,0.9725,0.0018,0.9775,0.0022,0.9691,0.0027,9.65,0.0019,0.0,0.6868,0.0041,0.6985,0.0057,0.676,0.0061,0.9295,0.0018,0.968112,0.721512,0.957846,0.931109,0.911165,0.887872,0.997096,0.990039,827.259,1451453102.0,8.035,0.13957,0.9832,0.0013,0.9854,0.0017,0.9807,0.0021,0.9692,0.0076,0.9654,0.012,0.9747,0.0094,1754.533,1.007276,112858.0,14061719.0,145152626.0
34207.0,1751676.0,181071613.0,35986.0,137127.0,139798.0,71.766,58.844,71.788,51.357,1219.596,1219.596,10.557302,1.0001,0.0,0.028,13847.0,1.436,34.105,0.0782,0.0,0.9715,0.0019,0.9793,0.0033,0.9689,0.0023,0.8703,0.0037,0.909,0.0065,0.8579,0.0044,0.9971,0.0007,0.9987,0.001,0.9966,0.0009,0.997677,0.820434,0.999215,0.998275,0.988815,0.831801,0.999999,0.998119,39.061,47638049.0,2.341,0.000511,1219.596,0.9932,0.9932,0.0007,0.0007,0.0,350829.0,15090934.0,12.0,1.0,5.0,1.0,1.0,0.0,15623.0,148.468,0.9723,0.0021,0.9817,0.0034,0.9737,0.0025,8.665,0.0008,0.0,0.6639,0.0049,0.6463,0.0095,0.6745,0.006,0.9557,0.0018,0.975455,0.755965,0.956609,0.930105,0.929382,0.914199,0.996967,0.993941,1089.918,1329259964.0,7.913,0.13957,0.9843,0.0015,0.9835,0.0029,0.9853,0.0017,0.9783,0.0081,0.9882,0.0117,0.9763,0.0105,1219.596,1.007276,34207.0,1751676.0,181071613.0
