(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_3/4_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_3/4_Trigger_Rate,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_3/4_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Pion_Eff,SHMS_Aero_ALL_Pion_Eff_ERROR,SHMS_Aero_COIN_Pion_Eff,SHMS_Aero_COIN_Pion_Eff_ERROR,SHMS_Aero_SING_Pion_Eff,SHMS_Aero_SING_Pion_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Pion_Eff,SHMS_HGC_ALL_Pion_Eff_ERROR,SHMS_HGC_COIN_Pion_Eff,SHMS_HGC_COIN_Pion_Eff_ERROR,SHMS_HGC_SING_Pion_Eff,SHMS_HGC_SING_Pion_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Pion_ALL_TRACK_EFF,SHMS_Pion_ALL_TRACK_EFF_ERROR,SHMS_Pion_COIN_TRACK_EFF,SHMS_Pion_COIN_TRACK_EFF_ERROR,SHMS_Pion_SING_TRACK_EFF,SHMS_Pion_SING_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_3/4_Triggers,Total_SHMS_3/4_Triggers
1972200.0,55323864.0,1833186200.0,1973253.0,2184338.0,2286691.0,147.402,42.375,147.401,40.798,3478.495,3478.495,9.171712,0.9999,0.0,0.567,35295.0,15.905,47.04,0.0395,0.0,0.8763,0.0032,0.8755,0.0034,0.883,0.0107,0.2894,0.0026,0.2916,0.0027,0.2696,0.0081,0.9971,0.0006,0.9969,0.0007,0.9984,0.0016,0.996363,0.785697,0.998581,0.998079,0.9853,0.800089,0.999997,0.997061,37.78,131418492.0,1.026,0.000511,3478.495,0.9795,0.9795,0.0007,0.0007,0.0,6147281.0,130941984.0,14.0,1.0,9.0,1.0,1.0,0.0,12523.0,527.006,0.9748,0.0006,0.9754,0.0006,0.977,0.0017,5.505,0.0012,0.0,0.6882,0.0014,0.6883,0.0015,0.6949,0.0043,0.9378,0.0006,0.953567,0.667702,0.933511,0.923429,0.912734,0.848625,0.994909,0.98679,2519.423,8763801551.0,8.035,0.13957,0.9581,0.0007,0.9558,0.0007,0.9759,0.0016,0.9417,0.0051,0.937,0.0057,0.9727,0.011,3478.495,1.007276,1972200.0,55323864.0,1833186200.0
2294873.0,64748317.0,2139454001.0,2300800.0,2792781.0,3029911.0,172.452,41.755,172.463,36.273,4130.111,4136.12,9.171712,0.9999,0.0,0.555,46620.0,15.654,47.04,0.0431,0.0,0.8666,0.003,0.8712,0.0032,0.8425,0.0079,0.2866,0.0023,0.2911,0.0025,0.2649,0.0054,0.9969,0.0006,0.9968,0.0007,0.9979,0.0012,0.996445,0.78795,0.998521,0.99815,0.985512,0.802202,0.999997,0.997134,37.37,154343838.0,1.026,0.000511,4130.111,0.9815,0.9815,0.0006,0.0006,0.0,8095080.0,164580196.0,13.0,1.0,8.0,1.0,1.0,0.0,12549.0,517.261,0.9734,0.0005,0.9746,0.0006,0.9767,0.0011,5.505,0.0014,0.0,0.6865,0.0012,0.6865,0.0014,0.6943,0.0028,0.9398,0.0005,0.953243,0.66642,0.934242,0.923429,0.911746,0.847249,0.994965,0.986519,2474.823,10236164068.0,8.035,0.13957,0.9598,0.0006,0.9553,0.0007,0.9792,0.001,0.9506,0.0041,0.9486,0.0048,0.9553,0.0098,4136.12,1.007276,2294873.0,64748317.0,2139454001.0
1120382.0,32250482.0,1054449775.0,1125470.0,1370595.0,1484658.0,85.861,41.271,85.875,33.129,2080.412,2078.404,9.171712,1.0,0.0,0.539,25436.0,15.517,47.04,0.0425,0.0,0.8719,0.0042,0.8747,0.0045,0.8573,0.011,0.2966,0.0033,0.303,0.0037,0.266,0.0077,0.9982,0.0006,0.9987,0.0006,0.9955,0.0026,0.996311,0.784892,0.998425,0.99829,0.985046,0.799431,0.999997,0.997001,36.944,76859405.0,1.026,0.000511,2080.412,0.9809,0.9809,0.0008,0.0008,0.0,4033377.0,81124201.0,13.0,1.0,8.0,1.0,1.0,0.0,12574.0,507.336,0.9738,0.0007,0.9745,0.0008,0.9772,0.0016,5.505,0.0014,0.0,0.6848,0.0017,0.6844,0.002,0.6946,0.004,0.9408,0.0008,0.952997,0.665703,0.934151,0.9231,0.911147,0.847279,0.994936,0.98643,2443.833,5079270602.0,8.035,0.13957,0.9608,0.0008,0.9569,0.001,0.9778,0.0015,0.949,0.0059,0.948,0.0067,0.96,0.0131,2078.404,1.007276,1120382.0,32250482.0,1054449775.0
88542.0,2436353.0,352386625.0,94784.0,166269.0,210530.0,28.696,39.963,28.696,21.33,718.072,720.077,9.171712,1.0001,0.0,0.123,13288.0,3.383,58.535,0.068,0.0,0.8374,0.015,0.8328,0.0204,0.8431,0.022,0.2598,0.0099,0.2595,0.0134,0.2607,0.0147,1.0,0.0,1.0,0.0,1.0,0.0,0.996116,0.773036,0.999402,0.998606,0.983821,0.787316,0.999999,0.996559,13.482,9681276.0,0.968,0.000511,718.072,0.9835,0.9835,0.0008,0.0008,0.0,407364.0,27107234.0,13.0,1.0,6.0,1.0,1.0,0.0,12678.0,489.374,0.9726,0.0019,0.9751,0.0027,0.9776,0.0025,5.505,0.0006,0.0,0.6741,0.0044,0.6661,0.0066,0.6847,0.0065,0.9502,0.0018,0.96128,0.692147,0.943983,0.929721,0.924249,0.853283,0.996063,0.988886,2346.746,1689837203.0,7.913,0.13957,0.9682,0.0019,0.9615,0.0031,0.9781,0.0023,0.9821,0.0088,0.9908,0.0091,0.9798,0.0141,720.077,1.007276,88542.0,2436353.0,352386625.0
290826.0,7997449.0,1155331563.0,298776.0,533374.0,677065.0,94.225,40.286,94.223,30.087,2338.899,2336.898,9.171712,1.0001,0.0,0.124,30804.0,3.422,58.535,0.0666,0.0,0.8702,0.0078,0.8873,0.0098,0.8486,0.0124,0.2569,0.0055,0.266,0.0075,0.2458,0.008,0.9967,0.0017,0.9942,0.0029,1.0,0.0,0.996112,0.766741,0.999189,0.998889,0.984292,0.780476,0.999999,0.996552,13.662,31953379.0,0.968,0.000511,2338.899,0.9827,0.9827,0.0006,0.0006,0.0,1334633.0,88874771.0,13.0,1.0,6.0,1.0,1.0,0.0,12680.0,494.387,0.97,0.0011,0.9724,0.0016,0.9765,0.0014,5.505,0.0006,0.0,0.6796,0.0024,0.6642,0.0036,0.6969,0.0035,0.9509,0.001,0.957412,0.68058,0.936124,0.927973,0.916168,0.855136,0.995399,0.987856,2374.877,5549844844.0,7.913,0.13957,0.9687,0.001,0.9588,0.0018,0.9789,0.0012,0.9624,0.007,0.9536,0.011,0.9735,0.0092,2336.898,1.007276,290826.0,7997449.0,1155331563.0
415619.0,11343984.0,1646508781.0,416827.0,749279.0,956264.0,133.679,40.706,133.682,39.313,3284.039,3284.039,9.171712,1.0001,0.0,0.127,33265.0,3.454,58.535,0.066,0.0,0.8648,0.0066,0.8765,0.0084,0.8494,0.0105,0.2722,0.0048,0.285,0.0066,0.2569,0.007,0.9961,0.0015,0.9971,0.0017,0.9947,0.0026,0.996368,0.771086,0.999041,0.998534,0.985693,0.784178,0.999999,0.996912,14.268,46855896.0,0.968,0.000511,3284.039,0.981,0.981,0.0007,0.0007,0.0,1890974.0,126657065.0,13.0,1.0,6.0,1.0,1.0,0.0,12716.0,501.367,0.9726,0.0009,0.9752,0.0012,0.9767,0.0012,5.505,0.0006,0.0,0.6796,0.002,0.668,0.003,0.6971,0.003,0.9505,0.0008,0.957743,0.681744,0.936771,0.925532,0.919038,0.855584,0.995291,0.988308,2395.262,7866133863.0,7.913,0.13957,0.9688,0.0009,0.9605,0.0014,0.978,0.0011,0.9594,0.0061,0.9489,0.0094,0.9743,0.008,3284.039,1.007276,415619.0,11343984.0,1646508781.0
371904.0,10393119.0,1490190361.0,374621.0,679546.0,862499.0,122.713,39.927,122.723,36.666,3073.446,3081.6,9.171712,1.0,0.0,0.121,32837.0,3.373,58.535,0.0654,0.0,0.8416,0.0073,0.8538,0.0094,0.8263,0.0116,0.2891,0.0053,0.3065,0.0074,0.2692,0.0077,0.9987,0.0009,1.0,0.0,0.9971,0.0021,0.996684,0.791299,0.999187,0.998372,0.98556,0.804856,0.999999,0.997182,13.775,42336894.0,0.968,0.000511,3073.446,0.9802,0.9802,0.0007,0.0007,0.0,1732907.0,114636100.0,13.0,1.0,6.0,1.0,1.0,0.0,12820.0,483.577,0.9727,0.0009,0.9747,0.0013,0.9777,0.0012,5.505,0.0006,0.0,0.6803,0.0021,0.6658,0.0032,0.7019,0.0031,0.9514,0.0009,0.957857,0.682006,0.935883,0.926508,0.919928,0.854995,0.995288,0.988389,2337.54,7203362490.0,7.913,0.13957,0.9679,0.0009,0.9567,0.0016,0.9796,0.0011,0.9593,0.0062,0.9593,0.0087,0.9603,0.0097,3081.6,1.007276,371904.0,10393119.0,1490190361.0
1332671.0,11356449.0,1472577161.0,1482649.0,1787450.0,1964663.0,122.316,39.678,122.326,34.585,3082.695,3087.553,9.171712,1.0,0.0,0.432,1148418.0,3.678,58.535,0.1553,0.0,0.8506,0.0073,0.8579,0.0095,0.8404,0.0116,0.2871,0.0054,0.3092,0.0075,0.2609,0.0078,0.9975,0.0013,0.9967,0.0019,0.9985,0.0015,0.996632,0.782796,0.999073,0.998794,0.985729,0.795826,0.999999,0.997086,13.984,43109727.0,0.968,0.000511,3082.695,0.9817,0.9817,0.0001,0.0001,0.0,1918060.0,113291678.0,13.0,1.0,6.0,1.0,1.0,0.0,12903.0,476.94,0.9704,0.0009,0.9732,0.0013,0.9773,0.0012,5.505,0.0013,0.0,0.6794,0.0021,0.67,0.0032,0.6955,0.0031,0.954,0.0008,0.956927,0.679189,0.934538,0.926108,0.917637,0.855187,0.995163,0.988073,2306.711,7122093681.0,7.913,0.13957,0.9712,0.0009,0.9625,0.0015,0.9801,0.0011,0.9594,0.0062,0.9512,0.0095,0.9646,0.0093,3087.553,1.007276,1332671.0,11356449.0,1472577161.0
368467.0,10478678.0,1488031627.0,373715.0,681369.0,860418.0,123.909,39.995,123.912,34.227,3098.112,3104.229,9.171712,1.0001,0.0,0.119,35531.0,3.376,58.535,0.065,0.0,0.8633,0.007,0.8647,0.0092,0.8619,0.0106,0.3041,0.0055,0.3195,0.0076,0.2856,0.008,0.9962,0.0016,0.9966,0.0019,0.9955,0.0026,0.996823,0.789395,0.998975,0.99894,0.986114,0.802183,0.999999,0.997253,13.853,42919039.0,0.968,0.000511,3098.112,0.979,0.979,0.0007,0.0007,0.0,1747581.0,114466191.0,13.0,1.0,6.0,1.0,1.0,0.0,12971.0,479.356,0.9719,0.0009,0.9743,0.0013,0.9779,0.0012,5.505,0.0006,0.0,0.679,0.0021,0.6638,0.0032,0.696,0.0031,0.9526,0.0009,0.95627,0.677071,0.938523,0.923125,0.913312,0.855676,0.995274,0.987489,2316.233,7190117228.0,7.913,0.13957,0.9687,0.0009,0.9595,0.0015,0.9791,0.0011,0.9588,0.0062,0.9482,0.0097,0.972,0.008,3104.229,1.007276,368467.0,10478678.0,1488031627.0
287570.0,8495014.0,1180837848.0,296132.0,545947.0,680290.0,100.483,37.973,100.5,28.676,2646.152,2651.216,9.171712,1.0001,0.0,0.108,34466.0,3.204,58.535,0.0642,0.0,0.8435,0.0083,0.8428,0.0114,0.8443,0.0121,0.3001,0.0062,0.3051,0.0087,0.2952,0.009,0.9959,0.0018,0.994,0.003,0.9982,0.0017,0.996524,0.786546,0.999144,0.998639,0.984908,0.800372,0.999999,0.996987,12.891,34110826.0,0.968,0.000511,2646.152,0.9803,0.9803,0.0006,0.0006,0.0,1417790.0,90840673.0,13.0,1.0,6.0,1.0,1.0,0.0,13024.0,445.395,0.9715,0.001,0.9733,0.0015,0.9764,0.0014,5.505,0.0006,0.0,0.6786,0.0024,0.6635,0.0036,0.6995,0.0034,0.9546,0.0009,0.958932,0.685835,0.941721,0.925083,0.917128,0.858393,0.995634,0.988265,2199.39,5831058113.0,7.913,0.13957,0.9725,0.0009,0.9632,0.0016,0.9818,0.0011,0.9474,0.008,0.9356,0.0125,0.9685,0.0098,2651.216,1.007276,287570.0,8495014.0,1180837848.0
102050.0,5310937.0,313736598.0,113934.0,272372.0,295834.0,108.194,63.206,108.219,37.288,1711.784,1715.639,5.985091,1.0001,0.0,0.059,28799.0,3.096,31.145,0.0511,0.0,0.9898,0.0004,0.9892,0.0007,0.9903,0.0006,0.9701,0.0008,0.9759,0.0011,0.9663,0.001,0.9973,0.0003,0.9979,0.0004,0.9969,0.0004,0.997819,0.811191,0.998888,0.998049,0.990981,0.821087,0.999998,0.998386,49.729,85126029.0,2.229,0.000511,1711.784,0.9894,0.9894,0.0005,0.0005,0.0,887826.0,26151068.0,12.0,1.0,6.0,1.0,1.0,0.0,13070.0,182.869,0.9802,0.0007,0.9847,0.001,0.9858,0.0007,13.785,0.0009,0.0,0.7004,0.0018,0.6828,0.0031,0.711,0.0023,0.9922,0.0003,0.993439,0.868375,0.978575,0.971412,0.967298,0.944386,0.999388,0.998181,589.346,1011105019.0,3.493,0.13957,0.9943,0.0003,0.9917,0.0007,0.9959,0.0004,0.992,0.0006,0.9888,0.0011,0.994,0.0007,1715.639,1.007276,102050.0,5310937.0,313736598.0
106655.0,5536264.0,327261292.0,109044.0,274106.0,298716.0,112.843,64.711,112.846,56.917,1743.81,1748.934,5.985091,1.0001,0.0,0.061,19609.0,3.166,31.145,0.0495,0.0,0.9898,0.0004,0.9906,0.0007,0.9894,0.0006,0.9671,0.0008,0.9726,0.0011,0.9632,0.0011,0.9975,0.0002,0.9979,0.0003,0.9972,0.0003,0.997671,0.811761,0.998654,0.998218,0.990135,0.822419,0.999998,0.998248,51.074,89064078.0,2.229,0.000511,1743.81,0.9885,0.9885,0.0007,0.0007,0.0,923231.0,27272672.0,12.0,1.0,6.0,1.0,1.0,0.0,13071.0,187.12,0.9805,0.0007,0.9856,0.001,0.9859,0.0007,13.785,0.0009,0.0,0.6974,0.0018,0.6848,0.003,0.7055,0.0023,0.992,0.0003,0.994106,0.874371,0.980169,0.972831,0.970849,0.944507,0.999461,0.998382,603.354,1055225536.0,3.493,0.13957,0.9944,0.0003,0.9919,0.0007,0.996,0.0004,0.9915,0.0006,0.9892,0.001,0.994,0.0007,1748.934,1.007276,106655.0,5536264.0,327261292.0
147265.0,10611596.0,340403331.0,150415.0,468655.0,515328.0,216.31,66.159,216.319,60.428,3269.567,3268.342,5.985091,1.0001,0.0,0.045,35546.0,3.247,31.145,0.0441,0.0,0.9909,0.0003,0.9921,0.0005,0.9902,0.0004,0.9694,0.0006,0.9772,0.0008,0.9655,0.0007,0.9976,0.0002,0.9979,0.0003,0.9974,0.0002,0.997677,0.813569,0.998847,0.998119,0.989928,0.824346,0.999998,0.998231,52.465,171537036.0,2.229,0.000511,3269.567,0.9942,0.9942,0.0004,0.0004,0.0,1769399.0,30948296.0,11.0,1.0,6.0,1.0,1.0,0.0,13078.0,104.152,0.9825,0.0005,0.9847,0.0009,0.9866,0.0005,15.79,0.0015,0.0,0.6866,0.0015,0.6596,0.0029,0.6972,0.0018,0.993,0.0002,0.995112,0.884009,0.983633,0.978324,0.971368,0.945709,0.999645,0.998446,434.624,1420500924.0,3.493,0.13957,0.996,0.0002,0.9943,0.0005,0.9967,0.0002,0.9936,0.0004,0.9908,0.0008,0.9951,0.0004,3268.342,1.007276,147265.0,10611596.0,340403331.0
146244.0,10459423.0,335239344.0,149587.0,463180.0,508470.0,212.909,64.029,212.927,58.202,3325.19,3328.317,5.985091,1.0001,0.0,0.044,36320.0,3.143,31.145,0.0443,0.0,0.9896,0.0003,0.9916,0.0005,0.9887,0.0004,0.9698,0.0006,0.9785,0.0008,0.9654,0.0007,0.9975,0.0002,0.9976,0.0003,0.9974,0.0002,0.99776,0.812795,0.998733,0.998212,0.990507,0.823097,0.999998,0.998321,50.572,168162251.0,2.229,0.000511,3325.19,0.994,0.994,0.0004,0.0004,0.0,1744077.0,30479258.0,11.0,1.0,6.0,1.0,1.0,0.0,13079.0,100.723,0.9841,0.0005,0.9868,0.0009,0.9876,0.0005,15.79,0.0015,0.0,0.6858,0.0015,0.6576,0.0029,0.6978,0.0018,0.9922,0.0002,0.994821,0.880604,0.982295,0.977594,0.972019,0.943421,0.999603,0.998417,420.533,1399667678.0,3.493,0.13957,0.9958,0.0002,0.9935,0.0006,0.9967,0.0002,0.9922,0.0004,0.9909,0.0008,0.9929,0.0005,3328.317,1.007276,146244.0,10459423.0,335239344.0
122722.0,11489456.0,194571101.0,123378.0,793148.0,539871.0,233.965,66.288,233.965,65.104,3529.504,3534.875,5.985091,1.0001,0.0,0.035,35739.0,3.25,31.145,0.069,0.0,0.99,0.0003,0.9917,0.0006,0.9897,0.0003,0.9664,0.0005,0.9804,0.0009,0.9637,0.0005,0.9974,0.0001,0.998,0.0003,0.9973,0.0002,0.997748,0.818539,0.998746,0.99778,0.99042,0.829335,0.999997,0.998365,52.653,185838457.0,2.229,0.000511,3529.504,0.9964,0.9964,0.0003,0.0003,0.0,2298061.0,19457238.0,10.0,1.0,5.0,1.0,1.0,0.0,13086.0,55.043,0.9824,0.0006,0.9868,0.0011,0.9861,0.0006,17.795,0.0028,0.0,0.6638,0.0017,0.6181,0.0036,0.6791,0.002,0.9929,0.0002,0.995348,0.88534,0.984775,0.980995,0.971826,0.943012,0.999711,0.998394,319.17,1128225189.0,3.493,0.13957,0.9967,0.0002,0.9961,0.0005,0.9969,0.0003,0.9949,0.0003,0.9945,0.0006,0.9951,0.0004,3534.875,1.007276,122722.0,11489456.0,194571101.0
430192.0,39804463.0,414041196.0,437734.0,745716.0,682456.0,187.189,63.976,187.199,50.848,2925.921,2932.314,9.879096,1.0,0.0,0.147,36528.0,13.574,34.52,0.0187,0.0,0.9333,0.0022,0.9406,0.0026,0.9197,0.004,0.6307,0.0035,0.6649,0.0043,0.5747,0.0058,0.9974,0.0005,0.9977,0.0006,0.9968,0.001,0.996519,0.791583,0.99819,0.997692,0.986378,0.805829,0.999996,0.997355,55.7,162974698.0,1.725,0.000511,2925.921,0.992,0.992,0.0004,0.0004,0.0,4976897.0,34504998.0,12.0,1.0,8.0,1.0,1.0,0.0,13317.0,141.199,0.9747,0.0011,0.9777,0.0012,0.975,0.0019,8.595,0.0016,0.0,0.6802,0.0026,0.6809,0.0031,0.6811,0.0048,0.939,0.001,0.977966,0.76684,0.960835,0.944048,0.927875,0.911114,0.997809,0.993589,1170.446,3432115941.0,8.035,0.13957,0.9819,0.0008,0.9811,0.001,0.9847,0.0014,0.979,0.0042,0.9762,0.0054,0.9839,0.0071,2932.314,1.007276,430192.0,39804463.0,414041196.0
1424397.0,40726371.0,1481903456.0,1435326.0,1742401.0,1744204.0,192.037,63.395,192.051,46.447,3029.203,3032.98,9.879096,0.9999,0.0,0.47,40602.0,13.428,34.52,0.0428,0.0,0.9244,0.0016,0.9253,0.0017,0.9196,0.004,0.6213,0.0023,0.6247,0.0026,0.6042,0.0058,0.9973,0.0004,0.9972,0.0004,0.9974,0.0009,0.996776,0.796965,0.998275,0.997985,0.986891,0.810579,0.999997,0.997517,56.823,172129511.0,1.725,0.000511,3029.203,0.9788,0.9788,0.0006,0.0006,0.0,5092796.0,105854648.0,14.0,1.0,8.0,1.0,1.0,0.0,13360.0,488.596,0.9752,0.0006,0.9763,0.0006,0.9805,0.0015,6.595,0.0012,0.0,0.6715,0.0014,0.6719,0.0015,0.6817,0.0041,0.9413,0.0006,0.96773,0.724087,0.933535,0.923257,0.926704,0.90656,0.994899,0.993151,2293.6,6956443537.0,8.035,0.13957,0.9621,0.0006,0.9595,0.0007,0.9817,0.0014,0.9582,0.0044,0.9589,0.0047,0.9643,0.0133,3032.98,1.007276,1424397.0,40726371.0,1481903456.0
456288.0,41793507.0,434593188.0,461666.0,785239.0,719607.0,197.484,64.672,197.507,54.938,3053.613,3061.307,9.879096,1.0,0.0,0.149,35657.0,13.652,34.52,0.0188,0.0,0.9329,0.0021,0.9403,0.0025,0.9202,0.0039,0.6425,0.0034,0.6705,0.0043,0.5978,0.0056,0.9974,0.0005,0.9978,0.0006,0.9968,0.0009,0.996702,0.794586,0.99835,0.997639,0.986987,0.808301,0.999996,0.997505,55.973,170920447.0,1.725,0.000511,3053.613,0.9926,0.9926,0.0004,0.0004,0.0,5225481.0,36218604.0,12.0,1.0,8.0,1.0,1.0,0.0,13429.0,141.963,0.9717,0.0011,0.9749,0.0012,0.9706,0.0021,8.595,0.0017,0.0,0.6797,0.0025,0.6785,0.003,0.6845,0.0047,0.9384,0.001,0.977093,0.762783,0.957928,0.944128,0.926899,0.909922,0.997649,0.993415,1170.04,3581852099.0,8.035,0.13957,0.9809,0.0008,0.9799,0.001,0.9831,0.0015,0.9776,0.0042,0.9754,0.0053,0.9857,0.0064,3061.307,1.007276,456288.0,41793507.0,434593188.0
16457.0,677178.0,83591126.0,20439.0,94008.0,58196.0,20.794,56.377,20.804,27.01,368.835,370.856,7.935791,1.0,0.0,0.044,7655.0,1.826,34.575,0.1378,0.0,0.9832,0.0015,0.9888,0.003,0.982,0.0017,0.9123,0.0032,0.9308,0.007,0.9084,0.0036,0.9969,0.0007,0.994,0.0025,0.9975,0.0007,0.996841,0.793119,0.998362,0.99765,0.987863,0.806074,0.999996,0.997646,35.638,13144391.0,2.139,0.000511,368.835,0.9943,0.9943,0.0006,0.0006,0.0,170599.0,6432188.0,13.0,1.0,4.0,1.0,1.0,0.0,13978.0,225.4,0.9575,0.0026,0.9684,0.0041,0.9769,0.0029,9.115,0.0007,0.0,0.7049,0.005,0.6979,0.0089,0.7177,0.0072,0.9824,0.0012,0.987326,0.821923,0.969098,0.94708,0.941578,0.951087,0.998365,0.997142,1019.492,378085066.0,5.512,0.13957,0.9911,0.0011,0.9878,0.0024,0.9941,0.0013,0.9767,0.0052,0.9638,0.0107,0.9869,0.0058,370.856,1.007276,16457.0,677178.0,83591126.0
12664.0,517963.0,64589586.0,18614.0,48471.0,41747.0,16.005,65.153,16.008,18.998,245.651,245.651,7.935791,1.0001,0.0,0.052,8365.0,2.109,34.575,0.0922,0.0,0.9853,0.0021,0.991,0.003,0.9829,0.0027,0.9098,0.0048,0.9262,0.008,0.9029,0.0059,0.9964,0.0011,0.9964,0.0021,0.9963,0.0014,0.996671,0.792799,0.997703,0.997223,0.988086,0.806446,0.999994,0.997694,40.831,10030171.0,2.139,0.000511,245.651,0.9873,0.9873,0.0007,0.0007,0.0,105088.0,4968969.0,13.0,1.0,5.0,1.0,1.0,0.0,13979.0,262.932,0.9661,0.0028,0.9705,0.0044,0.9741,0.0035,9.115,0.0006,0.0,0.7087,0.0059,0.7023,0.01,0.7166,0.0082,0.9819,0.0015,0.986977,0.819079,0.967572,0.954239,0.950389,0.933436,0.998516,0.996698,1180.026,289874432.0,5.512,0.13957,0.9868,0.0017,0.9837,0.003,0.9901,0.002,0.9795,0.0056,0.9764,0.0095,0.9864,0.0068,245.651,1.007276,12664.0,517963.0,64589586.0
183806.0,7499637.0,934692196.0,187317.0,618015.0,524194.0,231.26,67.063,231.268,60.866,3448.406,3448.406,7.935791,1.0,0.0,0.053,37486.0,2.175,34.575,0.0824,0.0,0.9816,0.0006,0.9844,0.001,0.9804,0.0007,0.9092,0.0013,0.9214,0.0022,0.9041,0.0015,0.9968,0.0003,0.9963,0.0006,0.997,0.0003,0.996703,0.784131,0.998864,0.99801,0.987013,0.796938,0.999998,0.997363,42.376,146130758.0,2.139,0.000511,3448.406,0.989,0.989,0.0005,0.0005,0.0,1500847.0,71901533.0,13.0,1.0,5.0,1.0,1.0,0.0,13980.0,271.051,0.9648,0.0007,0.9741,0.0011,0.9753,0.0009,9.115,0.0006,0.0,0.7031,0.0015,0.6994,0.0026,0.7122,0.0022,0.9828,0.0004,0.986232,0.815664,0.958499,0.949802,0.95149,0.941634,0.997917,0.997169,1214.352,4187577945.0,5.512,0.13957,0.9888,0.0004,0.985,0.0008,0.9924,0.0005,0.9849,0.0013,0.9796,0.0023,0.9889,0.0016,3448.406,1.007276,183806.0,7499637.0,934692196.0
