(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
8541.0,58774.0,2554428.0,9780.0,59896.0,1277235.0,33.244,52.421,33.256,43.839,634.184,632.183,9.171712,0.998,0.0005,0.014,7543.0,23.75,0.9972,0.0003,0.993,0.0006,0.9969,0.0013,0.9925,0.0007,0.998,0.0003,0.9985,0.0009,0.9979,0.0004,0.093,0.9968,0.0005,0.9977,0.0011,0.9967,0.0005,0.99727,0.758942,0.997903,0.997345,0.993079,0.767876,0.999994,0.998393,64.288,40770461.0,5.015,0.000511,634.184,0.9973,0.9973,0.0005,0.0005,0.0,0.0,2556624.0,1.0,1.0,1.0,0.0,0.0,1.0,11829.0,4.041,0.2684,0.0034,0.4288,0.0117,0.2491,0.0035,23.79,0.4996,0.0003,0.8796,0.0046,0.9885,0.0038,0.86,0.0053,0.7763,0.0014,0.997749,0.919716,0.99051,0.984674,0.981567,0.960688,0.999855,0.999275,160.171,101257117.0,5.015,0.938272,0.9896,0.0016,0.9947,0.0026,0.9884,0.0019,632.183,1.007276,8541.0,58774.0,2554428.0
12483.0,87933.0,3872408.0,15640.0,91208.0,1945631.0,50.383,54.492,50.411,40.863,924.588,918.535,9.171712,1.0011,0.0,0.014,12306.0,23.75,1.0009,0.0003,0.9937,0.0005,0.9976,0.0009,0.9934,0.0005,0.9975,0.0003,0.9979,0.0008,0.9974,0.0003,0.096,0.9967,0.0004,0.9989,0.0007,0.9964,0.0004,0.997739,0.762662,0.998825,0.99759,0.993806,0.770174,0.999997,0.998577,66.723,61691447.0,5.015,0.000511,924.588,1.0013,1.0013,0.0,0.0,0.0,0.0,3877304.0,1.0,1.0,1.0,0.0,0.0,1.0,11830.0,4.216,0.2691,0.0028,0.4145,0.0093,0.2512,0.0029,23.79,0.5018,0.0003,0.8755,0.0037,0.9965,0.0017,0.8544,0.0043,0.7769,0.0012,0.997459,0.914151,0.98986,0.989617,0.973224,0.958882,0.999895,0.998899,166.391,152836068.0,5.015,0.938272,0.9901,0.0013,0.9964,0.0018,0.9886,0.0015,918.535,1.007276,12483.0,87933.0,3872408.0
8810.0,53344.0,2244182.0,17625.0,62168.0,1133186.0,29.609,42.03,29.674,18.877,704.473,686.361,9.171712,0.9997,0.0001,0.013,15663.0,23.75,0.9984,0.0003,0.9938,0.0006,0.997,0.0013,0.9934,0.0007,0.9984,0.0003,0.9982,0.001,0.9984,0.0003,0.078,0.9975,0.0004,0.9994,0.0006,0.9972,0.0005,0.997675,0.763795,0.998748,0.997977,0.993154,0.771586,0.999997,0.998436,51.634,36374475.0,5.015,0.000511,704.473,0.9996,0.9996,0.0001,0.0001,0.0,0.0,2256104.0,1.0,1.0,1.0,0.0,0.0,1.0,11831.0,3.27,0.2658,0.0036,0.4414,0.0126,0.245,0.0038,23.79,0.5023,0.0003,0.8746,0.005,0.9928,0.0032,0.8529,0.0058,0.7733,0.0015,0.997939,0.917774,0.995798,0.991465,0.975737,0.952696,0.999964,0.998852,131.296,90116563.0,5.015,0.938272,0.9881,0.0019,0.997,0.0021,0.9858,0.0023,686.361,1.007276,8810.0,53344.0,2244182.0
20086.0,72326.0,2478925.0,21049.0,73336.0,1250809.0,34.529,19.352,34.536,18.423,1784.276,1778.269,9.171712,1.0002,0.0,0.011,18686.0,23.75,1.0004,0.0003,0.9934,0.0006,0.9976,0.0011,0.993,0.0006,0.9987,0.0003,0.9995,0.0005,0.9986,0.0003,0.041,0.9969,0.0004,0.9989,0.0007,0.9966,0.0005,0.998318,0.777653,0.999692,0.999086,0.993465,0.783727,1.0,0.998587,24.036,42887645.0,5.015,0.000511,1784.276,1.0003,1.0003,0.0,0.0,0.0,0.0,2480646.0,1.0,1.0,1.0,0.0,0.0,1.0,11833.0,1.394,0.2696,0.0034,0.4454,0.0112,0.2474,0.0035,23.79,0.5042,0.0003,0.8774,0.0045,0.9954,0.0023,0.8543,0.0053,0.7762,0.0014,0.998638,0.935039,0.995694,0.994344,0.97151,0.97212,0.999976,0.999206,59.651,106076247.0,5.015,0.938272,0.9911,0.0014,0.9952,0.0024,0.9902,0.0017,1778.269,1.007276,20086.0,72326.0,2478925.0
4490.0,16269.0,561273.0,5597.0,17389.0,284056.0,7.826,19.693,7.834,15.409,397.388,397.388,9.171712,1.0002,0.0,0.011,5068.0,23.75,1.0004,0.0007,0.9923,0.0013,0.9978,0.0022,0.9916,0.0015,0.9986,0.0006,1.0,0.0,0.9984,0.0006,0.041,0.9982,0.0007,1.0,0.0,0.9979,0.0008,0.998819,0.765878,0.999732,0.999733,0.995412,0.76982,1.0,0.998944,24.508,9739371.0,5.015,0.000511,397.388,1.0003,1.0003,0.0,0.0,0.0,0.0,562561.0,1.0,1.0,1.0,0.0,0.0,1.0,11834.0,1.412,0.2691,0.007,0.3814,0.0229,0.2548,0.0073,23.79,0.5049,0.0007,0.8676,0.0096,0.9942,0.0058,0.8471,0.011,0.777,0.0029,0.999281,0.94363,1.0,1.0,0.98125,0.961661,1.0,0.999281,60.551,24062215.0,5.015,0.938272,0.9958,0.0021,1.0,0.0,0.9949,0.0026,397.388,1.007276,4490.0,16269.0,561273.0
2106.0,7586.0,260639.0,2108.0,7591.0,131405.0,3.632,19.583,3.632,19.583,185.479,185.479,9.171712,1.0009,0.0,0.011,1849.0,23.75,1.0007,0.001,0.9961,0.0014,1.0,0.0,0.9961,0.0015,0.9995,0.0005,1.0,0.0,0.9994,0.0006,0.041,0.9982,0.0011,1.0,0.0,0.9979,0.0012,0.997916,0.765493,0.999417,0.99943,0.992014,0.772547,1.0,0.998183,24.224,4493057.0,5.015,0.000511,185.479,1.0005,1.0005,0.0,0.0,0.0,0.0,260639.0,1.0,1.0,1.0,0.0,0.0,1.0,11835.0,1.405,0.2828,0.0106,0.4491,0.0338,0.2603,0.011,23.79,0.5042,0.001,0.8622,0.0141,0.9798,0.0141,0.8387,0.0165,0.7775,0.0043,0.99866,0.934543,1.0,0.989899,0.97619,0.967105,1.0,0.999217,60.208,11167376.0,5.015,0.938272,0.9887,0.005,0.9897,0.0103,0.9884,0.0058,185.479,1.007276,2106.0,7586.0,260639.0
2469.0,7463.0,246091.0,3089.0,8089.0,124969.0,9.568,39.349,9.577,31.36,243.162,243.162,9.171712,1.0,0.0,0.01,3043.0,23.75,0.9999,0.001,0.9815,0.0031,0.9714,0.0282,0.9817,0.0031,0.9995,0.0005,1.0,0.0,0.9995,0.0005,0.031,0.9948,0.0018,1.0,0.0,0.9947,0.0019,0.99846,0.778143,0.999397,0.999391,0.994111,0.783703,1.0,0.998726,18.476,4492768.0,5.015,0.000511,243.162,1.0,1.0,0.0,0.0,0.0,0.0,246919.0,1.0,1.0,1.0,0.0,0.0,1.0,11836.0,1.012,0.3271,0.0092,0.5667,0.0905,0.3243,0.0092,23.79,0.5061,0.001,0.9335,0.0082,1.0,0.0,0.9322,0.0084,0.8248,0.0039,1.0,0.954545,1.0,0.954545,1.0,1.0,1.0,1.0,47.664,11590005.0,5.015,0.938272,0.9912,0.0028,1.0,0.0,0.9911,0.0028,243.162,1.007276,2469.0,7463.0,246091.0
5594.0,16824.0,546317.0,5594.0,16826.0,275969.0,21.226,38.35,21.226,38.35,553.479,553.479,9.171712,1.0,0.0,0.01,5517.0,23.75,1.0001,0.0007,0.9833,0.002,1.0,0.0,0.983,0.002,0.9988,0.0005,1.0,0.0,0.9988,0.0006,0.03,0.9964,0.001,1.0,0.0,0.9964,0.001,0.997838,0.770321,0.999727,0.997592,0.992996,0.777839,0.999999,0.998444,18.095,10015309.0,5.015,0.000511,553.479,1.0002,1.0002,0.0,0.0,0.0,0.0,546317.0,1.0,1.0,1.0,0.0,0.0,1.0,11838.0,0.987,0.3219,0.0061,0.34,0.067,0.3218,0.0061,23.79,0.5051,0.0007,0.9399,0.0053,1.0,0.0,0.9394,0.0053,0.8258,0.0026,0.998758,0.929193,1.0,1.0,0.956522,0.971429,1.0,0.998758,46.445,25706476.0,5.015,0.938272,0.9917,0.0018,0.913,0.0588,0.9924,0.0017,553.479,1.007276,5594.0,16824.0,546317.0
3738.0,18213.0,696986.0,3724.0,18148.0,348773.0,6.783,29.558,6.783,29.558,229.483,310.886,9.171712,0.9963,0.001,0.012,3084.0,23.75,0.9964,0.0006,0.9926,0.0012,0.9946,0.0031,0.9924,0.0013,0.9986,0.0005,1.0,0.0,0.9985,0.0006,0.059,0.9964,0.0009,1.0,0.0,0.9959,0.0011,0.997645,0.76652,1.0,0.998221,0.99137,0.77457,1.0,0.998054,36.315,8333673.0,5.015,0.000511,229.483,0.9955,0.9955,0.0012,0.0012,0.0,0.0,696986.0,1.0,1.0,1.0,0.0,0.0,1.0,11839.0,2.242,0.2713,0.0065,0.4451,0.0218,0.2493,0.0068,23.79,0.5004,0.0006,0.8713,0.0088,0.9914,0.006,0.8481,0.0103,0.7762,0.0027,0.999221,0.950044,1.0,0.987124,0.988764,0.973373,1.0,0.999701,94.088,29250514.0,5.015,0.938272,0.9913,0.0027,0.9956,0.0044,0.9903,0.0032,310.886,1.007276,3738.0,18213.0,696986.0
4947.0,29131.0,1196650.0,8425.0,32662.0,605045.0,15.991,40.345,16.021,21.746,396.361,388.299,9.171712,1.0007,0.0,0.013,7344.0,23.75,1.0007,0.0005,0.9958,0.0007,0.9968,0.0018,0.9958,0.0007,0.9979,0.0005,0.9968,0.0019,0.9981,0.0005,0.075,0.9975,0.0006,1.0,0.0,0.9972,0.0007,0.998249,0.780733,0.999194,0.997758,0.994868,0.787159,0.999998,0.998908,49.733,19712168.0,5.015,0.000511,396.361,1.0008,1.0008,0.0,0.0,0.0,0.0,1201762.0,1.0,1.0,1.0,0.0,0.0,1.0,11840.0,3.082,0.2594,0.0049,0.4192,0.0167,0.24,0.005,23.79,0.5035,0.0005,0.8744,0.0068,0.9919,0.0047,0.8531,0.0078,0.7784,0.002,0.998354,0.926519,0.992443,0.994898,0.980328,0.957192,0.999961,0.999158,125.963,48911134.0,5.015,0.938272,0.9859,0.0027,0.9888,0.0056,0.9853,0.003,388.299,1.007276,4947.0,29131.0,1196650.0
