(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_Cal_ALL_Elec_Eff,HMS_Cal_COIN_Elec_Eff,HMS_Cal_SING_Elec_Eff,HMS_Cer_ALL_Elec_Eff,HMS_Cer_COIN_Elec_Eff,HMS_Cer_SING_Elec_Eff,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_SING_TRACK_EFF,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_SING_Prot_Eff,SHMS_Angle,SHMS_CPULT,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_SING_Prot_Eff,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers,COIN_CPULT_ERROR,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff_ERROR,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF_ERROR,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF_ERROR
6627.0,30382.0,582879.0,6627.0,18525.0,24076.0,24.846,38.923,24.846,38.923,638.329,643.501,5.988383,1.0,0.01,6361.0,28.285,0.6097,0.9696,0.9862,0.9689,0.996,1.0,0.9958,0.047,0.9962,1.0,0.996,0.998087,0.76455,0.999264,0.999279,0.993132,0.77096,0.999999,0.998427,14.899,9510735.0,3.4,0.000511,638.329,0.9919,0.9919,0.0,30382.0,97146.0,6.0,1.0,1.0,1.0,0.0,1.0,13057.0,0.906,0.6733,0.6835,0.6716,28.28,0.0413,0.9946,0.9933,0.9947,0.9733,0.996272,0.889637,0.975309,1.0,0.975309,0.935252,1.0,0.998401,29.175,18774059.0,3.4,0.938272,0.9968,0.9926,0.9972,643.501,1.007276,6627.0,30382.0,582879.0,0.0,0.0003,0.0024,0.0079,0.0025,0.0009,0.0,0.001,0.001,0.0,0.001,0.0011,0.0011,0.0108,0.0315,0.0115,0.0003,0.0021,0.0066,0.0022,0.0029,0.0014,0.0074,0.0014
42056.0,256851.0,4451816.0,45520.0,153104.0,179576.0,91.026,63.551,91.046,51.105,1432.339,1441.071,5.988383,1.0,0.029,17755.0,29.17,0.5879,0.9841,0.9937,0.9778,0.9977,0.998,0.9975,0.178,0.9979,0.998,0.9978,0.997549,0.759065,0.998945,0.997725,0.992869,0.767069,0.999998,0.998339,52.83,75670958.0,3.271,0.000511,1432.339,0.9955,0.9955,0.0,260423.0,742782.0,6.0,1.0,1.0,1.0,0.0,1.0,13058.0,3.089,0.6941,0.702,0.644,27.495,0.0403,0.9943,0.9954,0.9868,0.9684,0.998739,0.9378,0.99412,0.992955,0.982039,0.967415,0.999959,0.999415,110.387,159075592.0,3.493,0.938272,0.9965,0.9965,0.9964,1441.071,1.007276,42056.0,256851.0,4451816.0,0.0,0.0001,0.0005,0.0005,0.0007,0.0002,0.0003,0.0003,0.0002,0.0003,0.0003,0.0005,0.0005,0.0027,0.0029,0.0075,0.0001,0.0005,0.0005,0.0022,0.0009,0.0004,0.0005,0.001
3413.0,20635.0,361342.0,3681.0,12299.0,14585.0,7.388,61.655,7.389,50.367,119.823,128.054,5.988383,1.0003,0.027,1463.0,29.17,0.5882,0.9821,0.9928,0.9752,0.9977,0.999,0.9968,0.161,0.9977,0.9969,0.9984,0.997075,0.751257,0.998006,0.998003,0.991859,0.760455,0.999996,0.99805,50.852,6093233.0,3.271,0.000511,119.823,0.9276,0.9276,0.0,20911.0,60289.0,6.0,1.0,1.0,1.0,0.0,1.0,13060.0,2.822,0.6961,0.7123,0.5982,27.495,0.0403,0.9976,0.9986,0.9903,0.9705,0.998533,0.930842,0.99772,0.991443,0.978723,0.961479,0.99998,0.99918,107.687,13789795.0,3.493,0.938272,0.9976,0.997,1.0,128.054,1.007276,3413.0,20635.0,361342.0,0.0,0.0003,0.0018,0.0019,0.0028,0.0007,0.0007,0.001,0.0007,0.0013,0.0008,0.006,0.006,0.0094,0.01,0.0265,0.0003,0.0012,0.001,0.0068,0.0032,0.0012,0.0015,0.0
57507.0,344192.0,5956557.0,67435.0,210928.0,246888.0,121.844,60.507,121.915,40.541,2013.737,2018.551,5.988383,1.0001,0.028,29969.0,29.17,0.5951,0.9839,0.9928,0.978,0.9978,0.9981,0.9976,0.171,0.9975,0.9973,0.9977,0.997971,0.765477,0.999329,0.998093,0.993708,0.772314,0.999999,0.998567,50.391,101473740.0,3.271,0.000511,2013.737,0.9977,0.9977,0.0,354446.0,995248.0,6.0,1.0,1.0,1.0,0.0,1.0,13061.0,2.951,0.6836,0.6941,0.6179,27.495,0.0413,0.9945,0.9953,0.9899,0.9695,0.998309,0.928832,0.993428,0.991272,0.977965,0.964462,0.999943,0.999217,105.232,212415968.0,3.493,0.938272,0.9962,0.9963,0.9956,2018.551,1.007276,57507.0,344192.0,5956557.0,0.0,0.0001,0.0004,0.0005,0.0006,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0023,0.0025,0.0065,0.0001,0.0004,0.0004,0.0017,0.0008,0.0004,0.0004,0.0009
7584.0,33035.0,660785.0,7824.0,20624.0,27640.0,28.227,38.547,28.23,37.324,732.274,737.437,5.988383,1.0,0.01,7537.0,29.17,0.6196,0.9649,0.9552,0.9654,0.9961,1.0,0.9959,0.045,0.9956,0.9946,0.9957,0.997466,0.758828,0.99847,0.999346,0.991347,0.767126,0.999999,0.997985,13.933,10203092.0,3.271,0.000511,732.274,0.9931,0.9931,0.0,33284.0,110187.0,6.0,1.0,1.0,1.0,0.0,1.0,13062.0,0.896,0.6706,0.6591,0.6721,27.495,0.0418,0.9969,1.0,0.9965,0.9701,0.997839,0.906449,0.983051,1.0,0.987013,0.934211,1.0,0.999146,30.377,22401352.0,3.493,0.938272,0.9968,1.0,0.9965,737.437,1.007276,7584.0,33035.0,660785.0,0.0,0.0002,0.0025,0.0139,0.0026,0.0009,0.0,0.0009,0.001,0.0054,0.001,0.0009,0.0009,0.0107,0.032,0.0113,0.0002,0.0015,0.0,0.0017,0.003,0.0014,0.0,0.0016
11248.0,49446.0,986338.0,12166.0,31251.0,120538.0,42.084,38.471,42.089,35.542,1093.898,1096.927,5.988383,0.9999,0.01,11799.0,29.17,0.6203,0.9946,1.0,0.9944,0.996,0.9966,0.996,0.045,0.9986,0.9917,0.9988,0.997431,0.754184,0.999452,0.998318,0.991462,0.762378,0.999999,0.997971,13.915,15222125.0,3.271,0.000511,1093.898,0.9953,0.9953,0.0,50377.0,246918.0,4.0,1.0,1.0,1.0,0.0,1.0,13128.0,0.899,0.6761,0.7059,0.6752,27.505,0.122,0.9939,0.9954,0.994,0.9647,0.999619,0.960366,1.0,1.0,0.97561,0.984375,1.0,0.999619,30.404,33350962.0,3.493,0.938272,0.9973,1.0,0.9973,1096.927,1.007276,11248.0,49446.0,986338.0,0.0001,0.0003,0.0008,0.0,0.0009,0.0007,0.0034,0.0007,0.0005,0.0059,0.0004,0.0006,0.0006,0.0047,0.026,0.0048,0.0003,0.0009,0.0046,0.001,0.0014,0.0006,0.0,0.0006
7779.0,58942.0,2864308.0,9982.0,35598.0,54080.0,36.416,60.464,36.423,44.239,602.287,602.287,9.883815,1.0,0.013,8204.0,23.05,0.5818,0.9875,0.9953,0.9859,0.9973,0.9973,0.9973,0.098,0.9974,0.997,0.9975,0.99704,0.746522,0.999214,0.997632,0.991107,0.755603,0.999998,0.997827,79.684,47992741.0,5.366,0.000511,602.287,0.9906,0.9906,0.0,61182.0,409618.0,7.0,1.0,1.0,1.0,0.0,1.0,13164.0,4.756,0.3954,0.4174,0.2887,23.05,0.0189,0.9463,0.9932,0.7119,0.8372,0.998302,0.931654,0.989329,0.987786,0.982111,0.970711,0.99987,0.999476,158.04,95185193.0,5.422,0.938272,0.9952,0.9964,0.9846,602.287,1.007276,7779.0,58942.0,2864308.0,0.0,0.0001,0.0012,0.0018,0.0014,0.0006,0.0013,0.0006,0.0006,0.0015,0.0007,0.0009,0.0009,0.0119,0.0132,0.0266,0.0001,0.0085,0.0034,0.0417,0.0057,0.0028,0.0025,0.0153
31183.0,243992.0,11887146.0,43179.0,149737.0,226227.0,151.02,63.202,151.033,42.032,2389.478,2389.478,9.883815,1.0,0.013,35806.0,23.05,0.5845,0.9873,0.9977,0.9852,0.9976,0.9974,0.9976,0.102,0.9977,0.998,0.9976,0.9964,0.745214,0.998283,0.997087,0.98997,0.756262,0.999995,0.997555,83.41,199305767.0,5.366,0.000511,2389.478,0.9976,0.9976,0.0,256178.0,1700291.0,7.0,1.0,1.0,1.0,0.0,1.0,13165.0,4.975,0.3979,0.4145,0.318,23.05,0.019,0.9469,0.9926,0.7305,0.8374,0.997967,0.925229,0.987996,0.988064,0.978889,0.968223,0.999857,0.999329,165.144,394607508.0,5.422,0.938272,0.9902,0.9934,0.9624,2389.478,1.007276,31183.0,243992.0,11887146.0,0.0,0.0,0.0006,0.0006,0.0007,0.0003,0.0006,0.0003,0.0003,0.0006,0.0003,0.0002,0.0002,0.0059,0.0065,0.0136,0.0,0.0041,0.0017,0.0196,0.0028,0.002,0.0017,0.0117
38315.0,304486.0,14916719.0,49468.0,182668.0,279125.0,189.474,65.058,189.476,47.002,2912.39,2912.39,9.883815,1.0001,0.013,40170.0,23.05,0.5784,0.9869,0.9971,0.9848,0.9974,0.9982,0.9972,0.105,0.9978,0.998,0.9978,0.996425,0.750346,0.998505,0.996799,0.989811,0.761642,0.999995,0.997571,85.947,250311293.0,5.366,0.000511,2912.39,0.9975,0.9975,0.0,315801.0,2132831.0,7.0,1.0,1.0,1.0,0.0,1.0,13166.0,5.122,0.3986,0.4157,0.3127,23.05,0.0187,0.9501,0.9935,0.736,0.8393,0.997873,0.923916,0.988985,0.987228,0.972294,0.973257,0.999859,0.999259,169.931,494906343.0,5.422,0.938272,0.9945,0.9965,0.9781,2912.39,1.007276,38315.0,304486.0,14916719.0,0.0,0.0,0.0005,0.0006,0.0006,0.0002,0.0005,0.0003,0.0002,0.0005,0.0003,0.0002,0.0002,0.0052,0.0057,0.0121,0.0,0.0036,0.0014,0.0176,0.0025,0.0013,0.0011,0.0076
18807.0,151275.0,7412258.0,22974.0,89325.0,137094.0,94.136,65.836,94.145,50.954,1429.857,1431.85,9.883815,1.0001,0.013,18415.0,23.05,0.5744,0.9883,0.9977,0.9864,0.9967,0.9964,0.9968,0.106,0.9974,0.9974,0.9974,0.996627,0.747414,0.998739,0.99696,0.990469,0.757864,0.999996,0.997692,86.91,124268421.0,5.366,0.000511,1429.857,0.996,0.996,0.0,155514.0,1059685.0,7.0,1.0,1.0,1.0,0.0,1.0,13167.0,5.177,0.3935,0.4167,0.282,23.05,0.0185,0.9508,0.9941,0.7297,0.8346,0.998162,0.929482,0.990058,0.986095,0.978022,0.973448,0.999862,0.999416,171.938,246189912.0,5.422,0.938272,0.9931,0.9958,0.9687,1431.85,1.007276,18807.0,151275.0,7412258.0,0.0,0.0,0.0007,0.0008,0.0008,0.0004,0.001,0.0004,0.0004,0.0009,0.0004,0.0004,0.0004,0.0073,0.0082,0.0163,0.0,0.0051,0.002,0.0258,0.0036,0.0021,0.0017,0.0138
21729.0,63965.0,2123051.0,22810.0,65054.0,146467.0,82.855,38.381,82.86,36.549,2158.75,2160.788,9.883815,1.0,0.01,22594.0,23.05,0.9999,0.956,0.9932,0.9556,0.999,1.0,0.999,0.03,0.9975,1.0,0.9975,0.997446,0.760032,0.999487,0.998933,0.990588,0.768468,0.999999,0.997821,19.847,42844990.0,5.366,0.000511,2158.75,0.9976,0.9976,0.0,0.0,424883.0,5.0,1.0,1.0,0.0,0.0,1.0,13169.0,0.983,0.3654,0.3609,0.366,23.05,0.0689,0.8653,1.0,0.8561,0.8113,0.996541,0.893351,1.0,0.983871,0.967213,0.938776,1.0,0.997993,40.119,86687811.0,5.422,0.938272,0.9949,1.0,0.9946,2160.788,1.007276,21729.0,63965.0,2123051.0,0.0,0.0002,0.0017,0.0068,0.0017,0.0003,0.0,0.0003,0.0005,0.0,0.0005,0.0003,0.0003,0.0114,0.0416,0.0119,0.0002,0.0125,0.0,0.0132,0.0042,0.0025,0.0,0.0027
23147.0,880404.0,381615.0,23150.0,36426.0,34099.0,9.644,68.936,9.644,68.936,139.898,139.898,7.941524,1.0001,0.165,1394.0,15.46,0.0414,0.9972,0.9978,0.9948,0.9941,0.9942,0.9935,6.293,0.9969,0.9966,0.9983,0.997474,0.791593,0.998609,0.995961,0.992827,0.801661,0.999994,0.998577,179.066,25051028.0,6.079,0.000511,139.898,1.0,1.0,0.0,125772.0,63602.0,6.0,1.0,1.0,7.0,0.0,1.0,14570.0,2.728,0.5988,0.6011,0.5424,37.93,0.0894,0.9946,0.9955,0.9715,0.9938,0.99674,0.870614,0.994471,0.992627,0.983216,0.897012,0.999959,0.998271,57.405,8030901.0,2.634,0.938272,0.9968,0.9967,1.0,139.898,1.007276,23147.0,880404.0,381615.0,0.0,0.0005,0.0003,0.0003,0.001,0.0005,0.0005,0.0011,0.0004,0.0004,0.0006,0.0,0.0,0.0036,0.0036,0.0181,0.0005,0.0007,0.0006,0.0081,0.0006,0.0006,0.0006,0.0
47186.0,1816653.0,784087.0,47336.0,74713.0,69736.0,19.896,68.232,19.896,64.942,291.587,291.587,7.941524,1.0001,0.162,3049.0,15.46,0.0411,0.997,0.9976,0.9946,0.9934,0.9936,0.9924,6.23,0.9971,0.9971,0.9969,0.997897,0.792343,0.998298,0.995678,0.995576,0.800681,0.999993,0.999118,177.857,51860762.0,6.079,0.000511,291.587,0.9986,0.9986,0.0,259543.0,130711.0,6.0,1.0,1.0,7.0,0.0,1.0,14571.0,2.689,0.5969,0.5988,0.5507,37.93,0.0889,0.9948,0.9953,0.9841,0.994,0.996281,0.864277,0.99459,0.992474,0.980287,0.893176,0.999959,0.997894,56.952,16606503.0,2.634,0.938272,0.9976,0.9976,0.9989,291.587,1.007276,47186.0,1816653.0,784087.0,0.0,0.0003,0.0002,0.0002,0.0007,0.0004,0.0004,0.0008,0.0003,0.0003,0.0006,0.0007,0.0007,0.0025,0.0025,0.0125,0.0003,0.0005,0.0005,0.0042,0.0004,0.0003,0.0004,0.0011
549772.0,21200287.0,9145815.0,551613.0,870934.0,812948.0,232.027,67.787,232.029,64.39,3422.884,3422.884,7.941524,1.0001,0.161,35903.0,15.46,0.0411,0.9975,0.9981,0.9954,0.9942,0.9942,0.9944,6.194,0.997,0.997,0.9968,0.997391,0.792336,0.997611,0.995313,0.994011,0.802781,0.999989,0.998819,177.328,606973496.0,6.079,0.000511,3422.884,0.9998,0.9998,0.0,3028875.0,1524649.0,6.0,1.0,1.0,7.0,0.0,1.0,14572.0,2.672,0.5965,0.5983,0.5531,37.93,0.0889,0.9952,0.9957,0.9822,0.9938,0.996516,0.867579,0.994032,0.992239,0.982629,0.895164,0.999954,0.998179,56.645,193887731.0,2.634,0.938272,0.9975,0.9974,0.998,3422.884,1.007276,549772.0,21200287.0,9145815.0,0.0,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0007,0.0007,0.0037,0.0001,0.0001,0.0001,0.0013,0.0001,0.0001,0.0001,0.0004
8330.0,607133.0,668930.0,13588.0,48848.0,52527.0,22.222,39.044,22.227,20.265,569.158,569.158,7.941524,1.0,0.015,10930.0,15.46,0.0798,0.9914,0.9957,0.9908,0.9981,0.9971,0.9982,1.067,0.998,0.9995,0.9977,0.998785,0.804097,0.999576,0.998696,0.995385,0.809223,0.999999,0.99912,39.734,22615011.0,6.079,0.000511,569.158,1.0,1.0,0.0,122494.0,135019.0,5.0,1.0,1.0,5.0,0.0,1.0,14574.0,1.175,0.5991,0.6091,0.5965,37.93,0.0778,0.9957,0.9956,0.9957,0.989,0.993334,0.782153,0.994186,0.993917,0.977876,0.80945,0.999965,0.995784,15.726,8950837.0,2.634,0.938272,0.997,1.0,0.9963,569.158,1.007276,8330.0,607133.0,668930.0,0.0,0.0003,0.0007,0.0014,0.0008,0.0003,0.0012,0.0004,0.0004,0.0005,0.0004,0.0,0.0,0.0051,0.0113,0.0057,0.0003,0.0009,0.002,0.001,0.001,0.0008,0.0,0.001
10672.0,255917.0,649098.0,16853.0,31316.0,36278.0,16.678,67.749,16.684,19.259,246.174,246.174,7.941524,1.0001,0.043,8633.0,19.875,0.1194,0.9968,0.9986,0.9943,0.9955,0.9955,0.9954,1.04,0.9968,0.9974,0.9959,0.997969,0.773161,0.998521,0.997904,0.994389,0.780311,0.999997,0.998767,112.023,27577251.0,5.202,0.000511,246.174,1.0,1.0,0.0,52441.0,109390.0,6.0,1.0,1.0,5.0,0.0,1.0,14577.0,2.637,0.4956,0.4977,0.4639,31.095,0.0553,0.9892,0.9942,0.9177,0.9743,0.998411,0.931215,0.992371,0.990651,0.981818,0.96477,0.999929,0.999359,88.877,21879265.0,3.493,0.938272,0.9968,0.9965,1.0,246.174,1.007276,10672.0,255917.0,649098.0,0.0,0.0003,0.0005,0.0004,0.001,0.0006,0.0008,0.0009,0.0005,0.0006,0.001,0.0,0.0,0.0058,0.006,0.0233,0.0003,0.0017,0.0013,0.0181,0.0017,0.001,0.001,0.0
64898.0,1551113.0,3932382.0,70092.0,157595.0,187530.0,100.754,66.666,100.766,49.639,1511.317,1509.316,7.941524,1.0001,0.043,20227.0,19.875,0.1012,0.9969,0.9983,0.9951,0.9954,0.9951,0.996,1.028,0.9977,0.998,0.9971,0.997694,0.775443,0.998334,0.996492,0.994602,0.783702,0.999994,0.998832,110.033,166295423.0,5.202,0.000511,1511.317,0.9999,0.9999,0.0,311307.0,656454.0,6.0,1.0,1.0,5.0,0.0,1.0,14578.0,2.605,0.5085,0.5102,0.4823,31.095,0.0476,0.9904,0.9941,0.9331,0.9733,0.997966,0.924052,0.99033,0.987594,0.979588,0.964483,0.99988,0.999275,87.716,132390586.0,3.493,0.938272,0.9973,0.9974,0.996,1509.316,1.007276,64898.0,1551113.0,3932382.0,0.0,0.0001,0.0002,0.0002,0.0004,0.0002,0.0003,0.0003,0.0002,0.0002,0.0003,0.0001,0.0001,0.0024,0.0024,0.0096,0.0001,0.0006,0.0005,0.0067,0.0007,0.0004,0.0004,0.0015
173755.0,4158036.0,10545688.0,177797.0,412528.0,492834.0,270.351,66.571,270.372,60.569,4061.069,4061.07,7.941524,1.0001,0.043,44484.0,19.875,0.0991,0.9968,0.9984,0.9946,0.9955,0.9948,0.9966,1.024,0.9976,0.9978,0.9973,0.997568,0.773312,0.99839,0.996798,0.993749,0.781935,0.999995,0.998637,110.057,446947747.0,5.202,0.000511,4061.069,1.0,1.0,0.0,832477.0,1758511.0,6.0,1.0,1.0,5.0,0.0,1.0,14579.0,2.597,0.504,0.5067,0.4642,31.095,0.0467,0.991,0.9949,0.9295,0.9741,0.997946,0.923847,0.990154,0.987884,0.978727,0.965006,0.999881,0.999256,87.484,355280434.0,3.493,0.938272,0.9978,0.9979,0.997,4061.07,1.007276,173755.0,4158036.0,10545688.0,0.0,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0,0.0,0.0014,0.0015,0.0058,0.0001,0.0004,0.0003,0.0042,0.0004,0.0002,0.0002,0.0008
9986.0,173814.0,691269.0,10126.0,19709.0,30785.0,35.905,39.238,35.905,38.645,915.048,915.048,7.941524,1.0,0.011,9258.0,19.875,0.1133,0.99,0.997,0.9889,0.9973,0.997,0.9974,0.19,0.9989,0.9983,0.999,0.998657,0.773609,0.999693,0.9997,0.994555,0.778316,1.0,0.998793,25.624,23446800.0,5.202,0.000511,915.048,0.9999,0.9999,0.0,34791.0,115238.0,6.0,1.0,1.0,5.0,0.0,1.0,14580.0,0.755,0.51,0.4742,0.5224,31.095,0.0445,0.9868,0.993,0.9849,0.9664,0.998233,0.928309,0.988636,0.983402,0.990521,0.963964,0.999811,0.999658,22.703,20774292.0,3.493,0.938272,0.9985,0.9928,1.0,915.048,1.007276,9986.0,173814.0,691269.0,0.0,0.0002,0.0015,0.0021,0.0017,0.0008,0.0021,0.0008,0.0005,0.0017,0.0006,0.0001,0.0001,0.0103,0.0204,0.012,0.0002,0.0033,0.0049,0.004,0.003,0.001,0.0051,0.0
9563.0,33519.0,791906.0,9886.0,33852.0,166407.0,36.868,39.216,36.872,37.925,940.129,940.129,7.941524,1.0002,0.01,9692.0,25.26,0.9999,0.9921,0.9924,0.9921,0.9959,1.0,0.9959,0.036,0.9974,1.0,0.9974,0.997449,0.756876,0.999025,0.998532,0.991633,0.76513,0.999999,0.998035,17.445,16400430.0,4.388,0.000511,940.129,1.0003,1.0003,0.0,0.0,264129.0,3.0,1.0,1.0,0.0,0.0,1.0,14582.0,0.842,0.4531,0.5152,0.4517,25.26,0.21,0.9614,1.0,0.9604,0.8923,0.995716,0.890256,0.984848,0.973684,0.981132,0.946237,0.999601,0.998986,33.46,31456655.0,4.388,0.938272,0.9955,1.0,0.9954,940.129,1.007276,9563.0,33519.0,791906.0,0.0,0.0005,0.001,0.0076,0.001,0.0007,0.0,0.0007,0.0006,0.0,0.0006,0.0,0.0,0.0067,0.0435,0.0068,0.0005,0.0038,0.0,0.0039,0.0025,0.0012,0.0,0.0012
29806.0,232693.0,6492932.0,31051.0,233951.0,227822.0,113.883,67.791,113.888,63.116,1679.908,1679.908,7.941524,1.0001,0.018,17985.0,25.26,1.0,0.9938,0.9989,0.9929,0.9968,0.9954,0.997,0.139,0.9972,0.9981,0.997,0.996855,0.740154,0.998799,0.99754,0.991178,0.749484,0.999997,0.99779,75.286,126473570.0,4.388,0.000511,1679.908,1.0002,1.0002,0.0,0.0,1082426.0,6.0,1.0,1.0,0.0,0.0,1.0,14584.0,3.865,0.4465,0.4576,0.3885,25.26,0.0351,0.9717,0.9958,0.8498,0.8992,0.997964,0.924862,0.992684,0.985129,0.974566,0.970425,0.999891,0.999248,137.801,231492897.0,4.388,0.938272,0.996,0.9963,0.9947,1679.908,1.007276,29806.0,232693.0,6492932.0,0.0,0.0001,0.0003,0.0003,0.0003,0.0002,0.0006,0.0002,0.0002,0.0004,0.0003,0.0,0.0,0.0042,0.0047,0.0103,0.0001,0.0021,0.0009,0.0112,0.0019,0.0008,0.0009,0.0022
51579.0,398593.0,11142229.0,57613.0,404708.0,395139.0,195.628,66.001,195.64,54.847,2964.016,2962.009,7.941524,1.0001,0.017,35551.0,25.26,1.0,0.9938,0.9985,0.9929,0.9971,0.9973,0.997,0.135,0.9973,0.998,0.9972,0.996996,0.743293,0.998783,0.997493,0.991662,0.752342,0.999997,0.997935,73.603,218159805.0,4.388,0.000511,2964.016,1.0002,1.0002,0.0,0.0,1858297.0,6.0,1.0,1.0,0.0,0.0,1.0,14585.0,3.762,0.4489,0.4578,0.4047,25.26,0.0354,0.9734,0.9954,0.8693,0.8951,0.997935,0.924762,0.991411,0.985543,0.972759,0.97296,0.999876,0.999263,134.323,397866293.0,4.388,0.938272,0.9971,0.9973,0.996,2962.009,1.007276,51579.0,398593.0,11142229.0,0.0,0.0001,0.0002,0.0003,0.0003,0.0002,0.0004,0.0002,0.0002,0.0003,0.0002,0.0,0.0,0.0033,0.0036,0.0078,0.0001,0.0016,0.0007,0.0078,0.0015,0.0005,0.0006,0.0014
55815.0,429098.0,11959144.0,59504.0,432852.0,421964.0,210.096,66.176,210.12,59.287,3174.828,3174.828,7.941524,1.0001,0.018,35322.0,25.26,0.9999,0.9937,0.9983,0.9928,0.9967,0.9964,0.9968,0.135,0.9973,0.9976,0.9973,0.996999,0.742711,0.998673,0.997371,0.991942,0.751716,0.999997,0.997999,73.817,234357712.0,4.388,0.000511,3174.828,1.0001,1.0001,0.0,0.0,1994100.0,6.0,1.0,1.0,0.0,0.0,1.0,14586.0,3.767,0.4484,0.4598,0.3919,25.26,0.0353,0.9714,0.9938,0.8591,0.8945,0.998019,0.92692,0.990217,0.983956,0.978273,0.972471,0.999843,0.999402,134.588,427295222.0,4.388,0.938272,0.9968,0.997,0.9958,3174.828,1.007276,55815.0,429098.0,11959144.0,0.0,0.0001,0.0002,0.0003,0.0003,0.0002,0.0004,0.0002,0.0002,0.0003,0.0002,0.0,0.0,0.0031,0.0034,0.0075,0.0001,0.0015,0.0008,0.0079,0.0015,0.0005,0.0006,0.0014
