(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
48104115.0,641326402.0,783809.0,1151209.0,40.891,69.512,40.891,69.512,588.261,585.976,9.171712,7029.0,12.505,0.0163,0.0,0.9821,0.0002,0.9838,0.0002,0.9615,0.0003,0.962,0.0003,82.092,0.9955,0.0027,0.9955,0.0027,0.991815,0.762166,0.991264,0.988,0.982686,0.791933,0.999895,0.996397,442.479,260292972.0,4.1,0.000511,588.261,0.0185,0.0185,0.0002,0.0002,6872016.0,58302400.0,1.0,11.0,1.0,7.0,1.0,1.0,12126.0,0.9934,0.003,0.9932,0.0002,7.505,0.0018,0.0,1e+38,1e+38,1094.459,0.9413,0.0037,0.9522,0.005,0.8102,0.0032,0.802,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108.741,1821647322.0,5.27,0.000511,585.976,1.007276,48104115.0,641326402.0
39690068.0,539677413.0,644018.0,918841.0,33.21,54.367,33.21,54.367,610.846,610.846,9.171712,7146.0,12.505,0.0162,0.0,0.9837,0.0002,0.9851,0.0002,0.9654,0.0003,0.9658,0.0003,64.976,0.9962,0.0029,0.9963,0.003,0.993102,0.76879,0.993063,0.990068,0.984264,0.794428,0.999931,0.996765,351.153,214500548.0,4.1,0.000511,610.846,0.018,0.018,0.0002,0.0002,5670010.0,49061583.0,1.0,11.0,1.0,7.0,1.0,1.0,12128.0,0.9944,0.0032,0.9944,0.0002,7.505,0.0017,0.0,1e+38,1e+38,883.492,0.9531,0.0038,0.9614,0.005,0.8424,0.0034,0.835,0.0009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2532.078,1546709943.0,5.27,0.000511,610.846,1.007276,39690068.0,539677413.0
27902671.0,386510126.0,467461.0,982582.0,23.191,38.939,23.191,38.038,595.566,609.665,9.171712,7562.0,12.505,0.0168,0.0,0.9831,0.0003,0.9854,0.0003,0.9691,0.0004,0.9696,0.0004,45.767,0.9967,0.0035,0.9967,0.0035,0.994618,0.776479,0.99468,0.993158,0.986245,0.796973,0.999964,0.997207,253.324,150871214.0,4.1,0.000511,595.566,0.0041,0.0041,0.0002,0.0002,3986096.0,38651013.0,1.0,10.0,1.0,7.0,1.0,1.0,12129.0,0.9955,0.0028,0.9957,0.0001,7.505,0.0025,0.0,1e+38,1e+38,633.971,0.9677,0.0034,0.9703,0.0037,0.8762,0.0029,0.8737,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.761,1116760844.0,5.27,0.000511,609.665,1.007276,27902671.0,386510126.0
17774486.0,252489819.0,553388.0,700340.0,14.764,24.62,14.764,24.62,599.676,599.676,9.171712,6724.0,12.505,0.0311,0.0,0.9861,0.0002,0.9867,0.0002,0.9734,0.0003,0.9736,0.0003,29.64,0.9972,0.0031,0.9972,0.0031,0.996014,0.785715,0.996666,0.995514,0.988068,0.801458,0.999985,0.997631,161.333,96747775.0,4.1,0.000511,599.676,0.0339,0.0339,0.0004,0.0004,2962414.0,25248982.0,1.0,10.0,1.0,6.0,1.0,1.0,12130.0,0.9962,0.0032,0.9964,0.0002,7.505,0.0028,0.0,1e+38,1e+38,421.044,0.9763,0.0037,0.979,0.0042,0.9134,0.0033,0.9123,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1226.457,735476631.0,5.27,0.000511,599.676,1.007276,17774486.0,252489819.0
8683630.0,124395567.0,267072.0,301609.0,7.092,11.783,7.092,11.783,601.862,601.862,9.171712,6525.0,12.505,0.0308,0.0,0.9864,0.0003,0.9868,0.0003,0.9762,0.0004,0.9763,0.0004,14.428,0.9977,0.0045,0.9977,0.0045,0.997023,0.790793,0.998384,0.997588,0.989083,0.802751,0.999996,0.997847,78.232,47084948.0,4.1,0.000511,601.862,0.0329,0.0329,0.0004,0.0004,1447272.0,12439557.0,1.0,10.0,1.0,6.0,1.0,1.0,12131.0,0.9977,0.0046,0.9977,0.0002,7.505,0.0024,0.0,1e+38,1e+38,206.685,0.9833,0.005,0.9848,0.0054,0.9474,0.0046,0.9472,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,606.079,364775500.0,5.27,0.000511,601.862,1.007276,8683630.0,124395567.0
12459359.0,178262265.0,387610.0,464052.0,10.283,17.525,10.281,13.976,586.741,582.677,9.171712,7919.0,12.505,0.0309,0.0,0.9866,0.0003,0.9871,0.0003,0.9746,0.0004,0.9747,0.0004,21.383,0.9976,0.0037,0.9976,0.0037,0.996438,0.787795,0.997467,0.996362,0.98843,0.801958,0.999991,0.997709,115.355,67683420.0,4.1,0.000511,586.741,0.213,0.213,0.0004,0.0004,2087593.0,17854133.0,1.0,10.0,1.0,6.0,1.0,1.0,12132.0,0.9969,0.0038,0.997,0.0002,7.505,0.0026,0.0,1e+38,1e+38,305.936,0.9807,0.0043,0.9825,0.0047,0.9313,0.0039,0.9307,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892.219,519875996.0,5.27,0.000511,582.677,1.007276,12459359.0,178262265.0
5845553.0,83373536.0,179251.0,192964.0,4.707,7.844,4.707,7.844,600.012,600.012,9.171712,6461.0,12.505,0.0307,0.0,0.9864,0.0004,0.9866,0.0004,0.9765,0.0005,0.9766,0.0005,9.742,0.9978,0.0055,0.9978,0.0055,0.9974,0.790506,0.998675,0.998177,0.990194,0.800853,0.999998,0.998047,52.482,31489521.0,4.1,0.000511,600.012,0.0326,0.0326,0.0004,0.0004,974259.0,8337354.0,1.0,10.0,1.0,6.0,1.0,1.0,12133.0,0.9984,0.0056,0.9984,0.0002,7.505,0.0023,0.0,1e+38,1e+38,138.953,0.9867,0.0062,0.9881,0.0064,0.9592,0.0057,0.9594,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.659,244599848.0,5.27,0.000511,600.012,1.007276,5845553.0,83373536.0
3700317.0,53992827.0,414021.0,462701.0,3.028,4.897,3.028,4.897,618.304,618.304,9.171712,6830.0,12.505,0.1119,0.0,0.9872,0.0003,0.9875,0.0003,0.9782,0.0003,0.9783,0.0003,5.985,0.998,0.0036,0.9979,0.0036,0.997612,0.791223,0.999154,0.998445,0.99049,0.800742,0.999999,0.998105,32.912,20349490.0,4.1,0.000511,618.304,0.1222,0.1222,0.0014,0.0014,925079.0,6749103.0,1.0,8.0,1.0,4.0,1.0,1.0,12135.0,0.9983,0.0035,0.9984,0.0001,7.505,0.0086,0.0,1e+38,1e+38,87.324,0.9886,0.0038,0.9889,0.0039,0.967,0.0035,0.9672,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.055,158938524.0,5.27,0.000511,618.304,1.007276,3700317.0,53992827.0
2209586.0,32283923.0,478581.0,568884.0,1.836,2.933,1.94,2.928,626.008,612.723,9.171712,7170.0,12.505,0.2008,0.0,0.9872,0.0002,0.9873,0.0002,0.9778,0.0003,0.9779,0.0003,3.606,0.9981,0.0033,0.9981,0.0033,0.997753,0.791878,0.999387,0.999046,0.990328,0.800866,0.999999,0.998074,19.972,12502318.0,4.1,0.000511,626.008,0.215,0.215,0.0023,0.0023,794534.0,4976000.0,1.0,7.0,1.0,3.0,1.0,1.0,12137.0,0.9985,0.0031,0.9985,0.0001,7.505,0.0163,0.0,1e+38,1e+38,52.689,0.9897,0.0034,0.9898,0.0034,0.9724,0.0031,0.9727,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.44,95241361.0,5.27,0.000511,612.723,1.007276,2209586.0,32283923.0
9551652.0,138348615.0,570523.0,661103.0,7.884,11.831,7.884,11.831,666.337,666.337,9.171712,7088.0,12.505,0.0597,0.0,0.9869,0.0002,0.9873,0.0002,0.9764,0.0003,0.9765,0.0003,14.335,0.9977,0.003,0.9977,0.003,0.997137,0.795874,0.99812,0.997586,0.98956,0.807735,0.999995,0.997993,78.189,52100304.0,4.1,0.000511,666.337,0.0626,0.0626,0.0007,0.0007,1910330.0,15372068.0,1.0,9.0,1.0,5.0,1.0,1.0,12140.0,0.9979,0.0031,0.998,0.0001,7.505,0.0048,0.0,1e+38,1e+38,207.625,0.9848,0.0034,0.9857,0.0036,0.9485,0.0031,0.9488,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.063,405175360.0,5.27,0.000511,666.337,1.007276,9551652.0,138348615.0
