(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Pion_Eff,SHMS_Aero_ALL_Pion_Eff_ERROR,SHMS_Aero_COIN_Pion_Eff,SHMS_Aero_COIN_Pion_Eff_ERROR,SHMS_Aero_SING_Pion_Eff,SHMS_Aero_SING_Pion_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Pion_Eff,SHMS_HGC_ALL_Pion_Eff_ERROR,SHMS_HGC_COIN_Pion_Eff,SHMS_HGC_COIN_Pion_Eff_ERROR,SHMS_HGC_SING_Pion_Eff,SHMS_HGC_SING_Pion_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Pion_ALL_TRACK_EFF,SHMS_Pion_ALL_TRACK_EFF_ERROR,SHMS_Pion_COIN_TRACK_EFF,SHMS_Pion_COIN_TRACK_EFF_ERROR,SHMS_Pion_SING_TRACK_EFF,SHMS_Pion_SING_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
723385.0,19169088.0,185368366.0,722081.0,873283.0,960255.0,14.183,37.911,14.186,21.788,374.105,374.105,9.171712,0.9943,0.0001,1.934,6434.0,12.405,0.0455,0.0,0.9857,0.0002,0.986,0.0002,0.9864,0.0005,0.958,0.0003,0.9593,0.0004,0.9524,0.0009,51.24,0.9959,0.0001,0.9957,0.0001,0.9967,0.0003,0.99363,0.770493,0.993745,0.992004,0.98408,0.794237,0.99995,0.996724,285.781,106912244.0,3.738,0.000511,374.105,0.9715,0.9715,0.0016,0.0016,0.0,2397457.0,16858799.0,11.0,1.0,1.0,8.0,0.0,1.0,12200.0,495.498,0.978,0.0003,0.9804,0.0003,0.9816,0.0007,12.305,0.0052,0.0,0.7013,0.0008,0.7025,0.0009,0.7008,0.0019,0.9854,0.0002,0.992054,0.852023,0.978417,0.972867,0.966051,0.926561,0.999414,0.997507,889.731,332853126.0,3.26,0.13957,0.9876,0.0002,0.9858,0.0003,0.9949,0.0004,0.9836,0.0005,0.9818,0.0006,0.9902,0.0009,374.105,1.007276,723385.0,19169088.0,185368366.0
2089239.0,54571298.0,527691577.0,2080040.0,2511020.0,2760323.0,40.407,39.582,40.407,39.582,1020.864,1020.864,9.171712,0.9956,0.0,2.047,9924.0,12.405,0.046,0.0,0.986,0.0001,0.9863,0.0001,0.9863,0.0003,0.9578,0.0002,0.9589,0.0002,0.9534,0.0005,53.456,0.9959,0.0001,0.9959,0.0001,0.9964,0.0002,0.993365,0.777139,0.993195,0.9913,0.982795,0.803149,0.999941,0.996613,298.422,304647937.0,3.738,0.000511,1020.864,0.9755,0.9755,0.0015,0.0015,0.0,6821412.0,47971962.0,11.0,1.0,1.0,8.0,0.0,1.0,12201.0,516.907,0.9784,0.0002,0.9805,0.0002,0.9824,0.0004,12.305,0.0052,0.0,0.7005,0.0005,0.7008,0.0006,0.7023,0.0011,0.9855,0.0001,0.991808,0.850039,0.977734,0.972474,0.965448,0.926001,0.999387,0.997443,927.672,947027489.0,3.26,0.13957,0.9879,0.0001,0.9864,0.0002,0.9947,0.0002,0.9828,0.0003,0.9814,0.0004,0.9891,0.0006,1020.864,1.007276,2089239.0,54571298.0,527691577.0
2270200.0,76130985.0,739059535.0,2273643.0,2873794.0,3183281.0,56.205,28.849,56.236,24.119,1948.259,1948.259,9.171712,0.9997,0.0,1.165,22883.0,12.405,0.0377,0.0,0.9871,0.0001,0.9873,0.0001,0.9873,0.0002,0.9615,0.0002,0.963,0.0002,0.9558,0.0004,39.076,0.9966,0.0001,0.9964,0.0001,0.9971,0.0001,0.994321,0.778251,0.995073,0.993137,0.984018,0.8003,0.999966,0.996808,218.791,426261288.0,3.738,0.000511,1948.259,0.9819,0.9819,0.0008,0.0008,0.0,9522453.0,67227695.0,11.0,1.0,1.0,8.0,0.0,1.0,12202.0,379.343,0.9797,0.0002,0.9818,0.0002,0.9834,0.0003,12.305,0.0043,0.0,0.7073,0.0005,0.7085,0.0005,0.7056,0.0009,0.9886,0.0001,0.993613,0.865316,0.982738,0.97702,0.968696,0.93035,0.999603,0.99782,684.501,1333586083.0,3.26,0.13957,0.9906,0.0001,0.989,0.0001,0.996,0.0002,0.9865,0.0003,0.985,0.0003,0.9913,0.0004,1948.259,1.007276,2270200.0,76130985.0,739059535.0
875122.0,40370222.0,393532474.0,875994.0,2112502.0,2689392.0,29.691,19.617,29.696,19.16,1513.571,1511.569,9.171712,1.0005,0.0,0.579,15312.0,12.405,0.0523,0.0,0.9871,0.0001,0.9878,0.0002,0.9875,0.0002,0.9623,0.0002,0.9677,0.0003,0.9586,0.0003,26.707,0.9972,0.0001,0.997,0.0001,0.9973,0.0001,0.995491,0.788911,0.996446,0.995219,0.985374,0.807336,0.999983,0.997182,149.872,226841481.0,3.738,0.000511,1513.571,0.9912,0.9912,0.0007,0.0007,0.0,6730598.0,43740241.0,9.0,1.0,1.0,6.0,0.0,1.0,12204.0,260.347,0.979,0.0002,0.9832,0.0003,0.9841,0.0002,12.305,0.0068,0.0,0.7125,0.0005,0.7172,0.0008,0.7114,0.0006,0.9927,0.0001,0.995418,0.882897,0.987453,0.982256,0.973181,0.935351,0.999777,0.998266,472.601,714369859.0,3.26,0.13957,0.9949,0.0001,0.9923,0.0002,0.9966,0.0001,0.991,0.0002,0.9881,0.0004,0.9928,0.0003,1511.569,1.007276,875122.0,40370222.0,393532474.0
508219.0,27567064.0,269067304.0,508876.0,2121355.0,1867428.0,20.225,15.742,20.233,15.341,1284.759,1286.759,9.171712,1.0006,0.0,0.395,13018.0,12.405,0.0769,0.0,0.9878,0.0001,0.9888,0.0002,0.9878,0.0001,0.962,0.0002,0.9699,0.0004,0.9596,0.0002,21.424,0.9975,0.0001,0.9972,0.0001,0.9976,0.0001,0.995886,0.785739,0.997228,0.996224,0.98607,0.802083,0.99999,0.997243,120.682,155047157.0,3.738,0.000511,1284.759,0.9902,0.9902,0.0008,0.0008,0.0,5514134.0,29899930.0,9.0,1.0,1.0,5.0,0.0,1.0,12205.0,209.105,0.9763,0.0002,0.9834,0.0004,0.9841,0.0003,12.305,0.0069,0.0,0.7155,0.0006,0.7223,0.0011,0.7142,0.0008,0.9934,0.0001,0.996025,0.889652,0.989215,0.984026,0.974829,0.93755,0.999828,0.998428,379.983,488946033.0,3.26,0.13957,0.9955,0.0001,0.9932,0.0002,0.997,0.0001,0.9921,0.0003,0.9896,0.0005,0.9934,0.0003,1286.759,1.007276,508219.0,27567064.0,269067304.0
504346.0,27339396.0,267102390.0,504146.0,2101409.0,1851387.0,20.077,15.788,20.077,15.788,1271.615,1271.615,9.171712,0.9996,0.0,0.397,12574.0,12.405,0.0769,0.0,0.9878,0.0001,0.9886,0.0002,0.9879,0.0001,0.9616,0.0002,0.9693,0.0004,0.9592,0.0002,21.5,0.9975,0.0001,0.9972,0.0001,0.9976,0.0001,0.996053,0.790901,0.997211,0.996248,0.9864,0.807077,0.99999,0.997376,120.94,153788798.0,3.738,0.000511,1271.615,0.9923,0.9923,0.0008,0.0008,0.0,5467879.0,29678043.0,9.0,1.0,1.0,5.0,0.0,1.0,12206.0,210.05,0.9766,0.0002,0.9834,0.0004,0.9843,0.0003,12.305,0.0069,0.0,0.7146,0.0006,0.7221,0.0011,0.7138,0.0008,0.9934,0.0001,0.996021,0.889333,0.988781,0.984841,0.974749,0.936926,0.99983,0.998407,382.086,485866282.0,3.26,0.13957,0.9953,0.0001,0.9931,0.0002,0.9968,0.0001,0.9919,0.0003,0.9892,0.0006,0.9935,0.0003,1271.615,1.007276,504346.0,27339396.0,267102390.0
471122.0,25654069.0,250131213.0,472108.0,1974937.0,1735694.0,18.849,15.777,18.849,15.777,1194.718,1192.682,9.171712,1.0021,0.0,0.395,11801.0,12.405,0.077,0.0,0.9878,0.0001,0.9886,0.0002,0.988,0.0001,0.9621,0.0002,0.9696,0.0004,0.9598,0.0003,21.51,0.9975,0.0001,0.9973,0.0001,0.9975,0.0001,0.995919,0.7867,0.997187,0.996131,0.986278,0.803002,0.999989,0.997297,120.87,144405426.0,3.738,0.000511,1194.718,0.9928,0.9928,0.0008,0.0008,0.0,5130814.0,27792357.0,9.0,1.0,1.0,5.0,0.0,1.0,12207.0,209.722,0.9772,0.0002,0.9836,0.0004,0.9854,0.0003,12.305,0.0069,0.0,0.7156,0.0006,0.7229,0.0011,0.7138,0.0008,0.9935,0.0001,0.995844,0.887367,0.988638,0.98388,0.974223,0.936409,0.999817,0.998361,381.067,454491697.0,3.26,0.13957,0.9955,0.0001,0.9932,0.0003,0.9968,0.0001,0.9918,0.0003,0.9893,0.0006,0.9934,0.0003,1192.682,1.007276,471122.0,25654069.0,250131213.0
436028.0,28735012.0,281325128.0,436283.0,2117828.0,1783213.0,21.056,11.82,21.056,11.82,1781.34,1781.34,9.171712,1.0006,0.0,0.245,17643.0,12.405,0.0737,0.0,0.9883,0.0001,0.9896,0.0002,0.9882,0.0001,0.9632,0.0002,0.9726,0.0004,0.9608,0.0002,16.131,0.9977,0.0001,0.9975,0.0001,0.9978,0.0001,0.996395,0.793307,0.997703,0.996907,0.986841,0.808235,0.999993,0.997477,90.896,161917508.0,3.738,0.000511,1781.34,0.9939,0.9939,0.0006,0.0006,0.0,5747002.0,31258348.0,9.0,1.0,1.0,5.0,0.0,1.0,12208.0,157.929,0.978,0.0002,0.9843,0.0004,0.9849,0.0002,12.305,0.0063,0.0,0.717,0.0006,0.7258,0.0012,0.7156,0.0008,0.9943,0.0001,0.996619,0.896629,0.991202,0.986313,0.975937,0.939754,0.99988,0.99855,287.81,512687040.0,3.26,0.13957,0.9962,0.0001,0.9942,0.0002,0.9972,0.0001,0.9926,0.0002,0.9907,0.0006,0.9934,0.0003,1781.34,1.007276,436028.0,28735012.0,281325128.0
331222.0,21799480.0,213317944.0,331380.0,1619569.0,2172935.0,15.977,11.832,15.977,11.832,1350.287,1350.287,9.171712,1.0005,0.0,0.245,13372.0,12.405,0.0743,0.0,0.9881,0.0001,0.9895,0.0003,0.9882,0.0002,0.9629,0.0002,0.9732,0.0004,0.9604,0.0003,16.144,0.9977,0.0001,0.9974,0.0001,0.9977,0.0001,0.99642,0.791767,0.99778,0.996996,0.986964,0.806432,0.999993,0.997477,90.95,122808055.0,3.738,0.000511,1350.287,0.9938,0.9938,0.0007,0.0007,0.0,4359896.0,26664743.0,8.0,1.0,1.0,5.0,0.0,1.0,12209.0,157.98,0.9814,0.0002,0.9853,0.0004,0.9852,0.0002,12.305,0.0102,0.0,0.717,0.0005,0.727,0.0013,0.7158,0.0006,0.9947,0.0001,0.996744,0.897963,0.991254,0.986632,0.97717,0.939611,0.999883,0.998621,287.57,388301675.0,3.26,0.13957,0.9967,0.0001,0.9945,0.0003,0.9973,0.0001,0.9931,0.0002,0.9906,0.0006,0.9937,0.0002,1350.287,1.007276,331222.0,21799480.0,213317944.0
331668.0,21931616.0,214670890.0,332362.0,1627716.0,2184530.0,16.035,11.732,16.052,11.17,1366.719,1370.719,9.171712,0.9997,0.0,0.242,14253.0,12.405,0.0742,0.0,0.9881,0.0001,0.9898,0.0003,0.9882,0.0002,0.9629,0.0002,0.9731,0.0004,0.9604,0.0003,16.0,0.9977,0.0001,0.9976,0.0001,0.9978,0.0001,0.996418,0.792741,0.997785,0.997055,0.98679,0.807514,0.999993,0.997457,90.156,123217362.0,3.738,0.000511,1366.719,0.9936,0.9936,0.0006,0.0006,0.0,4388981.0,26849412.0,8.0,1.0,1.0,5.0,0.0,1.0,12210.0,156.612,0.981,0.0002,0.9843,0.0004,0.985,0.0002,12.305,0.0102,0.0,0.7175,0.0005,0.7282,0.0013,0.716,0.0006,0.9948,0.0001,0.996655,0.896603,0.991409,0.986196,0.976803,0.938809,0.999881,0.998581,285.449,391269794.0,3.26,0.13957,0.9968,0.0001,0.9948,0.0003,0.9973,0.0001,0.9931,0.0002,0.9913,0.0006,0.9935,0.0002,1370.719,1.007276,331668.0,21931616.0,214670890.0
