(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Prot_Eff,SHMS_Aero_ALL_Prot_Eff_ERROR,SHMS_Aero_COIN_Prot_Eff,SHMS_Aero_COIN_Prot_Eff_ERROR,SHMS_Aero_SING_Prot_Eff,SHMS_Aero_SING_Prot_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Prot_Eff,SHMS_HGC_ALL_Prot_Eff_ERROR,SHMS_HGC_COIN_Prot_Eff,SHMS_HGC_COIN_Prot_Eff_ERROR,SHMS_HGC_SING_Prot_Eff,SHMS_HGC_SING_Prot_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
2787.0,5886.0,2800906.0,2772.0,5841.0,558215.0,6.555,69.227,6.555,69.227,94.683,259.71,9.171305,0.9946,0.0014,0.011,2572.0,31.645,0.9924,0.0002,0.988,0.0034,1.0,0.0,0.9856,0.0041,0.997,0.0017,0.9939,0.006,0.9976,0.0017,0.023,1.0,0.0,1.0,0.0,1.0,0.0,0.997157,0.747006,1.0,0.998268,0.990126,0.755764,1.0,0.997588,50.301,4762676.0,3.738,0.000511,94.683,0.9938,0.9938,0.0015,0.0015,0.0,0.0,933635.0,3.0,1.0,1.0,0.0,0.0,1.0,11866.0,10.785,0.2633,0.0061,0.3091,0.036,0.2619,0.0062,18.125,0.1993,0.0002,0.8516,0.0088,1.0,0.0,0.8468,0.0091,0.7575,0.0024,0.897232,0.464373,0.976019,0.972275,0.787343,0.621521,0.999335,0.919514,336.436,87375953.0,6.265,0.938272,0.9844,0.0043,1.0,0.0,0.9835,0.0045,259.71,1.007276,2787.0,5886.0,2800906.0
9655.0,19527.0,8997550.0,10665.0,20545.0,1806075.0,57.954,63.876,57.971,57.417,907.29,907.295,9.171305,0.9993,0.0003,0.011,10058.0,31.645,0.9993,0.0001,0.9912,0.0016,1.0,0.0,0.9899,0.0019,0.9951,0.0012,0.9981,0.0019,0.9946,0.0014,0.022,0.9988,0.0007,1.0,0.0,0.9986,0.0008,0.99706,0.732337,0.999439,0.99889,0.990363,0.7407,0.999999,0.997501,46.714,42383262.0,3.738,0.000511,907.29,0.9997,0.9997,0.0002,0.0002,0.0,0.0,2999789.0,3.0,1.0,1.0,0.0,0.0,1.0,11867.0,9.917,0.2547,0.0033,0.3233,0.021,0.2526,0.0034,18.125,0.2007,0.0001,0.8602,0.0049,0.9938,0.0062,0.8559,0.005,0.7535,0.0013,0.894654,0.458252,0.975799,0.971546,0.785746,0.615175,0.999311,0.91755,311.363,282497986.0,6.265,0.938272,0.9793,0.0027,0.9873,0.0089,0.9788,0.0029,907.295,1.007276,9655.0,19527.0,8997550.0
7882.0,16717.0,7961443.0,7892.0,16731.0,1598048.0,50.916,69.299,50.916,69.299,734.727,736.728,9.171305,1.0013,0.0,0.011,7353.0,31.645,1.0008,0.0001,0.9908,0.0018,0.9979,0.0021,0.9894,0.0021,0.9945,0.0014,1.0,0.0,0.9934,0.0016,0.023,0.9973,0.0011,0.9976,0.0024,0.9973,0.0012,0.997391,0.760554,0.99909,0.998199,0.991466,0.769184,0.999998,0.99803,50.524,37121077.0,3.738,0.000511,734.727,1.0016,1.0016,0.0,0.0,0.0,0.0,2653814.0,3.0,1.0,1.0,0.0,0.0,1.0,11868.0,10.806,0.2559,0.0036,0.3671,0.0229,0.2525,0.0036,18.125,0.2007,0.0001,0.8544,0.0053,1.0,0.0,0.8489,0.0055,0.753,0.0014,0.893904,0.455368,0.975886,0.970967,0.787316,0.610393,0.9993,0.917137,336.972,248256183.0,6.265,0.938272,0.9845,0.0026,1.0,0.0,0.9834,0.0028,736.728,1.007276,7882.0,16717.0,7961443.0
10724.0,22400.0,10616948.0,11038.0,22713.0,2128530.0,68.085,67.466,68.087,65.64,1009.179,1005.092,9.171305,0.9993,0.0003,0.011,10332.0,31.645,0.9995,0.0001,0.9913,0.0015,0.9951,0.0028,0.9906,0.0017,0.9974,0.0008,1.0,0.0,0.9969,0.001,0.022,0.9983,0.0007,0.9963,0.0026,0.9988,0.0007,0.996987,0.742451,0.9993,0.998147,0.990481,0.751504,0.999999,0.997634,49.453,49906629.0,3.738,0.000511,1009.179,0.9996,0.9996,0.0002,0.0002,0.0,0.0,3539508.0,3.0,1.0,1.0,0.0,0.0,1.0,11870.0,10.563,0.2545,0.0031,0.3104,0.0194,0.2528,0.0031,18.125,0.2005,0.0001,0.8572,0.0045,0.9943,0.0056,0.853,0.0046,0.7521,0.0012,0.895257,0.459925,0.975659,0.969661,0.788787,0.616325,0.999262,0.918963,329.182,330857619.0,6.265,0.938272,0.9783,0.0026,1.0,0.0,0.977,0.0028,1005.092,1.007276,10724.0,22400.0,10616948.0
9631.0,19843.0,9099746.0,10561.0,20772.0,1823636.0,54.975,64.284,54.993,57.916,855.192,904.481,9.171305,0.9991,0.0003,0.011,9945.0,31.645,0.9989,0.0001,0.9917,0.0016,0.9981,0.0019,0.9905,0.0018,0.9961,0.0011,0.9981,0.0019,0.9958,0.0012,0.022,0.9981,0.0008,1.0,0.0,0.9977,0.001,0.997043,0.740216,0.99946,0.998665,0.990131,0.748999,0.999999,0.997523,47.318,40465761.0,3.738,0.000511,855.192,0.999,0.999,0.0003,0.0003,0.0,0.0,3033758.0,3.0,1.0,1.0,0.0,0.0,1.0,11871.0,10.061,0.2541,0.0033,0.3294,0.0208,0.2518,0.0034,18.125,0.2004,0.0001,0.8629,0.0048,1.0,0.0,0.8583,0.005,0.7534,0.0013,0.896043,0.460814,0.976931,0.971999,0.786278,0.617192,0.999354,0.918185,314.323,284299134.0,6.265,0.938272,0.9815,0.0026,0.9937,0.0063,0.9807,0.0027,904.481,1.007276,9631.0,19843.0,9099746.0
9815.0,20147.0,9243429.0,11375.0,21715.0,1854871.0,59.428,64.583,59.44,55.307,920.185,918.18,9.171305,1.0001,0.0,0.011,10708.0,31.645,0.9998,0.0001,0.9913,0.0016,0.9964,0.0025,0.9902,0.0019,0.9961,0.0011,0.9964,0.0025,0.996,0.0012,0.022,0.9969,0.0011,0.9979,0.0021,0.9966,0.0013,0.99663,0.726426,0.999475,0.998965,0.988837,0.735773,0.999999,0.99705,47.346,43566992.0,3.738,0.000511,920.185,0.9998,0.9998,0.0001,0.0001,0.0,0.0,3081771.0,3.0,1.0,1.0,0.0,0.0,1.0,11872.0,10.067,0.2543,0.0033,0.3021,0.0199,0.2527,0.0033,18.125,0.2006,0.0001,0.8518,0.0049,0.9938,0.0062,0.8472,0.0051,0.7545,0.0013,0.895072,0.460261,0.975594,0.970709,0.786005,0.61833,0.999285,0.918325,314.306,288589491.0,6.265,0.938272,0.9836,0.0024,1.0,0.0,0.9826,0.0025,918.18,1.007276,9815.0,20147.0,9243429.0
8965.0,17995.0,7996953.0,10459.0,19451.0,1599656.0,51.657,61.153,51.674,51.921,844.715,842.704,9.171305,0.9977,0.0005,0.011,9890.0,31.645,0.9963,0.0001,0.9914,0.0017,0.9979,0.0021,0.9901,0.002,0.9948,0.0013,1.0,0.0,0.9938,0.0016,0.021,0.9995,0.0005,1.0,0.0,0.9994,0.0006,0.99757,0.744218,0.999381,0.997605,0.99328,0.751517,0.999999,0.99833,44.996,38008699.0,3.738,0.000511,844.715,0.9968,0.9968,0.0005,0.0005,0.0,0.0,2666626.0,3.0,1.0,1.0,0.0,0.0,1.0,11873.0,9.49,0.2553,0.0035,0.3481,0.0224,0.2524,0.0036,18.125,0.2,0.0001,0.8526,0.0052,0.9937,0.0063,0.8477,0.0054,0.7523,0.0014,0.894931,0.46087,0.974798,0.970229,0.786075,0.619907,0.99925,0.918688,297.532,250731719.0,6.265,0.938272,0.979,0.0029,0.9863,0.0096,0.9786,0.003,842.704,1.007276,8965.0,17995.0,7996953.0
8685.0,17373.0,7708943.0,11793.0,20480.0,1544869.0,49.68,60.684,49.703,43.995,818.659,814.65,9.171305,0.9975,0.0005,0.011,11235.0,31.645,0.997,0.0001,0.9941,0.0014,0.9959,0.0029,0.9937,0.0016,0.9962,0.0012,0.9959,0.0029,0.9962,0.0013,0.021,0.9973,0.0011,0.9976,0.0024,0.9973,0.0012,0.996666,0.735026,0.999371,0.997495,0.990137,0.744681,0.999998,0.997482,44.632,36538330.0,3.738,0.000511,818.659,0.9972,0.9972,0.0004,0.0004,0.0,0.0,2571033.0,3.0,1.0,1.0,0.0,0.0,1.0,11874.0,9.463,0.2553,0.0036,0.324,0.0217,0.253,0.0036,18.125,0.2003,0.0001,0.8513,0.0054,0.9805,0.0111,0.8466,0.0055,0.7512,0.0014,0.894099,0.457457,0.975721,0.970652,0.785644,0.614802,0.999287,0.917431,296.224,241319005.0,6.265,0.938272,0.9766,0.0032,1.0,0.0,0.975,0.0034,814.65,1.007276,8685.0,17373.0,7708943.0
15061.0,30995.0,14413047.0,18820.0,34780.0,130648.0,92.731,65.996,92.766,52.045,1405.097,1405.097,9.171305,0.9999,0.0001,0.011,17762.0,31.645,0.9999,0.0,0.9923,0.0012,0.9966,0.0019,0.9914,0.0014,0.9964,0.0008,0.9989,0.0011,0.9959,0.001,0.022,0.9968,0.0009,0.9974,0.0018,0.9967,0.001,0.996807,0.737795,0.9988,0.997078,0.991571,0.747144,0.999996,0.997869,48.273,67828333.0,3.738,0.000511,1405.097,1.0,1.0,0.0,0.0,0.0,0.0,1802300.0,8.0,1.0,1.0,0.0,0.0,1.0,11875.0,10.258,0.2783,0.0104,0.3112,0.0159,0.2512,0.0137,18.125,0.0091,0.0,0.9232,0.0113,0.9962,0.0038,0.8576,0.0203,0.7822,0.0048,0.913396,0.5046,0.978862,0.973764,0.801262,0.66069,0.999445,0.932566,319.173,448468635.0,6.265,0.938272,0.9847,0.0062,0.988,0.0069,0.9787,0.0122,1405.097,1.007276,15061.0,30995.0,14413047.0
14670.0,30015.0,13505408.0,19250.0,34628.0,124047.0,87.115,63.255,87.159,47.452,1377.194,1377.194,9.171305,1.0,0.0,0.011,18304.0,31.645,0.9999,0.0,0.9911,0.0013,0.9988,0.0012,0.9896,0.0015,0.9967,0.0008,1.0,0.0,0.996,0.001,0.022,0.9977,0.0008,0.9971,0.002,0.9978,0.0008,0.996594,0.735858,0.998938,0.998089,0.98964,0.745778,0.999998,0.997366,46.449,63969849.0,3.738,0.000511,1377.194,1.0,1.0,0.0,0.0,0.0,0.0,1689024.0,8.0,1.0,1.0,0.0,0.0,1.0,11876.0,9.806,0.2799,0.0106,0.3321,0.0169,0.2385,0.0135,18.125,0.0092,0.0,0.9193,0.0117,0.9962,0.0038,0.8475,0.0214,0.7725,0.005,0.912087,0.494907,0.975813,0.975806,0.810879,0.640969,0.999415,0.9321,306.278,421804725.0,6.265,0.938272,0.9975,0.0025,1.0,0.0,0.9933,0.0067,1377.194,1.007276,14670.0,30015.0,13505408.0
