(current_cut)_Total_COIN_Triggers,(current_cut)_Total_HMS_3/4_Triggers,(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_3/4_Triggers,Accepted_COIN_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM1_Beam_Cut_Charge,BCM1_Beam_Cut_Current,BCM1_Charge,BCM1_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,COIN_CPULT,COIN_CPULT_ERROR,COIN_Trigger_Rate,EDTM_Accepted_Triggers,HMS_3/4_Trigger_Rate,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_COIN_Elec_Eff,HMS_Cal_COIN_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_COIN_Elec_Eff,HMS_Cer_COIN_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_COIN_TRACK_EFF,HMS_Elec_COIN_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_COIN_Triggers,Pre-Scaled_HMS_3/4_Triggers,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_3/4_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_3/4_Trigger_Rate,SHMS_Aero_ALL_Pion_Eff,SHMS_Aero_ALL_Pion_Eff_ERROR,SHMS_Aero_COIN_Pion_Eff,SHMS_Aero_COIN_Pion_Eff_ERROR,SHMS_Aero_SING_Pion_Eff,SHMS_Aero_SING_Pion_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_HGC_ALL_Pion_Eff,SHMS_HGC_ALL_Pion_Eff_ERROR,SHMS_HGC_COIN_Pion_Eff,SHMS_HGC_COIN_Pion_Eff_ERROR,SHMS_HGC_SING_Pion_Eff,SHMS_HGC_SING_Pion_Eff_ERROR,SHMS_Hadron_ALL_TRACK_EFF,SHMS_Hadron_ALL_TRACK_EFF_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Pion_ALL_TRACK_EFF,SHMS_Pion_ALL_TRACK_EFF_ERROR,SHMS_Pion_COIN_TRACK_EFF,SHMS_Pion_COIN_TRACK_EFF_ERROR,SHMS_Pion_SING_TRACK_EFF,SHMS_Pion_SING_TRACK_EFF_ERROR,SHMS_Prot_ALL_TRACK_EFF,SHMS_Prot_ALL_TRACK_EFF_ERROR,SHMS_Prot_COIN_TRACK_EFF,SHMS_Prot_COIN_TRACK_EFF_ERROR,SHMS_Prot_SING_TRACK_EFF,SHMS_Prot_SING_TRACK_EFF_ERROR,SHMS_Run_Length,Target_Mass_(amu),Total_COIN_Triggers,Total_HMS_3/4_Triggers,Total_HMS_EL-REAL_Triggers,Total_SHMS_3/4_Triggers
2055190.0,83040571.0,,1167819969.0,2054340.0,2376636.0,2440280.0,215.591,61.523,215.591,61.523,3504.232,3504.232,9.172705,0.9996,0.0,0.586,34492.0,23.697,47.04,0.0286,0.0,0.8712,0.0031,0.8739,0.0033,0.8542,0.0091,0.2934,0.0024,0.2946,0.0026,0.2865,0.0067,,0.9974,0.0006,0.9971,0.0006,0.999,0.001,0.99611,0.78738,0.997936,0.997357,0.985193,0.8029890000000001,0.999995,0.997083,46.18899999999999,161857929.0,1.026,0.0005110000000000001,3504.232,0.9877,0.9877,0.0006,0.0006,2055190.0,323115.0,,285043.0,4097.0,1.0,257.0,1.0,1.0,1.0,12330.0,333.26,0.9826,0.0005,0.9837,0.0005,0.9838,0.0014,7.055,0.0021,0.0,0.6741,0.0015,0.6733,0.0016,0.6857,0.0042,0.9279,0.0007,0.950991,0.6522560000000001,0.944427,0.935101,0.900601,0.8200850000000001,0.996393,0.982117,1956.467,6855914067.0,8.035,0.13957,0.9621,0.0007,0.9601,0.0008,0.9761,0.0016,0.9633,0.0036,0.9619,0.004,0.9714,0.0094,3504.232,1.007276,2055190.0,83040571.0,,1167819969.0
888111.0,35765937.0,,502967350.0,888017.0,959365.0,1032652.0,92.891,64.71600000000001,92.891,64.71600000000001,1435.36,1435.36,9.172705,0.9999,0.0,0.619,14146.0,24.91800000000001,47.04,0.0268,0.0,0.8668,0.005,0.8682,0.0051,0.8443,0.0213,0.3003,0.0039,0.3033,0.0041,0.2621,0.0144,,0.9984,0.0007,0.9983,0.0008,1.0,0.0,0.996102,0.7846270000000001,0.9980610000000001,0.997604,0.985052,0.799998,0.9999950000000001,0.9970100000000001,48.448,69540403.0,1.026,0.0005110000000000001,1435.36,0.9890000000000001,0.9890000000000001,0.0009,0.0009,888111.0,69719.0,,122765.0,4097.0,1.0,513.0,1.0,1.0,1.0,12348.0,350.412,0.9844,0.0007,0.9843,0.0008,0.9867,0.0019,7.055,0.0021,0.0,0.6767,0.0022,0.6758,0.0024,0.6874,0.0064,0.9255,0.0011,0.9506040000000001,0.6510090000000001,0.944267,0.935858,0.8986870000000001,0.819736,0.996425,0.9817370000000001,2056.299,2951529103.0,8.035,0.13957,0.9615,0.0011,0.96,0.0012,0.9722,0.0026,0.96,0.0057,0.9602,0.006,0.9627,0.0164,1435.36,1.007276,888111.0,35765937.0,,502967350.0
1573529.0,63981023.0,,892257345.0,1573344.0,1700626.0,1829840.0,166.153,48.386,166.153,48.386,3433.886,3433.886,9.172705,0.9999,0.0,0.458,33902.0,18.632,47.04,0.0266,0.0,0.8681,0.0037,0.868,0.0039,0.8667,0.0146,0.3001,0.003,0.3013,0.0031,0.2823,0.0111,,0.9962,0.0008,0.9961,0.0009,0.9972,0.0028,0.995963,0.783787,0.99782,0.99747,0.984791,0.799653,0.999994,0.996953,36.19300000000001,124281828.0,1.026,0.0005110000000000001,3433.886,0.9907,0.9907,0.0005,0.0005,1573529.0,124719.0,,217783.0,4097.0,1.0,513.0,1.0,1.0,1.0,12350.0,259.839,0.9837,0.0005,0.9844,0.0006,0.9846,0.0015,7.055,0.0021,0.0,0.6753,0.0017,0.6748,0.0018,0.6806,0.0048,0.9267,0.0008,0.951024,0.6522479999999999,0.94491,0.935404,0.89997,0.8199649999999999,0.996441,0.981991,1535.192,5271675970.0,8.035,0.13957,0.9624,0.0008,0.9602,0.0009,0.977,0.0018,0.9543,0.0046,0.951,0.0051,0.9742,0.0104,3433.886,1.007276,1573529.0,63981023.0,,892257345.0
919755.0,40086287.0,,537932279.0,919607.0,999226.0,1073055.0,104.693,31.59800000000001,104.693,31.59800000000001,3313.295,3313.295,9.172705,0.9998,0.0,0.278,32834.0,12.099,47.04,0.0249,0.0,0.8579,0.0051,0.8590000000000001,0.0053,0.8434,0.0199,0.2926,0.0039,0.2951,0.004,0.2622,0.0135,,0.9974,0.0009,0.9976,0.0009,0.9954,0.0046,0.995922,0.7751020000000001,0.998168,0.997582,0.9849959999999999,0.790263,0.9999959999999999,0.9968530000000001,23.537,77983565.0,1.026,0.0005110000000000001,3313.295,0.9944,0.9944,0.0004,0.0004,919755.0,78141.0,,131299.0,4097.0,1.0,513.0,1.0,1.0,1.0,12362.0,162.356,0.9832,0.0007,0.9832,0.0008,0.9864,0.0018,7.055,0.002,0.0,0.6757,0.0022,0.674,0.0024,0.6914,0.006,0.9315,0.001,0.9515129999999999,0.653837,0.9449860000000001,0.9354549999999999,0.9011979999999999,0.820731,0.996449,0.9822879999999999,1007.403,3337822824.0,8.035,0.13957,0.9658,0.001,0.9634,0.0011,0.9812,0.002,0.9678,0.0051,0.9667,0.0055,0.9859,0.0099,3313.295,1.007276,919755.0,40086287.0,,537932279.0
1271966.0,52307192.0,,724188280.0,1271613.0,1375620.0,1479448.0,137.082,48.779,137.082,48.779,2810.247000000001,2810.247000000001,9.172705,0.9997,0.0,0.453,27769.0,18.613,47.04,0.0263,0.0,0.8686,0.0041,0.87,0.0042,0.8463,0.017,0.3116,0.0033,0.3134,0.0035,0.2905,0.0126,,0.9976,0.0007,0.9974,0.0008,1.0,0.0,0.995802,0.775486,0.998016,0.997499,0.984589,0.791169,0.999995,0.996782,36.125,101521452.0,1.026,0.0005110000000000001,2810.247000000001,0.9916,0.9916,0.0005,0.0005,1271966.0,101963.0,,176761.0,4097.0,1.0,513.0,1.0,1.0,1.0,12363.0,257.696,0.9848,0.0006,0.9848,0.0006,0.9888,0.0015,7.055,0.002,0.0,0.6761,0.0019,0.6752,0.002,0.6872,0.0053,0.9266,0.0009,0.951111,0.652389,0.944486,0.935369,0.901274,0.8193530000000001,0.996412,0.982165,1540.618,4329516339.0,8.035,0.13957,0.9624,0.0009,0.9607,0.001,0.9749,0.0021,0.9601,0.0049,0.9598,0.0053,0.9637,0.0135,2810.247000000001,1.007276,1271966.0,52307192.0,,724188280.0
795306.0,36791680.0,,488341392.0,794838.0,1090190.0,1351369.0,96.209,47.817,96.209,47.817,2012.0,2012.0,9.172705,0.9994,0.0,0.395,19890.0,18.285999999999998,47.04,0.0296,0.0,0.917,0.0019,0.868,0.0054,0.9288,0.002,0.4055,0.0023,0.3194,0.0045,0.4314,0.0026,,0.9971,0.0004,0.997,0.001,0.9972,0.0005,0.9958299999999999,0.769201,0.998338,0.998093,0.984403,0.784184,0.9999969999999999,0.996634,35.477,71379311.0,1.026,0.0005110000000000001,2012.0,0.992,0.992,0.0006,0.0006,795306.0,36791680.0,,476431.0,1025.0,1.0,1.0,9.0,1.0,1.0,12374.0,242.71400000000003,0.9836,0.0006,0.9839,0.0008,0.9866,0.0009,7.055,0.0028,0.0,0.6798,0.0019,0.6755,0.0025,0.691,0.0032,0.932,0.0009,0.954664,0.663459,0.9482280000000001,0.938415,0.9044629999999999,0.824358,0.996812,0.9832200000000001,1514.213,3046595187.0,8.035,0.13957,0.9703,0.0008,0.9656,0.0011,0.9787,0.0011,0.961,0.0049,0.9575,0.0065,0.9715,0.0072,2012.0,1.007276,795306.0,36791680.0,,488341392.0
712802.0,32556591.0,,434818392.0,712866.0,974879.0,1209054.0,85.145,46.346,85.145,46.346,1837.181,1837.181,9.172705,1.0001,0.0,0.388,18209.0,17.721,47.04,0.0299,0.0,0.9139,0.0021,0.8633,0.0057,0.9265,0.0021,0.4009,0.0024,0.3171,0.0047,0.4266,0.0028,,0.9981,0.0004,0.9983,0.0008,0.998,0.0004,0.995872,0.768842,0.998378,0.997883,0.984818,0.783621,0.999997,0.996715,34.492,63368593.0,1.026,0.0005110000000000001,1837.181,0.9945,0.9945,0.0005,0.0005,712802.0,32556591.0,,424213.0,1025.0,1.0,1.0,9.0,1.0,1.0,12375.0,236.677,0.984,0.0007,0.9858,0.0008,0.9856,0.001,7.055,0.0028,0.0,0.6822,0.002,0.6809,0.0026,0.6859999999999999,0.0034,0.9338,0.0009,0.954554,0.6627350000000001,0.949839,0.937957,0.903463,0.8233729999999999,0.996888,0.982949,1463.787,2689240747.0,8.035,0.13957,0.9706,0.0008,0.966,0.0012,0.9784,0.0012,0.9539,0.0057,0.9462,0.0078,0.9667,0.0085,1837.181,1.007276,712802.0,32556591.0,,434818392.0
1797010.0,75447767.0,,1043737130.0,1796865.0,2089742.0,2141103.0,198.278,57.778,198.278,57.778,3431.702,3431.702,9.172705,0.9999,0.0,0.524,33881.0,21.986,47.04,0.0277,0.0,0.8652,0.0034,0.8678,0.0036,0.8476,0.0102,0.3043,0.0027,0.3094,0.003,0.2722,0.0072,,0.9982,0.0005,0.9982,0.0006,0.9988,0.0012,0.996075,0.78178,0.998233,0.9976700000000001,0.9849540000000001,0.796984,0.9999959999999999,0.9969450000000001,43.102,147912978.0,1.026,0.0005110000000000001,3431.702,0.9907,0.9907,0.0005,0.0005,1797010.0,293571.0,,254756.0,4097.0,1.0,257.0,1.0,1.0,1.0,12409.0,304.14599999999996,0.9832,0.0005,0.9843,0.0005,0.9844,0.0014,7.055,0.0021,0.0,0.6793,0.0016,0.6795,0.0017,0.6858,0.0045,0.9377,0.0007,0.9507950000000001,0.652574,0.942104,0.933362,0.9026379999999999,0.8221809999999999,0.996142,0.9826870000000001,1814.1970000000001,6225782901.0,8.035,0.13957,0.9690000000000001,0.0007,0.9670000000000001,0.0008,0.9826,0.0014,0.9501,0.0044,0.9482,0.0048,0.976,0.0097,3431.702,1.007276,1797010.0,75447767.0,,1043737130.0
729849.0,56322013.0,,627722038.0,729863.0,951313.0,1073949.0,146.284,40.439,146.284,40.439,3617.441,3617.441,9.172705,1.0,0.0,0.202,35804.0,15.57,47.04,0.0169,0.0,0.8713,0.0048,0.8762,0.0052,0.8504,0.0121,0.3233,0.0041,0.3401,0.0047,0.2635,0.0083,,0.9985,0.0007,0.9981,0.0008,1.0,0.0,0.996248,0.780436,0.998542,0.998185,0.985137,0.79481,0.999997,0.99695,30.541,110480194.0,1.026,0.0005110000000000001,3617.441,0.9932,0.9932,0.0004,0.0004,729849.0,219152.0,,306355.0,2049.0,1.0,257.0,1.0,1.0,1.0,12430.0,173.52700000000004,0.9852,0.0006,0.9865,0.0007,0.9869,0.0011,7.055,0.0017,0.0,0.6808,0.0019,0.6768,0.0023,0.6913,0.0036,0.9509,0.0008,0.962254,0.687296,0.956511,0.950088,0.909289,0.831742,0.997829,0.984737,1312.056,4746284478.0,8.035,0.13957,0.9819,0.0006,0.9803,0.0008,0.9859,0.001,0.9717,0.0041,0.969,0.0051,0.9826,0.0061,3617.441,1.007276,729849.0,56322013.0,,627722038.0
2316277.0,60159385.0,,2063090157.0,2315019.0,2771141.0,3023565.0,155.881,40.924,155.881,40.924,3809.053,3809.053,9.172705,0.9995,0.0,0.608,37184.0,15.794,47.04,0.0461,0.0,0.8652,0.003,0.8651,0.0032,0.8657,0.0075,0.282,0.0022,0.2835,0.0024,0.2752,0.0055,,0.9982,0.0004,0.9981,0.0005,0.9986,0.001,0.996088,0.774628,0.9985709999999999,0.998052,0.984973,0.7891090000000001,0.9999969999999999,0.9968309999999999,37.626999999999995,143323886.0,1.026,0.0005110000000000001,3809.053,0.9796,0.9796,0.0007,0.0007,2316277.0,466352.0,,503561.0,4097.0,1.0,129.0,1.0,1.0,1.0,12470.0,541.628,0.9835,0.0004,0.9844,0.0004,0.9873,0.0008,5.505,0.0015,0.0,0.684,0.0012,0.6837,0.0014,0.6940000000000001,0.0029,0.9371,0.0006,0.949738,0.653463,0.9339270000000001,0.923948,0.907947,0.834065,0.994975,0.984725,2518.4610000000002,9592949721.0,8.035,0.13957,0.9577,0.0006,0.9540000000000001,0.0007,0.9748,0.0012,0.9439,0.0045,0.9428,0.0051,0.9431,0.0115,3809.053,1.007276,2316277.0,60159385.0,,2063090157.0
