(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM2_Beam_Cut_Charge,BCM2_Beam_Cut_Current,BCM2_Charge,BCM2_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_ALL_Elec_Eff,SHMS_Cal_ALL_Elec_Eff_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12115.0,1e+38,1e+38,1e+38,1e+38,12.845,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12116.0,1e+38,1e+38,1e+38,1e+38,12.845,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12117.0,1e+38,1e+38,1e+38,1e+38,15.3,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12118.0,1e+38,1e+38,1e+38,1e+38,15.3,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12119.0,1e+38,1e+38,1e+38,1e+38,15.3,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12120.0,1e+38,1e+38,1e+38,1e+38,17.8,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12121.0,1e+38,1e+38,1e+38,1e+38,17.8,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12122.0,1e+38,1e+38,1e+38,1e+38,18.65,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12123.0,1e+38,1e+38,1e+38,1e+38,18.65,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12124.0,1e+38,1e+38,1e+38,1e+38,19.795,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,9.171712,1e+38,25.02,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,4.707,0.000511,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,12125.0,1e+38,1e+38,1e+38,1e+38,19.795,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,1e+38,6.265,0.000511,1e+38,1.007276,1e+38,1e+38
6235769.0,56539382.0,98970.0,129070.0,11.065,27.961,11.066,25.239,395.75,419.194,5.985091,5067.0,12.4,0.0158,0.0,1e+38,1e+38,1e+38,1e+38,0.9956,0.0003,0.9956,0.0003,14.876,0.9965,0.0067,0.9965,0.0067,0.999096,0.847725,0.998856,0.998318,0.996731,0.852915,0.999998,0.999519,60.353,23884709.0,5.202,0.000511,395.75,0.0884,0.0884,0.0002,0.0002,896196.0,5676253.0,1.0,10.0,1.0,7.0,1.0,1.0,13093.0,0.9993,0.0066,0.9993,0.0001,9.42,0.0023,0.0,0.9861,0.0005,0.9897,0.0005,134.876,0.997,0.0064,0.9972,0.0066,0.9532,0.0067,0.9533,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.73,126064429.0,5.512,0.000511,419.194,1.007276,6235769.0,56539382.0
1113318.0,62230569.0,67675.0,137193.0,5.552,11.438,5.552,10.313,485.404,471.306,5.985091,5607.0,13.785,0.0592,0.0,1e+38,1e+38,1e+38,1e+38,0.9984,0.0002,0.9984,0.0002,2.362,0.9968,0.009,0.9968,0.009,0.999157,0.824896,0.999662,0.998693,0.996737,0.82896,1.0,0.999442,16.768,8139313.0,5.202,0.000511,485.404,0.0432,0.0432,0.0008,0.0008,228493.0,6325662.0,1.0,10.0,1.0,5.0,1.0,1.0,13094.0,0.9994,0.0058,0.9994,0.0001,8.255,0.0022,0.0,0.9905,0.0004,0.9926,0.0004,132.039,0.9971,0.0057,0.9971,0.0058,0.9552,0.0058,0.9549,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.413,108595016.0,5.512,0.000511,471.306,1.007276,1113318.0,62230569.0
5506838.0,273060295.0,635322.0,763002.0,8.976,11.289,8.999,5.838,795.091,767.345,5.985091,3493.0,13.785,0.1118,0.0,1e+38,1e+38,1e+38,1e+38,0.9971,0.0001,0.9971,0.0001,7.176,0.997,0.0027,0.997,0.0027,0.9991,0.846645,0.999069,0.99851,0.996395,0.85177,0.999999,0.999466,44.378,35284722.0,5.202,0.000511,795.091,0.7235,0.7235,0.0017,0.0017,1420479.0,28100668.0,1.0,10.0,1.0,4.0,1.0,1.0,13095.0,0.999,0.0026,0.9991,0.0001,8.255,0.0027,0.0,0.9773,0.0003,0.987,0.0002,355.851,0.9945,0.0026,0.9955,0.0029,0.9403,0.0026,0.9392,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.823,482524277.0,5.512,0.000511,767.345,1.007276,5506838.0,273060295.0
710424.0,241331415.0,721494.0,723589.0,5.328,7.548,5.338,5.312,705.874,694.306,5.985091,20057.0,15.785,0.998,0.0,1e+38,1e+38,1e+38,1e+38,0.9985,0.0001,0.9985,0.0001,1.023,0.995,0.003,0.995,0.003,0.998605,0.773026,0.999538,0.999077,0.995121,0.777893,1.0,0.998916,19.536,13789971.0,5.202,0.000511,705.874,0.9948,0.9948,0.0004,0.0004,0.0,24351112.0,1.0,10.0,1.0,0.0,1.0,1.0,13096.0,0.999,0.0026,0.9991,0.0001,7.725,0.003,0.0,0.9764,0.0003,0.9888,0.0002,347.587,0.9943,0.0026,0.9955,0.003,0.9537,0.0026,0.9525,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.236,393140701.0,5.512,0.000511,694.306,1.007276,710424.0,241331415.0
595546.0,247017514.0,296809.0,630964.0,15.825,38.77,15.825,38.402,408.188,417.782,5.985091,4163.0,15.785,0.4984,0.0,1e+38,1e+38,1e+38,1e+38,0.9978,0.0002,0.9978,0.0002,1.425,0.9953,0.0051,0.9953,0.0051,0.998038,0.76888,0.999147,0.998505,0.993646,0.775616,0.999999,0.998574,38.205,15594791.0,5.202,0.000511,408.188,0.4951,0.4951,0.0055,0.0055,595546.0,24701751.0,1.0,10.0,1.0,1.0,1.0,1.0,13098.0,0.999,0.0029,0.999,0.0001,7.725,0.0026,0.0,0.9746,0.0003,0.9824,0.0003,591.259,0.9906,0.003,0.9921,0.0033,0.9149,0.0029,0.9135,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.651,408862944.0,5.512,0.000511,417.782,1.007276,595546.0,247017514.0
451599.0,365647458.0,450776.0,637972.0,17.355,39.026,17.355,39.026,444.687,451.463,5.985091,4451.0,17.785,0.9982,0.0,1e+38,1e+38,1e+38,1e+38,0.9981,0.0001,0.9981,0.0001,1.0,0.9969,0.0035,0.9969,0.0035,0.998737,0.799132,0.999385,0.998856,0.995333,0.804294,0.999999,0.999087,31.549,14029486.0,4.707,0.000511,444.687,0.9727,0.9727,0.0024,0.0024,0.0,33240678.0,1.0,11.0,1.0,0.0,1.0,1.0,13099.0,0.9986,0.0029,0.9987,0.0001,7.29,0.0017,0.0,0.9655,0.0004,0.9798,0.0004,809.917,0.9817,0.003,0.9863,0.0039,0.9123,0.003,0.9086,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1279.413,577607508.0,5.422,0.000511,451.463,1.007276,451599.0,365647458.0
446563.0,313562507.0,447641.0,805424.0,5.077,7.717,5.091,7.08,657.919,662.053,5.985091,7152.0,17.785,0.9979,0.0,1e+38,1e+38,1e+38,1e+38,0.9987,0.0001,0.9987,0.0001,0.675,0.9971,0.0034,0.9971,0.0034,0.99906,0.832605,0.999586,0.9992,0.995459,0.83742,1.0,0.999262,16.028,10545113.0,4.707,0.000511,657.919,0.99,0.99,0.0011,0.0011,0.0,31459517.0,1.0,10.0,1.0,0.0,1.0,1.0,13100.0,0.999,0.0023,0.999,0.0001,7.29,0.0026,0.0,0.9788,0.0002,0.9868,0.0002,473.622,0.988,0.0024,0.9891,0.0026,0.9418,0.0024,0.9402,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733.622,485696874.0,5.422,0.000511,662.053,1.007276,446563.0,313562507.0
1556048.0,323972957.0,777576.0,926320.0,38.529,48.79,38.529,48.79,789.688,794.056,5.985091,7867.0,19.88,0.4997,0.0,1e+38,1e+38,1e+38,1e+38,0.9974,0.0001,0.9974,0.0001,1.96,0.9968,0.0026,0.9968,0.0026,0.998385,0.819357,0.998768,0.997557,0.994431,0.826982,0.999997,0.999036,80.026,63195389.0,4.396,0.000511,789.688,0.4987,0.4987,0.004,0.004,1556048.0,32397296.0,1.0,10.0,1.0,1.0,1.0,1.0,13102.0,0.9989,0.0028,0.999,0.0001,10.26,0.0029,0.0,0.9728,0.0003,0.9819,0.0003,407.998,0.9916,0.0028,0.9931,0.0031,0.9078,0.0028,0.906,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.938,822592593.0,5.422,0.000511,794.056,1.007276,1556048.0,323972957.0
203225.0,50471147.0,203572.0,420600.0,16.597,39.235,16.597,39.235,423.031,424.384,5.985091,4227.0,19.88,1.0017,0.0,1e+38,1e+38,1e+38,1e+38,0.9978,0.0002,0.9978,0.0002,0.479,0.997,0.0052,0.997,0.0052,0.998441,0.789761,0.999461,0.99884,0.994094,0.795804,0.999999,0.998794,26.661,11278468.0,4.396,0.000511,423.031,0.9876,0.9876,0.0017,0.0017,0.0,6308893.0,1.0,8.0,1.0,0.0,1.0,1.0,13103.0,0.9992,0.0037,0.9992,0.0001,10.26,0.0083,0.0,0.9877,0.0003,0.9898,0.0003,118.928,0.9973,0.0035,0.9974,0.0036,0.9573,0.0037,0.9572,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314.443,133444499.0,5.422,0.000511,424.384,1.007276,203225.0,50471147.0
44799.0,13335324.0,44830.0,409470.0,16.836,39.224,16.836,39.224,429.218,433.707,5.985091,4280.0,25.02,1.0007,0.0,1e+38,1e+38,1e+38,1e+38,0.9949,0.0005,0.9949,0.0005,0.103,0.9975,0.0118,0.9975,0.0119,0.998441,0.780622,0.999268,0.998758,0.994709,0.786325,0.999999,0.998869,18.509,7944319.0,3.738,0.000511,429.218,0.9903,0.9903,0.0015,0.0015,0.0,2222554.0,1.0,6.0,1.0,0.0,1.0,1.0,13105.0,0.9995,0.0045,0.9995,0.0001,12.4,0.0307,0.0,0.9856,0.0004,0.9857,0.0004,30.747,0.9983,0.0041,0.9983,0.0041,0.9799,0.0045,0.9799,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.885,69343137.0,5.422,0.000511,433.707,1.007276,44799.0,13335324.0
362550.0,106969310.0,365151.0,896127.0,47.074,64.165,47.079,49.02,733.631,797.377,5.985091,9569.0,25.02,0.9991,0.0,1e+38,1e+38,1e+38,1e+38,0.9973,0.0001,0.9973,0.0001,0.455,0.9969,0.0039,0.9969,0.0039,0.99808,0.792707,0.998928,0.997921,0.993601,0.800333,0.999998,0.998722,70.006,51358299.0,3.738,0.000511,733.631,0.9922,0.9922,0.0008,0.0008,0.0,13418328.0,1.0,8.0,1.0,0.0,1.0,1.0,13107.0,0.9992,0.003,0.9992,0.0001,12.4,0.0083,0.0,0.9817,0.0003,0.9832,0.0003,134.152,0.9956,0.0029,0.9957,0.0029,0.9649,0.0031,0.9649,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.958,492745471.0,5.422,0.000511,797.377,1.007276,362550.0,106969310.0
963994.0,47547199.0,482219.0,771645.0,48.119,65.314,48.119,60.805,736.731,795.592,5.985091,8066.0,23.53,0.5002,0.0,1e+38,1e+38,1e+38,1e+38,0.9965,0.0001,0.9965,0.0001,1.212,0.9969,0.0032,0.9969,0.0032,0.998215,0.80135,0.998728,0.997541,0.994472,0.808819,0.999997,0.998943,79.843,58822897.0,3.738,0.000511,736.731,0.474,0.474,0.004,0.004,963994.0,6792457.0,1.0,7.0,1.0,1.0,1.0,1.0,13108.0,0.9993,0.0038,0.9993,0.0001,13.79,0.0162,0.0,0.9775,0.0004,0.9788,0.0004,59.763,0.997,0.0034,0.997,0.0034,0.9857,0.0038,0.9857,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.798,363425252.0,5.422,0.000511,795.592,1.007276,963994.0,47547199.0
103420.0,5319437.0,51796.0,86590.0,16.024,39.218,16.024,39.218,408.585,414.538,5.985091,4171.0,23.53,0.5008,0.0001,1e+38,1e+38,1e+38,1e+38,0.9965,0.0004,0.9965,0.0004,0.249,0.9974,0.0103,0.9974,0.0103,0.99856,0.789446,0.999595,0.998907,0.994498,0.795005,1.0,0.998872,20.574,8406390.0,3.738,0.000511,408.585,0.5048,0.5048,0.0055,0.0055,103420.0,759920.0,1.0,7.0,1.0,1.0,1.0,1.0,13109.0,0.9993,0.0121,0.9993,0.0002,13.79,0.0163,0.0001,0.9739,0.0013,0.9743,0.0013,12.832,0.9987,0.0104,0.9987,0.0104,0.9901,0.0121,0.9902,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.739,48807066.0,5.422,0.000511,414.538,1.007276,103420.0,5319437.0
19273.0,1072641.0,9835.0,66626.0,14.406,39.269,14.406,39.269,366.86,372.059,5.985091,3918.0,29.355,0.5103,0.0002,1e+38,1e+38,1e+38,1e+38,0.9898,0.0021,0.9898,0.0021,0.052,0.9978,0.0329,0.9978,0.0329,0.997472,0.744368,1.0,0.998017,0.991823,0.751996,1.0,0.997972,14.141,5187721.0,3.271,0.000511,366.86,0.5284,0.5284,0.0058,0.0058,19273.0,214528.0,1.0,5.0,1.0,1.0,1.0,1.0,13110.0,0.9997,0.0122,0.9997,0.0001,17.79,0.0621,0.0002,0.9788,0.0012,0.9788,0.0012,2.883,0.9981,0.0108,0.9981,0.0108,0.9813,0.0123,0.9813,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.375,25811703.0,4.605,0.000511,372.059,1.007276,19273.0,1072641.0
6493.0,327445.0,5210.0,164967.0,4.387,31.909,4.388,19.76,137.5,147.485,5.985091,3379.0,29.355,0.642,0.0009,1e+38,1e+38,1e+38,1e+38,0.9925,0.0033,0.9925,0.0033,0.044,0.9961,0.0625,0.9961,0.0626,0.99793,0.727063,1.0,0.998445,0.993827,0.732719,1.0,0.99835,11.725,1612247.0,3.271,0.000511,137.5,0.5857,0.5857,0.0065,0.0065,8115.0,329271.0,1.0,1.0,1.0,1.0,1.0,1.0,13111.0,0.9992,0.0076,0.9992,0.0002,17.79,0.501,0.0009,0.9781,0.0008,0.9781,0.0008,2.22,0.9983,0.0067,0.9983,0.0067,0.9801,0.0076,0.9801,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.431,8175241.0,4.605,0.000511,147.485,1.007276,6493.0,327445.0
303184.0,27533958.0,306072.0,1645626.0,121.027,66.21,121.03,56.97,1827.924,1875.171,5.985091,21185.0,29.355,0.9996,0.0,1e+38,1e+38,1e+38,1e+38,0.9969,0.0002,0.9969,0.0002,0.162,0.9967,0.0045,0.9967,0.0045,0.997581,0.776723,0.998852,0.997805,0.992144,0.785497,0.999997,0.998315,54.695,99978506.0,3.271,0.000511,1827.924,0.9946,0.9946,0.0005,0.0005,0.0,5515973.0,1.0,5.0,1.0,0.0,1.0,1.0,13113.0,0.9994,0.0024,0.9994,0.0,17.79,0.0597,0.0,0.9807,0.0002,0.9808,0.0002,14.683,0.9981,0.0021,0.9981,0.0021,0.9659,0.0024,0.9659,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.199,510419092.0,4.605,0.000511,1875.171,1.007276,303184.0,27533958.0
461134.0,7004595.0,460984.0,1413089.0,91.954,67.19,91.954,66.123,1368.573,1395.603,5.985091,13862.0,29.55,0.9997,0.0002,1e+38,1e+38,1e+38,1e+38,0.9957,0.0001,0.9957,0.0001,0.33,0.9971,0.0034,0.9971,0.0034,0.997888,0.773518,0.999118,0.997958,0.993334,0.780992,0.999998,0.99854,55.049,75338259.0,3.043,0.000511,1368.573,0.9966,0.9966,0.0005,0.0005,0.0,2334865.0,1.0,3.0,1.0,0.0,1.0,1.0,13119.0,0.9994,0.0033,0.9994,0.0001,19.885,0.2017,0.0002,0.9579,0.0005,0.9579,0.0005,5.019,0.9985,0.0028,0.9985,0.0028,0.9937,0.0033,0.9937,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.903,305502351.0,4.605,0.000511,1395.603,1.007276,461134.0,7004595.0
