(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM1_Beam_Cut_Charge,BCM1_Beam_Cut_Current,BCM1_Charge,BCM1_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
31013044.0,412372858.0,490008.0,717090.0,25.427,43.066,25.427,43.066,590.429,590.429,9.172705,6680.0,12.505,0.0158,0.0,1e+38,1e+38,1e+38,1e+38,0.9613,0.0004,0.9617,0.0004,52.526,0.9956,0.0034,0.9957,0.0035,0.9929389999999999,0.771366,0.992649,0.9899549999999999,0.9834709999999999,0.7981560000000001,0.999926,0.996664,282.1620000000001,166596746.0,4.1,0.0005110000000000001,590.429,0.0174,0.0174,0.0002,0.0002,477124.0,402315.0,1.0,1025.0,1.0,65.0,1.0,1.0,12141.0,0.9969,0.004,0.9967,0.0002,7.505,0.0017,0.0,0.9402,0.0008,698.429,0.9445,0.0049,0.9556,0.0065,0.8438,0.0042,0.8417,0.0012,0.903264,0.5327649999999999,0.894066,0.888775,0.8932469999999999,0.75059,0.988218,0.973375,1983.87,1171334868.0,5.27,0.0005110000000000001,590.429,1.007276,31013044.0,412372858.0
31131120.0,415026442.0,501311.0,735566.0,25.849,67.267,25.849,67.267,384.276,381.51,9.172705,4468.0,12.505,0.0161,0.0,1e+38,1e+38,1e+38,1e+38,0.9613,0.0004,0.9617,0.0004,81.6,0.9955,0.0034,0.9956,0.0034,0.993062,0.771368,0.992787,0.990017,0.983928,0.7976260000000001,0.999928,0.996748,439.137,168749530.0,4.1,0.0005110000000000001,384.276,0.018000000000000002,0.018000000000000002,0.0003,0.0003,478940.0,404904.0,1.0,1025.0,1.0,65.0,1.0,1.0,12142.0,0.9969,0.0039,0.9969,0.0002,7.505,0.0018,0.0,0.9407,0.0008,1087.852,0.9442,0.0048,0.9554,0.0065,0.8441,0.0041,0.8412,0.0012,0.902238,0.5304909999999999,0.893508,0.887799,0.893207,0.748708,0.988052,0.973164,3089.643,1178729218.0,5.27,0.0005110000000000001,381.51,1.007276,31131120.0,415026442.0
917716.0,12549973.0,14366.0,15808.0,3.818,67.26899999999999,3.818,67.26899999999999,56.763999999999996,56.763999999999996,9.172705,646.0,12.505,0.0157,0.0,1e+38,1e+38,1e+38,1e+38,0.9781,0.0018,0.9784,0.0018,16.167,0.9988,0.0189,0.9987,0.0189,0.997782,0.798736,0.99874,0.998733,0.991051,0.8079890000000001,0.9999979999999999,0.998282,66.62899999999999,3782130.0,4.1,0.0005110000000000001,56.763999999999996,0.0175,0.0175,0.0007,0.0007,14119.0,12244.0,1.0,1025.0,1.0,65.0,1.0,1.0,12143.0,0.998,0.0199,0.9978,0.0007,7.505,0.0013,0.0,0.9812,0.002,221.092,0.9853,0.0222,0.985,0.0238,0.9529,0.0202,0.9520000000000001,0.0031,0.9918889999999999,0.8463,0.9815280000000001,0.972749,0.968934,0.914801,0.999497,0.997353,516.442,29315141.0,5.27,0.0005110000000000001,56.763999999999996,1.007276,917716.0,12549973.0
19479664.0,272903795.0,1163809.0,1321612.0,83.236,55.442,83.236,55.442,1501.338,1501.338,9.172705,16416.0,12.505,0.0597,0.0,1e+38,1e+38,1e+38,1e+38,0.9795,0.0002,0.9797,0.0002,12.975,0.9975,0.0021,0.9975,0.0021,0.997682,0.806141,0.99866,0.998221,0.99061,0.816327,0.999998,0.998275,54.993,82562707.0,4.1,0.0005110000000000001,1501.338,0.064,0.064,0.0005,0.0005,1145863.0,1061882.0,1.0,257.0,1.0,17.0,1.0,1.0,12144.0,0.9983,0.0021,0.9983,0.0001,7.505,0.0048,0.0,0.9844,0.0002,181.774,0.986,0.0024,0.9864,0.0025,0.9562,0.0022,0.9558,0.0003,0.991894,0.8473129999999999,0.978586,0.974338,0.96926,0.916844,0.99945,0.997444,425.474,638780081.0,5.27,0.0005110000000000001,1501.338,1.007276,19479664.0,272903795.0
15272041.0,214100368.0,910338.0,1004960.0,64.961,43.905,64.961,43.905,1479.579,1479.579,9.172705,16057.0,12.505,0.0596,0.0,1e+38,1e+38,1e+38,1e+38,0.9806,0.0002,0.9807,0.0002,10.322000000000001,0.9977,0.0023,0.9977,0.0023,0.9976959999999999,0.802284,0.998857,0.9984350000000001,0.990534,0.812149,0.9999979999999999,0.9982219999999999,43.746,64725254.0,4.1,0.0005110000000000001,1479.579,0.0638,0.0638,0.0005,0.0005,898355.0,833075.0,1.0,257.0,1.0,17.0,1.0,1.0,12145.0,0.9984,0.0024,0.9983,0.0001,7.505,0.0047,0.0,0.9869,0.0002,144.704,0.987,0.0027,0.9874,0.0028,0.9616,0.0024,0.9615,0.0003,0.993933,0.867152,0.9822879999999999,0.9780549999999999,0.972673,0.927955,0.999611,0.998031,338.542,500899009.0,5.27,0.0005110000000000001,1479.579,1.007276,15272041.0,214100368.0
11412941.0,161726684.0,1278945.0,1431962.0,48.92,38.592,48.92,38.592,1267.628,1267.628,9.172705,13447.0,12.505,0.1121,0.0,1e+38,1e+38,1e+38,1e+38,0.9811,0.0002,0.9812,0.0002,9.003,0.9976,0.002,0.9976,0.002,0.997946,0.8099109999999999,0.999107,0.998716,0.990893,0.819137,0.999999,0.998353,38.393,48667806.0,4.1,0.0005110000000000001,1267.628,0.1179,0.1179,0.001,0.001,1268105.0,1253695.0,1.0,129.0,1.0,9.0,1.0,1.0,12147.0,0.9984,0.002,0.9984,0.0001,7.505,0.0089,0.0,0.9891,0.0001,127.582,0.988,0.0022,0.9881,0.0022,0.9668,0.002,0.9665,0.0003,0.995813,0.8882639999999999,0.986522,0.982448,0.976523,0.938519,0.999763,0.998557,298.653,378581281.0,5.27,0.0005110000000000001,1267.628,1.007276,11412941.0,161726684.0
6835106.0,97520526.0,1375725.0,1628334.0,29.366,24.054000000000002,29.366,24.054000000000002,1220.846,1218.515,9.172705,13148.0,12.505,0.2013,0.0,1e+38,1e+38,1e+38,1e+38,0.9819,0.0002,0.9819,0.0002,5.609,0.9977,0.0019,0.9977,0.0019,0.998041,0.803844,0.999317,0.998966,0.991331,0.812268,0.999999,0.9983719999999999,24.123,29450738.0,4.1,0.0005110000000000001,1220.846,0.2159,0.2159,0.0017,0.0017,1367021.0,1500316.0,1.0,65.0,1.0,5.0,1.0,1.0,12148.0,0.9986,0.0018,0.9986,0.0,7.505,0.0167,0.0,0.9915,0.0001,80.032,0.9894,0.002,0.9895,0.002,0.9727,0.0018,0.9727,0.0002,0.9974620000000001,0.9126299999999999,0.9904430000000001,0.986273,0.9806600000000001,0.952685,0.999869,0.999085,187.37400000000002,228317526.0,5.27,0.0005110000000000001,1218.515,1.007276,6835106.0,97520526.0
5041976.0,71793720.0,1012309.0,1177713.0,21.482,17.245,21.482,17.245,1245.722,1245.722,9.172705,13368.0,12.505,0.2008,0.0,1e+38,1e+38,1e+38,1e+38,0.9818,0.0002,0.9819,0.0002,4.047,0.9978,0.0022,0.9978,0.0022,0.998172,0.809066,0.999422,0.999226,0.991395,0.817192,1.0,0.998427,17.414,21693350.0,4.1,0.0005110000000000001,1245.722,0.215,0.215,0.0016,0.0016,1008395.0,1104519.0,1.0,65.0,1.0,5.0,1.0,1.0,12150.0,0.9985,0.0021,0.9985,0.0001,7.505,0.0164,0.0,0.9925,0.0001,57.632,0.9898,0.0023,0.9898,0.0023,0.9751,0.0021,0.9751,0.0002,0.998034,0.922807,0.992485,0.988324,0.981542,0.95847,0.999912,0.999233,134.957,168118921.0,5.27,0.0005110000000000001,1245.722,1.007276,5041976.0,71793720.0
3539217.0,50488148.0,1181495.0,1588318.0,15.040999999999999,11.462,15.040999999999999,11.462,1312.2479999999996,1312.2479999999996,9.172705,13891.0,12.505,0.3338,0.0,1e+38,1e+38,1e+38,1e+38,0.9817,0.0002,0.9817,0.0002,2.697,0.9978,0.002,0.9978,0.002,0.9981969999999999,0.80343,0.999583,0.999333,0.991568,0.811141,1.0,0.998408,11.724,15384996.0,4.1,0.0005110000000000001,1312.2479999999996,0.3527,0.3527,0.0024,0.0024,1179739.0,1529944.0,1.0,33.0,1.0,3.0,1.0,1.0,12151.0,0.9986,0.0018,0.9986,0.0,7.505,0.0315,0.0,0.9932,0.0001,38.475,0.9904,0.0019,0.9904,0.002,0.9772,0.0018,0.9771,0.0002,0.998591,0.9341959999999999,0.994252,0.990251,0.9838379999999999,0.964434,0.999944,0.999425,90.169,118323686.0,5.27,0.0005110000000000001,1312.2479999999996,1.007276,3539217.0,50488148.0
2319999.0,33137670.0,1160415.0,1049004.0,9.814,7.496,9.814,7.496,1309.272,1309.272,9.172705,13359.0,12.505,0.5002,0.0,1e+38,1e+38,1e+38,1e+38,0.9822,0.0002,0.9822,0.0002,1.7719999999999998,0.9978,0.002,0.9978,0.002,0.998269,0.810742,0.999607,0.999457,0.991424,0.818521,1.0,0.998444,7.814,10230236.0,4.1,0.0005110000000000001,1309.272,0.5115,0.5115,0.0031,0.0031,1160000.0,1004172.0,1.0,33.0,1.0,2.0,1.0,1.0,12152.0,0.9986,0.0022,0.9986,0.0001,7.505,0.0317,0.0,0.9939,0.0001,25.31,0.9905,0.0024,0.9905,0.0024,0.9785,0.0022,0.9786,0.0002,0.998843,0.94037,0.995525,0.991115,0.984162,0.968403,0.99996,0.9995,59.508,77911706.0,5.27,0.0005110000000000001,1309.272,1.007276,2319999.0,33137670.0
1446035.0,20681348.0,1443503.0,1252862.0,6.066,4.713,6.066,4.713,1287.177,1287.177,9.172705,12841.0,12.505,0.9982,0.0001,1e+38,1e+38,1e+38,1e+38,0.9822,0.0002,0.9823,0.0002,1.123,0.9978,0.0018,0.9978,0.0018,0.998331,0.804666,0.99972,0.9995620000000001,0.991867,0.811847,1.0,0.9984700000000001,5.0680000000000005,6523464.0,4.1,0.0005110000000000001,1287.177,0.9995,0.9995,0.0002,0.0002,1446035.0,1216550.0,1.0,17.0,1.0,1.0,1.0,1.0,12153.0,0.9987,0.002,0.9987,0.0001,7.505,0.0606,0.0001,0.9945,0.0001,16.067,0.9909,0.0022,0.9909,0.0022,0.9798,0.002,0.9798,0.0002,0.999064,0.9459770000000001,0.996424,0.992087,0.985499,0.971025,0.999972,0.9995799999999999,37.868,48742336.0,5.27,0.0005110000000000001,1287.177,1.007276,1446035.0,20681348.0
828949.0,11781339.0,830831.0,1333118.0,3.385,2.435,3.385,2.435,1389.958,1387.958,9.172705,13866.0,12.505,1.0023,0.0001,1e+38,1e+38,1e+38,1e+38,0.9822,0.0002,0.9823,0.0002,0.597,0.9979,0.0024,0.9979,0.0024,0.998321,0.810034,0.999736,0.999517,0.991567,0.817534,1.0,0.998461,2.825,3927106.0,4.1,0.0005110000000000001,1389.958,1.0025,1.0025,0.0,0.0,828949.0,1309038.0,1.0,9.0,1.0,1.0,1.0,1.0,12154.0,0.9987,0.0019,0.9987,0.0,7.505,0.1132,0.0001,0.9948,0.0001,8.488,0.9911,0.0021,0.991,0.0021,0.9808,0.0019,0.9808,0.0002,0.999153,0.948643,0.99677,0.992341,0.985966,0.972713,0.999975,0.999617,20.148,27965224.0,5.27,0.0005110000000000001,1387.958,1.007276,828949.0,11781339.0
10385671.0,155901106.0,620852.0,756434.0,23.962,38.688,23.962,38.688,619.362,621.362,9.172705,391.0,12.505,0.0598,0.0,1e+38,1e+38,1e+38,1e+38,0.9783,0.0003,0.9783,0.0003,16.714000000000002,0.9975,0.0029,0.9975,0.0029,0.996864,0.777602,0.998242,0.9974139999999999,0.989605,0.789195,0.9999950000000001,0.9978090000000001,90.486,56043554.0,4.1,0.0005110000000000001,619.362,0.0631,0.0631,0.0031,0.0031,610922.0,606619.0,1.0,257.0,1.0,17.0,1.0,1.0,12156.0,0.9983,0.0028,0.9983,0.0001,7.505,0.0049,0.0,0.9833,0.0003,250.90200000000002,0.9841,0.0032,0.9847,0.0034,0.9534,0.0029,0.9528,0.0004,0.9888879999999999,0.82331,0.9737379999999999,0.9691649999999999,0.964058,0.904941,0.9991899999999999,0.996583,678.939,421867080.0,5.27,0.0005110000000000001,621.362,1.007276,10385671.0,155901106.0
9163504.0,73380666.0,547645.0,637735.0,25.281,36.085,25.281,36.085,700.618,700.618,9.172705,8078.0,13.005,0.0598,0.0,1e+38,1e+38,1e+38,1e+38,0.9787,0.0003,0.9788,0.0003,13.079,0.9973,0.0031,0.9973,0.0031,0.997161,0.783295,0.998534,0.997622,0.99017,0.794122,0.999997,0.997976,75.243,52716434.0,4.1,0.0005110000000000001,700.618,0.0665,0.0665,0.0007,0.0007,539030.0,568842.0,1.0,129.0,1.0,17.0,1.0,1.0,12178.0,0.998,0.0028,0.998,0.0001,8.995,0.0087,0.0,0.9916,0.0002,104.737,0.9872,0.0031,0.9872,0.0032,0.9714,0.0029,0.9713,0.0003,0.995191,0.882224,0.984664,0.980393,0.973939,0.938337,0.999699,0.998393,363.364,254579347.0,5.27,0.0005110000000000001,700.618,1.007276,9163504.0,73380666.0
