rate_HMS,yieldRel_HMS_notrack,uncern_yieldRel_HMS_notrack
82092.30854275,1.09426703390034,0.012100829490986
64977.6143963001,1.01432060165493,0.011798522662335
47527.1317466544,1.09631888494444,0.012128317013532
29637.6942062415,1.04545244994058,0.012435292023181
14431.6029602668,1.02677333485811,0.01288862026383
21470.6014780955,1.05836385928468,0.01278860857628
9742.40177073773,1.02504951113047,0.012836632599137
5984.45104656111,0.985808588572395,0.012810874783766
3597.74307796922,1,0.012169879383432
14333.669700437,1.00358382308998,0.011787602195671
81612.6239569302,1.10152995897737,0.015160720740085
81599.4509169989,1.11027228365848,0.014890225267951
