rate_HMS,yieldRel_HMS_track,uncern_yieldRel_HMS_track
82092.30854275,1.08873582903241,0.01239838999104
64977.6143963001,1.01032907082233,0.012173953220447
47527.1317466544,1.0924145953827,0.012623235464045
29637.6942062415,1.04304701690474,0.01281586858944
14431.6029602668,1.02616950673816,0.013651612809672
21470.6014780955,1.05641610564888,0.013313095407053
9742.40177073773,1.02372410515269,0.013965283258324
5984.45104656111,0.985464313193838,0.013307085057417
3597.74307796922,1,0.012609360182312
14333.669700437,1.00258779232947,0.012163369825973
81612.6239569302,1.0943834111505,0.015559481140412
81599.4509169989,1.10325120645886,0.015273467469122
