current,yieldRel_SHMS_scaler,uncern_yieldRel_SHMS_scaler
69.538075935215,0.956212345134614,0.061079835678916
54.3950213223388,0.970445992118477,0.061162954583789
39.549775077379,0.977676786899057,0.061301653453273
24.6427644581838,0.985782105309719,0.061621881690063
11.8112776972578,0.9935096208047,0.062630052381715
17.723907788717,0.991501778623289,0.061978945856176
7.86913968297171,0.996624647004709,0.06365547872822
4.92230669270023,0.999053720803934,0.065499032057681
2.95332536024306,1,0.069293848551057
11.8553733495257,0.994816567451499,0.062578993452349
69.0659637031616,0.957070323812566,0.061097597547578
69.0552839443536,0.956574727934525,0.061096925241134
