rate_SHMS,yieldRel_SHMS_track,uncern_yieldRel_SHMS_track
1094458.64591738,1.05317158438311,0.012637887730918
883522.497877153,1.01118912790474,0.012407401549124
658532.435709229,0.952925926630375,0.012514028356522
421013.592381228,1.09439132838925,0.012950556656976
206739.958333999,1.08926595326095,0.013832894666725
307202.961596637,1.12294106244839,0.013497906068282
138953.209363297,1.02346737852683,0.014284755029318
87333.7248682582,0.987301692442621,0.013381152287561
52574.4710241447,1,0.012612357257095
207610.481578455,1.01618219001804,0.012288032574686
1088533.05206716,0.919009291044608,0.015866645421891
1087848.44115493,0.924245040558173,0.015605762155215
