COINTRIG_cut,COINTRIG_scaler,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS1,PS4,PS5,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,coin_int_etotnorm_evts,coin_int_etottracknorm_evts,h_int_etotnorm_evts,h_int_etottracknorm_evts,p_int_etotnorm_evts,p_int_etottracknorm_evts,run number,sent_edtm,time,tot_events
619585,820843.0,0.9917215428362648,0.001782194675493541,652009,37799536.0,0.984570058689434,0.0011626994594378514,0.9966,0.0001,257,33,1,1056187,368500688.0,0.984570058689434,0.0011626994594378514,0.9907,0.0004,13865,27368.729846544087,56206.89946847925,28912.65249704163,215548.22481290766,215343.46611702646,244514.02847220912,49535.82590305774,12203,14029.0,1407.702641,3364488
803370,2240349.0,0.9956172823153931,0.005044359903572541,443089,74663793.0,0.9768804356277174,0.0012045006626246427,0.9959,0.0001,1025,129,1,459147,724750920.0,0.9768804356277174,0.0012045006626246427,0.9871,0.0004,16502,54429.39738523495,112885.53970475847,58066.316373219895,478281.5435924223,477953.3391161694,316215.98079637915,113649.30040950979,12202,18526.0,1858.9854600000003,3503830
366616,436028.0,0.9897043936568612,0.001545704529924476,1091004,28735011.0,0.9907584734747072,0.0009608995038423146,0.9972,0.0001,257,17,1,463608,281325115.0,0.9907584734747072,0.0009608995038423146,0.9929,0.0004,16901,20612.246024000426,42379.95987957562,21923.331032010727,137378.60875372883,137242.38238878414,169078.061232137,26148.65708916085,12208,17752.0,1781.34006,3192307
199441,212738.0,0.9817171026453672,0.0013136708330102444,1188072,17574288.0,0.9938303008875919,0.0008868573307899505,0.9974,0.0001,129,9,1,548566,172179936.0,0.9938303008875919,0.0008868573307899505,0.9943,0.0004,14814,12480.824777905911,25905.557347823393,13338.792838510371,80779.1243061175,80714.34693816719,166500.98198511943,16231.007776381559,12212,16242.0,1629.8460089999999,3476687
419141,505435.0,0.9894153619455895,0.0016227977949433085,1054849,27393213.0,0.9876671332926027,0.0011252640739134894,0.9969,0.0001,257,17,1,439355,267369724.0,0.9876671332926027,0.0011252640739134894,0.9919,0.0004,11069,19779.60756335487,40958.92381392421,21105.934937488375,160098.651333089,159989.46332674514,174871.99409438478,34052.65058096309,12205,12686.0,1273.012345,3133732
628354,2089238.0,0.9948589331140509,0.006875639306430377,330884,54571283.0,0.9690841987673026,0.0015112363082574885,0.9952,0.0001,1025,129,1,314209,527691517.0,0.9690841987673026,0.0015112363082574885,0.9834,0.0005,9280,39885.49866608415,81874.24873865061,42002.93070837592,430176.14054912067,429985.6778905679,277522.59486786084,104543.66670696708,12201,10173.0,1020.864228,2993464
