COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,curr_corr,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,run number,sent_edtm,sent_edtm_PS,time,tot_events,c_int_Track_events,c_int_noTrack_events,c_int_Track_Rand_events,c_int_noTrack_Rand_events,HMS_3-4Trig_scaler,SHMS_3-4Trig_scaler
,668640.0,,0.9984485940399996,0.0023195487259357,34720.0,15376446.0,33.0,0.9845272277746692,0.0014316898311217,0.9972,0.0034,,257.0,,33.0,,,17.0,118423505.0,257.0,0.9845272277746692,0.0014316898311217,0.9847,0.0036,13263.0,15195.394673885346,1.0010144317607947,285085.3730996232,282393.07776430703,6669.0,247391.8958103683,229243.1689800279,6596.0,12195,400771.0,13656.740832449004,616.5876390000001,922469,,,,,28731436.0,161170521.0
,2059067.0,,0.9981328823193418,0.0021327540442212,17450.0,27521925.0,65.0,0.9429446215282918,0.0020582601859003,0.9966,0.0035,,513.0,,65.0,,,5.0,381341765.0,513.0,0.9429446215282918,0.0020582601859003,0.9676,0.0033,5997.0,22887.934856242708,1.000632514668358,262913.86492513417,260127.6819222549,2183.0,413503.5047069511,326390.31838437764,3814.0,12129,376391.0,6513.048642974958,579.0781809999999,1164593,,,,,52771620.0,537524244.0
,880707.0,,0.9978683362622072,0.0022037307387403,34426.0,17713697.0,33.0,0.9651685318606144,0.0017840957898976,0.9966,0.0031,,513.0,,33.0,,,3.0,251629130.0,513.0,0.9651685318606144,0.0017840957898976,0.9762,0.0036,6033.0,14713.4125008214,1.001015526817736,327738.4185576338,324675.43944165454,3156.0,315293.91117574053,250980.95625261948,2877.0,12130,197217.0,6349.061669324827,597.674599,1028614,,,,,33928112.0,346254119.0
,1571223.0,,0.9995697986778856,0.0023120960275244,30568.0,30827309.0,65.0,0.9647291027337328,0.0018122725688806,0.9963,0.0033,,513.0,,65.0,,,4.0,236230262.0,513.0,0.9647291027337328,0.0018122725688806,0.9762,0.0036,6294.0,31050.51170224917,1.0004596340830665,300131.8277964983,296416.25932469405,3190.0,253969.9800823581,231244.99930264128,3104.0,12193,371060.0,6420.801319538162,570.8749389999999,947610,,,,,58250307.0,333567513.0
,33667.0,,0.998209151197858,0.0015254216681308,91267.0,2305455.0,2.0,0.9981136424166932,0.0006996641090796,0.9978,0.002,,33.0,,2.0,,,168.0,32934996.0,33.0,0.9981136424166932,0.0006996641090796,0.9907,0.0024,13069.0,10091.89116871976,1.003175962700068,752611.7505265201,748288.1985717147,7038.0,549432.0307482239,512789.6815913825,6034.0,12152,25573.0,13173.969696969696,1282.058797,2155642,,,,,4094912.0,41339251.0
,13773.0,,0.9980094123602744,0.0015634377622687,48263.0,823154.0,1.0,0.9992687082710636,0.0005638993753921,0.9979,0.0024,,9.0,,1.0,,,859.0,11721141.0,9.0,0.9992687082710636,0.0005638993753921,0.9913,0.0021,12130.0,3562.365618284666,1.008522808774642,535524.5916610505,532368.5610030865,4683.0,709614.905266224,662236.4024330277,7452.0,12154,12103.0,12103.0,1214.454438,2130432,,,,,1463573.0,14704533.0
,16757.0,,0.9972323982627318,0.0013721437646526,114509.0,1443632.0,1.0,0.9988053814641216,0.0006256973906684,0.9978,0.0018,,17.0,,1.0,,,329.0,20648284.0,17.0,0.9988053814641216,0.0006256973906684,0.9911,0.0021,12788.0,6306.859163077919,1.005094360028379,939674.5901417552,934234.2876046748,6950.0,663866.2076994994,620816.2513839933,5842.0,12153,12808.0,12808.0,1285.176449,2655208,,,,,2567414.0,25900848.0
,2455144.0,,0.9943003460591012,0.0019871803892004,39124.0,41524127.0,65.0,0.9546860716743346,0.0019065026616134,0.996,0.0028,,513.0,,65.0,,,3.0,315371530.0,513.0,0.9546860716743346,0.0019065026616134,0.9716,0.0032,6325.0,42339.358046771056,1.000360832303672,399873.8505554081,394303.97398863407,3217.0,343646.5418432277,308825.50741087965,3108.0,12192,396266.0,6856.964522417154,611.096324,1256885,,,,,78751509.0,454530531.0
,1066357.0,,0.9963352877205306,0.0018556756583615,48551.0,23943221.0,33.0,0.974767622697448,0.0016336808294825,0.9967,0.0027,,257.0,,33.0,,,17.0,184249496.0,257.0,0.974767622697448,0.0016336808294825,0.9805,0.0029,12618.0,23964.92208353785,1.0006325347510898,447895.60872958286,443408.4551020694,6343.0,384976.3839864324,354522.8239772593,6276.0,12194,394115.0,13429.92984317887,606.345841,1437191,,,,,45051806.0,255629066.0
,5551343.0,,0.9806502294497084,0.0018853328948053,38238.0,48104090.0,65.0,0.8966919329506438,0.0024355622206907,0.9954,0.0027,,1025.0,,65.0,,,2.0,641326065.0,1025.0,0.8966919329506438,0.0024355622206907,0.9407,0.0036,5479.0,40732.96658752218,1.000359644565625,447701.0481962692,441760.1602763841,2973.0,390660.8161099581,299443.05360509374,2506.0,12126,379659.0,6205.608270168856,585.9756030000001,1346443,,,,,92929652.0,943932593.0
,249855.0,,0.998035570131104,0.0016694042071009,61664.0,15147101.0,17.0,0.9926774144175896,0.0010061984224896,0.9975,0.0023,,129.0,,17.0,,,25.0,115683591.0,129.0,0.9926774144175896,0.0010061984224896,0.9889,0.0024,6664.0,80627.52867466435,1.000364069056283,586977.5715913567,584536.3284906985,3329.0,523586.5158904377,489977.1207699222,3335.0,12181,105637.0,6984.662562699498,1174.1595310000002,1784882,,,,,26718730.0,146564703.0
,161901.0,,0.9987523353017425,0.0015658299424778,70611.0,8914461.0,9.0,0.995836226848268,0.0008664759788614,0.9978,0.0022,,65.0,,9.0,,,87.0,67951680.0,65.0,0.995836226848268,0.0008664759788614,0.9905,0.0022,13326.0,47212.447937802026,1.000637339830687,646954.4888499515,642502.2097352871,6491.0,603431.3223159462,566629.1880897476,6836.0,12185,108286.0,13512.611965811966,1203.614943,2033367,,,,,15696714.0,85857741.0
,50295.0,,0.998408449602903,0.0015043566550685,114443.0,3998635.0,3.0,0.99812426606448,0.0007095548347946,0.9979,0.0019,,33.0,,3.0,,,139.0,30637220.0,33.0,0.99812426606448,0.0007095548347946,0.991,0.0024,12804.0,21239.35230179892,1.0014182837497567,875751.8441408977,870495.3549112208,7574.0,535586.7519314945,504345.1674212558,5231.0,12187,36167.0,12786.31313131313,1204.937129,2260300,,,,,7050768.0,38642257.0
,83913.0,,0.9984734135531976,0.0014436077123338,75745.0,5566580.0,5.0,0.9973986324899063,0.0007698120742836,0.9979,0.0021,,33.0,,5.0,,,196.0,42559717.0,33.0,0.9973986324899063,0.0007698120742836,0.9909,0.002,13289.0,29519.6765927266,1.00102029493126,729713.5758653438,725476.1843897162,6178.0,738298.830273156,694557.629168339,7114.0,12186,60203.0,13500.066666666668,1204.751056,2399337,,,,,9804371.0,53690628.0
,197358.0,,0.998486494369777,0.0013553560618759,90828.0,11876377.0,9.0,0.994253398898443,0.0009470148170976,0.9978,0.0019,,65.0,,9.0,,,89.0,90777798.0,65.0,0.994253398898443,0.0009470148170976,0.9896,0.0019,12690.0,62998.44324387184,1.0004634622781388,866476.1947098004,860616.3927392695,6181.0,810425.4345145717,760032.9227469515,6511.0,12184,105073.0,13111.673504273504,1167.896081,2712069,,,,,20946266.0,114822979.0
658.0,34734.0,1.0,0.9970630846649552,0.0840450198575036,184.0,1949214.0,257.0,0.9870641538675364,0.0023661995028788,0.9958,0.0013,4097.0,,,257.0,1.0,,,15054785.0,4097.0,0.9870641538675364,0.0023661995028788,0.9903,0.004,659.0,2706.746923908517,0.9991638986995754,22626.367764594896,22561.247987411487,114.0,4002.572916293315,3883.4265635040233,56.0,15818,683.0,682.9999999999999,68.579231,45859,266757.2382774524,266713.1144525917,183827.46425870075,183570.16799870555,3916760.0,15054785.0
3069.0,102129.0,1.0,0.9970427307815692,0.0258406924332029,801.0,7149002.0,257.0,0.9904927881506168,0.0014740933568244,0.9974,0.0005,2049.0,,,257.0,1.0,,,53775534.0,2049.0,0.9904927881506168,0.0014740933568244,0.9929,0.0011,3226.0,9859.295945386682,0.998884480106904,71852.5540863425,71713.10563179966,669.0,13762.772535974218,13455.901233951075,621.0,15830,3322.0,3322.0,333.280023,156008,1029394.2561563924,1026928.480572099,545507.0754267934,544816.4898890097,14274167.0,53775534.0
4219.0,239404.0,1.0,0.9966766816810372,0.0322498192344908,1159.0,13349098.0,257.0,0.9870461287932576,0.0014635866159386,0.9962,0.0005,4097.0,,,257.0,1.0,,,103133279.0,4097.0,0.9870461287932576,0.0014635866159386,0.9929,0.0012,4545.0,18548.07793128239,0.9991619631533472,158290.9374445438,157770.09809023535,722.0,27802.252665819626,27011.02964487692,356.0,15819,4693.0,4692.999999999999,471.029477,316862,1916661.7689331244,1912638.3466996527,1311634.1264140878,1310208.3212498706,26834205.0,103133279.0
28213.0,214341.0,1.0,0.9971497399078856,0.0048099155873909,19939.0,38525784.0,129.0,0.9969931914302717,0.0006212015235773,0.9974,0.0002,1025.0,,,129.0,1.0,,,169253451.0,1025.0,0.9969931914302717,0.0006212015235773,0.9965,0.0003,32511.0,45181.91801722642,1.001835909097382,154934.96261683025,156118.28456471564,14309.0,38619.43749103689,38464.991700210834,7947.0,14620,33065.0,33065.0,3317.995773,675252,1915939.9606256243,1915457.1518757744,265162.74760046945,265702.0991806027,131206965.0,169253451.0
29516.0,223764.0,1.0,0.9972995026278846,0.0047242209622392,20728.0,40082089.0,129.0,0.996991338086853,0.0006155259105725,0.9975,0.0002,1025.0,,,129.0,1.0,,,175799446.0,1025.0,0.996991338086853,0.0006155259105725,0.9963,0.0003,33868.0,46926.61069619121,1.001838414322814,161845.22850849218,163068.99832036492,14915.0,40307.42003958538,40098.84393641988,8258.0,14623,34392.0,34392.0,3450.822129,703834,1989706.3018174008,1988252.7804747245,280403.7085982196,280275.63263751846,136280698.0,175799446.0
974.0,138367.0,1.0,0.9876556566902908,0.0595870917968258,256.0,9746758.0,513.0,0.990474112202639,0.0020687496457666,0.9943,0.0007,1025.0,,,513.0,1.0,,,13918145.0,1025.0,0.990474112202639,0.0020687496457666,0.9954,0.0032,811.0,6732.687814123548,0.999580509648899,125166.96093233892,123570.6821267382,89.0,18410.046286034965,18314.266096631167,63.0,16226,853.0,852.9999999999999,85.584775,172753,1080704.5912631035,1081696.5829601942,1374716.3501884728,1384286.9392979438,11626084.0,13918145.0
27248.0,209126.0,1.0,0.997315666909655,0.0048857896592094,19157.0,37450315.0,129.0,0.9969950783359977,0.0006255153149901,0.9977,0.0002,1025.0,,,129.0,1.0,,,164426143.0,1025.0,0.9969950783359977,0.0006255153149901,0.9962,0.0003,31525.0,43896.462443707765,1.0018367951632412,151190.28230398768,152468.1034320724,13716.0,37481.5887063567,37313.57484134336,7620.0,14621,32145.0,32145.0,3225.152396,655393,1838047.777177548,1837476.851748295,264816.7007278689,264112.4660350522,127459431.0,164426143.0
22275.0,320176.0,1.0,0.9982261936736754,0.0107856913415157,12508.0,71116983.0,513.0,0.9970109712792148,0.0007218034683035,0.9966,0.0007,1025.0,,513.0,,,1.0,,91755974.0,1025.0,0.9970109712792148,0.0007218034683035,0.9969,0.0004,17831.0,24488.967953219053,1.0018440139376743,50659.46010990534,50963.272322950506,4493.0,42942.66836391675,42771.032716083806,2902.0,14627,18002.0,18002.0,1806.319929,550212,315.6009402844025,315.6009402844025,1547.549411733383,1547.549411733383,71116983.0,91755974.0
25758.0,194853.0,1.0,0.9971695829072618,0.0050467385575016,18077.0,35021166.0,129.0,0.9970012521026902,0.0006354712496662,0.9975,0.0002,1025.0,,,129.0,1.0,,,153727980.0,1025.0,0.9970012521026902,0.0006354712496662,0.9968,0.0003,29765.0,41034.046352570695,1.0018334726839653,142970.23292147255,143973.62611083774,12999.0,35541.67992523135,35308.473428977086,7209.0,14622,29992.0,29992.0,3009.392124,618812,1745387.0967917657,1744386.7397466665,250802.3581307432,251176.74345582264,119140768.0,153727980.0
10019.0,553152.0,1.0,0.9979926673965952,0.0213318326843962,704.0,30776568.0,513.0,0.9870443427190044,0.0011875715711362,0.9969,0.0004,2049.0,,,513.0,1.0,,,237992640.0,2049.0,0.9870443427190044,0.0011875715711362,0.9919,0.0006,10462.0,42810.41956500648,0.999162567765458,332286.9451189394,331206.1515335156,854.0,68393.28095381295,66466.17866880911,1683.0,15817,10829.0,10829.0,1086.388646,727833,4400797.105592532,4391131.59870073,2980196.5445193904,2981770.6998809176,61916026.0,237992640.0
23584.0,350150.0,1.0,0.9963030607498092,0.0059149419269332,12655.0,34184981.0,129.0,0.993095981580566,0.0007845202527547,0.9975,0.0002,2049.0,,,129.0,1.0,,,352401660.0,2049.0,0.993095981580566,0.0007845202527547,0.9971,0.0003,28629.0,40436.51982219325,1.0018628053256369,184853.7980576147,186754.4401320232,9479.0,61522.80312483666,59827.67659481496,6228.0,14605,30031.0,30031.0,3013.014579,770475,2245824.958211298,2242635.154154815,574346.8587945804,574691.6633490996,117362983.0,352401660.0
12044.0,523461.0,1.0,0.997407269277102,0.0099922675485173,3356.0,66962790.0,513.0,0.9963548236734936,0.0007897496075665,0.9965,0.0002,513.0,,,513.0,1.0,,,95294622.0,513.0,0.9963548236734936,0.0007897496075665,0.9964,0.0008,14804.0,45247.24960877637,0.998890231803454,506280.6409530974,507934.65924784646,2329.0,84668.36206478564,84818.08541866162,3315.0,16239,15164.0,15164.000000000002,1521.635109,836754,6842509.760898396,6822889.72230455,3834113.820323192,3827899.662301698,78529053.0,95294622.0
5368.0,600053.0,1.0,0.9981753129111728,0.0303499424321495,693.0,57549628.0,1025.0,0.9939119223483458,0.0010601293677298,0.9953,0.0004,1025.0,,,1025.0,1.0,,,82104078.0,1025.0,0.9939119223483458,0.0010601293677298,0.9952,0.0014,7586.0,38984.20263925775,0.9993312676284484,507332.4769374828,506296.9046978951,578.0,81807.72591538889,81620.20509606264,827.0,16236,7873.0,7872.999999999999,789.9999480000001,734804,6050744.962352529,6034273.444521885,5298056.236712232,5292555.279168824,67943063.0,82104078.0
37939.0,350899.0,1.0,0.9967861604102244,0.0043254786383907,15460.0,41316504.0,129.0,0.9963204901839172,0.0005965215234701,0.9976,0.0002,1025.0,,,129.0,1.0,,,298319548.0,1025.0,0.9963204901839172,0.0005965215234701,0.9939,0.0003,46922.0,56686.39237956768,0.9972303209609686,360163.8894537798,360798.9592282062,15609.0,68996.90997048638,68307.27239931094,14267.0,15834,47415.0,47415.0,4757.670084000001,960512,5757475.021805355,5743607.465111256,1292533.0040914663,1289894.6439713105,82014022.0,298319548.0
12498.0,596510.0,1.0,0.9967229874868456,0.0205810748492051,3950.0,33078906.0,257.0,0.98697090289701,0.0011701878862358,0.9964,0.0003,4097.0,,,257.0,1.0,,,255345952.0,4097.0,0.98697090289701,0.0011701878862358,0.9917,0.0008,11159.0,45903.03310685138,0.9991660924274678,390822.8039994745,389387.4640233408,2487.0,68587.99484662479,66613.03455024495,1151.0,15820,11560.0,11560.0,1159.96627,784029,4729335.590604227,4721327.944171215,3249233.121461689,3247354.50054913,66432830.0,255345952.0
14134.0,494388.0,1.0,0.9968649013704076,0.0117693927024109,3365.0,34514476.0,257.0,0.9904351344696288,0.0009971447390522,0.9971,0.0003,2049.0,,,257.0,1.0,,,259971366.0,2049.0,0.9904351344696288,0.0009971447390522,0.9927,0.0006,15488.0,47641.81066002563,0.998890563656298,343858.0266591145,343325.4827351903,2743.0,66074.1965797185,64555.9760313315,2625.0,15831,15965.0,15965.000000000002,1601.6835219999996,752263,4839042.610137685,4829070.851857959,2581437.627242933,2576741.264021086,68888610.0,259971366.0
24.0,1029.0,1.0,0.9981061640361588,0.1318411467238123,9.0,125280.0,257.0,0.99474488171126,0.0034294394362603,0.9971,0.0002,1025.0,,,257.0,1.0,,,558043.0,1025.0,0.99474488171126,0.0034294394362603,0.9958,0.0003,35.0,146.7858776012945,1.0013694876733714,229.79983677233173,231.35305501930773,8.0,80.80298251403067,80.88992200855587,9.0,14617,79.0,79.0,8.040857999999844,1011,3138.321675646891,3138.321675646891,896.4180356212735,896.4180356212735,424089.0,558043.0
7131.0,477642.0,1.0,0.9962267123984664,0.0290447825060748,1633.0,21815938.0,257.0,0.9833579075797,0.001462821899783,0.9966,0.0003,4097.0,,,257.0,1.0,,,171297323.0,4097.0,0.9833579075797,0.001462821899783,0.9911,0.001,5803.0,30162.988065985224,0.9993302702818828,300018.7513413708,298410.452046706,787.0,51739.02293724024,49948.69578500121,398.0,15828,6098.0,6098.0,612.153015,599061,3085423.384390748,3080847.241793324,2576499.152147441,2572791.279361934,43743802.0,171297323.0
14696.0,363935.0,1.0,0.9970413678025162,0.0070369833335379,10344.0,55161604.0,257.0,0.997565245146149,0.000677470666989,0.9968,0.0002,513.0,,,257.0,1.0,,,78399401.0,513.0,0.997565245146149,0.000677470666989,0.9949,0.0011,18340.0,37137.49441029431,0.9983377325192976,441535.9060176106,443681.18084006006,5359.0,61696.37810217284,61855.06468189459,3838.0,16237,18646.0,18646.000000000004,1870.680281,729106,5540557.754046599,5526162.003197831,2147829.222201796,2143887.974012432,64515897.0,78399401.0
24293.0,353371.0,1.0,0.9962963663533532,0.0058979558254833,12964.0,34434810.0,129.0,0.9930846046353552,0.000783734032064,0.9974,0.0002,2049.0,,,129.0,1.0,,,354988293.0,2049.0,0.9930846046353552,0.000783734032064,0.9973,0.0003,29268.0,40720.43469233176,1.0018601751626013,188971.27341772703,190555.9776680621,9821.0,62303.44774065497,60605.55634725101,6433.0,14606,30196.0,30196.000000000004,3029.885649,787472,2305889.2069824296,2304506.633011777,585417.5875013396,585607.0600813556,118210546.0,354988293.0
7385.0,649784.0,1.0,0.9978053272766846,0.0401074324648082,594.0,29663400.0,513.0,0.9833799614859764,0.0013548833758911,0.9961,0.0005,4097.0,,,513.0,1.0,,,232139818.0,4097.0,0.9833799614859764,0.0013548833758911,0.9899,0.001,7908.0,40873.01160355477,0.9993312091119406,384383.9985867079,382210.6195110677,578.0,70315.18673722546,67924.79585481937,583.0,15836,8254.0,8254.0,828.348416,762592,4243777.300310521,4233893.396516973,3505823.485159151,3499440.834539364,59317488.0,232139818.0
12370.0,765296.0,1.0,0.9978245933773554,0.0206485604883908,1379.0,49609764.0,513.0,0.9875283441661796,0.0011684063084088,0.9971,0.0004,2049.0,,,513.0,1.0,,,235228787.0,2049.0,0.9875283441661796,0.0011684063084088,0.9949,0.0005,10557.0,58609.97981642784,1.0004777914633771,259157.01000694843,258902.46840140264,1030.0,84678.00114878493,82776.39884769775,1230.0,14615,11163.0,11163.0,1120.1339209999996,971597,2394908.899318288,2392822.228776967,1194180.4487743236,1194367.5679920246,167961036.0,235228787.0
4771.0,650641.0,1.0,0.9980768144517418,0.0363519486271795,540.0,52675803.0,1025.0,0.992132936772502,0.0012322488559924,0.9946,0.0005,1025.0,,,1025.0,1.0,,,75264035.0,1025.0,0.992132936772502,0.0012322488559924,0.9959,0.0014,5316.0,35924.67929234467,0.999485527267353,541579.044716966,539039.0219592229,340.0,86740.04810983333,86195.98959742924,486.0,16238,5581.0,5581.000000000001,560.0687250000001,773970,5630956.245882486,5617266.058834137,6090469.426079828,6088985.943588407,62466947.0,75264035.0
29602.0,482103.0,1.0,0.9961602734309338,0.0045349219737738,14708.0,44298400.0,129.0,0.9937668480597496,0.0007599240187302,0.9973,0.0002,1025.0,,,129.0,1.0,,,326023347.0,1025.0,0.9937668480597496,0.0007599240187302,0.993,0.0003,30023.0,60959.09973473012,0.9983344115424304,448107.7523250269,448708.61902286415,8977.0,86222.59527019653,84883.95144935083,8398.0,15833,30662.0,30662.0,3076.7506939999994,1137709,6220376.901824021,6204820.294589564,2267792.2671730523,2263377.108939701,88211605.0,326023347.0
17092.0,840030.0,1.0,0.9980550284208826,0.0148350054918782,2333.0,69472581.0,513.0,0.9906000264861368,0.0009383873981541,0.9971,0.0003,2049.0,,,513.0,1.0,,,320049490.0,2049.0,0.9906000264861368,0.0009383873981541,0.9946,0.0004,19269.0,81459.31201064019,1.0006191154388022,301752.5474186034,302321.0159613281,2262.0,98770.64892794588,97266.17925067038,2630.0,14626,20106.0,20106.0,2017.308708,1129452,3347138.082976736,3345578.368580358,1325840.934659625,1326748.4655306833,234388103.0,320049490.0
27.0,1045.0,1.0,0.9974328142171314,0.1368547393266096,5.0,121064.0,257.0,0.994055148223119,0.0036742806793422,0.9969,0.0003,1025.0,,,257.0,1.0,,,542414.0,1025.0,0.994055148223119,0.0036742806793422,0.9961,0.0003,36.0,141.88590834215756,1.001351971293283,210.11379528579064,211.1469058106686,7.0,74.059546120706,74.8573056776802,8.0,14619,77.0,77.0,7.6730269999999905,967,2824.2889655681347,2824.2889655681347,659.8650454030394,659.8650454030394,410101.0,542414.0
8298.0,276828.0,1.0,0.9846946126868876,0.0030686754454336,13133.0,6541620.0,17.0,0.9680438074578182,0.0018596687709328,0.9975,0.0001,513.0,,,17.0,1.0,,,246161281.0,513.0,0.9680438074578182,0.0018596687709328,0.9936,0.0004,4232.0,25380.811685763307,1.0004545715762696,419504.3078720529,420542.5510790081,1394.0,30334.597835025168,28029.462752182084,1767.0,12223,4599.0,4599.0,461.495823,1128517,1554744.8327721918,1552601.6155713084,2637677.6158524617,2634814.2613732954,12288542.0,246161281.0
18487.0,1474226.0,1.0,0.9979357975262728,0.0232206659236373,2818.0,94864642.0,513.0,0.9874405429996146,0.0009963820711936,0.9966,0.0003,4097.0,,,513.0,1.0,,,451127961.0,4097.0,0.9874405429996146,0.0009963820711936,0.9941,0.0006,20138.0,112368.362402965,1.000474176440197,496751.9024737588,496078.0017684552,2047.0,152927.6467351161,149348.88446032652,1242.0,14614,21240.0,21240.0,2131.297203,1767154,4572695.681717394,4570596.15925037,2291512.026260143,2288130.207139815,322021092.0,451127961.0
8517.0,154104.0,1.0,0.989913926273385,0.0020981637450653,26243.0,10175050.0,17.0,0.9907318752532456,0.001247773359849,0.9975,0.0001,129.0,,,17.0,1.0,,,99513622.0,129.0,0.9907318752532456,0.001247773359849,0.997,0.0001,6040.0,7452.524694760966,1.0021077054043233,401308.6874247314,401166.07634019625,2366.0,96734.41775784132,95565.07546734816,3085.0,12211,6262.0,6262.0,628.3090629999999,1508689,1658865.3230555654,1656993.697473162,1018782.7795734874,1018376.9350003932,23492741.0,99513622.0
7037.0,707680.0,1.0,0.9875041181864688,0.0117470043362246,2243.0,18554484.0,129.0,0.969158971301364,0.0019767127799854,0.9967,0.0003,1025.0,,,129.0,1.0,,,179396775.0,1025.0,0.969158971301364,0.0019767127799854,0.9949,0.0004,3074.0,13730.995545511803,1.0006326799681935,453102.3168205177,449396.77588022617,439.0,92504.50451855884,88819.31737018793,546.0,12200,3463.0,3463.0,347.493033,1013707,3365647.038720018,3362288.1618635245,5516200.057835307,5511038.39948409,42964362.0,179396775.0
12639.0,1570212.0,1.0,0.9959227653619656,0.0179490938114728,3689.0,109959850.0,513.0,0.9903721815750082,0.0011343383109546,0.9939,0.0002,1025.0,,,513.0,1.0,,,157302748.0,1025.0,0.9903721815750082,0.0011343383109546,0.994,0.0011,9013.0,76140.87316665935,0.9995849230028552,1390098.6395837544,1372063.9731962942,1449.0,205756.5787656248,204661.4116424488,1039.0,16224,9545.0,9545.0,957.7068180000002,1930123,11965150.848245788,11978358.081272628,15244017.062012184,15354746.427122235,131198520.0,157302748.0
16983.0,1050370.0,1.0,0.9977444874648124,0.0178658618592505,1875.0,67459257.0,513.0,0.9873794176110356,0.0010892720140843,0.9966,0.0004,2049.0,,,513.0,1.0,,,318931503.0,2049.0,0.9873794176110356,0.0010892720140843,0.9944,0.0005,14214.0,79287.82466030573,1.000473216688511,355308.7509436549,355103.5978163231,1357.0,116323.77324880435,113948.85708167964,1629.0,14625,14957.0,14957.0,1500.812873,1336335,3223267.145068857,3222754.2231855458,1622850.2352752062,1622514.4445234654,227478975.0,318931503.0
16729.0,1792599.0,1.0,0.997650460107088,0.0330893144727102,1521.0,63801465.0,513.0,0.9776835304677745,0.0012884822587412,0.9966,0.0003,4097.0,,,513.0,1.0,,,514984700.0,4097.0,0.9776835304677745,0.0012884822587412,0.9895,0.0007,12896.0,88291.45194684755,0.999485518424158,1013869.9615062776,1008566.6103610448,1243.0,180842.85381109617,173069.50811338544,1196.0,15835,13716.0,13716.0,1376.494707,2028854,9117479.06989827,9100023.991905645,9342730.06958752,9327140.61384631,127934106.0,514984700.0
13055.0,113078.0,1.0,0.9901233855906558,0.0014092787765106,52018.0,5614348.0,5.0,0.9897058562825396,0.0010948733954129,0.9978,0.0001,129.0,,,5.0,1.0,,,207343141.0,129.0,0.9897058562825396,0.0010948733954129,0.9959,0.0002,11384.0,20887.044767121228,1.00141210431652,776770.7828827207,780453.9965087204,4470.0,62721.46745199882,58712.99279452669,6475.0,12253,11756.0,11756.0,1179.7874430000002,2815178,1143118.061878404,1141409.30649975,791435.9354780912,791289.326416807,10457900.0,207343141.0
26653.0,1276395.0,1.0,0.9980287592579709,0.0119068672861443,3659.0,106226064.0,513.0,0.990689840788457,0.0008387910931879,0.9972,0.0003,2049.0,,,513.0,1.0,,,491753862.0,2049.0,0.990689840788457,0.0008387910931879,0.9945,0.0004,29963.0,125370.19443074208,1.0006236009324625,458631.3176963889,459684.2375245756,3550.0,150725.60476509444,148139.9757727479,4164.0,14616,31167.0,31167.0,3127.238806,1722243,5161885.342555235,5159397.002626024,2021908.320463066,2020074.8744451485,360361378.0,491753862.0
14377.0,124038.0,1.0,0.9893419989457352,0.001347296088126,57114.0,6131273.0,5.0,0.9896345007079432,0.0010743290102143,0.9977,0.0001,129.0,,,5.0,1.0,,,226791986.0,129.0,0.9896345007079432,0.0010743290102143,0.9959,0.0002,12388.0,22846.142682782625,1.0014039090261468,851085.9869940346,855862.0255268797,4812.0,68773.41552068645,64365.9875314115,7080.0,12258,12786.0,12786.0,1282.956237,3089772,1259213.342281351,1258200.0765459782,869919.8830253799,867377.1489781763,11432996.0,226791986.0
10695.0,92769.0,1.0,0.9908894178636852,0.0015580709091382,43017.0,4600925.0,5.0,0.9896783894279836,0.001152398778866,0.9977,0.0001,129.0,,,5.0,1.0,,,169849028.0,129.0,0.9896783894279836,0.001152398778866,0.996,0.0002,9302.0,17120.219522295334,1.0014064314285598,638532.275783591,641449.7083252968,3616.0,51194.0656491766,48023.8584103281,5317.0,12256,9598.0,9597.999999999998,963.136592,2313232,952940.2040977036,951647.0359786602,650905.3571179664,650342.9025184659,8570509.0,169849028.0
10773.0,154713.0,1.0,0.9892512062247728,0.0018879685936607,32539.0,6443136.0,9.0,0.9857516952348367,0.0012464114067718,0.9978,0.0001,257.0,,,9.0,1.0,,,237609059.0,257.0,0.9857516952348367,0.0012464114067718,0.9959,0.0003,9306.0,24041.65407496372,1.0010177909160785,549819.6264979269,552345.6784333325,3508.0,40731.04290986111,38016.92484662568,4629.0,12247,9754.0,9754.0,978.775085,1779818,1376785.4844060568,1374434.3195667318,1248885.7656469012,1246910.093693067,12027604.0,237609059.0
10403.0,1497223.0,1.0,0.9960545972730792,0.0182092499346663,2816.0,105707655.0,513.0,0.9904787889536064,0.0011396461998406,0.9943,0.0002,1025.0,,,513.0,1.0,,,150974761.0,1025.0,0.9904787889536064,0.0011396461998406,0.9921,0.0013,8735.0,73029.78064397124,0.9995803878885192,1330853.6305828153,1313839.8151375991,950.0,196391.6110325016,195399.0162735133,684.0,16225,9254.0,9254.0,928.6115289999998,1842501,11477008.088581797,11491399.699914403,14529713.690283788,14638165.83501845,126082292.0,150974761.0
