run number,time,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_evts_scaler,HMS_evts_scaler_uncern,HMS_track,HMS_track_uncern,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_evts_scaler,SHMS_evts_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_goodscin_evts,p_int_goodscin_evts,,sent_edtm
12128,577.759799,80572,39431292,0.919989177060796,0.002239446445418,10549,102.708324881676,0.995,0.0001,1025,69421,536160552,0.919989177060796,0.002239446445418,639,25.2784493195291,0.9253,0.0039,970,32891.6096634072,8598,52.6666666666667,,98202
12129,630.418938,54458,27521925,0.942944621528292,0.0020582601859,6440,80.2496105909555,0.9959,0.0002,513,95537,381341765,0.942944621528292,0.0020582601859,420,20.4939015319192,0.9323,0.0036,930,22732.429846935,5266.58333333333,35,,56717
12131,643.728328,78062,8512609,0.983537448926927,0.001470203949614,3618,60.1498129672903,0.9973,0.0002,513,71932,121947398,0.983537448926927,0.001470203949614,316,17.7763888346312,0.967,0.0044,2009,6845.09073689139,2994,11,,111778
12132,573.358793,78156,12241319,0.975169518152459,0.001650147121108,1884,43.4050688284214,0.9969,0.0001,513,71840,175149702,0.975169518152459,0.001650147121108,436,20.8806130178211,0.9626,0.0038,1312,9974.82017105585,1166.5,32,,189193
12133,573.144783,78211,5845541,0.989109922682678,0.001315361372681,2462,49.6185449202211,0.9975,0.0002,513,71780,83373351,0.989109922682678,0.001315361372681,217,14.7309198626562,0.963,0.0061,2861,4611.21042263798,2050.91666666667,14.6666666666667,,97417
12140,600.010258,76569,9465025,0.983472187089761,0.001431029637105,3554,59.6154342431555,0.9971,0.0001,257,73426,137092485,0.983472187089761,0.001431029637105,366,19.131126469709,0.9721,0.0027,983,7664.3259649418,2976,18,,197988
12141,576.922399,81079,22372820,0.897572165380778,0.002935961667601,11224,105.943381105192,0.9941,0.0002,1025,68915,298521141,0.897572165380778,0.002935961667601,608,24.6576560118759,0.8984,0.0052,919,18698.8089630818,9228,72,,51903
12142,570.143273,81304,30909539,0.897108836470326,0.00271455418082,11650,107.935165724615,0.9944,0.0002,1025,68689,412072550,0.897108836470326,0.00271455418082,687,26.2106848441623,0.8882,0.0054,752,25787.2784501496,9513.83333333333,90.6666666666667,,188133
12142,1145.626549,81304,30909539,0.897108836470326,0.00271455418082,11650,107.935165724615,0.9944,0.0002,1025,68689,412072550,0.897108836470326,0.00271455418082,687,26.2106848441623,0.8882,0.0054,752,25787.2784501496,9513.83333333333,90.6666666666667,,194722
12144,589.858869,51837,800324,0.983381706750421,0.002721055624947,2598,50.9705797494986,0.9971,0.0004,257,48155,11237641,0.983381706750421,0.002721055624947,227,15.0665191733194,0.9612,0.0123,672,3480.83802412431,2163.91666666667,21.3333333333333,,194638
12144,589.858869,77773,10124937,0.983585612348504,0.001434018242505,3969,63,0.9971,0.0001,257,72219,142101862,0.983585612348504,0.001434018242505,342,18.4932420089069,0.9564,0.0029,974,43949.6079590364,3334.66666666667,25,,194638
12144,660.335085,77773,10124937,0.983585612348504,0.001434018242505,3969,63,0.9971,0.0001,257,72219,142101862,0.983585612348504,0.001434018242505,342,18.4932420089069,0.9564,0.0029,974,43949.6079590364,3334.66666666667,25,,112237
12144,275.127462,77773,10124937,0.983585612348504,0.001434018242505,1190,34.4963766213207,0.9972,0.0001,257,72219,142101862,0.983585612348504,0.001434018242505,342,18.4932420089069,0.9564,0.0029,974,43949.6079590364,714,25,,178830
12145,378.795919,51858,780250,0.986829475329082,0.00243677281977,2127,46.1194102304008,0.9965,0.0004,257,48134,10954151,0.986829475329082,0.00243677281977,187,13.6747943311773,0.9495,0.0152,765,3378.607213107,1787.33333333333,8,,246211
12145,660.335085,77797,14319026,0.986912166443485,0.001173595419522,3206,56.6215506675683,0.9974,0.0001,257,72195,201278518,0.986912166443485,0.001173595419522,298,17.2626765016321,0.9661,0.0029,1123,62081.5978234698,2695.91666666667,14,,112237
12145,649.244622999999,77797,14319026,0.986912166443485,0.001173595419522,3206,56.6215506675683,0.9974,0.0001,257,72195,201278518,0.986912166443485,0.001173595419522,298,17.2626765016321,0.9661,0.0029,1123,62081.5978234698,2695.91666666667,14,,110357
12147,649.244622999999,50305,411146,0.990482287782408,0.0024258981077,1622,40.2740611312045,0.9967,0.0004,129,49685,5823335,0.990482287782408,0.0024258981077,134,11.5758369027902,0.9703,0.0112,544,1783.18128017204,1397.91666666667,4,,110357
12148,1154.09456,47660,246050,0.994031425747299,0.002178938849894,950,30.8220700148449,0.9964,0.0004,65,52317,3510979,0.994031425747299,0.002178938849894,85,9.21954445729289,0.9409,0.0178,481,1067.56021952114,810,4.66666666666667,,103834
12150,646.479109,47677,233975,0.995676327466339,0.001879017884564,700,26.4575131106459,0.998,0.0003,65,52299,3335148,0.995676327466339,0.001879017884564,60,7.74596669241483,0.9615,0.0136,655,1006.51892599124,580,1,,213322
12150,620.343365,71449,5041973,0.995753921932211,0.000864375336228,308,17.5499287747842,0.9977,0.0001,65,78524,71793704,0.995753921932211,0.000864375336228,92,9.59166304662544,0.9628,0.0029,968,21689.2349059526,184.083333333333,1,,204698
12151,378.795919,43674,118630,0.997185162631412,0.001797971256825,477,21.8403296678416,0.998,0.0003,33,56304,1683331,0.997185162631412,0.001797971256825,39,6.2449979983984,0.9712,0.0118,511,507.444249597288,392.333333333333,0,,246211
12152,275.127462,53605,107257,0.998173374161259,0.001482743262001,349,18.6815416922694,0.9972,0.0004,33,46369,1530769,0.998173374161259,0.001482743262001,32,5.65685424949238,0.9752,0.0124,641,455.963950905169,288.666666666667,1,,178830
12152,633.647668,80456,2305455,0.998113642416693,0.00069966410908,166,12.8840987267251,0.9977,0.0001,33,69504,32934996,0.998113642416693,0.00069966410908,52,7.21110255092798,0.9666,0.003,961,9807.93320907337,103.5,3,,411861
12155,580.520751,27550,22057,0.987298074159241,0.005731556546497,1051,32.4191301548946,0.9974,0.0005,9,69229,330542,0.987298074159241,0.005731556546497,73,8.54400374531753,0.9626,0.0113,62,51.2550785847928,863.666666666667,0,,192128
12156,1203.614943,75262,10385662,0.980900318846366,0.001508282184119,1363,36.9188298839495,0.9971,0.0001,257,74732,155900992,0.980900318846366,0.001508282184119,390,19.7484176581315,0.9519,0.0039,45,24382.3322418699,835.333333333333,20,,108286
12158,1204.751056,58087,63804727,0.884373011985131,0.002455980534049,6292,79.3221280602078,0.9939,0.0002,1025,91905,803932126,0.884373011985131,0.002455980534049,603,24.5560583156173,0.902,0.0037,1032,25398.6125729814,3218,84,,60203
12159,6.60271599999999,81640,38902156,0.928820388792292,0.002141372729706,10242,101.202766760598,0.9952,0.0002,1025,68352,514218136,0.928820388792292,0.002141372729706,696,26.3818119165458,0.9394,0.0032,1050,15450.341830091,8430,67,,1123
12160,660.335085,80099,25566483,0.949239402271004,0.001990483555571,8143,90.2385726837476,0.9958,0.0001,513,69891,346764672,0.949239402271004,0.001990483555571,690,26.2678510731274,0.9608,0.0024,661,10128.5251962547,6763.66666666667,45,,112237
12161,597.674599,79503,19136509,0.966213542116228,0.001735232206337,6100,78.1024967590665,0.9964,0.0001,513,70487,263777638,0.966213542116228,0.001735232206337,524,22.8910462845192,0.9652,0.0027,1014,7489.40242153044,5089,40.1666666666667,,197217
12162,1207.990664,78169,12310499,0.97757739265813,0.001572907357514,4579,67.6683086828687,0.9972,0.0001,257,71820,171099602,0.97757739265813,0.001572907357514,447,21.142374511866,0.9685,0.0024,1459,4748.62780241723,3877.33333333333,24,,24076
12163,606.844255,36497,40439,0.987996630809653,0.006407436529478,855,29.2403830344269,0.9972,0.0005,129,67760,184915,0.987996630809653,0.006407436529478,139,11.7898261225516,0.9754,0.0071,622,101.560617850705,495,10,,394439
12167,579.078181,53258,63571863,0.927700316170598,0.00220232674901,7288,85.3697838816522,0.9926,0.0002,513,96738,459598251,0.927700316170598,0.00220232674901,514,22.6715680975093,0.9359,0.0029,63,31465.6687346349,5873.5,62,,376391
12168,1145.626549,52584,45466235,0.948425194460577,0.002010451728994,4780,69.1375440697744,0.9945,0.0002,513,97415,334936584,0.948425194460577,0.002010451728994,439,20.952326839757,0.9498,0.0031,79,22306.5614890869,2215.91666666667,35,,194722
12170,585.757386,51890,31558542,0.968266303502623,0.001718096079934,4310,65.6505902486794,0.9956,0.0002,513,98108,237151190,0.968266303502623,0.001718096079934,354,18.8148877222268,0.9667,0.0031,114,15355.0438696393,3551.58333333333,24,,379517
12171,621.36153,51411,12355752,0.987476508811541,0.001357491630096,1443,37.9868398264452,0.9962,0.0003,513,98587,94268183,0.987476508811541,0.001357491630096,188,13.7113092008021,0.9772,0.0043,306,5912.40708687356,707,11.4166666666667,,6192
12172,1245.72146,51582,20318141,0.9773060142982,0.001617899690197,2412,49.1121166312347,0.9964,0.0002,513,98417,154052727,0.9773060142982,0.001617899690197,261,16.1554944214035,0.965,0.0039,193,9815.7891764529,1144.08333333333,16.6666666666667,,62186
12174,1204.937129,74993,5927630,0.993748436262592,0.00115372805483,1418,37.6563407675255,0.9973,0.0001,129,74996,44978564,0.993748436262592,0.00115372805483,156,12.4899959967968,0.9788,0.003,1490,2757.63779856055,1184,8,,36167
12175,403.357137,76243,20854169,0.977345717692203,0.001608775094192,4639,68.1102048154313,0.9962,0.0001,257,73747,157117003,0.977345717692203,0.001608775094192,438,20.9284495364563,0.9734,0.0022,788,10016.9164113463,3857.33333333333,29,,69657
12178,544.694855,72808,9022541,0.99149318139094,0.001215079477682,2055,45.3321078265726,0.997,0.0001,129,76437,72304128,0.99149318139094,0.001215079477682,154,12.4096736459909,0.9677,0.0036,1194,25260.0305652619,1738.66666666667,6,,354044
12179,1282.058797,72948,8047894,0.991478743661241,0.001251196565042,2126,46.108567533594,0.9972,0.0001,129,77043,64547386,0.991478743661241,0.001251196565042,192,13.856406460551,0.9631,0.0041,1052,22509.6244964819,1766,13,,25573
12179,435.549125,72948,8047894,0.991478743661241,0.001251196565042,2126,46.108567533594,0.9972,0.0001,129,77043,64547386,0.991478743661241,0.001251196565042,192,13.856406460551,0.9631,0.0041,1052,22509.6244964819,1766,13,,283097
12181,616.587639,74721,14888673,0.99267934041319,0.001010397870751,1904,43.6348484585429,0.9972,0.0001,129,75268,113711425,0.99267934041319,0.001010397870751,176,13.2664991614216,0.9695,0.0027,584,78526.7938033149,1618.58333333333,1,,400771
12185,606.345841,72958,8914461,0.995836226848268,0.000866475978861,1119,33.4514573673555,0.9975,0.0001,65,77018,67951680,0.995836226848268,0.000866475978861,97,9.8488578017961,0.9693,0.0027,1022,46616.9986834363,947,10.6666666666667,,394115
12186,566.559694,69457,5566580,0.997398632489906,0.000769812074284,680,26.0768096208106,0.9977,0.0001,33,80515,42559717,0.997398632489906,0.000769812074284,66,8.12403840463596,0.9626,0.0027,831,29155.900218264,583,1,,51085
12187,33.8603719999998,88501,3998635,0.99812426606448,0.000709554834795,205,14.3178210632764,0.9978,0.0001,33,61467,30637220,0.99812426606448,0.000709554834795,43,6.557438524302,0.9709,0.0028,859,20911.9064103792,131.666666666667,1.33333333333333,,1690
12189,174.046926,64035,2228045,0.99895477560864,0.000613041147323,248,15.7480157480236,0.9977,0.0001,17,85910,17056722,0.99895477560864,0.000613041147323,16,4,0.9682,0.0029,731,11541.473430164,194.5,0,,29582
12191,600.010258,74851,79252,0.993255604812671,0.003596585442686,1885,43.4165866921848,0.9971,0.0002,129,74896,602049,0.993255604812671,0.003596585442686,146,12.0830459735946,0.9666,0.0056,1281,415.862694250747,1592,7,,197988
12192,589.858869,76239,29448670,0.954927286104835,0.002071931844134,3314,57.567351858497,0.9948,0.0001,513,73097,223709041,0.954927286104835,0.002071931844134,484,22,0.9483,0.0033,979,29797.608263656,1755.83333333333,36,,194638
12193,613.292596,76076,29365952,0.964792941807206,0.00183274723474,2847,53.3572862878164,0.9953,0.0002,513,73915,225039512,0.964792941807206,0.00183274723474,475,21.7944947177034,0.9431,0.004,1125,29394.3822218651,1523,30.3333333333333,,55177
12194,570.143273,75430,23943221,0.974767622697448,0.001633680829483,2305,48.0104155366312,0.996,0.0001,257,74561,184249496,0.974767622697448,0.001633680829483,406,20.1494416796099,0.9643,0.0027,1459,23657.2476479965,1215.33333333333,27,,188133
12195,562.343295,75471,15376446,0.984527227774669,0.001431689831122,1416,37.6297754444536,0.9968,0.0001,257,74520,118423505,0.984527227774669,0.001431689831122,282,16.7928556237467,0.9698,0.0033,2273,14973.2047416789,806.583333333333,19.0833333333333,,50592
12196,568.86339,74720,7119907,0.988963240406224,0.001460121912482,1084,32.9241552663087,0.997,0.0002,257,75269,55885692,0.988963240406224,0.001460121912482,194,13.9283882771841,0.9664,0.005,870,7034.96633859708,567,11,,51180
12197,649.396362,71689,5576974,0.993914012264583,0.001152323039448,564,23.7486841740758,0.9973,0.0001,65,78296,43922761,0.993914012264583,0.001152323039448,108,10.3923048454133,0.9704,0.0028,843,5456.64125431717,296.416666666667,8,,834778
12199,649.244622999999,76153,2254602,0.955115070951732,0.003923447663476,3622,60.1830540933243,0.9949,0.0001,513,73834,17271481,0.955115070951732,0.003923447663476,479,21.8860686282393,0.9391,0.0034,59,2291.88000578685,1824,34.6666666666667,,110357
