COINTRIG_cut,COINTRIG_scaler,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,accp_edtm,charge,current,h_int_W_evts,h_int_goodscin_evts,max_yield_HMS_notrack,max_yield_HMS_scaler,max_yield_HMS_track,max_yield_SHMS_notrack,max_yield_SHMS_scaler,max_yield_SHMS_track,p_int_W_evts,p_int_goodscin_evts,rate_HMS,rate_SHMS,run number,sent_edtm,sent_edtm_PS,time,tot_events,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
189988,209611.0,0.9927227438988908,0.0016178016518935481,457161,8776034.0,0.9857049336389722,0.001155670750638347,8774559.888888888,0.9975,0.0001,257,9,551343,323617380.0,0.9857049336389722,0.001155670750638347,323615905.8888889,0.9915,0.0005,8.727971659003543,12866,32296.59033118602,24.259440323508368,6.666666666666666e+37,76821.33333333334,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.6666666666666662e+38,9157.333333333332,6592.078944460577,243083.75705466702,12248,13267.0,1474.111111111111,1331.2998940000002,2429400,1.2247448713915892e-19,0.00033755990146911086,0.003607938114713182,6.123724356957946e-20,5.558838813599547e-05,0.010449980702386789,0.1663906498755991,0.9985710264103084,0.6559839999933306,0.6747988019182146,1.011794956185759,0.6002817341871528,2.1285372179680184e+33,277.64749886513323,2.458903265171837,2.4312625111901367e+35,10239.960522327929,8.42052996815626
152897,178856.0,0.9927225568433716,0.0017568047790274882,387139,7444375.0,0.9857047451977275,0.001203956139997984,7443122.666666667,0.9974,0.0001,257,9,484128,274748554.0,0.9857047451977275,0.001203956139997984,274747301.6666667,0.9916,0.0006,7.686451956348151,9626,27379.700924598048,24.208435053429792,4e+38,64784.00000000001,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.6666666666666662e+38,7616.666666666666,6582.126999749984,242925.6821997369,12246,11271.0,1252.3333333333333,1130.998384,2058550,5e-20,0.00036651004254138433,0.003928856080497168,6.123724356957946e-20,6.0329856497886854e-05,0.011458229725677064,1.3371974924310068,0.9991643599540663,0.7410339256836843,0.9038361094760154,1.0132677641624432,0.6686866313708932,1.7105977003761356e+34,277.8124721820633,2.777706071314608,3.256471177753087e+35,10254.866205980543,9.38008854523725
182838,195654.0,0.9817159297474894,0.0013669555708152859,1095118,16230934.0,0.9938177796757882,0.0009056541271619902,16229269.888888888,0.9974,0.0001,129,9,507839,158967474.0,0.9938177796757882,0.0009056541271619902,158965809.8888889,0.9937,0.0004,7.66655538492355,12758,11555.758591846441,7.6885544712273095,6.666666666666666e+37,61616.66666666666,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,8e+38,29892.0,10799.154307874422,105768.05263695947,12213,14977.0,1664.111111111111,1502.98195,3203383,1.2247448713915892e-19,0.0002482151263647788,0.004028569866473212,3.5355339059327375e-20,7.931327138757108e-05,0.005783923140408445,0.5294198029288384,5.177178238526437,1.6742658182391077,3.233131795664001,1.3931789181854357,3.1225281246641305,6.772554559440919e+33,1439.4875788387112,6.275850763548496,1.1648793842238381e+36,14099.790709115996,43.80166870436119
137933,154104.0,0.9862460637685541,0.002098116986458924,287810,10175050.0,0.9907318752532456,0.0012477733598490431,10174681.647058824,0.9972,0.0001,129,17,420829,99513622.0,0.9907318752532456,0.0012477733598490431,99513253.64705883,0.9939,0.0005,15.876077930373683,5848,7304.911673983029,11.626303206743703,1e+38,40050.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,6.6666666666666665e+38,21034.666666666664,16194.339058897202,158383.23503539854,12211,6262.0,368.3529411764706,628.3090629999998,1508689,1e-19,0.00031349579795203887,0.0049968779266390765,3.872983346207417e-20,0.00010024407972431875,0.006894966856433644,1.1458780488240485,5.126838498582058,1.5705898404983165,2.0581769465093602,1.3775861436484917,1.6781862771080243,1.4658540464852422e+34,1425.490875029547,5.887229699331524,7.41549694104299e+35,13941.982652537237,23.54097590137724
163959,191066.0,0.9927233310845099,0.0016954075545484873,415584,7990637.0,0.9857659340497212,0.0011804249648166144,7989290.0,0.9974,0.0001,257,9,516124,294761766.0,0.9857659340497212,0.0011804249648166144,294760419.0,0.9907,0.0006,8.33184855233853,11223,29470.689757130487,24.22706537300713,1.3333333333333331e+38,69537.33333333331,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,1.3333333333333331e+38,8176.666666666666,6568.888837226152,242315.75959694668,12243,12123.0,1347.0,1216.4366300000002,2206694,8.660254037844387e-20,0.00035376046740391175,0.003792197817847339,8.660254037844387e-20,5.8245774578175094e-05,0.011058898020971118,0.38202980601511977,0.9963250411187294,0.6817282843137491,0.3873313428200266,1.009882991355246,0.6158164541843124,4.887081462114861e+33,277.0230142944798,2.5554036444122348,1.395533261959466e+35,10220.610312816765,8.638445269977213
87716,92769.0,0.9867676891836136,0.0015580629684404227,387802,4600925.0,0.9896783894279836,0.001152398778866084,4599005.4,0.9975,0.0001,129,5,655845,169849028.0,0.9896783894279836,0.001152398778866084,169847108.4,0.9934,0.0005,4.82444259220671,9261,16857.43840704485,17.502645571838944,144945.99287241814,43041.58333333334,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,1.3333333333333331e+38,4823.333333333332,4777.022322914713,176349.8857906543,12256,9598.0,1919.6,963.136592,2313232,0.0026266178616684457,0.0004662055325505267,0.004820098136670724,8.660254037844387e-20,7.673057753704426e-05,0.014398802069499657,6.9660271536168215e-34,1.0047280466544524,0.707715027597536,0.5869919856070764,1.019416822704359,0.5490220780395985,8.911226723938436,279.35942643566756,2.65281286157658,2.1148994410166617e+35,10317.098297901684,7.701478485884612
107310,113642.0,0.9867907798102448,0.0014098633463591529,471147,5603614.0,0.9896927537156224,0.0010957552378564842,5601264.6,0.9976,0.0001,129,5,803742,207205542.0,0.9896927537156224,0.0010957552378564842,207203192.6,0.9932,0.0004,4.638205499276411,10897,20511.571360266327,17.401673910974324,177763.82703351407,53004.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2e+38,5960.5,4754.012349334915,175789.7145518293,12250,11747.0,2349.4,1178.7125460000002,2815742,0.00237180130805875,0.00042244083674402937,0.004343558522854392,7.071067811865475e-20,6.947032273832124e-05,0.012952650699280529,7.303182388023544e-34,1.005650047546163,0.7449465161452046,0.7526849571721271,1.0220361676845924,0.5800994793356464,9.342529483561037,279.6157840053991,2.792372101981835,2.7118819919468954e+35,10343.607610908208,8.137420767720233
210080,230062.0,0.9927222222803632,0.0015436132240368345,500648,9640263.0,0.9857469247055336,0.0011272647302336444,9638636.666666666,0.9976,0.0001,257,9,540573,355372259.0,0.9857469247055336,0.0011272647302336444,355370632.6666667,0.9915,0.0005,8.386349661815947,13639,35430.492534140554,24.124344650582138,1e+38,84368.58333333334,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,3.3333333333333333e+38,9735.333333333332,6563.979513131437,241970.18562784427,12244,14637.0,1626.3333333333333,1468.661348,2658863,1e-19,0.00032207391979464895,0.0034427827765369876,5.477225575051661e-20,5.304668370630759e-05,0.010135019460354009,0.23677727791076336,0.9998398463733682,0.6833897696068945,0.8002103462298689,1.0127573388854734,0.605420019840469,3.02895173965016e+33,278.00028768028653,2.561631588405368,2.883113322555893e+35,10249.700401729577,8.492607937323994
304207,406787.0,0.9957314202848389,0.0021301553574351274,391921,12486420.0,0.9772681458872154,0.00133955552229048,12485720.352941176,0.9971,0.0001,513,17,435170,457812165.0,0.9772681458872154,0.00133955552229048,457811465.35294116,0.987,0.0007,14.854632587859426,10393,46284.76827284848,38.78413372926799,1.3333333333333331e+38,118427.66666666664,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.6666666666666662e+38,14590.333333333332,10462.944963341024,383621.8456485526,12238,11894.0,699.6470588235294,1193.3944070000002,2008174,8.660254037844387e-20,0.00028299647793548165,0.002905851481566933,6.123724356957946e-20,4.6736516126465515e-05,0.008278800038471253,0.25771240236003334,0.9970220208576044,0.7834570131980048,0.5522408622000714,1.0043540710113328,0.7862870461800283,3.296762410420298e+33,277.21680589882266,2.9367256029018014,1.989693078288956e+35,10164.654384486981,11.029743633458194
111352,116662.0,0.9867869049134618,0.0013888716074064698,485123,5775639.0,0.9896677567145749,0.0010891504583296963,5773230.0,0.9975,0.0001,129,5,842234,213315269.0,0.9896677567145749,0.0010891504583296963,213312860.0,0.9925,0.0004,4.375674553756745,10541,21102.94974497992,17.458994806011475,3.3333333333333333e+38,54736.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,4e+38,6071.5,4778.32968949684,176481.02367300048,12255,12045.0,2409.0,1208.7150480000005,2894870,5.477225575051661e-20,0.0004161021692075978,0.0042742849505670154,5e-20,6.846821857620879e-05,0.012833703466243662,1.4109390104044734,1.0075070446433554,0.7926724821962358,1.5509720550461208,1.0227165945518601,0.6092320171700755,1.8049308649099195e+34,280.13211242450893,2.9712690472694545,5.588065957761111e+35,10350.493931319823,8.546081224822819
107238,113078.0,0.9867805822973428,0.0014092774175039596,471819,5614348.0,0.9897058562825396,0.001094873395412925,5611996.8,0.9976,0.0001,129,5,805425,207343141.0,0.9897058562825396,0.001094873395412925,207340789.8,0.9922,0.0005,4.503232391970058,10588,20516.91887005521,17.390351958556323,176857.05150632086,52598.50000000001,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2e+38,5954.416666666666,4758.779247322434,175746.18396747924,12253,11756.0,2351.2,1179.7874430000004,2815178,0.0023778738442388116,0.00042203681392878167,0.004360269373553972,7.071067811865475e-20,6.944726763909078e-05,0.012959265551844904,7.4817562249388794e-34,1.0073113648462342,0.7612060394916946,0.7750427437267113,1.0224453406559142,0.5973225510314567,9.57096843629896,280.07770467101693,2.853319617542014,2.7924358520439076e+35,10347.748682226584,8.379019642213152
393380,470381.0,0.9894121656495276,0.0016784452512856127,986294,25611092.0,0.9876934651043188,0.0011434203974744312,25610394.0,0.9969,0.0001,257,17,410048,249712917.0,0.9876934651043188,0.0011434203974744312,249712219.0,0.9919,0.0005,16.61318051575931,11596,18470.911115506722,15.51288353487425,8e+38,121587.5,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.0666666666666664e+39,61837.33333333334,21509.598790901346,209722.5943187291,12207,11866.0,698.0,1190.681995,2925700,3.5355339059327375e-20,0.00019759955030642702,0.0028678440786957166,2.1997067253202994e-20,6.328189795454589e-05,0.004021375461993317,3.464539167738017,5.102860668634736,1.8025899890243984,4.8040210855905014,1.3669300055762428,3.72212184765899,4.43198014260521e+34,1418.8239636762107,6.756863597013378,1.7308620488301817e+36,13834.13626279869,52.212547506184734
111092,116192.0,0.9867653238827668,0.001396964141789783,481624,5725232.0,0.989680981810342,0.0010909419724172292,5722841.0,0.9976,0.0001,129,5,828603,211369616.0,0.989680981810342,0.0010909419724172292,211367225.0,0.9926,0.0004,4.787536595566708,11447,20987.223025253625,17.49469532810332,6.666666666666666e+37,53764.33333333334,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2e+38,6113.083333333332,4772.48416344483,176195.15593314212,12254,11955.0,2391.0,1199.6335250000004,2873183,1.2247448713915892e-19,0.00041792991151484433,0.004312735935009855,7.071067811865475e-20,6.878262099370089e-05,0.012789979310253413,0.25933392348373013,1.0042290799549975,0.7154718438804358,0.7126808197992734,1.0189850013921113,0.5636692897202232,3.3175055715539937e+33,279.22069133074604,2.6818886635558266,2.5677493123827912e+35,10312.728012041807,7.906944149559424
419141,505435.0,0.9894153619455897,0.0016227977949433085,1054849,27393213.0,0.9876671332926028,0.0011252640739134894,27392466.76470588,0.9969,0.0001,257,17,439355,267369724.0,0.9876671332926028,0.0011252640739134894,267368977.7647059,0.9919,0.0004,14.83312312785748,11069,19779.607563354868,15.53764002450021,4e+38,130552.91666666669,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.133333333333333e+39,66516.33333333334,21518.41897495503,210029.1682560235,12205,12686.0,746.2352941176471,1273.0123449999999,3133732,5e-20,0.00019106384476766066,0.002767621594871775,2.1650635094610968e-20,6.115667791633493e-05,0.003877357534167401,1.81178354030995,5.096938775914904,2.024349220169426,5.186615091725504,1.3667790762654943,4.18753995934957,2.317707575116052e+34,1417.1774120952784,7.5881102395382705,1.8687085389955304e+36,13832.608769333461,58.741260498793224
96588,106874.0,0.9867935549670446,0.0014492458984019126,446801,5299215.0,0.9896632112237258,0.0011131766989867242,5297006.0,0.9976,0.0001,129,5,752138,195660316.0,0.9896632112237258,0.0011131766989867242,195658107.0,0.9934,0.0004,4.699411498415572,10381,19406.383505509184,17.510725396554673,1.3333333333333331e+38,49912.66666666667,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,3.3333333333333333e+38,5533.0,4781.576054907958,176547.78714985604,12257,11045.0,2209.0,1108.2569720000001,2664093,8.660254037844387e-20,0.00043440441446997705,0.0044760467442805894,5.477225575051661e-20,7.149054777035537e-05,0.013443726386062829,0.571436958872199,1.005211202007761,0.7317926708083323,1.3086479227305061,1.0200788303153527,0.5616345841728932,7.310055195957903e+33,279.4937652777344,2.7430659706604468,4.714985601392848e+35,10323.798204597813,7.878402053303794
179789,192923.0,0.9817005015678948,0.0013772837513731533,1083421,16014419.0,0.993820190014696,0.0009084589362896217,16012772.888888888,0.9974,0.0001,129,9,500409,156889391.0,0.993820190014696,0.0009084589362896217,156887744.8888889,0.9954,0.0004,8.130070874114073,13383,11376.534804765268,7.652901956923124,1.3333333333333331e+38,60394.66666666668,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,8.666666666666667e+38,29056.0,10772.768739102501,105538.21071258528,12215,14815.0,1646.111111111111,1486.564818,3170857,8.660254037844387e-20,0.000249887427643389,0.004069121950005027,3.3968311024337875e-20,7.983681655608566e-05,0.0058665406807991505,1.014202284132345,5.188656389247435,1.5718793399730016,3.354902640667529,1.3966462516488312,2.902279752557498,1.2974090250490996e+34,1442.6790191619282,5.892063284401849,1.2087527416707448e+36,14134.882164717597,40.71210606712241
119648,125781.0,0.9867836634845991,0.001338082774527991,524267,6226250.0,0.9896914082401942,0.001067469354321381,6223643.6,0.9976,0.0001,129,5,892418,230116930.0,0.9896914082401942,0.001067469354321381,230114323.6,0.9929,0.0004,4.79780540208717,12505,22789.94718295436,17.425691693430206,2e+38,58426.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,3.3333333333333333e+38,6551.0,4760.726825526363,175952.43391427785,12252,13032.0,2606.4,1307.836015,3128261,7.071067811865475e-20,0.0004007621728818844,0.0041371086137780184,5.477225575051661e-20,6.592129256284866e-05,0.012355098163034815,0.7149270376929635,1.005691640327873,0.7144725921477709,1.091503058800243,1.0215810080518097,0.554908725696012,9.145638946652488e+33,279.62734866280175,2.678143048802718,3.93262474706057e+35,10339.001127507043,7.784054200219697
118829,124038.0,0.9867972824474348,0.0013472877628485525,517079,6131273.0,0.9896345007079432,0.0010743290102143298,6128715.8,0.9975,0.0001,129,5,861314,226791986.0,0.9896345007079432,0.0010743290102143298,226789428.8,0.9933,0.0004,4.827545753167527,12345,22444.245254541143,17.494162783777906,195917.15396598625,58260.5,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,4e+38,6530.916666666666,4779.019598000521,176772.97125139588,12258,12786.0,2557.2,1282.9562369999999,3089772,0.002259247281395018,0.0004038542643935889,0.0041429805674687604,5e-20,6.640276259185874e-05,0.01237408026782758,7.067384717709275e-34,1.00565009789427,0.7190377740550817,1.3217847797940392,1.0223727305414325,0.5580430652750441,9.040887463682324,279.61579800442934,2.69525526601854,4.7623169659457185e+35,10347.01382512805,7.828021555633828
