COINTRIG_cut,COINTRIG_scaler,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,accp_edtm,charge,current,h_int_W_evts,h_int_goodscin_evts,max_yield_HMS_notrack,max_yield_HMS_scaler,max_yield_HMS_track,max_yield_SHMS_notrack,max_yield_SHMS_scaler,max_yield_SHMS_track,p_int_W_evts,p_int_goodscin_evts,rate_HMS,rate_SHMS,run number,sent_edtm,sent_edtm_PS,time,tot_events,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
605099,2085520.0,0.9948586239185482,0.006882494954862965,244535,54468893.0,0.9690816232084328,0.0015120112853467436,54468814.29457364,0.9952,0.0001,1025,129,56301,526699641.0,0.9690816232084328,0.0015120112853467436,526699562.29457366,0.9834,0.0005,117.67930660888408,9262,39810.52269541424,39.07343282340488,1e+39,346980.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,6e+39,196909.0,53460.404121895255,516947.8230210618,12201,10153.0,78.70542635658914,1018.864221,2988019,3.162277660168379e-20,0.00013549576631778445,0.0016976485179559949,1.2909944487358058e-20,4.3573103009450834e-05,0.002253550095414555,2.15248136104205,5.104033426235706,2.561165294331554,3.6435068015151955,1.3559309642220791,3.1230357108485296,2.753542155996079e+34,1419.1500428494217,9.600322119046618,1.3127352139051074e+36,13722.819490006428,43.80878893546891
811530,2240349.0,0.9956172823153931,0.005044359903572541,452277,74663793.0,0.9768804356277174,0.0012045006626246427,74663649.3875969,0.9959,0.0001,1025,129,627845,724750920.0,0.9768804356277174,0.0012045006626246427,724750776.3875968,0.9871,0.0004,126.56984778149628,18177,54429.39738523495,29.279087199119317,1.8000000000000002e+39,387949.33333333326,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,6.199999999999998e+39,217057.91666666672,40163.7315657111,389863.6840333328,12202,18526.0,143.6124031007752,1858.9854600000006,3503830,2.3570226039551582e-20,0.00011572973951550671,0.0016055080780801652,1.2700012700019052e-20,3.7145449003163145e-05,0.002146407537861383,2.6347905747867446,5.072558263757676,1.9459738817710284,2.560319832626767,1.352743800998187,2.3323314185303103,3.370531820254266e+34,1410.398537040352,7.294326587042589,9.224689800911218e+35,13690.563522143231,32.71708180826269
606178,2089238.0,0.9948589331140508,0.006875639306430377,244982,54571283.0,0.9690841987673026,0.0015112363082574885,54571204.13953488,0.9952,0.0001,1025,129,56395,527691517.0,0.9690841987673026,0.0015112363082574885,527691438.1395349,0.9834,0.0005,117.6762017104099,9280,39885.49866608415,39.07032646664955,1e+39,347614.66666666674,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,5.733333333333333e+39,197242.66666666663,53455.965546869964,516906.6586198376,12201,10173.0,78.86046511627907,1020.8642279999999,2993464,3.162277660168379e-20,0.00013536859388936167,0.001696098046600131,1.3206763594884358e-20,4.353213262992726e-05,0.0022516431732611127,2.148491855877193,5.104000281145105,2.5610943017201,3.4751202625693955,1.355926763873668,3.1225295816031835,2.748438617888005e+34,1419.1408270287525,9.600056008952304,1.2520664814823135e+36,13722.776980008086,43.80168914176293
145064,156012.0,0.9816963985312572,0.0015350880860965671,872906,12893931.0,0.9938278166083578,0.0009585806567256453,12892609.0,0.9974,0.0001,129,9,403920,126250106.0,0.9938278166083578,0.0009585806567256453,126248784.0,0.9947,0.0004,7.7670196671709535,10268,9170.996520009283,7.680877980020485,1e+38,48730.91666666666,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,5.0000000000000005e+38,23484.5,10798.903966185702,105736.78193366827,12216,11898.0,1322.0,1194.0036730000004,2554380,1e-19,0.0002784885404734454,0.004529994863385112,4.472135954999579e-20,8.899879453613462e-05,0.006525433090032998,0.9876867907817152,5.18228308041824,1.6468672607198698,2.5132241856775064,1.3941726442482347,3.048061179684235,1.263489321933693e+34,1440.9069536712216,6.173149474270499,9.055006807191468e+35,14109.847801801487,42.75707396471057
379650,512688.0,0.9955075413829356,0.002238996020107132,399811,12385700.0,0.9687811446178721,0.0015797533481780295,12385194.588235294,0.997,0.0001,513,17,386187,450810776.0,0.9687811446178721,0.0015797533481780295,450810270.5882353,0.9844,0.0007,14.386289571694599,7271,46186.791919448864,53.57763601819731,5.0000000000000005e+38,146070.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,4.666666666666666e+38,17885.666666666668,14367.668739320941,522949.84487628593,12233,8592.0,505.4117647058824,862.0535610000002,2076534,4.472135954999579e-20,0.0002841448059488632,0.002616492446776107,4.6291004988627577e-20,4.709804232610643e-05,0.007477345250020079,1.0,1.0,1.0,1.0,1.0,1.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354
132972,154238.0,0.9927233217809498,0.0018911761029792218,334755,6421449.0,0.985745108513087,0.0012477492732466046,6420369.666666667,0.9974,0.0001,257,9,404496,236812338.0,0.985745108513087,0.0012477492732466046,236811258.66666666,0.9908,0.0006,8.173563928350834,8822,23645.867221598477,24.257776623157294,1e+38,56510.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,5.0000000000000005e+38,6634.583333333332,6587.623705199281,242940.5842034196,12247,9714.0,1079.3333333333333,974.7747119999997,1779818,1e-19,0.0003946239879930102,0.004206659364847159,4.472135954999579e-20,6.498271273734716e-05,0.012277025935584862,0.3640185109302618,0.9979232186895857,0.7038555599700965,1.845350499227599,1.0112265692977713,0.6347603211590561,4.656673611910612e+33,277.4673792856069,2.638345957580396,6.648695101450152e+35,10234.208112455928,8.904182823677058
41643,46005.0,0.985718711596838,0.0019657287786745328,294321,3133529.0,0.9935155496158854,0.0010577940813090551,3131842.4,0.9975,0.0001,129,5,424969,94006096.0,0.9935155496158854,0.0010577940813090551,94004409.4,0.9948,0.0006,4.108265148820112,6929,33288.91276581623,39.345329173787796,65837.81449111436,19270.0,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,8937.530389667867,1938.5,3703.627416369514,111109.08960838227,12259,8433.0,1686.6,846.0702569999999,1394472,0.0038972861763614895,0.000564915044570585,0.00720375846087556,0.010577699723601803,0.0001031387803502845,0.022712612806552814,1.8816333567882093e-34,0.3455077665814837,0.18842240433463206,2.3398693826348964e-35,0.28491490701236527,0.13103199861542816,2.407062315994442,96.06664392684898,0.7062862284059755,8.430419104050689,2883.5065664171148,1.8380683740488808
162652,183094.0,0.9927234223348622,0.0017336219823016652,396389,7642222.0,0.9857548983958976,0.0011941069033020034,7640936.333333333,0.9975,0.0001,257,9,482032,281929208.0,0.9857548983958976,0.0011941069033020034,281927922.3333333,0.9907,0.0006,8.481203007518797,10904,28177.879943101776,24.266749764665033,225622.23435831876,66850.66666666669,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,3e+38,7870.833333333332,6581.470617892188,242797.02929038374,12245,11571.0,1285.6666666666667,1161.1723949999998,2107109,0.002105276060846686,0.0003617347034264772,0.003867649667368979,5.773502691896258e-20,5.9556609297183586e-05,0.011271705723651276,6.642113641619812e-34,0.996612314762322,0.6733197874357904,0.8954287909798261,1.010245190611761,0.6090621428982895,8.496863316977866,277.1028892423041,2.5238850701351025,3.226180077322387e+35,10224.27598249149,8.543698291418508
265272,349289.0,0.995725323262371,0.002305390389212311,338469,10685457.0,0.9772533746952324,0.0013934934529606505,10684858.705882354,0.9971,0.0001,513,17,365053,391448109.0,0.9772533746952324,0.0013934934529606505,391447510.7058824,0.9883,0.0007,15.143053780355915,9060,39500.59175005884,38.7052920901709,2e+38,101983.33333333334,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,8e+38,12869.916666666664,10470.317430152048,383566.74484420824,12240,10171.0,598.2941176470588,1020.547569,1728968,7.071067811865475e-20,0.0003059168857721336,0.0031313772973557757,3.5355339059327375e-20,5.0543219284704355e-05,0.008814793293767107,0.44433397330821617,0.9997781612543798,0.7754863261753498,1.9042884570352125,1.0062767318573917,0.7961647415701651,5.684101841667507e+33,277.98313645263084,2.9068481236555574,6.861045281824544e+35,10184.112843971388,11.168304288084133
324080,414972.0,0.9957302069189164,0.0021129449745295697,400279,12697915.0,0.977195726681232,0.001336032028349574,12697204.94117647,0.9972,0.0001,513,17,434132,465642595.0,0.977195726681232,0.001336032028349574,465641884.9411765,0.9873,0.0007,15.322674177781462,10880,46996.04815806441,38.79845187769435,3e+38,120605.91666666669,1.279240882561253e+34,278.04481756618594,3.7484195730335452,3.6029443210019286e+35,10120.588622946187,14.027629842108354,2.6666666666666662e+38,14849.0,10482.997260058217,384419.8080985262,12234,12071.0,710.0588235294117,1211.286685,2049864,5.773502691896258e-20,0.00028062980352911386,0.002879490785195781,6.123724356957946e-20,4.634188013573366e-05,0.008206375712220545,0.5536329616043271,0.9986395070785348,0.7617126383699994,0.5272694872422161,1.0061475750760085,0.7638098084685887,7.082299184177196e+33,277.66653956003705,2.8552185626931283,1.8997226046969412e+35,10182.805701319146,10.714441262969041
