Physics Setting,Run Type,Run Number,Charge,Charge Error,HMS Tracking Eff,HMS Tracking Eff Error,SHMS Tracking Eff,SHMS Tracking Eff Error,HMS Cer Detector Eff,HMS Cer Detector Eff Error,HMS Cal Detector Eff,HMS Cal Detector Eff Error,HMS Hodo 3/4 Eff,HMS Hodo 3/4 Eff Error,SHMS Hodo 3/4 Eff,SHMS Hodo 3/4 Eff Error,EDTM Live Time,EDTM Live Time Error,Boiling Factor,Boiling Factor Error,Dummy Target Correction,Dummy Target Correction Error,Effective Charge,Effective Charge Error
Q3p85_W2p62_t0p21_higheps_left,data,15110.0,72.037161,10.483934,0.9949,0.0003,0.9907,0.001,0.9981,0.0001,0.9981,0.0001,0.998274,0.0003,0.994296,0.001,0.999,0.0001,0.99324,0.06941,NA,NA,65.59714769842455,10.5909057501709
Q3p85_W2p62_t0p21_higheps_left,data,15113.0,107.37714,18.58813,0.9936,0.0003,0.9915,0.0008,0.9981,0.0001,0.9981,0.0001,0.99831,0.0003,0.994245,0.0008,0.999,0.0002,0.99153,0.07875,NA,NA,97.50969228782519,18.572379112285034
Q3p85_W2p62_t0p21_higheps_left,data,15114.0,93.170614,15.665156,0.9947,0.0003,0.9926,0.0008,0.9981,0.0001,0.9981,0.0001,0.99834,0.0003,0.99461,0.0008,0.999,0.0001,0.99243,0.0737,NA,NA,85.04593241115408,15.632337650178087
Q3p85_W2p62_t0p21_higheps_left,data,15115.0,91.662977,16.318995,0.9949,0.0002,0.9924,0.0008,0.9981,0.0001,0.9981,0.0001,0.998343,0.0002,0.993938,0.0008,0.9994,0.0001,0.99297,0.07082,NA,NA,83.65791223376915,16.04501322949847
Q3p85_W2p62_t0p21_higheps_left,data,15116.0,64.453321,10.466735,0.9951,0.0003,0.9928,0.0009,0.9981,0.0001,0.9981,0.0001,0.998225,0.0003,0.994349,0.0009,0.9988,0.0001,0.99457,0.06284,NA,NA,58.92485879789217,10.268247135124488
Q3p85_W2p62_t0p21_higheps_left,data,15117.0,22.71676,2.158163,0.9931,0.0006,0.9924,0.0017,0.9981,0.0001,0.9981,0.0001,0.99835,0.0006,0.993504,0.0017,0.9979,0.0002,0.99672,0.0544,NA,NA,20.73766378557149,2.273072957409181
Q3p85_W2p62_t0p21_higheps_left,data,15118.0,59.893315,10.169813,0.9931,0.0004,0.992,0.0011,0.9981,0.0001,0.9981,0.0001,0.998326,0.0004,0.994225,0.0011,0.9988,0.0001,0.99517,0.06018,NA,NA,54.55551757888198,9.83401542553048
Q3p85_W2p62_t0p21_higheps_left,data,15119.0,41.745068,2.700796,0.9946,0.0004,0.9906,0.0014,0.9981,0.0001,0.9981,0.0001,0.998059,0.0004,0.994549,0.0014,0.9985,0.0003,0.99119,0.08072,NA,NA,37.86735806409325,3.939719655125577
Q3p85_W2p62_t0p21_higheps_left,dummy,15121.0,44.221591,2.774107,0.991,0.0004,0.9931,0.0009,0.9981,0.0001,0.9981,0.0001,0.998826,0.0004,0.994046,0.0009,0.9997,0.0001,NA,NA,3.527,0.227,42.08964040364178,0.23321172798633943


Variable,Value
Total Data Effective Charge,503.8960828576118
Total Data Effective Charge Error,34.37653255771519
Total Dummy Effective Charge,148.45016
Total Dummy Effective Charge Error,9.589689316167208
Normalization Data Factor (Data),0.0019845361653318795
Normalization Dummy Factor (Dummy),0.0067362675023307115
Normalization SIMC Factor,86.47722222222222
