current,yieldRel_COIN_notrack,uncern_yieldRel_COIN_notrack
39.4976685626643,0.965687743537355,0.00612545507222
39.4061735849608,0.962590972332423,0.009938787508595
39.4689016549124,0.919005130482676,0.039154768475469
39.3777435106941,0.963338576465585,0.014990399542033
39.5727309440225,0.962852223519611,0.009621717075325
49.273608602557,0.942771570784512,0.013276456916707
29.5826190140016,0.991202637191356,0.01770367253698
29.7448341108835,0.969294274385082,0.008188950677525
19.812817415986,0.990796284933651,0.005948155836876
11.9147379660064,1,0.004826542297194
64.1422386136698,0.934753932780884,0.008998977392109
49.3427775246145,0.955125533036709,0.011417824975361
