rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
167238.391189518,1.03668855860609,0.016317266917561
166932.330150625,1.02427931978662,0.015900053851087
84727.1666076654,1.01658332820401,0.008704937494413
42532.9470645384,1.006697976358,0.008285779260574
42519.5167156933,1.00259746647732,0.007426593174691
25652.439934204,0.976646106511251,0.021385850895996
25632.115210187,1.00209109210141,0.006157990449313
25595.1624474532,1,0.006127992385858
126743.807906514,1.04031908072392,0.01537708382222
126409.435213817,1.0328516097149,0.013532631846391
63745.7717609562,1.01220225144763,0.007705755805661
