rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
187785.785180894,0.940836364646336,0.005900718165879
151091.594145915,0.947532500390924,0.004798694122111
149947.281169784,0.959119596748186,0.004766211222499
115233.085912276,0.954836166689047,0.003751569394658
39544.0422401044,0.986130684937687,0.001861376705652
39520.4366646617,0.970922073889086,0.00188031292022
39589.6457127832,0.988245732431702,0.001876233952799
39492.2406619353,0.993130454055727,0.001859528729434
188116.967509494,0.932416188572781,0.005904256608315
151570.511615674,0.948332805962563,0.004796778584231
116188.514960795,0.957266306395052,0.003785459178992
39371.199895564,1,0.002044187998138
