rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
377090.235405104,0.928466326343854,0.00833513161644867
376443.471262524,0.921864342785617,0.00777222606175476
191653.062940405,0.972882379501792,0.0042990043836796
96344.8242857718,0.996896881943625,0.00342559034317149
96266.6494183935,0.992502286747633,0.00319313814512503
58079.994780944,0.993028738060064,0.00183323824735449
58050.2705412374,1.00636381651544,0.00216759279443028
57960.4462052645,1,0.00236342447489588
286194.788788835,0.960054833286378,0.00887797174642199
285477.028236737,0.950552481368849,0.00585654290387788
144206.342338331,0.983056750600585,0.00354056610932654
