rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
458087.306727906,1.27020479976802,0.005922126043199
362759.849687655,1.270386542097,0.004838326368014
359947.873590019,1.28439326805544,0.004842530168329
272481.666051569,1.26421853056442,0.003805268878197
90554.7916742328,1.21769801978056,0.002302566810576
90502.8780537662,1.19863558358272,0.002327903279782
90672.3805860535,1.22051392319083,0.002350101316099
90436.4619020327,1.22566856995028,0.002283039678875
458928.035561564,1.26162900908645,0.005935549076107
364076.353441566,1.27320471324701,0.004852609094983
274840.231840213,1.2714430611559,0.003867367923248
90168.3884372401,1,0.002062416056387
