rate_Det,yieldRel_COIN_track,uncern_yieldRel_COIN_track
276693.157616411,1.01243404573661,0.003716968968526
276060.199178481,1.00820010049237,0.00379126297404
276636.887339842,0.994998370578655,0.006174666612245
275922.18819885,1.00646707164945,0.004027112948026
277403.567950299,1.01783821225887,0.003840075447761
351286.557005686,1.00695797787566,0.004640337338523
204181.757992737,1.00189872090622,0.003434097039755
205321.445518374,1.00479927500006,0.003045396329437
134633.902190322,1.00320085958615,0.002292611210747
79941.1399455919,1,0.001855690345058
467069.580965704,1.01200886227415,0.005755068143572
351853.520053088,1.01087716581335,0.00465288565979
