rate_HMS3-4,yieldRel_COIN_track,uncern_yieldRel_COIN_track
57106.0184563392,0.972636893273049,0.003700022041548
56992.519415561,0.969515826411542,0.003746000600825
57112.9180494894,0.959395196057998,0.005728361450715
56969.269037912,0.968439439995965,0.003929010319455
57271.3463469934,0.977056115663898,0.003797970123965
71458.9341686082,0.959823897591164,0.00459219749883
42829.3507408933,0.972051638583742,0.003186290800385
43010.1259417215,0.973441825531342,0.002987977669058
28670.3778671513,0.985723777441574,0.002226090653196
17238.2743132636,1,0.001761380547439
92941.9527364735,0.956643076005164,0.005743434965532
71609.3456017425,0.962403948256283,0.004617503489902
