rate_SHMS,yieldRel_COIN_track,uncern_yieldRel_COIN_track
209474.582570941,0.929836267589759,0.008739813340139
208736.730854981,0.933465725360769,0.008655738859897
209851.844215586,0.93929989647203,0.008336010491565
209511.141111899,0.932940831617824,0.007773172678775
106925.896332739,0.977941996783122,0.004299921195907
53811.8772212335,0.998312749234438,0.003427513337811
53747.1327027002,0.99396737560127,0.003194785601214
32427.55484674,0.993254780462925,0.001876514904894
32418.1553310503,1.00648446148805,0.002170185750841
32365.2837578113,1,0.002365658345121
159450.980882321,0.968149748828644,0.008878905347491
159067.59302292,0.958710582062696,0.005857798759521
80460.5705773747,0.986438344144322,0.003541730325554
