COINTRIG_cut,COINTRIG_scaler,COIN_PS,CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,curr_corr,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,run number,sent_edtm,sent_edtm_PS,time,tot_events
,3560133.0,,0.9691763826803153,0.002327256707626105,20483,30909539.0,65,0.8971088364703259,0.00271455418082004,0.9955,0.0002,,1025,,65,,,1.0,412072550.0,1025,0.8971088364703259,0.00271455418082004,0.9425,0.0008,3255,25891.515912435312,1.0007315058729682,288061.9029533664,283206.92344555235,1763,198417.0930815733,162262.83125545882,1492,12142,246211.0,4024.371917448405,378.795919,862000
,5545502.0,,0.98062996384087,0.001886321437443452,30554,48051830.0,65,0.8966882439068186,0.002436265681950953,0.9955,0.0001,,1025,,65,,,2.0,640631085.0,1025,0.8966882439068186,0.002436265681950953,0.9407,0.0006,4923,39665.96682230724,1.0007378160610858,425570.4067638432,419012.49195477174,2672,372257.2476637978,280981.7698637522,2251,12126,379235.0,6198.677898686678,585.323748,1277750
,52069.0,,0.999971664238902,0.014047823311047229,1118,885604.0,65,0.9834804634560969,0.0026632363010120424,0.9987,0.0005,,1025,,65,,,,12109395.0,1025,0.9834804634560969,0.0026632363010120424,0.9833,0.002,610,3744.04151663778,1.0007312948421734,8940.048146305135,8890.542673391199,326,6787.612533437434,6120.471507737369,284,12143,35593.0,581.7752645403377,54.759965,26362
,944.0,,0.9994737893264682,0.009188804320915895,83918,63617.0,2,0.9981004436855879,0.0017219662681238945,0.9978,0.0001,,33,,2,,,168.0,910561.0,33,0.9981004436855879,0.0017219662681238945,0.9904,0.0002,12998,283.7083644559923,1.0064951972901237,749952.9380637774,745439.8737470859,7002,542780.5319360903,498653.9200008228,5999,12152,736.0,379.1515151515152,36.85483600000001,2147098
,2903.0,,0.9994917107353948,0.0211286900579882,57778,98816.0,17,0.988642730024726,0.00379553536296345,0.9977,0.0001,,257,,17,,,20.0,1385227.0,257,0.988642730024726,0.00379553536296345,0.9864,0.0002,12199,426.9241274303968,1.0010679780567668,562103.4395955091,558281.075374889,6335,450057.4894229391,407052.17635390616,5865,12145,1550.0,96.85282673380637,9.118911999999966,1671335
,41.0,,0.998854122387122,0.0293670273689128,44614,2357.0,1,0.9995056343147948,0.002014074043942853,0.9979,0.0001,,9,,1,,,857.0,32894.0,9,0.9995056343147948,0.002014074043942853,0.9911,0.0001,12127,10.707142836084133,1.0186846437992565,535625.2159702835,532445.1711855356,4682,703925.5014589161,647284.4113501821,7450,12154,40.0,40.0,4.001182999999855,2130432
,556.0,,0.999675787578837,0.02916811552075202,81695,26666.0,9,0.9910125144622178,0.004676070116040005,0.9976,0.0001,,129,,9,,,50.0,375521.0,129,0.9910125144622178,0.004676070116040005,0.9876,0.0002,12891,115.94959054874926,1.001332597202532,819443.8152013894,813953.6648034938,6503,690890.4211828379,628153.0290900979,6388,12147,278.0,32.80447889750215,3.090281999999988,2507975
,11461.0,,0.9995550313117502,0.00440349755067085,64946,616173.0,5,0.995862856430389,0.0014434141248569569,0.9978,0.0001,,65,,5,,,99.0,8763965.0,65,0.995862856430389,0.0014434141248569569,0.9897,0.0002,13131,2697.9830742056697,1.0028858772037672,654348.5660538172,650344.7812638753,6264,601535.4102984541,550492.20622463,6873,12150,7777.0,1651.1169230769226,155.72095699999963,2109259
,562481.0,,0.9992479000942698,0.0015417117622176454,69322,18538895.0,17,0.9834705094024598,0.0012370604540488837,0.9975,0.0001,,257,,17,,,22.0,260224189.0,257,0.9834705094024598,0.0012370604540488837,0.9852,0.0002,12100,80709.33627109103,1.0007318779472003,706558.9794867891,700960.8486080738,6299,565300.977681779,509214.628345505,5802,12144,202057.0,12625.672007324329,1181.3876669999995,2093828
,54854.0,,0.9979915907444528,0.0013685826169910012,69450,3521204.0,3,0.9971720830576684,0.0007711696820068441,0.9978,0.0001,,33,,3,,,205.0,50234679.0,33,0.9971720830576684,0.0007711696820068441,0.9904,0.0001,13749,15526.535315704086,1.004204516099221,765241.5685579514,760682.2369605841,6032,825773.537573781,756765.1790360772,7719,12151,39155.0,13842.676767676767,1305.6313539999999,2701456
,46299.0,,0.9993934202062008,0.0020812115282683036,85742,2753822.0,5,0.9941818903572961,0.001176646990157887,0.9977,0.0001,,65,,5,,,95.0,39280296.0,65,0.9941818903572961,0.001176646990157887,0.9892,0.0001,12872,12082.886920780813,1.0020601390638846,890957.0821220372,885273.7797320411,6163,819729.4642529757,748813.6726136619,6712,12148,24853.0,5276.4830769230775,497.84854699999994,2865250
