COINTRIG_cut,COINTRIG_scaler,COIN_PS,COIN_scaler_accp,CPULT_TLT_HMS,CPULT_TLT_SHMS,CPULT_phys,CPULT_scaler,CPULT_scaler_uncern,ELT2_HMS,ELT_3of4_SHMS,HMS3of4ELT,HMS3of4ELT_err,HMSTRIG_cut,HMSTRIG_scaler,HMS_3-4Trig_scaler,HMS_DataRate,HMS_PS,HMS_eLT_scaler,HMS_eLT_scaler_uncern,HMS_scaler_accp,HMS_track,HMS_track_uncern,PS1,PS2,PS3,PS4,PS5,PS6,SHMS3of4ELT,SHMS3of4ELT_err,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_3-4Trig_scaler,SHMS_DataRate,SHMS_PS,SHMS_eLT_scaler,SHMS_eLT_scaler_uncern,SHMS_scaler_accp,SHMS_track,SHMS_track_uncern,TLT,TLT_ELT_HMS,TLT_ELT_SHMS,accp_edtm,avg_yield_HMS_CPULT_notrack,avg_yield_HMS_CPULT_track,avg_yield_HMS_notrack,avg_yield_HMS_scaler,avg_yield_HMS_track,avg_yield_SHMS_CPULT_notrack,avg_yield_SHMS_CPULT_track,avg_yield_SHMS_notrack,avg_yield_SHMS_scaler,avg_yield_SHMS_track,boilingCorr,c_int_Track_Rand_events,c_int_Track_events,c_int_noTrack_Rand_events,c_int_noTrack_events,charge,curr_corr,current,hTLT,h_int_etotnorm_evts,h_int_etottracknorm_evts,haccp_edtm,min_yield_HMS_CPULT_notrack,min_yield_HMS_CPULT_track,min_yield_HMS_notrack,min_yield_HMS_scaler,min_yield_HMS_track,min_yield_SHMS_CPULT_notrack,min_yield_SHMS_CPULT_track,min_yield_SHMS_notrack,min_yield_SHMS_scaler,min_yield_SHMS_track,pTLT,p_int_etotnorm_evts,p_int_etottracknorm_evts,paccp_edtm,rate_COIN,rate_HMS,rate_HMS3-4,rate_SHMS,rate_SHMS3-4,run number,sent_edtm,sent_edtm_HMS,sent_edtm_PS,sent_edtm_SHMS,time,tot_events,uncer_boilingCorr,uncern_COIN_evts_scaler,uncern_CPULT_phys,uncern_ELT2_HMS,uncern_ELT_3of4_SHMS,uncern_HMS3-4_evts_scaler,uncern_HMS_evts_notrack,uncern_HMS_evts_scaler,uncern_HMS_evts_track,uncern_SHMS3-4_evts_scaler,uncern_SHMS_evts_notrack,uncern_SHMS_evts_scaler,uncern_SHMS_evts_track,uncern_TLT,uncern_TLT_ELT_HMS,uncern_TLT_ELT_SHMS,uncern_charge,uncern_yieldRel_HMS_CPULT_notrack,uncern_yieldRel_HMS_CPULT_track,uncern_yieldRel_HMS_notrack,uncern_yieldRel_HMS_scaler,uncern_yieldRel_HMS_track,uncern_yieldRel_SHMS_CPULT_notrack,uncern_yieldRel_SHMS_CPULT_track,uncern_yieldRel_SHMS_notrack,uncern_yieldRel_SHMS_scaler,uncern_yieldRel_SHMS_track,yieldRel_HMS_CPULT_notrack,yieldRel_HMS_CPULT_track,yieldRel_HMS_notrack,yieldRel_HMS_scaler,yieldRel_HMS_track,yieldRel_SHMS_CPULT_notrack,yieldRel_SHMS_CPULT_track,yieldRel_SHMS_notrack,yieldRel_SHMS_scaler,yieldRel_SHMS_track,yield_HMS_CPULT_notrack,yield_HMS_CPULT_track,yield_HMS_notrack,yield_HMS_scaler,yield_HMS_track,yield_SHMS_CPULT_notrack,yield_SHMS_CPULT_track,yield_SHMS_notrack,yield_SHMS_scaler,yield_SHMS_track
,173474,,155496.4444444444,1.2360383573647755,-1.234421976210293,0.815342914921516,0.815342914921516,0.001354829489311,0.998692288839702,-1,0.999955055716516,2.4225115025213097e-36,113623,5918630,7257252,2641.8407278748255,9,0.99817891996778,0.00106203692923,5756832,0.9972,0.0023,,,,9,,,-1,,,8127129,8127129,,,0.99817891996778,0.00106203692923,7965331,0.9832,0.0197,1.0064772123264787,0.8142766818922031,-0.815342914921516,18094,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,19812.6263007163,0.999585386019333,79.59210624529094,1.0064772123264811,495607,494582,18094,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,696.8869663834734,23776.566550873427,29154.1345133011,32648.64056986725,32648.64056986725,16727,161798,17977.555555555555,17977.5555555556,1,248.927026,657461,,0.0024009482737184697,0.001354829489311,2.6188470160661062e-05,-2.0,0.0003712050690219261,0.0014204674428035249,0.00041104503281394705,0.0014219386099163275,0.0003507772535161848,-1.0,0.0003507772535161848,-1.0,0.0074825359168114456,0.0016061270649332315,1.6306835785657945,29.92434703386664,0.002775296932114525,0.005075296932114524,0.002622705076293899,0.0015653012590051106,0.0034883494545727193,,,,,,0.9967985995055406,0.9972589385357311,0.992908240455422,0.9970275080207389,0.9924276934474666,,,,,,276.2343568811425,276.43708083519687,276.5960646417691,291.0649513802149,276.7990540473345,1,1,1,1,1
,397782,,356562.0,1.224859573117458,-1.2232582318260914,0.81504950116418,0.81504950116418,0.000894742367866,0.998692632750307,-1,0.9999548451504,8.74535076377672e-38,261713,13566996,16631023,2641.145958975846,9,0.998201793256689,0.000857748633724,13196016,0.9973,0.0016,,,,9,,,-1,,,18632390,18632390,,,0.998201793256689,0.000857748633724,18261410,0.9834,0.0139,0.9970160116448326,0.8139839321394793,-0.81504950116418,41097,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,45410.3428026832,0.999585229419499,79.56205563126368,0.9970160116448326,1136775,1134613,41097,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,696.9415260887503,23770.313630782617,29138.70046919445,32645.23362364504,32645.23362364504,16728,370980,41220.0,41220.0,1,570.753765,1509584,,0.0015855408528857784,0.000894742367866,2.618157392615743e-05,-2.0,0.0002452113215368978,0.0009379134049990914,0.0002714926968223761,0.0009388065746193749,0.00023166782269520383,-1.0,0.00023166782269520383,-1.0,0.004918156281745764,0.0016050151126997135,1.6300980201010182,68.59063732235867,0.0018326557728650915,0.0034326557728650915,0.0023952563931995607,0.0015346681746618033,0.002880495302749749,,,,,,0.9967985995055406,0.9972589385357311,0.9940075868143022,0.9971341827430571,0.9935924348217278,,,,,,276.540298333085,276.7616105633804,276.90231134630346,291.09609322195473,277.1239132917247,1,1,1,1,1
,38504,,33484.2,1.2108071810849965,-1.2096502842328172,0.807614700364639,0.807614700364639,0.000837308936459,0.9990445242890428,-1,0.999975030276892,2.22193678093864e-37,255917,8453687,10411388,3474.457130753691,5,0.998669855766415,0.000829247539219,8428588,0.9974,0.0015,,,,5,,,-1,,,11673783,11673783,,,0.998669855766415,0.000829247539219,11648684,0.9965,0.0151,0.9769313518466871,0.8068430441346286,-0.807614700364639,4904,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,28795.2287720184,0.999442323160266,59.174055023934045,0.9769313518466871,1293672,1291800,4904,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,79.12553265961948,17372.285653768457,21395.351683616518,23989.567266460905,23989.567266460905,16729,25099,5019.8,5019.8,1,486.619157,1676901,,0.005096207183216719,0.000837308936459,1.9127790358235996e-05,-2.0,0.00030991720322864886,0.0008792004683616087,0.0003439354313527064,0.0008798372803435501,0.0002926807720381315,-1.0,0.0002926807720381315,-1.0,0.013951826685113454,0.0011839508702722874,1.615228532634313,46.33943752525658,0.0017165094048206086,0.0032165094048206087,0.002182773161968206,0.0016456175530063701,0.0026484898860687912,,,,,,0.9967985995055406,0.9972589385357311,0.9999769101973119,1.0041739241864749,0.999914496521508,,,,,,278.29903319882726,278.6207362325706,278.5651954770236,293.15122408291296,278.8872061841763,1,1,1,1,1
,21027,,14952.66666666667,1.224697765387332,-1.2242076552497028,0.810355186311564,0.810355186311564,0.000900199670928,0.9995998113563356,-1,0.999995515017269,2.16598284607325e-37,225297,4412450,5431037,2425.3857191781663,3,0.999420268706118,0.000644046421232,4394227,0.9977,0.0016,,,,3,,,-1,,,6085604,6085604,,,0.999420268706118,0.000644046421232,6067381,0.9955,0.0253,0.9920430225539159,0.8100308913686676,-0.810355186311564,6026,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,15065.0941716905,0.998671627685899,24.84243284032161,0.9920430225539154,1136670,1135738,6026,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,34.673652177696724,7276.157157534499,8955.813378142459,10035.198382422594,10035.198382422594,16731,18223,6074.333333333333,6074.33333333333,1,606.425879,1467024,,0.00689622373080913,0.000900199670928,8.006977174623826e-06,-2.0,0.00042910010345562473,0.0009379567239189776,0.00047605825614733583,0.0009383414941743195,0.00040536678044023733,-1.0,0.00040536678044023733,-1.0,0.012780604750938526,0.0004948431077988295,1.6207093726178696,36.32576430370944,0.0018381563948469777,0.0034381563948469775,0.0026341558420698123,0.0024577990044500667,0.003082008598351166,,,,,,0.9967985995055406,0.9972589385357311,1.0044368257539324,1.0008730328806366,1.004702697789546,,,,,,279.69562558827624,280.1105465092324,279.80760141277256,292.18758590872403,280.22268844684584,1,1,1,1,1
,12343,,8441.66666666667,1.2370896775173583,-1.2367913743541952,0.810961696062712,0.810961696062712,0.001446779263895,0.9997588669854867,-1,0.999998333502523,2.06840560416319e-36,88628,1711053,2104875,1461.412209171441,3,0.999646924780433,0.0006369756057,1699349,0.9976,0.0026,,,,3,,,-1,,,2355220,2355220,,,0.999646924780433,0.0006369756057,2343516,0.9972,0.0526,1.0029904306220105,0.8107661464242855,-0.810961696062712,3913,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,5829.6920439807,0.997790785920451,14.937438750494008,1.0029904306220094,440285,440007,3913,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,31.626508760049685,4384.236627514323,5393.328009909226,6034.787811864556,6034.787811864556,16732,11704,3901.3333333333335,3901.33333333333,1,390.273871,568992,,0.00900097665895412,0.001446779263895,4.823823473362401e-06,-2.0,0.0006892659822413947,0.0015070687171446987,0.0007644837685981803,0.001507544731103424,0.0006516047772699264,-1.0,0.0006516047772699264,-1.0,0.01603606044499748,0.00029992252556465727,1.6219208110291172,20.796830722134217,0.002953847981039699,0.005553847981039699,0.003884267870045665,0.00364839179354163,0.004674134881052224,,,,,,0.9967985995055406,0.9972589385357311,1.0053969275304724,1.0009662643293704,1.0059536339523723,,,,,,280.0075231842115,280.50393329767775,280.0750585273642,292.2148032190535,280.57158837056835,1,1,1,1,1
,12524,,6749.5,1.2250433209893379,-1.2247482184586436,0.812323151475972,0.812323151475972,0.000971684318373,0.9997591084938482,-1,0.999998344694817,4.29711144398238e-37,195697,2533984,3118488,2189.9227831980784,2,0.999636173819081,0.000586081522053,2522435,0.9978,0.0018,,,,2,,,-1,,,3490212,3490212,,,0.999636173819081,0.000586081522053,3478663,0.9975,0.035,0.9948913325829076,0.812127469728531,-0.812323151475972,5745,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,8643.95960642169,0.997791251426856,14.940586901217017,0.9948913325829076,985301,984606,5745,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,21.64701350661467,4379.845566396157,5390.127104456704,6032.630653541089,6032.630653541089,16733,11549,5774.5,5774.5,1,578.555559,1269492,,0.00893569775377693,0.000971684318373,4.8189909770307496e-06,-2.0,0.0005662757466695915,0.001007431528122073,0.0006282001934868955,0.0010077870212837862,0.0005352714702901755,-1.0,0.0005352714702901755,-1.0,0.013127077220633963,0.0002977084288245847,1.6246451406430613,30.8309152138851,0.001979115846495073,0.003779115846495073,0.0037182406876143455,0.0036216571761667608,0.004131018495605024,,,,,,0.9967985995055406,0.9972589385357311,1.009916380917154,1.0020500672024661,1.0101982831355594,,,,,,281.2662790303,281.6875954492808,281.3340500133395,292.5312007387063,281.7554679483214,1,1,1,1,1
,13053,,328.0,1.2286696892539632,-1.2285115246658247,0.810091128048349,0.810091128048349,0.000893280079208,0.9998712716773908,-1,0.999999502975647,5.28327398728965e-37,234552,1493902,1837634,2340.5149565317024,1,0.999792255416956,0.000505450885945,1481177,0.9977,0.0016,,,,1,,,-1,,,2057021,2057021,,,0.999792255416956,0.000505450885945,2044296,0.9981,0.0436,0.9952062868369351,0.8099868463762747,-0.810091128048349,12664,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,5092.7765072851,0.995864100187418,7.978916679657742,0.9952062868369351,1150444,1149789,12664,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,20.450298431629594,2340.5149565317024,2879.044182035487,3222.760540115616,3222.760540115616,16734,12725,12725.0,12725.0,1,638.279194,1487621,,0.008752756184532034,0.000893280079208,2.5748979144742105e-06,-2.0,0.000737684216180222,0.0009323248463776558,0.0008181613238354235,0.000932590367194384,0.0006972373398984923,-1.0,0.0006972373398984923,-1.0,0.0088439166739255,0.00015989086252867084,1.6201812710849233,32.14688199765376,0.0018256049255856556,0.0034256049255856555,0.0063827347915947465,0.00636505276211917,0.006580220620908848,,,,,,0.9967985995055406,0.9972589385357311,1.0053005975953893,1.0005191424862538,1.0058188935766554,,,,,,280.01217360246574,280.49789511809644,280.0482237405576,292.08427372364764,280.53400779035417,1,1,1,1,1
,19124,,241.0,1.2230686035496843,-1.2229589071291356,0.813012247614074,0.813012247614074,0.000880911876055,0.9999103104926162,-1,0.999999749159004,1.52953302542726e-37,247718,1545108,1899472,1630.7183160683837,1,0.999856538479972,0.000416562968744,1526225,0.9978,0.0016,,,,1,,,-1,,,2125755,2125755,,,0.999856538479972,0.000416562968744,2106872,0.9945,0.0524,0.99428056982471,0.8129393289460886,-0.813012247614074,18775,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,5260.33096488614,0.994055973153454,5.551791883170304,0.99428056982471,1187635,1187123,18775,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,20.183609868366336,1630.7183160683837,2004.716680813927,2243.5374187266825,2243.5374187266825,16735,18883,18883.0,18883.0,1,947.501469,1540611,,0.0072312043141863755,0.000880911876055,1.7939510462606104e-06,-2.0,0.0007255770741401536,0.0009176107780361387,0.0008044898691079842,0.0009178086370919806,0.0006858725081568573,-1.0,0.0006858725081568573,-1.0,0.007256553696084324,0.00011127193198262315,1.6260235407459298,47.13028783173734,0.0017985226540911388,0.003398522654091139,0.009007121192915933,0.008995612550046689,0.009148127250091974,,,,,,0.9967985995055406,0.9972589385357311,1.0029148518923854,0.9998868007588037,1.0034701294797388,,,,,,279.3585648974455,279.8538093186682,279.3836226769344,291.8996724837868,279.87891152036957,1,1,1,1,1
,31543,,104.0,1.2270236508107233,-1.226972280237758,0.814521787635193,0.814521787635193,0.00100146927559,0.9999581339993476,-1,0.999999937201169,3.96657642359567e-38,207363,1200640,1473634,761.2000118605289,1,0.999912024833978,0.000347573914851,1169201,0.9977,0.0018,,,,1,,,-1,,,1645113,1645113,,,0.999912024833978,0.000347573914851,1613674,0.988,0.0888,0.9993956550780877,0.8144876868655005,-0.814521787635193,31420,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,4056.77699019614,0.987169404094238,2.571977189709507,0.9993956550780877,910315,909991,31420,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,19.998110985904734,761.2000118605289,934.2769008845937,1042.993765918102,1042.993765918102,16736,31439,31439.0,31439.0,1,1577.298977,1200308,,0.005630519955510933,0.00100146927559,8.373550697552678e-07,-2.0,0.000823768504652334,0.0010481034498973224,0.0009126275942571392,0.0010482900205864858,0.0007796543976419836,-1.0,0.0007796543976419836,-1.0,0.005638210282846931,5.2630758346765025e-05,1.6290423439457913,77.72485113613786,0.0020495727254873225,0.0038495727254873225,0.019187980389774612,0.019180985108324437,0.019272223313317408,,,,,,0.9967985995055406,0.9972589385357311,1.0018379371076531,1.000119206360665,1.0025684968815183,,,,,,279.07194065730414,279.61572933960724,279.0836247725209,291.96751928305974,279.6274362220345,1,1,1,1,1
,28595,,14.0,1.2229808608330655,-1.222959583050088,0.817516853527524,0.817516853527524,0.001636542102051,0.9999826017040341,-1,0.999999985014805,1.18456527979904e-37,92744,453605,554780,316.332653925091,1,0.999937253770634,0.000374734024169,425024,0.998,0.0031,,,,1,,,-1,,,614045,614045,,,0.999937253770634,0.000374734024169,585464,0.9091,0.1986,0.9997900703264406,0.8175026301273493,-0.817516853527524,28575,278.740726320058,279.1180815379927,278.57162764094033,291.9327190460632,278.9110540494874,0.1,0.1,0.1,0.1,0.1,1,,,,,1503.81265232208,0.968533096118103,1.0487209076513129,0.9997900703264406,330836,330774,28575,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1,-1.0,-1,-1,-1,19.94142974391371,316.332653925091,386.8895398960814,428.2194519007341,428.2194519007341,16737,28581,28581.0,28581.0,1,1433.949339,453543,,0.005913640909138647,0.001636542102051,3.479719734377865e-07,-2.0,0.0013425782333900064,0.0017385757565589193,0.0014847764940218331,0.001738738687512204,0.001276144638824258,-1.0,0.001276144638824258,-1.0,0.005914571625597163,2.455792725708593e-05,1.6350304309512709,70.50836197911673,0.0033751178586099192,0.006475117858609919,0.04691862935956886,0.046909904001870555,0.047020929180319235,,,,,,0.9967985995055406,0.9972589385357311,0.9974210300818207,0.999608724112918,0.9980165383602365,,,,,,277.848365620991,278.3530017207082,277.8531997931961,291.8184928124502,278.35784467287425,1,1,1,1,1
