Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,avg_ratio,avg_ratio_error
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,2,24,48,1.1268764984835244,0.13172825617967632
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,3,48,72,1.1091062108167729,0.10091734207931488
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,4,72,96,0.9318047771945431,0.07453371866806958
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,5,96,120,1.020376705863601,0.06955399896123275
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,6,120,144,0.9062161114283418,0.059544132888483585
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,7,144,168,1.0136134950159437,0.07239490584923548
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,8,168,192,1.0821798848399453,0.07696123506116548
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,9,192,216,1.1217384798127474,0.07591327742495313
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,10,216,240,1.0693071567426684,0.06703309461276809
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,11,240,264,1.0507643511577673,0.06770425470356574
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,12,264,288,1.0683514005102315,0.08475415994243946
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,13,288,312,1.0551987608000306,0.0949898064135879
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,14,312,336,1.1501900998078798,0.1159747009951481
Q3p85_W2p62_t0p21_loweps,3,0.272,0.31,15,336,360,0.9314580235116805,0.1117412675434544
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,1,0,24,1.2540785281798368,0.15776940118965194
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,2,24,48,1.2915242400283964,0.15747026604120995
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,3,48,72,1.1049775942747764,0.09944878294390565
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,4,72,96,0.9443022037837225,0.07713924159486446
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,5,96,120,1.0717698328863055,0.08030266144010689
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,6,120,144,1.0370520209318181,0.07315417005546478
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,7,144,168,1.0945342130336813,0.0785265276898905
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,8,168,192,1.1172150841924484,0.07943657059286087
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,9,192,216,1.28283829946741,0.08670261487791837
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,10,216,240,1.1715968717541498,0.07836978026095176
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,11,240,264,1.0808319136196263,0.07598220913093898
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,12,264,288,1.0663411187014566,0.08716670250921542
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,13,288,312,1.216396954940929,0.11151571875503338
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,14,312,336,1.09137011525971,0.12248926015190355
Q3p85_W2p62_t0p21_loweps,4,0.31,0.358,15,336,360,1.2007939612605636,0.16630281497621094
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,1,0,24,1.5977339900614818,0.2536879242402115
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,2,24,48,1.4469491997757657,0.19777275301086922
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,3,48,72,1.30227507394051,0.1441043473749955
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,4,72,96,1.1227444410761682,0.10207748645848697
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,5,96,120,0.9906489142923873,0.07981006016707692
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,6,120,144,1.0005469353954393,0.07216720694337704
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,7,144,168,1.0144742313491992,0.0814460375960265
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,8,168,192,1.1133057432560478,0.08460643496102806
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,9,192,216,1.0905296456541576,0.08161642392055024
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,10,216,240,1.0837092410639755,0.07751656560045109
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,11,240,264,1.0628747651303854,0.08501112590711858
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,12,264,288,1.0494825812410171,0.1023543777324062
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,13,288,312,1.4314646388884766,0.12796791808023011
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,14,312,336,1.4549915620974723,0.1823785376806579
Q3p85_W2p62_t0p21_loweps,5,0.358,0.5,15,336,360,2.008572153935319,0.27918066311862133
