CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS2,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_etotnorm_evts,h_int_goodscin_evts,p_int_etotnorm_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
1.675499295774242e-09,0.0018106928667540009,177758,70426648.0,0.9250100399080876,0.002185217248226038,0.9217391304347826,0.0002,513,129,424630,528409711.0,0.9250100399080876,0.002185217248226038,0.9750784424669512,0.0029,18291,42161.689481373665,7100.832016234179,116.0,92815.96510342404,39711.833333333336,13874,1999343.0,621.3633770000001,1525591
3.340954953640425e-09,0.002172012198430513,259052,34974417.0,0.9571736281930108,0.0019575370158461127,0.9456521739130436,0.0002,513,65,197962,266005335.0,0.9571736281930108,0.0019575370158461127,0.9850098619329388,0.0033,28535,20126.15129325897,6485.383141558679,98.0,64862.666881506564,25723.5,13877,1664133.0,516.002163,1052825
4.334530724328432e-09,0.0017655290365301915,382084,26328365.0,0.9733653563644332,0.0016457660375347007,0.9470198675496688,0.0002,257,33,339921,205387884.0,0.9733653563644332,0.0016457660375347007,0.9897082108120336,0.0024,34362,15182.598009616619,9918.238939595407,153.99999999999997,93427.21522060431,35725.666666666664,13878,1010767.0,620.6339499999998,1593098
5.865332126865796e-09,0.0020471974769140588,280334,19584437.0,0.980864302219547,0.0015040354045412574,0.9411764705882352,0.0002,257,33,261721,151930613.0,0.980864302219547,0.0015040354045412574,0.9929752909944864,0.0029,34745,11072.193020989751,7011.465362053394,120.66666666666666,65484.52259752528,24683.5,13879,1021721.0,628.749212,1181850
1.0001774114692465e-08,0.001914102876200319,310713,11349634.0,0.9894228272915006,0.0012768312691886301,0.9528301886792452,0.0002,129,17,327708,89176025.0,0.9894228272915006,0.0012768312691886301,0.9960738752453828,0.0025,35705,6384.4008510197555,7884.48739758947,108.0,69066.52878523276,25092.08333333333,13880,543397.0,657.2159309999997,1354991
1.880932920909949e-08,0.0018993379595282206,155603,5884339.0,0.9939893087396819,0.0011261612199918954,0.9411764705882352,0.0002,65,9,190152,47418351.0,0.9939893087396819,0.0011261612199918954,0.9974835619774332,0.0023,9093,3362.182060467,4077.537644309768,49.33333333333333,34168.818046738306,12361.0,13881,137583.0,611.698347,712514
