Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,Counts,simc_yield,simc_yield_error,%error/yield
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,3,48,72,1.0,0.0006874789909104746,0.0006874789909104746,100.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,4,72,96,53.0,0.02489492837047187,0.0034768559669823874,13.966121594092723
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,5,96,120,758.0,0.3214097246350361,0.011768977771733783,3.661674451542365
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,6,120,144,1417.0,0.5753259083852009,0.015410962960916553,2.678649220608082
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,7,144,168,1505.0,0.5895229998608913,0.015316934691320344,2.598191197787814
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,8,168,192,1501.0,0.5820492864342257,0.015160435837981165,2.6046653077882205
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,9,192,216,1630.0,0.639898428261961,0.015984311232548846,2.49794506855785
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,10,216,240,1431.0,0.5842688304153077,0.015563595422555379,2.6637730120726317
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,11,240,264,678.0,0.288277368056215,0.011166444988909629,3.873507332262079
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,12,264,288,45.0,0.02152796284102553,0.0032615023100927075,15.150074041735659
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,13,288,312,1.0,0.0007218931154572299,0.0007218931154572299,100.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,4,0.308,0.354,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,4,72,96,21.0,0.008596881967792394,0.0019111123338754578,22.230296298533634
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,5,96,120,1821.0,0.5826159121049364,0.013871582727482583,2.3809138129039185
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,6,120,144,3921.0,1.1856873232970715,0.01921895659058511,1.620912715600472
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,7,144,168,3291.0,0.9819694198323463,0.017361434693300083,1.7680219304858025
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,8,168,192,2747.0,0.8203487142633265,0.01588418518713423,1.9362723328454579
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,9,192,216,3234.0,0.9675433725765078,0.0172564020192993,1.7835274891446544
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,10,216,240,3965.0,1.2038253361019347,0.019400946193746705,1.611608064054229
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,11,240,264,1665.0,0.535410634720245,0.013319607758859455,2.4877368686968695
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,12,264,288,20.0,0.0077427228799751896,0.001750941615268785,22.614029229913438
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,13,288,312,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,5,0.354,0.5,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,1,0,24,9483.0,0.10676152110109398,0.0011119521283425881,1.0415289299687527
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,2,24,48,9979.0,0.1141513439609033,0.0011587516121948395,1.0151011560509622
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,3,48,72,9952.0,0.11717956812871122,0.0011899490801325573,1.0154919489253496
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,4,72,96,9536.0,0.11544114335113687,0.0011968643057575488,1.0367744731330766
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,5,96,120,8126.0,0.10102602492133762,0.0011339797187554662,1.1224629689611387
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,6,120,144,5734.0,0.07249090203007358,0.000968276346962889,1.335721200656587
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,7,144,168,4143.0,0.05289154093464047,0.000831179469091962,1.5714790199042854
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,8,168,192,3984.0,0.05090801362918998,0.0008156803584802812,1.6022631808454237
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,9,192,216,4297.0,0.054798913518768325,0.0008454569974827847,1.542835328647931
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,10,216,240,5655.0,0.07134317066940261,0.0009597016725225827,1.3451906657888082
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,11,240,264,8031.0,0.09979473058805563,0.001126707809802289,1.1290253535061339
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,12,264,288,9548.0,0.11566861724243194,0.0011982435400192135,1.0359279539996518
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,13,288,312,9855.0,0.11635805389436671,0.0011870017495613416,1.0201285685294608
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,14,312,336,9866.0,0.11254927248871656,0.0011490041933693504,1.0208899337705997
Q3p85_W2p62_t0p21_loweps_center,1,0.16,0.236,15,336,360,9340.0,0.10499441748370177,0.001102333972198033,1.0498976980077517
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,1,0,24,5306.0,0.054843044898860015,0.0007640183524044227,1.3930998065723805
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,2,24,48,8086.0,0.0832272582617772,0.0009384833496537761,1.1276153621472622
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,3,48,72,10872.0,0.11449937859284513,0.0011122574521017082,0.9714091602687627
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,4,72,96,10642.0,0.11699364828646755,0.0011472094945145243,0.9805741690399272
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,5,96,120,8430.0,0.09544544044861115,0.0010510296972016516,1.1011837676704286
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,6,120,144,5736.0,0.06669019319580134,0.0008894826657220356,1.3337533197880065
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,7,144,168,4138.0,0.048506365854752764,0.0007612797787461776,1.5694430315100296
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,8,168,192,3676.0,0.04337195015341854,0.0007222164815983807,1.6651694909813874
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,9,192,216,4118.0,0.04836672187202984,0.00076107843586088,1.573558029991292
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,10,216,240,5671.0,0.0657869037791288,0.0008826693536076615,1.3417098281006081
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,11,240,264,8681.0,0.09838931468392904,0.0010677735485639798,1.0852535684328641
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,12,264,288,10412.0,0.11476799564240314,0.0011380620344416522,0.9916196828841144
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,13,288,312,10929.0,0.11549165008791662,0.0011186576702492128,0.9686048033755239
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,14,312,336,8066.0,0.08267662166586288,0.0009341769331458331,1.1299166733267163
Q3p85_W2p62_t0p21_loweps_center,2,0.236,0.272,15,336,360,5411.0,0.055989281826726765,0.0007722473685441781,1.379277146176113
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,1,0,24,1959.0,0.020820399427558846,0.00047707898980588946,2.2914017162149425
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,2,24,48,3465.0,0.035200729865034606,0.0006076141377027605,1.7261407363780612
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,3,48,72,9143.0,0.09024426688967299,0.0009574238306719575,1.060924825110989
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,4,72,96,10842.0,0.11123200342923223,0.0010811461276817227,0.9719739772282058
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,5,96,120,9033.0,0.0959007414717105,0.0010207926076233312,1.0644261889512627
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,6,120,144,5571.0,0.06066877687572928,0.0008211317084106631,1.3534667265381433
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,7,144,168,3796.0,0.04155588709813832,0.0006810195712357741,1.638804075166244
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,8,168,192,3376.0,0.03736782436208083,0.0006495197011834895,1.7381790678790296
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,9,192,216,3868.0,0.042623761868591,0.0006922143525688837,1.6240104632317054
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,10,216,240,5800.0,0.06309130052559206,0.0008368044930088881,1.3263389501211036
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,11,240,264,8960.0,0.09500478658971201,0.0010149938029805452,1.0683606999338895
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,12,264,288,10645.0,0.10988347344797474,0.0010775822844943672,0.9806591024851045
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,13,288,312,8873.0,0.08783218511475416,0.0009456035962426357,1.0766026087216087
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,14,312,336,3418.0,0.03482263913285417,0.0006051338557955557,1.7377598908769358
Q3p85_W2p62_t0p21_loweps_center,3,0.272,0.308,15,336,360,1877.0,0.020100969194968746,0.0004703639235201382,2.3400061905366725
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,1,0,24,852.0,0.009544515220105377,0.0003310670148149933,3.468662443091983
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,2,24,48,1362.0,0.014670487162675747,0.0004031561764525934,2.748076270284278
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,3,48,72,5246.0,0.05044587623210994,0.0007088706459019779,1.4052102943763827
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,4,72,96,10075.0,0.09689487408587574,0.000979164524348644,1.0105431619435643
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,5,96,120,9186.0,0.09082314867770855,0.0009595800228758165,1.0565368376303979
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,6,120,144,5327.0,0.05425738428025313,0.0007521907898999019,1.3863380991878376
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,7,144,168,3174.0,0.03282062368093996,0.0005900387335718609,1.7977681938887597
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,8,168,192,2523.0,0.026241133949301096,0.0005292464878569152,2.016858299185699
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,9,192,216,3073.0,0.031917364567988646,0.0005829382676280852,1.8263984997456215
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,10,216,240,5412.0,0.05489165455831453,0.0007550807934612208,1.3755839563171766
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,11,240,264,9239.0,0.09140854049781595,0.0009631279707096101,1.0536520608078435
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,12,264,288,9765.0,0.09440437226584557,0.0009686139000227283,1.0260265248044682
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,13,288,312,4694.0,0.04544723719514207,0.0006754677202913783,1.4862679493387998
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,14,312,336,1385.0,0.01508387455504854,0.00041113443577766516,2.7256553631312146
Q3p85_W2p62_t0p21_loweps_center,4,0.308,0.354,15,336,360,850.0,0.009416293346899774,0.00032699984552752654,3.4727024050837176
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,1,0,24,303.0,0.003327676122727524,0.00019347953447152214,5.814253771576093
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,2,24,48,552.0,0.0059820646221483125,0.000257886025589596,4.310986956489657
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,3,48,72,2054.0,0.020547694263048047,0.0004612384665980796,2.2447212845070794
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,4,72,96,7309.0,0.0668744877023035,0.0007957162212602394,1.1898651467842658
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,5,96,120,9318.0,0.08365358972541265,0.0008805132598692708,1.0525708015155084
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,6,120,144,4719.0,0.043801043803737345,0.0006482900796336078,1.4800790650981979
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,7,144,168,2007.0,0.019689388038511016,0.0004475974248851168,2.273292719964931
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,8,168,192,1507.0,0.01490695117947206,0.0003908155891722348,2.621700336084926
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,9,192,216,2047.0,0.019977819106487472,0.00044933266100407037,2.249157721415932
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,10,216,240,4840.0,0.045011517848706516,0.0006577735569765682,1.4613449810501569
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,11,240,264,9140.0,0.08260945790196345,0.0008785357344667933,1.063480812946858
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,12,264,288,6737.0,0.0616211708987706,0.0007639622258958284,1.2397723294658622
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,13,288,312,1872.0,0.01879970308627674,0.0004421067801096222,2.3516689496673373
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,14,312,336,598.0,0.006451671910182423,0.0002671417098033728,4.1406586311643245
Q3p85_W2p62_t0p21_loweps_center,5,0.354,0.5,15,336,360,354.0,0.0038857950999458307,0.00020903942503396107,5.379579202127132
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,1,0,24,6649.0,0.07333729147183586,0.0009108222958347902,1.2419633689152243
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,2,24,48,4857.0,0.05451435219092697,0.0007915097570389991,1.4519291255023536
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,3,48,72,1116.0,0.013232434297180459,0.0004002807751693262,3.024997261876579
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,4,72,96,56.0,0.0007501006615202578,0.00010091657824146325,13.453738067225771
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,5,96,120,7.0,9.463170249473604e-05,3.594885318045179e-05,37.98817122882416
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,6,120,144,3.0,3.963390297930876e-05,2.2931973725060958e-05,57.85948897597293
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,8,168,192,1.0,1.4840679089489742e-05,1.4840679089489742e-05,100.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,9,192,216,1.0,1.2074377996561403e-05,1.2074377996561403e-05,100.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,10,216,240,3.0,4.144316955287448e-05,2.4020155374373287e-05,57.959262367053334
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,11,240,264,9.0,0.00011434555371113536,3.8441076761642426e-05,33.61833977275052
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,12,264,288,97.0,0.0012690358312853632,0.0001298964661088593,10.235839123414788
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,13,288,312,1251.0,0.014796158686430092,0.00042295132736778373,2.8585211630345815
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,14,312,336,4825.0,0.0541359288891198,0.0007887990042514129,1.4570711548461952
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,15,336,360,6717.0,0.0739896708754201,0.0009146815809367269,1.2362287466811677
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,1,0,24,11542.0,0.11418386389774446,0.0010781372947491566,0.944211605691208
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,2,24,48,10747.0,0.10934032888313695,0.0010689034786719727,0.9775930707272864
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,3,48,72,5370.0,0.058359695922826874,0.0008050774300240551,1.379509295402542
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,4,72,96,750.0,0.00900270431135223,0.0003312234629235159,3.67915519013381
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,5,96,120,70.0,0.0008556320191113779,0.00010296942982949011,12.034312359702207
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,6,120,144,12.0,0.00013851462030512748,4.039603297554309e-05,29.163732237475386
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,7,144,168,10.0,0.00012806411835070562,4.0641550703616395e-05,31.735314487012563
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,8,168,192,6.0,7.390444505265099e-05,3.0380453925433473e-05,41.10774920749332
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,9,192,216,13.0,0.00015700545513605376,4.379348323805681e-05,27.89296919658452
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,10,216,240,17.0,0.00022406160563532592,5.4577495139610556e-05,24.358254054663337
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,11,240,264,77.0,0.000914696636824175,0.00010492070527789397,11.470546742379906
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,12,264,288,803.0,0.009476757874112186,0.00033698769389829296,3.555938627690887
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,13,288,312,5591.0,0.060551329976869565,0.0008189713457953242,1.3525241247519566
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,14,312,336,10788.0,0.10973942839231754,0.0010704305870145273,0.9754293444902473
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,15,336,360,11432.0,0.11303251579357151,0.0010729598840840786,0.9492488745836629
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,1,0,24,14803.0,0.13204426513556286,0.001103206895753761,0.8354826274516025
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,2,24,48,13842.0,0.12866883501934198,0.0011097280815233121,0.8624684301808544
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,3,48,72,8789.0,0.08719160919662494,0.0009408667144185201,1.0790794241413537
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,4,72,96,1793.0,0.019559234099926114,0.0004656037702674584,2.380480584713781
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,5,96,120,166.0,0.001860631619048879,0.00014540000047849556,7.814550660641863
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,6,120,144,18.0,0.00018740444539417923,4.4414629455110266e-05,23.699880417292267
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,7,144,168,18.0,0.00020337383656142708,4.8445195599831634e-05,23.820761027537205
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,8,168,192,13.0,0.0001447528012995747,4.046000934715911e-05,27.951106288730582
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,9,192,216,15.0,0.00017475722818076632,4.535032872951224e-05,25.950473809645523
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,10,216,240,46.0,0.000516131656430032,7.665569370374673e-05,14.851965142761658
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,11,240,264,170.0,0.001925924515104372,0.0001487643911200308,7.72431058192168
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,12,264,288,1811.0,0.019555780653246372,0.00046304510512051443,2.367817032370151
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,13,288,312,8935.0,0.08873710005852929,0.0009497708071860622,1.0703198623344818
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,14,312,336,14210.0,0.13221188519794178,0.0011249798187298184,0.8508915949920451
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.308,15,336,360,14708.0,0.1319659496491043,0.0011062626546566314,0.8382940126586965
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,1,0,24,20609.0,0.16510712140760198,0.0011726352247918425,0.7102269210405185
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,2,24,48,19125.0,0.16065617760966877,0.0011817440122228128,0.7355733404127074
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,3,48,72,12004.0,0.10930517391901785,0.0010111458512312376,0.9250667786141362
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,4,72,96,2576.0,0.02569282952271544,0.0005108423452171346,1.988268146042423
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,5,96,120,147.0,0.0015513321818243263,0.00012887181021756683,8.307170554923765
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,6,120,144,33.0,0.0003579075116397708,6.299930079782786e-05,17.602117516112887
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,7,144,168,13.0,0.00014216271432871964,3.9884238717767585e-05,28.05534412176751
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,8,168,192,12.0,0.00013090588786051664,3.8264401621586904e-05,29.230466441936166
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,9,192,216,13.0,0.00014147326320010874,3.94212622345418e-05,27.864814412870274
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,10,216,240,19.0,0.00019411135996695824,4.483294882296092e-05,23.09650956574227
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,11,240,264,150.0,0.0015826308040365687,0.00013051288048546403,8.246577796450394
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,12,264,288,2598.0,0.02560420352651295,0.0005070621468894025,1.9803863313472871
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,13,288,312,11914.0,0.1083908709029589,0.0010066660030122714,0.9287368895794996
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,14,312,336,19098.0,0.16106694490569198,0.001185568512880441,0.7360718945619883
Q3p85_W2p62_t0p21_loweps_left,4,0.308,0.354,15,336,360,20449.0,0.16375695218208483,0.0011683048797409318,0.7134383390586487
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,1,0,24,25771.0,0.18703193303612436,0.0011943186095203235,0.6385640089009006
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,2,24,48,32808.0,0.2422063564943023,0.0013668644659145712,0.5643388083197253
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,3,48,72,19052.0,0.1523531816503513,0.00112529985507805,0.7386126386652032
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,4,72,96,3933.0,0.03485783371264491,0.0005641646408626576,1.6184730397001208
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,5,96,120,121.0,0.0012479694892409694,0.00011499721998391522,9.214746111610307
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,6,120,144,13.0,0.0001391071621971681,3.920642988811957e-05,28.184335924090703
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,7,144,168,14.0,0.00016229587672670379,4.408565701515034e-05,27.163756655006004
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,8,168,192,8.0,8.651862313955564e-05,3.091685719730393e-05,35.73433796725434
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,9,192,216,12.0,0.00013359862014089194,3.89690649259665e-05,29.168763034281387
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,10,216,240,21.0,0.0002393045896757605,5.293305249082053e-05,22.119530829952232
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,11,240,264,100.0,0.0010797500317519374,0.00010953644988326626,10.144611869613842
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,12,264,288,3749.0,0.03351295719007402,0.000556212012099298,1.6596924256628676
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,13,288,312,18674.0,0.1498714635867431,0.0011186912306640259,0.7464337799147107
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,14,312,336,32572.0,0.24086453465871283,0.0013643328517116335,0.5664316059003007
Q3p85_W2p62_t0p21_loweps_left,5,0.354,0.5,15,336,360,25826.0,0.18812164957568372,0.0011998544570500118,0.6378077482077867
