CPULT_scaler,CPULT_scaler_uncern,HMSTRIG_cut,HMSTRIG_scaler,HMS_eLT,HMS_eLT_uncern,HMS_track,HMS_track_uncern,PS2,PS4,SHMSTRIG_cut,SHMSTRIG_scaler,SHMS_eLT,SHMS_eLT_uncern,SHMS_track,SHMS_track_uncern,accp_edtm,charge,h_int_etotnorm_evts,h_int_goodscin_evts,p_int_etotnorm_evts,p_int_goodscin_evts,run number,sent_edtm,time,tot_events
1.5905898161532668e-08,0.002365948444349858,220730,7746930.0,0.9900502672629656,0.0014135264221985411,0.9552238805970148,0.0003,129,17,193093,55815854.0,0.9900502672629656,0.0014135264221985411,0.9963237844211694,0.0034,46640,22293.694508943405,5076.9547459465475,66.0,37806.58131416335,14516.416666666664,13905,693024.0,409.52177400000005,901817
