Physics Setting,Physics Yield,Physics Yield Error,SIMC Yield,SIMC Yield Error,Data/SIMC Ratio,Data/SIMC Ratio Error
Q3p85_W2p62_t0p21_higheps_center,26.223149761239952,2.3758119824570882,28.391894756770345,0.12027666001770827,0.9236139393263554,0.08377065927383193
Q3p85_W2p62_t0p21_higheps_left,18.74483313067221,1.3318123703369358,20.168227894350355,0.08657005450469157,0.9294239052070175,0.06615557064637999
Q3p85_W2p62_t0p21_higheps_right,25.113257413286192,2.1714880995048502,25.117428923019354,0.1076062349715418,0.9998339197158297,0.0865594864197638
Q3p85_W2p62_t0p21_loweps_center,5.090655140230486,0.3158901275113196,4.802334208932934,0.0073122529591483285,1.0600376647591996,0.06579825541328532
Q3p85_W2p62_t0p21_loweps_left,4.127781158371708,0.2595697839798702,3.8170379842455753,0.005910737182053827,1.0814095053307546,0.06802354967228051
