Physics Setting,Run Type,Run Number,Charge,Charge Error,HMS Tracking Eff,HMS Tracking Eff Error,SHMS Tracking Eff,SHMS Tracking Eff Error,HMS Cer Detector Eff,HMS Cer Detector Eff Error,HMS Cal Detector Eff,HMS Cal Detector Eff Error,HMS Hodo 3/4 Eff,HMS Hodo 3/4 Eff Error,SHMS Hodo 3/4 Eff,SHMS Hodo 3/4 Eff Error,EDTM Live Time,EDTM Live Time Error,Boiling Factor,Boiling Factor Error,Dummy Target Correction,Dummy Target Correction Error,Effective Charge,Effective Charge Error
Q3p85_W2p62_t0p21_higheps_center,data,15103.0,56.003841,9.681262,0.9906,0.0004,0.9934,0.0007,0.9981,0.0001,0.9981,0.0001,0.99806,0.0004,0.99331,0.0007,0.9982,0.0001,0.99557,0.05854,NA,NA,52.7426579673755,9.630845907770796
Q3p85_W2p62_t0p21_higheps_center,data,15104.0,99.106278,18.961615,0.9945,0.0002,0.9934,0.0005,0.9981,0.0001,0.9981,0.0001,0.998257,0.0002,0.993599,0.0005,0.9979,0.0002,0.99293,0.07105,NA,NA,93.25099876114389,19.048582859590535
Q3p85_W2p62_t0p21_higheps_center,data,15106.0,113.45971,19.884798,0.9937,0.0002,0.9945,0.0005,0.9981,0.0001,0.9981,0.0001,0.998246,0.0002,0.993647,0.0005,0.9984,0.0002,0.99116,0.08088,NA,NA,106.90697333507183,20.668074402152413
Q3p85_W2p62_t0p21_higheps_center,data,15107.0,113.017007,18.931032,0.9934,0.0003,0.9939,0.0005,0.9981,0.0001,0.9981,0.0001,0.998323,0.0003,0.993818,0.0005,0.998,0.0002,0.99079,0.08305,NA,NA,106.22853872240155,19.897857133514883
Q3p85_W2p62_t0p21_higheps_center,data,15108.0,62.209779,5.365519,0.9955,0.0003,0.9949,0.0006,0.9981,0.0001,0.9981,0.0001,0.998169,0.0003,0.993619,0.0006,0.998,0.0003,0.99016,0.08683,NA,NA,58.5497375037844,7.202048480781311
Q3p85_W2p62_t0p21_higheps_center,dummy,15102.0,48.988541,3.40111,0.9864,0.0005,0.995,0.0006,0.9981,0.0001,0.9981,0.0001,0.998731,0.0005,0.995258,0.0006,0.9992,0.0002,NA,NA,3.527,0.227,46.39884431931921,0.27888669889152584


Variable,Value
Total Data Effective Charge,417.67890628977716
Total Data Effective Charge Error,36.47691355057488
Total Dummy Effective Charge,163.64872
Total Dummy Effective Charge Error,10.5783686932129
Normalization Data Factor (Data),0.002394183629915513
Normalization Dummy Factor (Dummy),0.006110649543005641
Normalization SIMC Factor,83.76644444444445
