Physics_Setting,tbin_number,t_min,t_max,phibin_number,phi_min,phi_max,DummySub_Counts,physics_yield,physics_yield_error,%error/yield
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,11,240,264,265.83333333333337,0.08074926059285492,0.008563786783611475,10.605405821349699
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,12,264,288,342.00000000000006,0.11058269008364993,0.009543070360125023,8.629804857257675
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,13,288,312,285.8333333333334,0.0918542470973715,0.008401785597309919,9.146866762081755
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,14,312,336,143.5,0.046569017536853864,0.005200677880067228,11.167677900766336
Q3p85_W2p62_t0p21_loweps_center,4,0.31,0.358,15,336,360,103.66666666666667,0.03429083528710166,0.0047157214972969146,13.752133646831027
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,1,0,24,71.8333333333333,0.023761012875789096,0.0037601072501619193,15.824692616505507
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,2,24,48,117.49999999999996,0.03886662198939979,0.005282355828044531,13.59098259037074
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,3,48,72,262.3333333333333,0.08677455746285853,0.009665941603501,11.13914249304958
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,4,72,96,249.00000000000003,0.07877264762354366,0.007853201415276173,9.969452154010119
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,5,96,120,140.00000000000003,0.042717653607845164,0.005624298334704534,13.166215509719903
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,6,120,144,63.0,0.02083912498155053,0.003326878163318886,15.964577045649786
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,7,144,168,26.999999999999996,0.008033175309065985,0.0022672682777005637,28.223811761481134
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,8,168,192,20.999999999999996,0.005150618484938835,0.002454503709183726,47.65454316527336
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,9,192,216,21.833333333333332,0.007222024795193437,0.001721220347363957,23.832933230989486
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,10,216,240,54.16666666666668,0.01791723708731197,0.0030472526023131476,17.00738002998827
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,11,240,264,118.49999999999999,0.03470801047873336,0.00543415490160349,15.65677440639578
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,12,264,288,251.83333333333326,0.07701622218474379,0.008292284388274219,10.766932151492682
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,13,288,312,297.3333333333333,0.09655609261036419,0.008598715934577636,8.90541000791768
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,14,312,336,116.16666666666673,0.0375277040527949,0.004658216770947881,12.412741169549264
Q3p85_W2p62_t0p21_loweps_center,5,0.358,0.5,15,336,360,94.83333333333331,0.030471069138407424,0.004138682634306006,13.582334822276978
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,2,24,48,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,3,48,72,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,4,72,96,2.5000000000000004,0.000868185660498051,0.0006147236811106717,70.80555566398365
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,5,96,120,22.333333333333336,0.0068957206241121016,0.0021471707790104897,31.13772868788403
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,6,120,144,120.83333333333333,0.041102235647735304,0.0047773786376597936,11.623160060207145
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,7,144,168,234.16666666666669,0.0813200568666508,0.009041298299003117,11.118165244066542
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,8,168,192,233.50000000000003,0.07764825558516941,0.007740605535338817,9.968808026663833
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,9,192,216,244.16666666666669,0.08307265695596869,0.007745581759206168,9.323864244900205
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,10,216,240,108.66666666666666,0.037737136709648615,0.004983920624271877,13.20693899650736
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,11,240,264,16.333333333333336,0.0056721463152539335,0.001523573551100437,26.860617946387176
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,12,264,288,1.0,0.0003472742641992204,0.00034866220908444205,100.39966822431316
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,13,288,312,1.0,0.0003472742641992204,0.00034866220908444205,100.39966822431316
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,1,0.16,0.236,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,1,0,24,2.0,0.0006945485283984408,0.0004950378925136467,71.27477379516654
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,2,24,48,2.0,0.0006945485283984408,0.0004950378925136467,71.27477379516654
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,3,48,72,2.8333333333333335,0.000983943748564458,0.0006106573755910074,62.062224236084305
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,4,72,96,15.166666666666668,0.004406921730684355,0.0019093172442044995,43.32541762451496
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,5,96,120,116.0,0.039423743370772396,0.004674615844701523,11.857361693783615
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,6,120,144,278.1666666666667,0.09502332715146505,0.008456370536029519,8.899257466064363
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,7,144,168,354.8333333333332,0.11892412836500432,0.010406201676492583,8.750286270380439
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,8,168,192,375.8333333333333,0.1287971017421994,0.010572094704237714,8.20833276621305
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,9,192,216,355.8333333333332,0.12185161645821499,0.01015149007567932,8.33102618639486
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,10,216,240,360.3333333333332,0.12341435064711147,0.010230508491172376,8.289561495506538
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,11,240,264,115.66666666666666,0.040168056559043146,0.0052154078815072865,12.983968676306615
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,12,264,288,6.0,0.0020836455851953226,0.0008708442227619445,41.79425853175078
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,13,288,312,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,2,0.236,0.272,15,336,360,1.0,0.0003472742641992204,0.00034866220908444205,100.39966822431316
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,2,24,48,3.0,0.001041822792597661,0.0006086801598065511,58.42453861936343
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,3,48,72,6.0,0.001223574308858168,0.0015263433125852902,124.74463557588622
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,4,72,96,28.499999999999996,0.009897316529677779,0.0020717149144389726,20.932087078621706
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,5,96,120,190.00000000000006,0.06598211019785188,0.0076200428094157285,11.548649757588091
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,6,120,144,326.3333333333332,0.11246709694067512,0.009424109962154783,8.379437380806472
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,7,144,168,419.8333333333329,0.14493724064330235,0.011436925853538688,7.890950457436624
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,8,168,192,447.6666666666665,0.15288289844417302,0.01219177817566452,7.974585973797776
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,9,192,216,462.49999999999983,0.15889420463946524,0.012425265169458697,7.819835341164218
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,10,216,240,400.4999999999998,0.13650312898277633,0.01120121277492253,8.205828583120518
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,11,240,264,192.16666666666674,0.0658744664939464,0.006442324349017266,9.779698708617685
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,12,264,288,22.666666666666668,0.007871549988515664,0.0018101810650635933,22.99650091410953
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,13,288,312,3.8333333333333335,0.0013312180127636785,0.0007070652879301136,53.114161703852616
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,14,312,336,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,3,0.272,0.31,15,336,360,1.0,0.0003472742641992204,0.00034866220908444205,100.39966822431316
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,1,0,24,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,2,24,48,1.0,0.0003472742641992204,0.00034866220908444205,100.39966822431316
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,3,48,72,1.5,0.0005209113962988305,0.0005034104723473799,96.64032615224049
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,4,72,96,34.333333333333336,0.0119230830708399,0.002317970277477057,19.44103101274268
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,5,96,120,215.83333333333343,0.07237314819398698,0.007247471835677851,10.014034233044455
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,6,120,144,433.333333333333,0.14819199108276318,0.011888516411445447,8.022374437769633
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,7,144,168,555.0,0.18944027673794167,0.014536473921018051,7.673380851911858
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,8,168,192,551.5000000000002,0.18894154287685866,0.014393940763230997,7.61819795904395
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,9,192,216,633.0000000000003,0.21910788317449229,0.015975473406243543,7.291144971502946
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,10,216,240,518.5,0.17834156343462151,0.013638438611259112,7.647369658873068
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,11,240,264,242.50000000000009,0.08335393779197385,0.007569367352014001,9.080995514458893
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,12,264,288,21.833333333333336,0.007582154768349647,0.0017654989386034809,23.284923515057244
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,13,288,312,2.833333333333333,0.000983943748564458,0.0006106573755910073,62.0622242360843
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,14,312,336,2.0,0.0006945485283984408,0.0004950378925136467,71.27477379516654
Q3p85_W2p62_t0p21_loweps_left,4,0.31,0.358,15,336,360,0.8333333333333334,0.000289395220166017,0.0003530158312468436,121.9839882097325
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,1,0,24,2.0,0.0006945485283984408,0.0004950378925136467,71.27477379516654
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,2,24,48,0.8333333333333334,0.000289395220166017,0.0003530158312468436,121.9839882097325
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,3,48,72,4.666666666666667,0.0016206132329296954,0.0007941867937988176,49.005325740991935
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,4,72,96,38.166666666666664,0.013254301083603579,0.0025315169677706706,19.099588516985776
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,5,96,120,226.3333333333334,0.0761628731808016,0.007516036000648805,9.868372458594923
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,6,120,144,595.1666666666666,0.20152563858454642,0.015561353901757355,7.721773770848948
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,7,144,168,648.8333333333334,0.21156197799986634,0.017358270784429718,8.204815888250337
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,8,168,192,549.3333333333331,0.188189115304427,0.014378504015798954,7.640454652512366
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,9,192,216,678.5000000000001,0.2270248754957995,0.017572159778648594,7.740191351398283
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,10,216,240,661.6666666666665,0.2230425798138432,0.017094039534820672,7.66402520500246
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,11,240,264,288.3333333333334,0.09755053234843039,0.008829715296782045,9.051427074989322
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,12,264,288,32.833333333333336,0.011402171674541068,0.0022726900703685547,19.932080793372457
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,13,288,312,2.0,0.0006945485283984408,0.0004950378925136467,71.27477379516654
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,14,312,336,1.8333333333333335,0.0006366694843652375,0.0004977905003801952,78.1866435575273
Q3p85_W2p62_t0p21_loweps_left,5,0.358,0.5,15,336,360,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,1,0,24,394.99999999999994,0.898055780206899,0.08858642645250195,9.864245451668149
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,2,24,48,344.3333333333333,0.7767039518183798,0.0794072778859373,10.223622230842654
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,3,48,72,268.3333333333333,0.6083213813540501,0.06412246855362505,10.540886859984463
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,4,72,96,187.83333333333334,0.41872947744624167,0.04925277086482595,11.762432194936464
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,5,96,120,52.0,0.1189435953185379,0.020721791898294126,17.421528114061086
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,6,120,144,6.0,0.013724260998292838,0.0057868043649946695,42.16477933285071
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,7,144,168,7.0,0.016011637831341644,0.0062829580713976586,39.23994620399928
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,8,168,192,2.0,0.004574753666097613,0.0032706135692649823,71.49267060000857
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,9,192,216,3.0,0.00686213049914642,0.004027395604386652,58.690163425012386
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,10,216,240,12.0,0.02744852199658568,0.008435834618961234,30.733292743451063
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,11,240,264,45.0,0.09747388863981675,0.019438994426762893,19.942771031320415
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,12,264,288,188.66666666666669,0.4315517625018747,0.055318596381230274,12.818530982361581
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,13,288,312,273.5,0.6092233572967098,0.06647199776729461,10.910940457412694
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,14,312,336,355.66666666666663,0.7917114182315074,0.08269569722492133,10.445181832749565
Q3p85_W2p62_t0p21_higheps_right,1,0.16,0.236,15,336,360,381.49999999999994,0.8671761929607399,0.08597466820651098,9.91432524375163
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,1,0,24,238.33333333333337,0.5397000763625859,0.05835962433040964,10.813343723005515
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,2,24,48,236.50000000000006,0.5300484833212837,0.058708847477663514,11.076127811892581
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,3,48,72,154.33333333333337,0.3421023535391068,0.042800228779630536,12.510942510875742
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,4,72,96,74.66666666666667,0.17079080353431084,0.026778128030614416,15.67890511460405
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,5,96,120,3.833333333333333,0.008768277860020424,0.004682804457897569,53.406205102704874
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,6,120,144,1.0,0.0022873768330488064,0.002300059709670436,100.55447254857104
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,7,144,168,1.0,0.0022873768330488064,0.002300059709670436,100.55447254857104
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,9,192,216,1.0,0.0022873768330488064,0.002300059709670436,100.55447254857104
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,10,216,240,2.0,0.004574753666097613,0.0032706135692649823,71.49267060000857
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,11,240,264,6.0,0.013724260998292838,0.0057868043649946695,42.16477933285071
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,12,264,288,85.5,0.19011265037829334,0.028071158100379592,14.765539297107551
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,13,288,312,199.33333333333334,0.45049237987368246,0.05071563584732134,11.257823242546731
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,14,312,336,249.50000000000003,0.5652424509982976,0.060515974915810095,10.706197811033192
Q3p85_W2p62_t0p21_higheps_right,2,0.236,0.272,15,336,360,242.1666666666667,0.5484683542226063,0.0591116437152972,10.77758511684443
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,1,0,24,218.8333333333334,0.4950962281181343,0.05460069268024189,11.02829906173587
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,2,24,48,248.3333333333334,0.5625738446930741,0.06029832877278768,10.718295800915682
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,3,48,72,200.00000000000006,0.4465592289150022,0.0516522999165118,11.56672991441932
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,4,72,96,53.5,0.12237466056811111,0.02120141828083219,17.325006813017417
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,5,96,120,0.8333333333333334,0.0019061473608740053,0.00232762384810521,122.11143250949652
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,6,120,144,1.0,0.0022873768330488064,0.002300059709670436,100.55447254857104
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,7,144,168,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,8,168,192,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,9,192,216,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,10,216,240,0.0,0.0,0.0,0.0
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,11,240,264,5.0,0.011436884165244032,0.005254998684477808,45.9478176796388
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,12,264,288,64.66666666666667,0.14791703520382277,0.024159479381496585,16.333128465024974
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,13,288,312,214.00000000000003,0.48404057342506496,0.05359468082745128,11.072352974093887
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,14,312,336,276.0,0.6258579370740911,0.06566791352495732,10.492463166954028
Q3p85_W2p62_t0p21_higheps_right,3,0.272,0.31,15,336,360,264.5,0.5940950346466503,0.06413723619687088,10.795787282588174
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,1,0,24,277.3333333333333,0.6179916351567306,0.06734643676609464,10.897629180533281
Q3p85_W2p62_t0p21_higheps_right,4,0.31,0.358,2,24,48,325.99999999999983,0.7402267787265313,0.07535461975656704,10.179937003387712
