Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
6881,6881,0.000,0.000,0,0,48.503,48.503,48.503,0.000
6882,6882,0.000,0.000,0,0,48.497,48.497,48.497,0.000
6883,6883,0.000,0.000,0,0,48.489,48.489,48.489,0.000
8548,8548,0.000,0.000,0,0,44.674,44.674,44.674,0.000
8549,8549,0.000,0.000,0,0,44.703,44.703,44.703,0.000
8551,8551,0.000,0.000,0,0,44.684,44.684,44.684,0.000
8561,8561,0.000,0.000,0,0,-79.875,-79.875,-79.875,0.000
8570,8570,0.000,0.000,0,0,44.606,44.606,44.606,0.000
8572,8572,0.000,0.000,0,0,44.590,44.590,44.590,0.000
8776,8776,0.000,0.000,0,0,44.505,44.505,44.505,0.000
8777,8777,0.000,0.000,0,0,44.509,44.509,44.509,0.000
8778,8778,0.000,0.000,0,0,44.510,44.510,44.510,0.000
